logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000267318__ENSMUSG00000020516	12.3886637166063	0.0552847631520824	40.8742400691716	1.81403828661535e-15	3.92613701786226e-13	21.6502216832493
ENSG00000182580__ENSMUSG00000005958	6.20376040787445	3.34432743990508	30.6297850155119	8.35716918731377e-14	4.98736966781024e-12	21.6496682834101
ENSG00000104435__ENSMUSG00000027500	7.8117172903139	3.34227036607989	31.7254800025764	5.24782093303457e-14	3.58380314980244e-12	21.6460324342071
ENSG00000122642__ENSMUSG00000029781	4.93804799412149	5.91016941561602	29.5280765801065	1.3566662624692e-13	6.94021126560607e-12	21.6365297152306
ENSG00000272391__ENSMUSG00000053293	13.3402402750869	0.368394572265329	40.5223295577029	2.0352831801041e-15	4.21064173201536e-13	21.6325922439561
ENSG00000254772__ENSMUSG00000071644	14.826751996967	3.31939391881443	37.5247747077102	5.65617519799059e-15	7.80108555738545e-13	21.5921178906088
ENSG00000259132__ENSMUSG00000022177	13.269144853389	0.387289876770518	40.2428227582744	2.2316495116226e-15	4.35923171742976e-13	21.5892387277199
ENSG00000176566__ENSMUSG00000021222	13.0174681155198	0.239321024027565	40.2224981208589	2.24670150183343e-15	4.35923171742976e-13	21.5788893781161
ENSG00000188176__ENSMUSG00000045667	5.45277054703476	4.05863992009137	29.9212215034703	1.1389996920347e-13	6.02835504577675e-12	21.5758842993189
ENSG00000204599__ENSMUSG00000045409	11.7872588132577	-0.316312334756132	40.561560357905	2.00924154919931e-15	4.21064173201536e-13	21.5690036993725
ENSG00000261832__ENSMUSG00000030720	12.2508185165242	-0.203164267086776	40.2584327271895	2.22016264448096e-15	4.35923171742976e-13	21.5534609406844
ENSG00000109458__ENSMUSG00000031714	4.22556113331521	6.23313519610617	29.3100854324671	1.49627043378265e-13	7.41778412982383e-12	21.5519925672908
ENSG00000268083__ENSMUSG00000015165	15.1631680117719	1.74400940596271	39.6247057333775	2.7419967018352e-15	5.00966358459968e-13	21.5436833185301
ENSG00000239857__ENSMUSG00000025858	5.03774248857762	3.71816333515244	29.9423975614827	1.12839281069086e-13	6.02835504577675e-12	21.5436667708418
ENSG00000273217__ENSMUSG00000037533	12.1646197515111	-0.0431483118318271	40.1873531365784	2.27298701688478e-15	4.35923171742976e-13	21.5381272102093
ENSG00000140479__ENSMUSG00000030513	6.14356765841487	4.68787084662541	29.6529344664333	1.28305853082242e-13	6.66054148029884e-12	21.5311719592096
ENSG00000269547__ENSMUSG00000070699	11.9202768582641	-0.326787829350577	40.160849705893	2.29302777288742e-15	4.35923171742976e-13	21.5193839346856
ENSG00000272897__ENSMUSG00000027618	12.0754810917681	-0.249282522395823	39.9784635488974	2.43619384048063e-15	4.56964999305086e-13	21.5019681673813
ENSG00000070087__ENSMUSG00000027805	-4.97385250057599	5.52171536250928	-29.5307555736491	1.35504016241462e-13	6.94021126560607e-12	21.4833679337685
ENSG00000145103__ENSMUSG00000022900	5.52787258868575	4.36375914409089	29.4990739017903	1.37440507285639e-13	6.9550829370301e-12	21.4593883110032
ENSG00000130508__ENSMUSG00000020674	-6.52517702072498	5.29477680239125	-29.9110427146735	1.14413619364685e-13	6.02835504577675e-12	21.453850867246
ENSG00000183336__ENSMUSG00000047721	12.4186626812084	-0.0709320645491405	39.5265734893066	2.83395379942837e-15	5.10916397192946e-13	21.4512546445492
ENSG00000204366__ENSMUSG00000049823	11.9555386994252	-0.231647906829548	39.686830456116	2.68544144494453e-15	4.97089345361575e-13	21.4504355040284
ENSG00000100417__ENSMUSG00000022474	4.73140550663307	5.65403125978216	29.0898946209018	1.65306329492461e-13	7.99151011443277e-12	21.4435003804705
ENSG00000162511__ENSMUSG00000028581	8.57569316329915	3.90475235529275	30.2110040323652	1.00267652868511e-13	5.6321338693177e-12	21.4316258527361
ENSG00000188771__ENSMUSG00000032068	12.2231876108502	-0.281906039952464	39.4526510437565	2.90541027690046e-15	5.10916397192946e-13	21.4301013986943
ENSG00000204356__ENSMUSG00000024369	9.67921190770674	0.872851542159189	35.4329796389482	1.21182214966218e-14	1.27223238816773e-12	21.3944174118448
ENSG00000271079__ENSMUSG00000021000	12.8632299885804	0.279081236614094	39.0259374125698	3.35758649502613e-15	5.6909068448226e-13	21.3898712770233
ENSG00000225932__ENSMUSG00000021000	12.8632299885804	0.279081236614094	39.0259374125698	3.35758649502613e-15	5.6909068448226e-13	21.3898712770233
ENSG00000137404__ENSMUSG00000059791	12.4803846106494	-0.0604108455423905	38.8442423864644	3.57257437360377e-15	5.91155916285591e-13	21.3467509173887
ENSG00000267740__ENSMUSG00000002379	12.7582827570732	0.0882059264267386	38.7436833530709	3.69787607571311e-15	5.91155916285591e-13	21.3412956919932
ENSG00000258472__ENSMUSG00000002055	4.92288242490513	4.3611112990096	29.2006152311361	1.57212577935779e-13	7.70615521393917e-12	21.3391746878122
ENSG00000232040__ENSMUSG00000034173	11.5038702265564	-0.491435184232923	39.1327025664899	3.23777262311211e-15	5.62333151381989e-13	21.3324815151024
ENSG00000267618__ENSMUSG00000020696	11.8218389658241	-0.341005676874071	38.8760644488202	3.5338783717169e-15	5.91155916285591e-13	21.3154656869811
ENSG00000266074__ENSMUSG00000039741	12.4386295276888	0.00182860272540634	38.5987072118768	3.88690185714602e-15	5.94357992677502e-13	21.3052372136353
ENSG00000269335__ENSMUSG00000004221	12.0891641171908	-0.258088664056246	38.6804444561816	3.77908663131752e-15	5.92403975323631e-13	21.3008968770747
ENSG00000113758__ENSMUSG00000034675	-7.74086617148996	5.47253185607979	-29.7899090375665	1.207209536051e-13	6.29000879746871e-12	21.2988018642423
ENSG00000196369__ENSMUSG00000026425	4.44906186103093	4.89663059340098	28.8883513422088	1.81210485423092e-13	8.61239563828398e-12	21.2973980201629
ENSG00000116675__ENSMUSG00000028528	4.49325824413706	4.54561446003597	28.9692640493141	1.74636475101808e-13	8.33052824854003e-12	21.2956001868933
ENSG00000272617__ENSMUSG00000031916	11.752967756509	-0.403059161887419	38.7676067949107	3.66764427019688e-15	5.91155916285591e-13	21.2935936503848
ENSG00000260371__ENSMUSG00000031916	11.752967756509	-0.403059161887419	38.7676067949107	3.66764427019688e-15	5.91155916285591e-13	21.2935936503848
ENSG00000102409__ENSMUSG00000075269	-10.7861242637083	0.290057851841297	-38.2822994287777	4.3364665764282e-15	6.42162229444125e-13	21.2916849969885
ENSG00000266412__ENSMUSG00000056234	12.4033176608163	-0.0440832341560774	38.514387755788	4.00159318274173e-15	6.05316267686136e-13	21.2899890444904
ENSG00000165821__ENSMUSG00000049532	-5.96455807156857	6.09519545561333	-28.9686216618657	1.74687648089232e-13	8.33052824854003e-12	21.2752426326616
ENSG00000228144__ENSMUSG00000020225	11.8217859651472	-0.404608579246198	38.4575410490838	4.08096415829406e-15	6.10755359349796e-13	21.2482766705682
ENSG00000087460__ENSMUSG00000027523	-8.84563465964674	5.64786077961266	-29.9788706500004	1.11037159344063e-13	6.00796445250877e-12	21.2396668700402
ENSG00000130294__ENSMUSG00000014602	-7.26759080710707	5.58487517308632	-29.1788461884507	1.58769663260963e-13	7.75545702345563e-12	21.1927304406826
ENSG00000198712__ENSMUSG00000064354	11.2363476562775	-0.642090306355452	38.2349675490799	4.40838622025031e-15	6.46012264025848e-13	21.1659167423422
ENSG00000272410__ENSMUSG00000056952	12.0769191780915	-0.230772022602835	37.6568230268197	5.39815501170392e-15	7.67083279844957e-13	21.1307880437126
ENSG00000265303__ENSMUSG00000020495	12.2339553947334	-0.146067709150439	37.5536905312642	5.59856230654255e-15	7.79807668598422e-13	21.1215035536958
ENSG00000172661__ENSMUSG00000024104	3.56220067882721	6.31773605977591	28.3061984913941	2.37110439667485e-13	1.03592225628639e-11	21.1117017271139
ENSG00000170846__ENSMUSG00000055302	3.69624477646376	6.35936974531374	28.2953466803674	2.38313887896626e-13	1.03795658666555e-11	21.1078923311229
ENSG00000099194__ENSMUSG00000050195	-14.2725991607666	4.03107811456828	-36.5998822957373	7.88036415642331e-15	9.23841357938026e-13	21.0985780115598
ENSG00000198763__ENSMUSG00000064345	16.5978500307823	2.05028455831223	36.8751853238547	7.13355838534171e-15	8.75563806081054e-13	21.0943010700176
ENSG00000100207__ENSMUSG00000071262	-12.218058683049	1.01705905937163	-36.9646746687152	6.90746883667685e-15	8.67627424949732e-13	21.0918433165929
ENSG00000204422__ENSMUSG00000013766	12.0181803846471	-0.320608547650071	37.4335717521901	5.84210098239551e-15	7.90256505964808e-13	21.0889697187066
ENSG00000255552__ENSMUSG00000013766	12.0181803846471	-0.320608547650071	37.4335717521901	5.84210098239551e-15	7.90256505964808e-13	21.0889697187066
ENSG00000204568__ENSMUSG00000024436	12.3247375722383	-0.0811682711386938	37.1915318811512	6.36809203686692e-15	8.37255315650876e-13	21.0631016366325
ENSG00000204576__ENSMUSG00000038500	11.1653884350527	-0.618535181234434	37.6258660049625	5.45748905863056e-15	7.67759560768147e-13	21.0579863148907
ENSG00000241370__ENSMUSG00000024446	11.0109831484148	-0.775374418056034	37.7012103867596	5.31428521755837e-15	7.62871065720521e-13	21.055328030784
ENSG00000204386__ENSMUSG00000007038	12.6647950747395	0.0670139372531541	37.0328757856321	6.74033262379516e-15	8.62027266832275e-13	21.0488221605558
ENSG00000165272__ENSMUSG00000028435	6.52248586516715	4.22442044140437	28.6106620311638	2.05870610565926e-13	9.34711315888994e-12	21.0448639332094
ENSG00000263620__ENSMUSG00000020894	11.7639486328176	-0.367049832266206	37.2170877772427	6.31022580495579e-15	8.37255315650876e-13	21.0357129678645
ENSG00000255863__ENSMUSG00000051853	13.4942701270029	0.856985059329617	36.6818001333027	7.64974058623091e-15	9.12004665822851e-13	21.0202728694137
ENSG00000177144__ENSMUSG00000020029	5.93637952712346	3.96401781483465	28.7058235673257	1.97036630606859e-13	9.07862029069647e-12	21.0085058956435
ENSG00000204316__ENSMUSG00000020775	4.60272518205451	3.8645642240953	28.4862227092447	2.18069459837893e-13	9.70823152215024e-12	21.0027137714915
ENSG00000204427__ENSMUSG00000007036	11.2392798696965	-0.684839606816109	37.2397161207769	6.25945966106631e-15	8.37255315650876e-13	20.9993325833396
ENSG00000236104__ENSMUSG00000051390	11.3837416901749	-0.574819746044938	37.065749002294	6.66132814382907e-15	8.62027266832275e-13	20.9813248541778
ENSG00000050344__ENSMUSG00000029832	-5.79608276113833	4.80214140357571	-29.000955495963	1.72131785819825e-13	8.26467564134233e-12	20.9747900703748
