logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000136159__ENSMUSG00000033405	-5.11330115501008	3.71701845865138	-19.464467728941	3.20876429104169e-11	4.52313587639023e-10	16.15202574009
ENSG00000172831__ENSMUSG00000062826	-9.45733786841923	-0.0657761325103771	-20.7368997753697	1.40817394975673e-11	2.3438750501726e-10	16.1488179556701
ENSG00000204385__ENSMUSG00000007034	9.0753535085132	-1.16098425655315	20.9801908214266	1.20956357761135e-11	2.07261149937106e-10	16.1442200413269
ENSG00000261147__ENSMUSG00000045467	5.98151268386604	-0.541776999922907	20.734412212265	1.41037689085871e-11	2.3438750501726e-10	16.1428120944804
ENSG00000196378__ENSMUSG00000066000	4.3509116158336	4.62735584268684	19.3173157771143	3.5408602929036e-11	4.89801598825642e-10	16.1408635108927
ENSG00000265690__ENSMUSG00000033313	7.72575026834728	-2.58244258237906	21.5406578947976	8.57500903956272e-12	1.59713048450381e-10	16.1397388871414
ENSG00000100288__ENSMUSG00000022617	5.84789940077453	2.2557871282184	19.50645112545	3.12025774347253e-11	4.41607504377983e-10	16.1392677992026
ENSG00000197444__ENSMUSG00000021913	3.95868125687593	6.66471847834554	19.3829697995817	3.38835070206518e-11	4.719536403629e-10	16.1309082337622
ENSG00000144681__ENSMUSG00000032502	-8.18916885438039	-0.264280582766654	-20.7249393262786	1.41879980343354e-11	2.34661519895284e-10	16.1307306525355
ENSG00000174720__ENSMUSG00000066107	-11.5104279395607	1.63108514313536	-20.6538919408964	1.48371832933558e-11	2.41864999502815e-10	16.1296082327074
ENSG00000078043__ENSMUSG00000025423	2.53407891118196	6.51902569035008	19.3684284645234	3.42151148342364e-11	4.76101123133569e-10	16.1274118643513
ENSG00000131203__ENSMUSG00000031551	-8.48847310043263	-0.185146417941315	-20.723910568174	1.4197177762747e-11	2.34661519895284e-10	16.1248274957537
ENSG00000132207__ENSMUSG00000059772	9.03759690899209	-0.532309383725555	20.8296632792028	1.32860246534556e-11	2.23573917254561e-10	16.1227984794801
ENSG00000178538__ENSMUSG00000041261	3.50734839959563	3.5164669135357	19.2780849561446	3.63549058356845e-11	5.00378879284849e-10	16.1148353892781
ENSG00000102898__ENSMUSG00000071497	-3.90491110641643	5.71216551494224	-19.274414604802	3.6444816859675e-11	5.00689144122957e-10	16.1064752281105
ENSG00000138759__ENSMUSG00000034687	-8.75863073340809	3.67257581238525	-19.7828031273999	2.5991875896054e-11	3.75800318710882e-10	16.1040752031218
ENSG00000198088__ENSMUSG00000072944	4.5316489064086	3.47895678372495	19.2697252830725	3.6560036166635e-11	5.01782037846069e-10	16.0992401892476
ENSG00000091592__ENSMUSG00000069830	-8.12024652995069	-1.11221792955773	-20.7104522938527	1.43178559866189e-11	2.35033369918033e-10	16.089091684767
ENSG00000091592__ENSMUSG00000070390	-8.12024652995069	-1.11221792955773	-20.7104522938527	1.43178559866189e-11	2.35033369918033e-10	16.089091684767
ENSG00000197355__ENSMUSG00000026956	4.03197776821441	5.0134553888183	19.2641545534774	3.66974199138858e-11	5.03176708916711e-10	16.0865327543252
ENSG00000177981__ENSMUSG00000048175	2.6103055350852	4.54803789031439	19.2519701582933	3.69998409323117e-11	5.06336344587316e-10	16.0849118601605
ENSG00000135899__ENSMUSG00000079192	-8.19203115053787	-0.52404674539905	-20.6511262434357	1.48630901086519e-11	2.41984905492998e-10	16.0809427945988
ENSG00000134824__ENSMUSG00000024665	-3.42590092996029	8.54434730057529	-19.3385855249188	3.4906616106447e-11	4.83809138310834e-10	16.0751107670507
ENSG00000121904__ENSMUSG00000028804	-6.74251064963636	1.92098800248275	-19.8114718642536	2.55073395880705e-11	3.69174128935161e-10	16.0651075999824
ENSG00000074071__ENSMUSG00000038880	-4.70402411927327	5.15218803646039	-19.1993543280632	3.83368057573572e-11	5.21587101346364e-10	16.0638551668972
ENSG00000175938__ENSMUSG00000043964	3.4903241544537	3.43045498606445	19.1857763751965	3.86901646420729e-11	5.23862594980444e-10	16.0550226117454
ENSG00000183837__ENSMUSG00000046287	-8.71421035820866	-0.297166608650283	-20.5529687696865	1.58147015728612e-11	2.545551736007e-10	16.0460679621811
ENSG00000152465__ENSMUSG00000026643	2.64290361020556	5.48522449438249	19.2114977879497	3.80237087286423e-11	5.18330944180755e-10	16.0389491751459
ENSG00000110195__ENSMUSG00000001827	5.2730521824027	2.28666415269227	19.2767873999556	3.63866643096673e-11	5.00378879284849e-10	16.0377275729639
ENSG00000228594__ENSMUSG00000074738	-8.87424192693561	-0.770282275898432	-20.546526821208	1.58793989280692e-11	2.55304438994374e-10	16.0341373209653
ENSG00000080823__ENSMUSG00000056458	3.84664032948069	3.02156610613249	19.170488803442	3.90921988444092e-11	5.28289196295052e-10	16.0284053845804
ENSG00000267110__ENSMUSG00000055809	9.16129882091159	-0.75094055530748	20.6627185347076	1.47548262833189e-11	2.41011141149589e-10	16.0195880416977
ENSG00000171759__ENSMUSG00000020051	-6.7525904117604	-1.56802600771674	-20.7368871049619	1.40818516108748e-11	2.3438750501726e-10	16.0145849615509
ENSG00000049323__ENSMUSG00000001870	-3.51711873855018	3.83216666823081	-19.1552913577697	3.94963051560711e-11	5.30495022530542e-10	16.0117843952103
ENSG00000244355__ENSMUSG00000073413	8.04841342502576	-2.31038592426785	21.1335279188362	1.09997952071453e-11	1.93431398717651e-10	16.0095523925464
ENSG00000117122__ENSMUSG00000060572	-7.37190267804837	2.89880850464158	-19.4819013269716	3.17168944534205e-11	4.47985212018795e-10	16.0086821834863
ENSG00000051620__ENSMUSG00000019853	-4.20789956844002	3.53816866960458	-19.1913456955375	3.85448055231559e-11	5.22900987560036e-10	16.0071744250277
ENSG00000204713__ENSMUSG00000021326	12.513430165035	0.81874187544006	20.4400604606837	1.69907908057519e-11	2.69703812274766e-10	16.0060152759648
ENSG00000100938__ENSMUSG00000002326	-2.97195663974334	5.43150545380271	-19.1073711857737	4.0800117437751e-11	5.41998160636715e-10	15.9902418335549
ENSG00000186377__ENSMUSG00000047155	-7.19427118948194	-1.49262001518421	-20.6130615754417	1.52246202034947e-11	2.46751102560787e-10	15.9892807441884
ENSG00000157150__ENSMUSG00000030317	-8.2430982982848	-0.23444122940706	-20.4167423951515	1.72451702340478e-11	2.72589949272568e-10	15.9794192464861
ENSG00000145642__ENSMUSG00000042655	-8.03246409683668	-1.14366592030041	-20.4927979392234	1.64301920625456e-11	2.6206342623117e-10	15.9786724044183
ENSG00000174705__ENSMUSG00000040711	-6.5224659506199	4.15573787637636	-19.2065224531432	3.81516559306632e-11	5.19571631783707e-10	15.9768400283444
ENSG00000133980__ENSMUSG00000071235	-12.8246060471483	2.28962323490605	-20.3338234034338	1.81833492644063e-11	2.82655643593003e-10	15.9746298343172
ENSG00000154736__ENSMUSG00000022894	-7.12650184439127	-1.62597508980613	-20.5901078231518	1.54471793292983e-11	2.49209769271295e-10	15.9724934202889
ENSG00000136802__ENSMUSG00000007476	-2.65037749576769	6.59912453673418	-19.1342630386358	4.00628586765617e-11	5.34728933455284e-10	15.9701101284881
ENSG00000112852__ENSMUSG00000051599	-8.68017462530721	0.137159688680987	-20.3767865423375	1.76905967679668e-11	2.7754454331905e-10	15.9668720725982
ENSG00000207241__ENSMUSG00000065738	7.34113964779708	-2.43237224375965	21.2648558441951	1.01457645999203e-11	1.81360376609504e-10	15.9624582896203
ENSG00000057657__ENSMUSG00000038151	5.20765749841142	2.2026687895884	19.1267057844333	4.02685922350237e-11	5.36456965494615e-10	15.9589943187672
ENSG00000139626__ENSMUSG00000001281	5.11826023278529	1.17451361902756	19.3128844478364	3.55141576021985e-11	4.90779144545902e-10	15.9573498160213
ENSG00000131873__ENSMUSG00000032640	-3.04137714178417	5.01088676866815	-19.0417427982429	4.26611277233113e-11	5.62471176018317e-10	15.9554615095748
ENSG00000164037__ENSMUSG00000050150	4.6298261376024	1.03483596123712	19.4322371991822	3.27853597231664e-11	4.60303832919666e-10	15.9446486060457
ENSG00000132530__ENSMUSG00000040483	8.5573747889258	0.617418986311822	20.0174845774249	2.22978251120177e-11	3.30288932006377e-10	15.9426783612515
ENSG00000170837__ENSMUSG00000072875	-5.03413872430375	1.620470831515	-19.4300456675003	3.28333883232512e-11	4.60518551277665e-10	15.937318263039
ENSG00000013297__ENSMUSG00000037625	-7.67073816428258	-1.43933144417023	-20.4295369216357	1.71050915216317e-11	2.70984715682786e-10	15.9295919876007
ENSG00000165496__ENSMUSG00000060499	10.7217789722406	-0.299204211320214	20.3573219184064	1.79120426206483e-11	2.79054945279379e-10	15.9224869719554
ENSG00000166341__ENSMUSG00000036862	-10.0524991030585	0.375745802476411	-20.2663324830697	1.89873760130824e-11	2.92888602798293e-10	15.9206799167578
ENSG00000171960__ENSMUSG00000033036	-5.64059705285015	3.13631499865336	-19.1951060650796	3.84469911411581e-11	5.22077482021054e-10	15.9188960445319
ENSG00000069482__ENSMUSG00000024907	-10.2708778592886	1.06585600766204	-20.2427949951231	1.92766781900508e-11	2.96376293746049e-10	15.9168248499387
ENSG00000006327__ENSMUSG00000023905	-3.55305140843067	4.52023488501459	-18.9661382784214	4.49184961856606e-11	5.87280115557503e-10	15.9063826682285
ENSG00000106789__ENSMUSG00000028337	-7.48140465939754	2.92111712741257	-19.3594607101481	3.44213532053253e-11	4.78497625387862e-10	15.9024969522287
ENSG00000125869__ENSMUSG00000027270	-7.05117851225381	-1.67158564343105	-20.4453449815226	1.69337024940753e-11	2.69483401229243e-10	15.8981855916042
ENSG00000066422__ENSMUSG00000022601	5.25574027928545	7.05055853099329	19.0280800566153	4.30598856854387e-11	5.66046645021552e-10	15.8907203472713
ENSG00000267173__ENSMUSG00000052675	7.27544047972626	-2.62953159382839	21.1163828955685	1.11168600676251e-11	1.94140734717746e-10	15.8890302127053
ENSG00000252945__ENSMUSG00000077734	7.4534085392304	-2.4785062590631	21.0481045392575	1.15964875088944e-11	2.00704186206745e-10	15.8833678366926
ENSG00000209480__ENSMUSG00000077734	7.4534085392304	-2.4785062590631	21.0481045392575	1.15964875088944e-11	2.00704186206745e-10	15.8833678366926
ENSG00000170417__ENSMUSG00000079588	-7.41764138866138	-1.3393731295445	-20.3616760776364	1.78622492308911e-11	2.78782775715348e-10	15.8799072214657
ENSG00000137124__ENSMUSG00000035561	-3.44010884046142	5.43050422868538	-18.9359601639234	4.58550063505031e-11	5.9619984227253e-10	15.8765661177604
ENSG00000143013__ENSMUSG00000028266	-4.92563673815066	3.73638403064086	-19.0019491242543	4.38337102131478e-11	5.75235667237465e-10	15.8716519131419
ENSG00000185432__ENSMUSG00000056487	-8.53698138155199	0.988901672468964	-20.0925901716225	2.12378780656812e-11	3.1818367266028e-10	15.868231847984
ENSG00000046653__ENSMUSG00000031342	-10.4391833846459	1.83121434169144	-20.1230629357726	2.08233457156611e-11	3.13643284291136e-10	15.8588302313336
ENSG00000134873__ENSMUSG00000022132	-8.9990695073085	-0.242752824318387	-20.1563936058921	2.03798497784807e-11	3.09855183281054e-10	15.852213191481
ENSG00000120885__ENSMUSG00000022037	-4.24369967871905	5.46548886928958	-18.8892605211401	4.73457228829916e-11	6.13314575983357e-10	15.8485827097632
ENSG00000180233__ENSMUSG00000058446	2.76111286784802	5.23119507166619	18.9142585924783	4.65413944735433e-11	6.04565408544605e-10	15.8407668359295
ENSG00000114648__ENSMUSG00000054792	-3.45171615019453	4.22840909962823	-18.8658388380737	4.81128621991613e-11	6.2153511975923e-10	15.835757288166
ENSG00000249624__ENSMUSG00000022971	9.71474701356147	-0.805679397778614	20.2589906571406	1.90771124415324e-11	2.93950512406876e-10	15.8228589484452
ENSG00000050130__ENSMUSG00000056197	-10.1106667657716	0.0692002667509077	-20.0737113093995	2.14991269620096e-11	3.21071887581265e-10	15.8175433529038
ENSG00000132688__ENSMUSG00000004891	-4.08156185816148	7.17893122984837	-18.9119516662825	4.66150041246883e-11	6.04836487659804e-10	15.812464129943
ENSG00000146910__ENSMUSG00000044681	10.677039128345	0.449351448340983	20.0969169161544	2.11784846138778e-11	3.17632112524555e-10	15.8122690869325
ENSG00000152127__ENSMUSG00000036155	-2.58437300690623	5.29605902793833	-18.8444300298477	4.88257364183373e-11	6.29936621788414e-10	15.8094938472665
ENSG00000205126__ENSMUSG00000075023	10.4450940009887	0.211659965082965	20.1025760408457	2.11010701813046e-11	3.16808810363492e-10	15.8025648373969
ENSG00000048540__ENSMUSG00000030226	-6.8017007507252	-1.51175578590491	-20.2858189125448	1.87513883156958e-11	2.89884099807921e-10	15.7993591286233
ENSG00000180287__ENSMUSG00000055214	-7.80974551750366	-0.981400116966949	-20.1559977172112	2.03850576128827e-11	3.09855183281054e-10	15.7993234333021
ENSG00000135549__ENSMUSG00000019876	-9.06730238496768	0.30419477774163	-20.0438669501974	2.19191730718153e-11	3.26305742618304e-10	15.7955533689604
ENSG00000141034__ENSMUSG00000018415	2.5097065324195	5.39504020551489	18.8429786880691	4.88744715441655e-11	6.29936621788414e-10	15.7799702608724
ENSG00000116771__ENSMUSG00000040706	-9.08537254782642	-0.510539678684428	-20.025471912132	2.21824522756379e-11	3.29876045046167e-10	15.7767291081966
ENSG00000002746__ENSMUSG00000021301	-8.59505877512039	-0.207134749732065	-20.0154348474663	2.23275360106582e-11	3.30288932006377e-10	15.7722265204374
ENSG00000158296__ENSMUSG00000018459	-8.89989405317437	-0.553609975698155	-20.0233228185028	2.22134317220778e-11	3.29987917070952e-10	15.7713024268697
ENSG00000189090__ENSMUSG00000043681	8.91064707192101	-1.75565863809198	20.3745007835032	1.77164486707782e-11	2.7754454331905e-10	15.7688597493325
ENSG00000188100__ENSMUSG00000043681	8.91064707192101	-1.75565863809198	20.3745007835032	1.77164486707782e-11	2.7754454331905e-10	15.7688597493325
ENSG00000124356__ENSMUSG00000006906	-2.966627915078	4.5313595046421	-18.7588044224839	5.17921768431894e-11	6.58186399123747e-10	15.764829285343
ENSG00000169213__ENSMUSG00000003411	-5.99388100174532	3.59250284504259	-18.9109110024719	4.66482505765487e-11	6.04836487659804e-10	15.7629841202212
ENSG00000101938__ENSMUSG00000031283	-9.10291448301496	0.0813348990630105	-19.9685635327443	2.30186517920807e-11	3.39085228702609e-10	15.7606786941847
ENSG00000144048__ENSMUSG00000030002	2.16450423559991	5.88333172497231	18.8248736727488	4.9486828441243e-11	6.36362616555216e-10	15.7590100744553
ENSG00000225921__ENSMUSG00000063200	3.7288680947126	4.23004259593264	18.7483121113881	5.21687565007243e-11	6.62373706184286e-10	15.7549085882262
ENSG00000166342__ENSMUSG00000050321	-8.25866527671646	-0.476662708017177	-19.989991729973	2.26998894356421e-11	3.34740088658923e-10	15.7509007080781
ENSG00000165917__ENSMUSG00000002104	5.95824913712313	0.864434902634318	19.0930294405891	4.1199241640813e-11	5.46268549861411e-10	15.7466616900291
ENSG00000241697__ENSMUSG00000028347	7.22559746610715	3.44747676152466	18.8422918264234	4.88975540938974e-11	6.29936621788414e-10	15.7400766803441
ENSG00000165568__ENSMUSG00000045410	3.13725178742862	3.02998745557101	18.7237436696183	5.30620741921827e-11	6.71671889384271e-10	15.7393875577936
ENSG00000270276__ENSMUSG00000060639	7.60353019296638	-2.41268425340069	20.6613383712827	1.47676715717192e-11	2.41011141149589e-10	15.7316812161289
ENSG00000120669__ENSMUSG00000027794	5.90406099468016	1.09246275828294	19.1536409141257	3.95404599665018e-11	5.30495022530542e-10	15.7231928740568
ENSG00000163412__ENSMUSG00000093661	-5.68248782056952	1.74402651892331	-19.1595022711317	3.93838886390387e-11	5.30495022530542e-10	15.7228634787947
ENSG00000128849__ENSMUSG00000032232	-7.01360950704388	3.43602858505556	-18.9582098284566	4.51625353125625e-11	5.89375275303459e-10	15.7170208097916
ENSG00000065534__ENSMUSG00000022836	-5.60561826544125	2.14464215994912	-19.0826837930608	4.14897541244746e-11	5.49602505671477e-10	15.7133971413482
ENSG00000107021__ENSMUSG00000039678	2.79964208854427	7.53372207688591	18.8096727995491	5.00073121820138e-11	6.40129997976861e-10	15.713187745077
ENSG00000266094__ENSMUSG00000026430	7.89694644854482	-2.37545612792479	20.5303760433749	1.60428544992317e-11	2.57344215615954e-10	15.7129798287158
ENSG00000099804__ENSMUSG00000020870	-8.10020695531608	2.85701812615056	-19.1707215189896	3.90860454066701e-11	5.28289196295052e-10	15.712330904763
ENSG00000161956__ENSMUSG00000005204	3.02842936998797	6.90810751189563	18.7897413077652	5.06986835155759e-11	6.47503857368776e-10	15.7110929601592
ENSG00000198353__ENSMUSG00000075394	8.59039334777447	-1.88731655863894	20.309138606861	1.8473104820589e-11	2.86526613689135e-10	15.7010560969254
ENSG00000261408__ENSMUSG00000020778	4.11179643640949	1.87903480635648	18.8205752504192	4.96334166289913e-11	6.36921578098507e-10	15.6955163088252
ENSG00000006282__ENSMUSG00000020867	-9.07762975150607	0.139888137760421	-19.8324437164834	2.51590270802519e-11	3.6499361364395e-10	15.692944901728
ENSG00000243725__ENSMUSG00000025413	3.12253305817995	4.339267142588	18.6771359713448	5.48021256205865e-11	6.90821060242304e-10	15.692890049022
ENSG00000122971__ENSMUSG00000029545	3.72000687320232	4.49771069108157	18.6741369537172	5.49161661218381e-11	6.91020237032217e-10	15.6919037819315
ENSG00000248405__ENSMUSG00000078954	7.45817809547474	1.12529364930547	19.2279053585827	3.7605016259373e-11	5.14117948237958e-10	15.6884794895596
ENSG00000167460__ENSMUSG00000031799	-2.49591470137735	8.07773089792943	-18.7734871513513	5.12700828194761e-11	6.52730791949674e-10	15.6860624533042
ENSG00000229894__ENSMUSG00000025059	8.22898140274822	0.166296598472225	19.6800529274015	2.78111967416016e-11	3.98825602202702e-10	15.6818253973868
ENSG00000204539__ENSMUSG00000039518	7.53682211073498	-2.45413801736289	20.5752321864688	1.55932747365904e-11	2.51278567003842e-10	15.6813138831352
ENSG00000179833__ENSMUSG00000049800	2.31456812964335	4.44594808615623	18.6628876995454	5.53462016280377e-11	6.95102449955566e-10	15.6801177254103
ENSG00000198932__ENSMUSG00000043384	4.3789404798256	4.04933376243769	18.6233477181024	5.68866063630514e-11	7.10098294867265e-10	15.6716640769348
ENSG00000127311__ENSMUSG00000020228	4.59932153953821	4.69741945179957	18.6208221745708	5.69865460514226e-11	7.10676962056424e-10	15.6646565337448
ENSG00000184208__ENSMUSG00000075524	-8.20234468865265	-0.899510414056535	-19.8532702993686	2.48181694257544e-11	3.61056884675815e-10	15.6613653749317
ENSG00000137200__ENSMUSG00000024019	-4.11130446785688	4.30453001521675	-18.6107674606421	5.73862968089525e-11	7.13802319636025e-10	15.6591725724131
ENSG00000255833__ENSMUSG00000049625	8.47795227478979	-1.73050101254255	20.1106243023707	2.09914955374325e-11	3.15837817348236e-10	15.6478592288878
ENSG00000168938__ENSMUSG00000024538	3.75625476288506	4.70667543295104	18.6084043821613	5.74806825663741e-11	7.14344737052784e-10	15.6438897714063
ENSG00000188313__ENSMUSG00000032372	-7.60782584942166	1.40132703360538	-19.4457739393626	3.24903592965862e-11	4.57531906490865e-10	15.6436142240086
ENSG00000145247__ENSMUSG00000029153	-3.66603911750567	4.68825880429558	-18.581914423196	5.85502033346389e-11	7.23799877426802e-10	15.6424948459573
ENSG00000112280__ENSMUSG00000026147	-8.27120090136534	-0.473968244375729	-19.7737042223303	2.61477141947895e-11	3.76505673789456e-10	15.639395797852
ENSG00000219200__ENSMUSG00000040904	4.99643627585036	3.24582240249498	18.5858916311448	5.83882735784926e-11	7.22432922341455e-10	15.638724798032
ENSG00000175548__ENSMUSG00000075470	4.3346140045005	3.84608360778097	18.5643015304834	5.92731103474314e-11	7.30809917938357e-10	15.6307464414078
ENSG00000173214__ENSMUSG00000039339	-7.88135921326492	-0.715729066526714	-19.7663849361013	2.62737997481715e-11	3.7793437101971e-10	15.6238493103891
ENSG00000171570__ENSMUSG00000053291	8.00926846875637	-1.81780970254019	20.1436046972749	2.05488089340254e-11	3.10505525331761e-10	15.6134409953833
ENSG00000168175__ENSMUSG00000041775	-2.84167259982616	5.81565335333345	-18.5682645605434	5.91096208535616e-11	7.29433461550793e-10	15.6060925632818
ENSG00000162927__ENSMUSG00000020280	4.00369134409679	3.68313698414022	18.5243350960583	6.09492303362021e-11	7.46893529938756e-10	15.6023000113507
ENSG00000183688__ENSMUSG00000020846	-7.839801201104	2.39702620414801	-19.0681511470498	4.19015552190125e-11	5.54535351666103e-10	15.5897315452729
ENSG00000178971__ENSMUSG00000020898	2.84334744970463	6.27203005672207	18.597233090343	5.79291430528446e-11	7.18648310817829e-10	15.5882411398221
ENSG00000240682__ENSMUSG00000030056	2.4570602722556	4.67242828281334	18.5401721683459	6.02790529021156e-11	7.40616346049749e-10	15.587266333144
ENSG00000063180__ENSMUSG00000003273	-5.56495092945372	2.95545654887964	-18.6908792277442	5.42827626132234e-11	6.85502607219773e-10	15.5826344549412
ENSG00000243749__ENSMUSG00000070737	4.69794726537855	2.10542377964472	18.5875929169756	5.83191533417906e-11	7.22212895433371e-10	15.5774928344189
ENSG00000096746__ENSMUSG00000020069	-4.26066976275462	6.02858738975268	-18.505863323181	6.1741005522854e-11	7.55878624204425e-10	15.5759895848749
ENSG00000189143__ENSMUSG00000047501	3.55047995034695	6.39051105503228	18.5797833442351	5.8637167007991e-11	7.24238512263755e-10	15.5688248973131
ENSG00000106785__ENSMUSG00000039853	-7.87298741542411	1.69544264776081	-19.1979264486512	3.83738022386613e-11	5.21587101346364e-10	15.5681465402872
ENSG00000126254__ENSMUSG00000036733	-8.59855384882703	2.31315065183877	-19.1604354820874	3.93590216643959e-11	5.30495022530542e-10	15.5661869395314
ENSG00000258674__ENSMUSG00000048967	7.672531387779	-2.70704088113441	20.2794573732565	1.88280811971636e-11	2.90750215457407e-10	15.5632739032244
ENSG00000122696__ENSMUSG00000045973	2.77495730271991	4.201306495417	18.4771541615234	6.29935606631414e-11	7.68397864288161e-10	15.5569512603398
ENSG00000162490__ENSMUSG00000029005	-6.0348876608979	2.86963418920364	-18.6860016001936	5.44664835303244e-11	6.8720582090099e-10	15.5414023116283
ENSG00000101439__ENSMUSG00000027447	3.75147518277132	5.22606475160112	18.4860892618354	6.26008359446506e-11	7.64469236171306e-10	15.5399316021302
ENSG00000088726__ENSMUSG00000059900	5.55794670606911	0.646495193539955	18.8196181527381	4.9666119645583e-11	6.36921578098507e-10	15.5398899887353
ENSG00000165138__ENSMUSG00000066191	-6.80396184243924	3.47806170684659	-18.6111296699318	5.73718441845359e-11	7.13802319636025e-10	15.5333799561798
ENSG00000152670__ENSMUSG00000021758	7.46462095360831	-0.236962974627984	19.3541145959598	3.45449356998094e-11	4.79268397854949e-10	15.5325803315845
ENSG00000199031__ENSMUSG00000078041	7.56006092434681	-2.49955930221973	20.2434098415025	1.92690612046714e-11	2.96376293746049e-10	15.5315268633444
ENSG00000187650__ENSMUSG00000054723	4.82782116515195	2.60137254316202	18.4678218751197	6.34065639524462e-11	7.72297438686592e-10	15.5268903309983
ENSG00000168004__ENSMUSG00000024973	-6.55446341294773	-1.85819133126587	-19.7745897603114	2.61325035400004e-11	3.76505673789456e-10	15.5233105892194
ENSG00000135144__ENSMUSG00000029603	3.72409627485362	4.57642865142208	18.4435705495654	6.44934454711572e-11	7.84313356447921e-10	15.5217389242035
ENSG00000136147__ENSMUSG00000044703	-7.46016416954418	-1.08866058976716	-19.648709425287	2.83929932814909e-11	4.0634041656563e-10	15.52108737519
ENSG00000204442__ENSMUSG00000079157	-8.24635173793768	-0.848739504328578	-19.5804097438878	2.97064630599857e-11	4.22986358631456e-10	15.5204120106349
ENSG00000007062__ENSMUSG00000029086	-3.77357076813769	5.28575997223194	-18.4076004452118	6.61424688072156e-11	7.98705795004214e-10	15.5183533145369
ENSG00000188167__ENSMUSG00000079260	2.92116145631938	3.26434833936349	18.3942148242266	6.67676119121992e-11	8.04872977190075e-10	15.512404598791
ENSG00000122674__ENSMUSG00000029617	2.27390158543031	4.82069590327073	18.4370884612019	6.47873260219958e-11	7.87070900239583e-10	15.5117231080342
ENSG00000150510__ENSMUSG00000035184	-6.4596779260612	2.77475124551187	-18.6399591008381	5.62339317002328e-11	7.03199067696778e-10	15.5030807032834
ENSG00000173715__ENSMUSG00000071691	-6.12247421620543	0.936356053737349	-19.1636811616705	3.92726660657445e-11	5.3021868158627e-10	15.5007935724674
ENSG00000171823__ENSMUSG00000030019	3.01524551802086	4.12036943620953	18.3878805389762	6.70656442219348e-11	8.07773529892276e-10	15.4954327227617
ENSG00000139146__ENSMUSG00000039985	-1.95023788230091	8.18271321882456	-18.5047307999531	6.17899074378085e-11	7.55878624204425e-10	15.4916602264619
ENSG00000023171__ENSMUSG00000040111	2.4495513095499	5.56352929306344	18.4333106382692	6.49592641845884e-11	7.88108530316289e-10	15.4868959497086
ENSG00000122390__ENSMUSG00000005982	3.38269041559776	2.85049708255318	18.3630730394827	6.82466535750799e-11	8.19192766633297e-10	15.4836739752337
ENSG00000070413__ENSMUSG00000092470	-11.3264578228443	1.74159490417718	-19.3976587442428	3.35520287266443e-11	4.69661631966598e-10	15.4786104985457
ENSG00000073849__ENSMUSG00000022885	-3.42369863610517	5.85746504812251	-18.3719769513939	6.78202209055045e-11	8.14769314857931e-10	15.4662365324006
ENSG00000142227__ENSMUSG00000040212	-4.71321559311226	1.91183481730052	-18.5296907321871	6.072170646275e-11	7.44754112047051e-10	15.4513141414288
ENSG00000166507__ENSMUSG00000039308	6.26453414064792	0.663154887622443	18.8850197493304	4.7483644470838e-11	6.14379411544649e-10	15.4475521992629
ENSG00000128591__ENSMUSG00000068699	-4.72768864112556	4.0453047418398	-18.3024288136926	7.12286260407514e-11	8.47036611277507e-10	15.4444724775336
ENSG00000068781__ENSMUSG00000033855	7.14159046159978	-0.883220990747044	19.3875678995852	3.37793680121061e-11	4.70969424374934e-10	15.4424407642492
ENSG00000147255__ENSMUSG00000031111	-5.38995910448859	3.05178632437606	-18.4762877142065	6.30317838632739e-11	7.68397864288161e-10	15.4410553616884
ENSG00000172020__ENSMUSG00000047261	-7.91570830574113	0.915876607115833	-19.2937041818653	3.59749389620964e-11	4.96172001292913e-10	15.4369505613875
ENSG00000167105__ENSMUSG00000075610	-9.50500870695512	-0.50463957840471	-19.3560986258144	3.44990168077315e-11	4.7910381880668e-10	15.431986769354
ENSG00000119723__ENSMUSG00000021235	2.8460428482131	3.61988211225569	18.2751258029593	7.26164778865626e-11	8.59906238138184e-10	15.4257940320051
ENSG00000187955__ENSMUSG00000022371	-5.23878695528793	2.26508612800683	-18.5496734628203	5.98807808128678e-11	7.37655713200897e-10	15.4235588936358
ENSG00000117758__ENSMUSG00000028879	2.8910566695891	5.37112933475813	18.3185706815501	7.04215053014552e-11	8.40279674792936e-10	15.4097507962877
ENSG00000254087__ENSMUSG00000042228	-3.50933008865917	4.46393329314255	-18.2227434744989	7.53609606719255e-11	8.89411069406583e-10	15.3916434857547
ENSG00000182095__ENSMUSG00000039477	3.06382791537034	4.97924057818533	18.282929155157	7.22168879473966e-11	8.55894843844966e-10	15.3912743984522
ENSG00000131015__ENSMUSG00000079685	5.36677805168216	-0.918646223624674	19.100013703185	4.10043524780085e-11	5.44197387415683e-10	15.385366288056
ENSG00000213047__ENSMUSG00000056268	4.50258260157325	3.41282162465978	18.2132966604839	7.5867636855915e-11	8.93891051330831e-10	15.3796839170217
ENSG00000165630__ENSMUSG00000039449	3.56890337523983	4.27010350768249	18.207035040827	7.62054876591248e-11	8.97120335053195e-10	15.3739457479035
ENSG00000189050__ENSMUSG00000020521	3.72711546048802	3.57549490297273	18.1965416097962	7.67752900012917e-11	9.00812993943429e-10	15.3735033382248
ENSG00000167080__ENSMUSG00000013418	8.795338317317	-1.80972616559014	19.5933570741045	2.94525552199896e-11	4.20221649933889e-10	15.3658885155145
