baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000215912__ENSMUSG00000046637	35.4920382581532	0.062067323832886	0.477474879444789	0.129990762875438	0.89657373483888	0.907529423667171
ENSG00000169717__ENSMUSG00000051276	1.20866637740386	4.09056924202299	3.21082524669927	1.27399311009782	0.202665857962979	0.238590606945564
ENSG00000142611__ENSMUSG00000039410	726.532276800907	-3.0874305325073	0.291774584966313	-10.581560874686	3.62862205959125e-26	1.04981756491492e-25
ENSG00000130762__ENSMUSG00000029032	863.769268075278	1.07489977104194	0.166647884027597	6.45012552853016	1.11757545629075e-10	2.17267923143189e-10
ENSG00000162591__ENSMUSG00000057751	595.814753630642	3.02951903814966	0.137026878358322	22.1089400447957	2.59287225358861e-108	2.32084989928285e-107
ENSG00000158109__ENSMUSG00000029030	2428.87212577359	-0.554468596986111	0.0812987182692575	-6.82013946578761	9.09521697011871e-12	1.82766825519289e-11
ENSG00000116213__ENSMUSG00000029029	1104.380036098	0.0094656364364086	0.118997753244716	0.0795446651580283	0.936599406479154	0.943693679641516
ENSG00000078900__ENSMUSG00000029026	679.159978544556	-3.28892212717139	0.188538473076614	-17.4443023405356	3.80334215277362e-68	2.17143193584419e-67
ENSG00000162592__ENSMUSG00000039492	5.64483157916895	2.93591634792522	1.41820151083029	2.07016867878414	0.0384365512421112	0.049079856350633
ENSG00000235169__ENSMUSG00000078350	57.5166806570129	0.320825154977181	0.452672812021915	0.708735197822416	0.478488818090878	0.526219312104771
ENSG00000130764__ENSMUSG00000029028	4083.06903681696	-0.214863194069463	0.0924100031712191	-2.32510752836314	0.0200662112012634	0.0262159748320184
ENSG00000116198__ENSMUSG00000039523	1835.61654582963	-0.665540608599781	0.0909638712919229	-7.31653786440022	2.54450249710463e-13	5.34105200497981e-13
ENSG00000169598__ENSMUSG00000029027	666.255798402654	-1.11566923412297	0.147555242623321	-7.56102741107652	3.99897952364877e-14	8.60824507901903e-14
ENSG00000198912__ENSMUSG00000047613	1590.56451227414	0.49532425000563	0.079637947532395	6.21970135285246	4.98102039869152e-10	9.47241111820456e-10
ENSG00000196581__ENSMUSG00000039546	340.788136810984	7.79245956345892	0.455084699421804	17.1230972462037	9.98201359227203e-66	5.52588747586772e-65
ENSG00000131697__ENSMUSG00000039577	834.809555425088	0.870536530419085	0.137950748495529	6.31048790900397	2.78157145085828e-10	5.33537081575006e-10
ENSG00000069424__ENSMUSG00000028931	335.55416393429	0.686074907697257	0.185112405323636	3.70626110388321	0.000210341453642116	0.000314795323246605
ENSG00000116254__ENSMUSG00000005045	345.678479336787	-2.44166654520538	0.19632910054314	-12.4366002719442	1.65394919219449e-35	5.81883592250046e-35
ENSG00000116251__ENSMUSG00000028936	29351.7069420679	-0.825075935404945	0.0434545407179566	-18.9871051856268	2.18020624050282e-80	1.43852565267645e-79
ENSG00000158286__ENSMUSG00000058498	94.2876372208462	0.600759536842966	0.283617522499077	2.11820317570443	0.0341578643606629	0.0437919265614603
ENSG00000116237__ENSMUSG00000039662	7424.96627393046	1.90276771734367	0.0824579544966459	23.0756114308058	8.13912463528163e-118	8.04815015482216e-117
ENSG00000173673__ENSMUSG00000028946	529.616566682107	7.61883184159569	0.348307514037806	21.8738658643142	4.60827127373561e-106	4.03173959157743e-105
ENSG00000158292__ENSMUSG00000042804	688.315718600923	4.24835704080692	0.225477005017627	18.8416421465009	3.44121601468308e-79	2.24294422931275e-78
ENSG00000097021__ENSMUSG00000028937	4568.7097103099	0.641619493112205	0.0753213076524226	8.51843273981673	1.61726916951239e-17	3.79172949249887e-17
ENSG00000069812__ENSMUSG00000028940	19.4747930773176	1.49363984111611	0.690206521015174	2.16404770983506	0.0304606880000766	0.0392363286763781
ENSG00000187017__ENSMUSG00000028943	208.8851729456	1.4314171778321	0.250410770844379	5.7162763926064	1.08883585254733e-08	1.97285191656617e-08
ENSG00000215788__ENSMUSG00000024793	158.978902366707	3.84080924628074	0.344349828305981	11.1538003813607	6.86119715990863e-29	2.11356418259254e-28
ENSG00000171680__ENSMUSG00000039713	2468.96166055959	-1.15425972920818	0.110996409714372	-10.3990726562999	2.50357745534046e-25	7.11559506333819e-25
ENSG00000162408__ENSMUSG00000028948	7506.33275025375	-2.02702888194336	0.0806390718894306	-25.137056199292	1.9577970822471e-139	2.3565980202689e-138
ENSG00000173662__ENSMUSG00000028950	110.378877013038	-6.44669799430089	0.770515882400523	-8.36672953997569	5.923945875315e-17	1.36724910881131e-16
ENSG00000204859__ENSMUSG00000028952	847.501906073348	-0.344481340284382	0.129711407291346	-2.65575208439947	0.00791317654015924	0.010673505237796
ENSG00000162413__ENSMUSG00000073700	2347.58268758421	-0.542570542615354	0.138125637221256	-3.92809440398265	8.56216028445292e-05	0.000130498293070059
ENSG00000116273__ENSMUSG00000047777	2721.64936634435	0.473227494333023	0.0739096969664565	6.40277952360967	1.52573443714005e-10	2.94981799092301e-10
ENSG00000041988__ENSMUSG00000039759	555.174345849358	-0.208134177986864	0.123275980424349	-1.68835954311951	0.0913422316462097	0.112398435484168
ENSG00000007923__ENSMUSG00000039768	7020.71756812796	-1.60009019047061	0.106833644578152	-14.9773996458588	1.03175537714232e-50	4.69598151674369e-50
ENSG00000171735__ENSMUSG00000014592	1618.08548547023	1.5832421047658	0.103046318780871	15.3643732594909	2.837695147801e-53	1.33835808420097e-52
ENSG00000049245__ENSMUSG00000028955	2626.36793079648	0.476806247699034	0.110045781963364	4.33279894233266	1.47225551770637e-05	2.33186029503571e-05
ENSG00000049246__ENSMUSG00000028957	574.10541877772	3.04241573760831	0.134948238405585	22.5450570793253	1.50150213020789e-112	1.40613436900866e-111
ENSG00000049247__ENSMUSG00000028963	0.709535616340773	3.30930037651483	4.3990808973532	0.752270861512444	0.451888187139361	0.499679043894649
ENSG00000049249__ENSMUSG00000028965	10.4241105128614	-0.934090995113137	0.889976659576283	-1.0495679690722	0.293916790194525	0.337662458835342
ENSG00000116288__ENSMUSG00000028964	10369.1314586092	-0.282418135975499	0.0651624848576266	-4.33406025863737	1.46384077626206e-05	2.31913712132485e-05
ENSG00000116285__ENSMUSG00000028967	1618.65206036631	2.39822200418287	0.0999895760633607	23.9847201938648	4.01471461908344e-127	4.38897175873885e-126
ENSG00000162426__ENSMUSG00000039838	42.2671151788801	1.73258717881299	0.553478296614196	3.13036155060059	0.00174591275816167	0.00246551833434625
ENSG00000142599__ENSMUSG00000039852	8186.31562809024	0.0684046131118076	0.0610517970559224	1.12043570231275	0.262528137946014	0.303522192300368
ENSG00000074800__ENSMUSG00000059040	38532.361308739	6.21510896823577	0.127308467094914	48.8192899503073	0	0
ENSG00000074800__ENSMUSG00000063524	80709.2261281405	0.399941230331328	0.0528286685164093	7.57053398396935	3.71693177356521e-14	8.00772723034075e-14
ENSG00000131686__ENSMUSG00000028972	11.5161277281512	-2.72665666531126	0.977505743435585	-2.7894021939227	0.00528054433056076	0.00721221913213964
ENSG00000197241__ENSMUSG00000062064	10.2792329399633	-2.80246694263499	1.20817902958401	-2.31957919647051	0.0203636523236707	0.0265874193972328
ENSG00000142583__ENSMUSG00000028976	76.6796586136747	-3.86770895955686	0.693691095620591	-5.57554938210174	2.46749896190193e-08	4.41162573155115e-08
ENSG00000180758__ENSMUSG00000047875	113.776604864906	1.83568936321403	0.291904361899805	6.28866712119951	3.20203238584886e-10	6.12767386324789e-10
ENSG00000049239__ENSMUSG00000028980	2315.13064431811	-0.973500929440483	0.176825064233829	-5.50544649118944	3.68233796292479e-08	6.5336312955254e-08
ENSG00000171621__ENSMUSG00000039911	279.849186459874	0.0797175462156014	0.224095909451062	0.355729591008042	0.722043082288753	0.752732288291873
ENSG00000171612__ENSMUSG00000028982	1123.63205941883	0.80836274894825	0.103238997983798	7.83001350976992	4.87817546067954e-15	1.07315149197759e-14
ENSG00000188807__ENSMUSG00000044700	3011.84010765485	-0.994567906482132	0.0859825272777363	-11.5670931987092	6.04977153804973e-31	1.94411984675398e-30
ENSG00000171608__ENSMUSG00000039936	881.855606776827	0.67093479512503	0.103887457237612	6.45828488794815	1.05896251091947e-10	2.06202936200411e-10
ENSG00000171603__ENSMUSG00000039953	10939.2288304996	-0.589720513891492	0.0686654332849373	-8.58831708589619	8.82524309275188e-18	2.08141879283435e-17
ENSG00000178585__ENSMUSG00000028988	1609.2169480594	1.96201504913234	0.0946862696301738	20.7212202655738	2.22962616830801e-95	1.72978745386314e-94
ENSG00000162441__ENSMUSG00000028990	1749.78842682711	-0.843524950908139	0.0959629972540165	-8.79010634354518	1.49418465309814e-18	3.59852267980184e-18
ENSG00000173614__ENSMUSG00000028992	395.662728576285	-0.459253645069386	0.141254195416362	-3.25125667039967	0.00114896079671171	0.00165379208271655
ENSG00000162444__ENSMUSG00000028996	18.4169212301233	2.50958010349353	0.816590306725753	3.07324258299867	0.00211746282745617	0.00297499364486634
ENSG00000130939__ENSMUSG00000028960	9798.45761048026	-0.384021652313691	0.0623740793739482	-6.15675062731403	7.42526277594759e-10	1.40444202209516e-09
ENSG00000054523__ENSMUSG00000063077	6878.79359052421	1.4488201706618	0.0691081324759343	20.9645394652551	1.38252329877216e-97	1.10456398933906e-96
ENSG00000142657__ENSMUSG00000028961	21356.244767333	-0.221567861192373	0.065771359193132	-3.36875904513024	0.000755074063490659	0.00109855258925864
ENSG00000175279__ENSMUSG00000073705	755.448286329936	-3.6740247956729	0.167370041423102	-21.9515079546713	8.37760792276704e-107	7.37197135608433e-106
ENSG00000241563__ENSMUSG00000028971	5.83777747269817	1.09239719170155	1.20375982342652	0.907487665265336	0.364148969358128	0.411244395958513
ENSG00000160049__ENSMUSG00000028974	2796.21986805396	1.82297601299973	0.0786604624735858	23.1752516534198	8.09099612786823e-119	8.09721655322739e-118
ENSG00000142655__ENSMUSG00000028975	1145.21727933251	0.0103344470819221	0.114497852379536	0.0902588726962811	0.928081501538745	0.935887410582232
ENSG00000175262__ENSMUSG00000070577	4.35035433815848	1.66519469668129	1.58018717550823	1.05379585563699	0.291976391349682	0.335708375770132
ENSG00000120948__ENSMUSG00000041459	22331.1348585429	-2.2873279588386	0.0668888339891083	-34.1959610061532	2.77640521691994e-256	7.55182219002224e-255
ENSG00000009724__ENSMUSG00000028979	173.899313433075	-0.708959702890054	0.231660989041746	-3.06033271213522	0.00221091233444016	0.00310317824883222
ENSG00000116649__ENSMUSG00000006442	9734.63839332753	-0.867986746420817	0.10191590068768	-8.51669602646945	1.64169661110387e-17	3.84652597592657e-17
ENSG00000171824__ENSMUSG00000017264	7322.03940843345	-1.03251335775309	0.0602940540671898	-17.1246298449676	9.72258879710927e-66	5.38390939649102e-65
ENSG00000198793__ENSMUSG00000028991	8308.92120905901	0.259569616320005	0.0622930571147828	4.16691086201975	3.08755157716324e-05	4.81412901627505e-05
ENSG00000171819__ENSMUSG00000028989	4.0140024247571	-0.0270483486551446	1.92825704155471	-0.0140273563494087	0.988808155971548	0.990133249968772
ENSG00000120942__ENSMUSG00000047719	1311.57572010075	0.771564028828199	0.100934451186	7.64420888767087	2.10233872835994e-14	4.55836061696984e-14
ENSG00000204624__ENSMUSG00000041544	263.636794005778	5.59893679914496	0.299778755856436	18.6768965103928	7.63299652534099e-78	4.89629456803288e-77
ENSG00000116661__ENSMUSG00000041556	316.624187554835	2.25087226215801	0.221727734619597	10.1515142705069	3.26261211544686e-24	9.06093312890942e-24
ENSG00000116663__ENSMUSG00000055401	1120.33426586832	-4.99419835584525	0.164116285751327	-30.4308517157923	2.14701934077852e-203	4.08000839065149e-202
ENSG00000116670__ENSMUSG00000029003	3571.66559127104	2.66276962921855	0.113635953394758	23.4324573312498	1.99579301593573e-121	2.04448183937115e-120
ENSG00000162490__ENSMUSG00000029005	2158.81710541091	7.44713282151999	0.196828777892446	37.8355893953137	0	0
ENSG00000177674__ENSMUSG00000029007	5128.47559380516	-2.19215891446777	0.0607390335532384	-36.0914355436084	3.09033198733732e-285	1.0165741902028e-283
ENSG00000177000__ENSMUSG00000029009	3484.40424568588	-1.91302675454485	0.0683841743381309	-27.9746998930738	3.30142205127994e-172	5.05589205567442e-171
ENSG00000011021__ENSMUSG00000029016	3580.13549062207	-0.753831371455517	0.0691539569297663	-10.9007698897276	1.14286143754664e-27	3.4221996118715e-27
ENSG00000175206__ENSMUSG00000041616	3.89717747692988	1.90077186823784	1.38188559347704	1.37549148584377	0.168979123515234	0.201391377080742
ENSG00000120937__ENSMUSG00000029019	85.3967141884367	-1.88081560673226	0.359304785903407	-5.23459658908602	1.65345589646297e-07	2.86322503393588e-07
ENSG00000116685__ENSMUSG00000044496	3322.07348377911	-0.897702154400984	0.0819063294718086	-10.9601072370111	5.94289066592569e-28	1.78954460502032e-27
ENSG00000083444__ENSMUSG00000019055	3966.56589993543	-0.173757067727258	0.07370899150451	-2.3573388290983	0.0184064434685025	0.0241236264487587
ENSG00000116688__ENSMUSG00000029020	3641.44623521557	1.56788857135282	0.0782289670490924	20.0423018543616	2.3561544721788e-89	1.71822965590182e-88
ENSG00000116691__ENSMUSG00000029022	2669.71350823519	-0.532227130700352	0.0759936134545198	-7.00357709689481	2.49508506900849e-12	5.09586801497374e-12
ENSG00000120949__ENSMUSG00000028602	1543.59779377254	0.0289688713191727	0.119538278803553	0.24233970581741	0.80851694972059	0.831466220399979
ENSG00000028137__ENSMUSG00000028599	332.938566481976	-1.32508913426922	0.244929008261079	-5.41009471959628	6.29914231663334e-08	1.10742397818181e-07
ENSG00000048707__ENSMUSG00000020220	4303.49172643938	-0.927844763443452	0.0772745795056028	-12.0071150096155	3.26021138357216e-33	1.09843025058641e-32
ENSG00000162496__ENSMUSG00000066026	284.486570216821	2.30998999703807	0.300971142287425	7.67512120757425	1.65262309887819e-14	3.59181912390651e-14
ENSG00000204518__ENSMUSG00000070609	0.735642633176674	3.38128723302277	4.39564991563251	0.769234879465196	0.441753887836991	0.489244779820195
ENSG00000204518__ENSMUSG00000041735	0.735642633176674	3.38128723302277	4.39564991563251	0.769234879465196	0.441753887836991	0.489244779820195
ENSG00000204518__ENSMUSG00000028593	0.735642633176674	3.38128723302277	4.39564991563251	0.769234879465196	0.441753887836991	0.489244779820195
ENSG00000204518__ENSMUSG00000078504	0.735642633176674	3.38128723302277	4.39564991563251	0.769234879465196	0.441753887836991	0.489244779820195
ENSG00000204518__ENSMUSG00000078505	0.735642633176674	3.38128723302277	4.39564991563251	0.769234879465196	0.441753887836991	0.489244779820195
ENSG00000188984__ENSMUSG00000078507	13.4060722447061	5.73040354282514	1.34843031151378	4.24968461024291	2.14071716698369e-05	3.3648809428248e-05
ENSG00000157330__ENSMUSG00000028589	1.07735693292911	3.91826636789826	3.3676679390631	1.16349546297262	0.244628537850732	0.284155170743307
ENSG00000179172__ENSMUSG00000060373	21946.5700040734	-17.5408391119912	1.44369024016201	-12.1500018660671	5.7364287062753e-34	1.95842406787488e-33
ENSG00000275774__ENSMUSG00000060373	21946.7539147317	-16.1037964370626	1.3991297494942	-11.5098663600601	1.17660590897075e-30	3.75788049160235e-30
ENSG00000179412__ENSMUSG00000060373	21946.5700040734	-17.5408391119912	1.44369024016201	-12.1500018660671	5.7364287062753e-34	1.95842406787488e-33
ENSG00000162494__ENSMUSG00000028584	3.92143702710904	1.69881344836003	1.56822321925282	1.08327273024909	0.278687385631593	0.321442969351275
ENSG00000162493__ENSMUSG00000028583	2879.73758731988	2.34244620043283	0.11698634398341	20.0232447709026	3.45472781636056e-89	2.51634531276398e-88
ENSG00000116731__ENSMUSG00000057637	4227.85900842675	-0.707878132037401	0.088853205367551	-7.96682718545927	1.62800076557974e-15	3.62653538099563e-15
ENSG00000189337__ENSMUSG00000040606	3589.81231009657	-2.28726030374257	0.0728886913892948	-31.380180658292	3.77171648925908e-216	7.88254143351576e-215
ENSG00000171729__ENSMUSG00000040616	1099.07625133017	-1.85956963223782	0.111483326271919	-16.6802489163461	1.82457071388542e-62	9.70264858180562e-62
ENSG00000142621__ENSMUSG00000051435	53.8051382054533	2.51222753620387	0.431643288894878	5.82014733192271	5.87957769711494e-09	1.07709513422017e-08
ENSG00000142634__ENSMUSG00000040659	1080.8399857639	0.428117941658266	0.110410712923573	3.877503643642	0.000105533747595581	0.000160177148012149
ENSG00000162438__ENSMUSG00000062478	1.68684260710822	2.57251304252318	2.59813475136136	0.990138421871786	0.32210646571787	0.367752677060674
ENSG00000142615__ENSMUSG00000058579	3.8113419597856	-1.8080199490043	1.48062108513183	-1.22112265397282	0.222039583540183	0.260054586788965
ENSG00000215704__ENSMUSG00000058579	4.80999066205939	-0.452117668055428	1.37673648759993	-0.328398115490936	0.74261066767801	0.768876576967898
ENSG00000132906__ENSMUSG00000028914	1770.18963965447	-1.4460748855539	0.089681750267455	-16.1245167633473	1.71596030264613e-58	8.73998338608807e-58
ENSG00000116138__ENSMUSG00000040697	1575.63403475585	-0.00843115659404934	0.0803054759894859	-0.104988563857752	0.916384883285732	0.925269993517601
ENSG00000116771__ENSMUSG00000040706	116.986181211801	9.7218302531869	1.21980015308822	7.9700188826618	1.58650125816539e-15	3.53625231516708e-15
ENSG00000215695__ENSMUSG00000040715	0	NA	NA	NA	NA	NA
ENSG00000215695__ENSMUSG00000078515	2857.37837932052	-14.5996886230096	1.44471490753011	-10.1055845322239	5.21834376841598e-24	1.44111375716946e-23
ENSG00000116786__ENSMUSG00000028917	1882.94031905566	2.1713926076648	0.109251159139193	19.8752363340906	6.6671797914322e-88	4.79300530647181e-87
ENSG00000162461__ENSMUSG00000040740	18.8700548170763	2.16320136798012	0.713042656511007	3.0337615123405	0.00241525278541374	0.00338217049034732
ENSG00000162460__ENSMUSG00000043085	160.239792895663	-3.27850671815542	0.294271742399335	-11.1410857577565	7.91484737026355e-29	2.43402258649482e-28
ENSG00000162458__ENSMUSG00000006219	11335.6553720886	-2.10476067361264	0.0713403636855186	-29.5030830357245	2.62837756763967e-191	4.641429534173e-190
ENSG00000233954__ENSMUSG00000063882	3552.5706284216	-7.1849525634222	0.177585494460092	-40.459118495384	0	0
ENSG00000065526__ENSMUSG00000040761	8313.72909649922	-0.426839842529407	0.0617256867921232	-6.91510884223772	4.67504289550253e-12	9.47275758590594e-12
ENSG00000116809__ENSMUSG00000006215	1528.08212746964	-0.971913371742104	0.0839953773274778	-11.5710340576583	5.77820299129072e-31	1.85816077842389e-30
ENSG00000183888__ENSMUSG00000070637	79.7740725562526	-3.41043985332023	0.437876610139693	-7.78858649753458	6.77629753576088e-15	1.48579030164696e-14
ENSG00000173641__ENSMUSG00000006221	12.0578041322041	1.51973838513348	0.848393337386181	1.79131343701455	0.0732430110532008	0.0910740061021787
ENSG00000185519__ENSMUSG00000006218	150.703399501671	-2.07786191699433	0.338758279978884	-6.1337597921558	8.58260791865312e-10	1.61981614239369e-09
ENSG00000142627__ENSMUSG00000006445	7287.0191017714	-1.35051027405076	0.0613981497533058	-21.9959441689534	3.14910810154836e-107	2.78589058459307e-106
ENSG00000142632__ENSMUSG00000028919	768.438619796848	0.662093448971387	0.105989143388933	6.2468044160127	4.18935102166119e-10	7.98773101263377e-10
ENSG00000132881__ENSMUSG00000073733	105.037003142914	0.950616493007123	0.326714822690879	2.90962156285926	0.00361866629404947	0.00500657261940158
ENSG00000037637__ENSMUSG00000028920	4504.93658325218	-1.80091666095638	0.0841377479263483	-21.4043839458699	1.21617454319948e-101	1.01249725332423e-100
ENSG00000055070__ENSMUSG00000040842	6404.05270605585	-0.542111592091681	0.0564736547422718	-9.59937150456633	8.0433372776767e-22	2.10909033882561e-21
ENSG00000187144__ENSMUSG00000045004	27.8477984067929	-2.86405230171162	0.696160628340806	-4.11406819793538	3.88746503022408e-05	6.0216882882111e-05
ENSG00000157191__ENSMUSG00000028923	2139.33677247729	-0.367113173905031	0.0737089622139275	-4.98057716291743	6.33949185618958e-07	1.06874097675485e-06
