hESC_rep1	hESC_rep2	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000157911__ENSMUSG00000029047	1028.0605798644	962.603319502315	670.693830864826	730.815398304161	630.333067374201
ENSG00000149527__ENSMUSG00000029055	57.9318573626631	39.0244588987425	29.3496490005677	17.5975379195053	35.2409847070709
ENSG00000157881__ENSMUSG00000029056	1156.79804067032	1253.51292220203	1063.10950824279	1081.73100740488	1062.83606150643
ENSG00000197921__ENSMUSG00000048001	84.5989028153175	127.716410941339	0	0	0
ENSG00000157873__ENSMUSG00000042333	14.7128526635335	17.7383904085193	2.17404807411613	0	3.20372588246099
ENSG00000157870__ENSMUSG00000029059	2200.49102648973	1963.0485385428	451.114975379097	468.922628090347	483.76260825161
ENSG00000142606__ENSMUSG00000058183	5.51731974882505	13.0081529662475	76.0916825940645	45.5465687328372	59.2689288255284
ENSG00000215912__ENSMUSG00000046637	44.1385579906004	28.3814246536309	35.8717932229161	36.2302251283933	32.8381902952252
ENSG00000169717__ENSMUSG00000051276	3.67821316588337	2.36511872113591	0	0	0
ENSG00000142611__ENSMUSG00000039410	78.1620297750216	188.026938330305	1079.41486879866	1067.23891735353	1219.81862974702
ENSG00000130762__ENSMUSG00000029032	1479.56124597659	1041.83479666037	600.037268456051	598.31628926318	599.096740020206
ENSG00000162591__ENSMUSG00000057751	1230.36230398799	1285.44202493737	157.618485373419	161.483289143696	144.167664710745
ENSG00000158109__ENSMUSG00000029030	1985.31555628555	1803.40302486613	2876.26560205564	2769.02434909863	2710.352096562
ENSG00000116213__ENSMUSG00000029029	1211.0516848671	1005.17545648276	1067.45760439102	1092.08250029871	1146.13293445042
ENSG00000078900__ENSMUSG00000029026	85.5184561067883	133.629207744179	998.975090056361	1090.01220171995	1087.66493709551
ENSG00000162592__ENSMUSG00000039492	16.5519592464752	7.09535616340773	2.17404807411613	0	2.40279441184575
ENSG00000235169__ENSMUSG00000078350	49.6558777394255	81.5965958791888	48.9160816676129	39.3356729965412	68.0791750022961
ENSG00000130764__ENSMUSG00000029028	3990.86128498345	3455.43845157956	4068.73097070833	4560.86776902002	4339.44670779342
ENSG00000116198__ENSMUSG00000039523	1313.12210022036	1404.88052035473	2018.60363681683	2217.28977785767	2224.18669389855
ENSG00000169598__ENSMUSG00000029027	420.235854202175	361.863164333794	934.840671869935	837.435775110575	776.903526496791
ENSG00000198912__ENSMUSG00000047613	1974.2809167879	1877.90426458191	1354.43195017435	1372.60795772141	1373.59747210515
ENSG00000196581__ENSMUSG00000039546	899.323119058484	793.497330941097	2.17404807411613	4.14059715753066	4.80558882369149
ENSG00000131697__ENSMUSG00000039577	1278.17907514447	1013.45337200674	641.344181864258	610.738080735772	630.333067374201
ENSG00000069424__ENSMUSG00000028931	387.131935709225	482.484219111725	250.015528523355	264.998218081962	293.140918245181
ENSG00000116254__ENSMUSG00000005045	84.5989028153175	105.247783090548	489.160816676129	560.015765556022	489.369128545917
ENSG00000116251__ENSMUSG00000028936	19801.6605785331	20327.0128488026	35719.609857728	35092.5960593617	35817.6553659139
ENSG00000158286__ENSMUSG00000058498	109.42684168503	127.716410941339	78.2657306681806	80.7416445718478	75.2875582378334
ENSG00000116237__ENSMUSG00000039662	14299.0536823716	12195.7346855373	3525.2189521793	3542.28086826748	3562.54318129663
ENSG00000173673__ENSMUSG00000028946	1378.41038391479	1249.96524412033	6.52214422234839	5.17574644691332	8.00931470615249
ENSG00000158292__ENSMUSG00000042804	1256.10979614917	1934.66711388917	81.5268027793548	75.5658981249345	93.7089820619841
ENSG00000097021__ENSMUSG00000028937	6141.69643373375	5502.44870472269	3627.39921166276	3830.05237071586	3741.95183071444
ENSG00000069812__ENSMUSG00000028940	26.6670454526544	36.6593401776066	15.2183365188129	12.421791472592	6.40745176492199
ENSG00000187017__ENSMUSG00000028943	272.187774275369	399.705063871968	115.224547928155	128.35851188345	128.949966769055
ENSG00000215788__ENSMUSG00000024793	346.671590884508	373.688757939474	13.0442884446968	31.0544786814799	30.4353958833794
ENSG00000171680__ENSMUSG00000039713	1261.627115898	1586.99466188219	3079.5390969855	3244.15787292527	3172.489555107
ENSG00000162408__ENSMUSG00000028948	2840.50011735343	2431.34204532771	10685.4462842808	10571.9796924652	11002.3956118417
ENSG00000173662__ENSMUSG00000028950	0	4.73023744227182	164.140629595768	188.397170667645	194.626347359505
ENSG00000204859__ENSMUSG00000028952	805.528683328458	651.590207672943	910.926143054658	941.985853338225	927.478642972458
ENSG00000162413__ENSMUSG00000073700	2123.24855000617	1559.79579658913	2541.46219864175	2866.3283823006	2647.0785103834
ENSG00000116273__ENSMUSG00000047777	3153.14823645352	3390.39768674832	2309.92607874839	2331.15619968976	2423.61863008174
ENSG00000041988__ENSMUSG00000039759	516.788949806613	499.040050159677	566.339523307252	588.999945658736	604.703260314513
ENSG00000007923__ENSMUSG00000039768	3556.83213140922	2767.18890372901	9313.6219495135	9706.59488654124	9759.3499694468
ENSG00000171735__ENSMUSG00000014592	2510.3804857154	2880.71460234354	925.057455536413	921.282867550571	852.99201620524
ENSG00000049245__ENSMUSG00000028955	2847.8565436852	3473.17684198808	2252.31380478431	2408.79239639346	2149.70006713133
ENSG00000049246__ENSMUSG00000028957	1202.77570524386	1225.1314975484	148.922293076955	151.131796249869	142.565801769514
ENSG00000049247__ENSMUSG00000028963	0	3.54767808170386	0	0	0
ENSG00000049249__ENSMUSG00000028965	6.43687304029589	7.09535616340773	7.60916825940645	16.5623886301226	14.4167664710745
ENSG00000116288__ENSMUSG00000028964	9664.50509335855	8688.26362209276	11252.8728316251	11135.1009058893	11104.9148400804
ENSG00000116285__ENSMUSG00000028967	3298.43765650591	3003.7007758426	572.8616675296	580.718751343675	637.541450609738
ENSG00000162426__ENSMUSG00000039838	54.2536441967797	91.0570707637325	30.4366730376258	22.7732843664186	12.814903529844
ENSG00000142599__ENSMUSG00000039852	8118.73601039607	8723.7404029098	8247.25136915953	7880.59154007022	7961.25881791557
ENSG00000074800__ENSMUSG00000059040	96007.8005025962	92846.2830762718	1046.80414768692	1253.56578944241	1507.3530276979
ENSG00000074800__ENSMUSG00000063524	96007.8005025962	92846.2830762718	69674.9797033107	70546.459220718	74470.6081378058
ENSG00000131686__ENSMUSG00000028972	1.83910658294168	3.54767808170386	18.4794086299871	14.4920900513573	19.222355294766
ENSG00000197241__ENSMUSG00000062064	0	4.73023744227182	15.2183365188129	18.632687208888	12.814903529844
ENSG00000142583__ENSMUSG00000028976	0.919553291470842	16.5558310479514	97.8321633352258	133.534258330364	134.556487063362
ENSG00000180758__ENSMUSG00000047875	184.830211585639	216.408362983936	54.3512018529032	47.6168673116026	65.6763805904504
ENSG00000049239__ENSMUSG00000028980	1123.69412217737	1812.86349975067	2778.43343872041	2953.28092260874	2907.38123833335
ENSG00000171621__ENSMUSG00000039911	241.842515656831	337.029417761867	271.756009264516	304.333891078503	244.284098537651
ENSG00000171612__ENSMUSG00000028982	1569.67746854073	1455.73057285915	906.578046906426	811.557042876009	874.617165911851
ENSG00000188807__ENSMUSG00000044700	2022.09768794438	1750.18785364057	3692.62065388624	3825.91177355833	3768.38256924474
ENSG00000171608__ENSMUSG00000039936	1181.62597954003	1087.95461172252	701.130503902451	722.5342039891	716.032734730032
ENSG00000171603__ENSMUSG00000039953	7906.3192000663	8889.29871338931	12452.9473685372	12599.8371503658	12847.7417201392
ENSG00000178585__ENSMUSG00000028988	2743.02746845752	3066.37642195271	753.307657681239	757.72927982811	725.643912377415
ENSG00000162441__ENSMUSG00000028990	1105.30305634795	1266.52107516828	2192.52748274612	2126.19664039199	2058.39387948119
ENSG00000173614__ENSMUSG00000028992	326.441418472149	319.291027353348	447.853903267922	448.219642302694	436.50765148531
ENSG00000162444__ENSMUSG00000028996	30.3452586185378	42.5721369804464	2.17404807411613	11.3866421832093	5.60652029430674
ENSG00000130939__ENSMUSG00000028960	8669.5484319871	7892.40117243053	10733.2753419113	10930.1413465916	10766.9217594808
ENSG00000054523__ENSMUSG00000063077	10534.40250709	11663.5829732817	4163.30206193239	4011.20349635782	4021.47691395916
ENSG00000142657__ENSMUSG00000028961	20565.8093637454	18274.0897988566	22540.530432436	22651.1367502715	22749.6574913555
ENSG00000175279__ENSMUSG00000073705	107.587735102089	78.048917797485	1138.11416679979	1190.42168279006	1263.06892916025
ENSG00000241563__ENSMUSG00000028971	6.43687304029589	10.6430342451116	3.26107211117419	7.24604502567865	1.6018629412305
ENSG00000160049__ENSMUSG00000028974	4924.20787582636	4892.24807466963	1482.7007865472	1336.37773259302	1345.56487063362
ENSG00000142655__ENSMUSG00000028975	1065.76226481471	1236.95709115408	1104.41642165099	1105.53944106069	1213.4111779821
ENSG00000175262__ENSMUSG00000070577	6.43687304029589	8.27791552397568	5.43512018529032	0	1.6018629412305
ENSG00000120948__ENSMUSG00000041459	7083.3190041999	6327.87513839912	33524.9083269078	32815.2676227198	31904.3042004878
ENSG00000009724__ENSMUSG00000028979	137.932993720626	113.525698614524	213.056711263381	186.32687208888	218.654291477963
ENSG00000116649__ENSMUSG00000006442	7255.27546970494	5763.79432340821	11863.7803404517	11455.9971855979	12334.3446474748
ENSG00000171824__ENSMUSG00000017264	4646.50278180217	4349.45332816894	9319.05706969879	8974.7443389477	9320.43952354965
ENSG00000198793__ENSMUSG00000028991	9629.56206828266	8807.70211751012	7629.82171611055	7700.47556371764	7777.04457967406
ENSG00000171819__ENSMUSG00000028989	5.51731974882505	2.36511872113591	0	11.3866421832093	0.800931470615249
ENSG00000120942__ENSMUSG00000047719	1860.25630864551	1629.56679886264	1010.932354464	1010.30570643748	1046.81743209413
ENSG00000204624__ENSMUSG00000041544	639.089537572235	638.582054706695	18.4794086299871	12.421791472592	9.61117764738298
ENSG00000116661__ENSMUSG00000041556	501.156543851609	703.622819537933	117.398596002271	123.182765436537	137.760212945823
ENSG00000116663__ENSMUSG00000055401	58.8514106541339	55.5802899466938	1878.37753603634	1801.15976352584	1807.70232917862
ENSG00000116670__ENSMUSG00000029003	7868.617515116	6567.93468859442	1082.67594090983	1261.84698375747	1077.25282797751
ENSG00000162490__ENSMUSG00000029005	5823.53099488484	4878.05736234281	42.3939374452645	19.6678364982706	30.4353958833794
ENSG00000177674__ENSMUSG00000029007	1588.06853437014	1679.23429200649	7447.2016778848	7462.39122715963	7465.48223760473
ENSG00000177000__ENSMUSG00000029009	1325.99584630095	1293.71994046134	4780.73171498137	4992.52502269259	5029.04870399315
ENSG00000011021__ENSMUSG00000029016	2624.40509385778	2444.35019829396	4340.48697997285	4328.9943281983	4162.44085278745
ENSG00000175206__ENSMUSG00000041616	9.19553291470842	4.73023744227182	1.08702403705806	2.07029857876533	2.40279441184575
ENSG00000120937__ENSMUSG00000029019	25.7474921611836	40.2070182593104	127.181812335794	127.323362594068	106.523885591828
ENSG00000116685__ENSMUSG00000044496	2311.7569747577	2063.56608419108	3942.6361824096	4054.6797665119	4237.72841102528
ENSG00000083444__ENSMUSG00000019055	3499.81982733803	3870.51678713891	4043.729417856	4237.90119073263	4180.8622766116
ENSG00000116688__ENSMUSG00000029020	6372.50430989294	5717.67450834606	2008.8204204833	2008.18962140237	2100.04231595318
ENSG00000116691__ENSMUSG00000029022	2179.3413007859	2031.63698145575	2946.92216446441	3045.4092093638	3145.25788510608
ENSG00000120949__ENSMUSG00000028602	1721.40376163342	1401.33284227303	1443.56792121311	1610.69229427943	1540.99214946374
ENSG00000028137__ENSMUSG00000028599	131.49612068033	219.956041065639	405.459965822658	436.833000119484	470.947704721766
ENSG00000048707__ENSMUSG00000020220	2636.3592866469	2950.48560461705	5445.9904256609	5123.98898244419	5360.63433282786
ENSG00000162496__ENSMUSG00000066026	689.664968603132	402.070182593104	89.1359710387613	136.639706198512	104.922022650598
ENSG00000204518__ENSMUSG00000070609	3.67821316588337	0	0	0	0
ENSG00000204518__ENSMUSG00000041735	3.67821316588337	0	0	0	0
ENSG00000204518__ENSMUSG00000028593	3.67821316588337	0	0	0	0
ENSG00000204518__ENSMUSG00000078504	3.67821316588337	0	0	0	0
ENSG00000204518__ENSMUSG00000078505	3.67821316588337	0	0	0	0
ENSG00000188984__ENSMUSG00000078507	27.5865987441253	37.8418995381745	0	0	1.6018629412305
ENSG00000157330__ENSMUSG00000028589	1.83910658294168	3.54767808170386	0	0	0
ENSG00000179172__ENSMUSG00000060373	0	0	37628.424066802	35970.4026567582	36134.0232968069
ENSG00000275774__ENSMUSG00000060373	0.919553291470842	0	37628.424066802	35970.4026567582	36134.0232968069
ENSG00000179412__ENSMUSG00000060373	0	0	37628.424066802	35970.4026567582	36134.0232968069
ENSG00000162494__ENSMUSG00000028584	6.43687304029589	7.09535616340773	0	2.07029857876533	4.00465735307624
ENSG00000162493__ENSMUSG00000028583	6233.65176288084	4878.05736234281	1092.45915724335	1072.41466380044	1122.10499033196
ENSG00000116731__ENSMUSG00000057637	2801.87887911166	3328.90459999879	4942.69829650302	5028.75524782098	5037.0580186993
ENSG00000189337__ENSMUSG00000040606	1030.81923973881	1129.3441893424	5217.71537787871	5223.36331422492	5347.81942929801
ENSG00000171729__ENSMUSG00000040616	406.442554830112	448.189997655255	1499.00614710307	1503.03676818363	1638.7057888788
ENSG00000142621__ENSMUSG00000051435	86.4380093982592	126.533851580771	19.5664326670452	19.6678364982706	16.8195608829202
ENSG00000142634__ENSMUSG00000040659	1358.18021150243	1195.5675135342	922.883407462297	1004.09481070118	923.473985619382
ENSG00000162438__ENSMUSG00000062478	0.919553291470842	5.91279680283977	0	0	1.6018629412305
ENSG00000142615__ENSMUSG00000058579	1.83910658294168	1.18255936056795	6.52214422234839	3.10544786814799	6.40745176492199
ENSG00000215704__ENSMUSG00000058579	0.919553291470842	7.09535616340773	6.52214422234839	3.10544786814799	6.40745176492199
ENSG00000132906__ENSMUSG00000028914	921.392398053784	815.965958791888	2387.10478537951	2347.71858831988	2378.76646772729
ENSG00000116138__ENSMUSG00000040697	1576.11434158102	1564.5260340314	1589.22914217889	1532.02094828634	1616.27970770157
ENSG00000116771__ENSMUSG00000040706	331.958738220974	251.885143800974	1.08702403705806	0	0
ENSG00000215695__ENSMUSG00000040715	0	0	0	0	0
ENSG00000215695__ENSMUSG00000078515	0	0	4914.43567153951	4548.44597754743	4824.01024751564
ENSG00000116786__ENSMUSG00000028917	3817.98526618694	3244.94288539847	801.136715311793	732.885696882926	817.751031498169
ENSG00000162461__ENSMUSG00000040740	29.425705327067	41.3895776198784	9.78321633352258	4.14059715753066	9.61117764738298
ENSG00000162460__ENSMUSG00000043085	27.5865987441253	23.6511872113591	231.536119893368	262.927919503197	255.497139126264
ENSG00000162458__ENSMUSG00000006219	4039.59760943141	3561.86879403068	16081.433604237	16241.492350414	16753.8845023298
ENSG00000233954__ENSMUSG00000063882	29.425705327067	54.3977305861259	5961.23981922642	5798.90631912169	5918.88356784669
ENSG00000065526__ENSMUSG00000040761	6606.07084592653	7178.13531864748	9372.32124751463	9084.47016362226	9327.64790678519
ENSG00000116809__ENSMUSG00000006215	951.737656672322	987.437066074242	1847.94086299871	1939.86976830311	1913.42528329983
ENSG00000183888__ENSMUSG00000070637	13.7932993720626	9.46047488454363	106.52835563169	127.323362594068	141.764870298899
ENSG00000173641__ENSMUSG00000006221	18.3910658294168	21.2860684902232	8.69619229646452	3.10544786814799	8.81024617676773
ENSG00000185519__ENSMUSG00000006218	34.0234717844212	69.7710022735093	233.710167967484	217.38135077036	198.631004712582
ENSG00000142627__ENSMUSG00000006445	3714.07574425073	3839.77024376415	9491.89389159102	9368.10106891311	10021.254560338
ENSG00000142632__ENSMUSG00000028919	980.243808707918	992.167303516514	608.733460752516	645.933156574783	615.115369432511
ENSG00000132881__ENSMUSG00000073733	175.634678670931	119.438495417363	91.3100191128774	68.3198530992559	70.4819694141419
ENSG00000037637__ENSMUSG00000028920	1948.53342462671	1665.04357967968	6188.42784297156	6339.25424817944	6383.42382080353
ENSG00000055070__ENSMUSG00000040842	5159.61351844289	4894.61319339076	7255.88544736258	7289.52129583272	7420.63007525028
ENSG00000187144__ENSMUSG00000045004	3.67821316588337	8.27791552397568	52.1771537787871	31.0544786814799	44.0512308838387
ENSG00000157191__ENSMUSG00000028923	1772.89874595578	1873.17402713964	2387.10478537951	2338.40224471544	2325.10405919607
ENSG00000058453__ENSMUSG00000040860	3383.03655932123	3188.1800360912	4315.48542712051	4316.57253672571	4546.08702721215
ENSG00000117122__ENSMUSG00000060572	6319.17021898763	6131.57028454484	29.3496490005677	25.8787322345666	19.222355294766
ENSG00000159363__ENSMUSG00000036622	3434.5315436436	3324.17436255652	1931.64171385218	2021.64656216434	1901.4113112406
ENSG00000117118__ENSMUSG00000009863	3022.57166906466	3042.72523474135	7882.01129270802	8303.96759942773	8364.12734763504
ENSG00000117115__ENSMUSG00000028927	199.543064249173	242.424668916431	1744.67357947819	1664.52005732732	1649.91882946741
ENSG00000142623__ENSMUSG00000025329	11.0346394976501	21.2860684902232	56.5252499270193	48.6520166009852	48.0558882369149
ENSG00000142619__ENSMUSG00000025328	20.2301724123585	50.850052504422	561.991427159019	488.590464588618	571.064138548672
ENSG00000159339__ENSMUSG00000025330	4.59776645735421	15.3732716873834	955.494128574039	1042.39533440834	935.48795767861
ENSG00000276747__ENSMUSG00000040935	0	1.18255936056795	15.2183365188129	24.8435829451839	12.814903529844
ENSG00000179051__ENSMUSG00000040945	30301.1200605472	24341.8018779308	49381.3279554737	50626.046295838	50541.178590234
ENSG00000074964__ENSMUSG00000040964	1798.64623811697	1745.4576161983	1629.44903155004	1603.44624925375	1539.39028652251
ENSG00000117154__ENSMUSG00000040972	300.693926310965	487.214456553997	38.0458412970322	63.1441066523425	52.8614770606064
ENSG00000179023__ENSMUSG00000078234	1932.90101867171	1218.03614138499	565.252499270193	558.980616266639	566.258549724981
ENSG00000009709__ENSMUSG00000028736	165.519592464752	337.029417761867	10.8702403705806	6.21089573629599	7.20838323553724
ENSG00000179002__ENSMUSG00000028738	0	0	0	0	0
ENSG00000159423__ENSMUSG00000028737	941.622570466142	872.72880809915	1895.76992062926	1859.12812373127	1895.80479094629
ENSG00000127481__ENSMUSG00000066036	15520.2204534449	14057.0831190713	38533.9150896713	38032.4200412085	39177.5628851449
ENSG00000127463__ENSMUSG00000078517	4146.26579124203	3655.29098351555	4355.70531649166	4303.11559596374	4172.85296190545
ENSG00000053372__ENSMUSG00000028741	4011.09145739581	2768.37146308958	4303.52816271288	4227.5496978388	4341.84950220526
ENSG00000211454__ENSMUSG00000028743	28.5061520355961	17.7383904085193	1659.88570458766	1661.41460945918	1739.62315417632
ENSG00000040487__ENSMUSG00000028744	897.484012475542	820.69619623416	601.12429249311	529.996436163924	550.239920312676
ENSG00000077549__ENSMUSG00000028745	13805.2535648518	12772.8236534945	12866.0165026192	13213.6806789697	13148.0910216199
ENSG00000173436__ENSMUSG00000050608	623.457131617231	512.048203125924	3176.28423628366	3201.71675206058	3093.99827098671
ENSG00000158747__ENSMUSG00000041120	63.4491771114881	62.6756461101016	8.69619229646452	10.3514928938266	11.2130405886135
ENSG00000158748__ENSMUSG00000028747	5.51731974882505	29.5639840141989	4.34809614823226	6.21089573629599	5.60652029430674
ENSG00000162542__ENSMUSG00000041143	103.909521936205	127.716410941339	893.533758461729	941.985853338225	924.274917089997
ENSG00000178828__ENSMUSG00000070661	0	0	0	0	0
ENSG00000169914__ENSMUSG00000041161	1198.17793878651	1129.3441893424	485.899744564955	551.73457124096	483.76260825161
ENSG00000188784__ENSMUSG00000028751	0	0	8.69619229646452	2.07029857876533	3.20372588246099
ENSG00000188257__ENSMUSG00000058908	62.5296238200173	50.850052504422	0	0	0
ENSG00000127472__ENSMUSG00000041193	3.67821316588337	2.36511872113591	533.72880219551	487.555315299235	497.378443252069
ENSG00000117215__ENSMUSG00000041202	0.919553291470842	0	6.52214422234839	12.421791472592	8.00931470615249
ENSG00000158786__ENSMUSG00000028749	0	2.36511872113591	13.0442884446968	8.28119431506131	20.8242182359965
ENSG00000187980__ENSMUSG00000028750	0.919553291470842	3.54767808170386	29.3496490005677	16.5623886301226	43.2502994132234
ENSG00000162543__ENSMUSG00000043621	170.117358922106	165.558310479514	233.710167967484	269.138815239493	254.696207655649
ENSG00000158816__ENSMUSG00000028753	73.5642633176674	69.7710022735093	5.43512018529032	4.14059715753066	2.40279441184575
ENSG00000162545__ENSMUSG00000046447	621.618025034289	960.238200781179	781.570282644748	726.67480114663	692.004790611575
ENSG00000090432__ENSMUSG00000041241	1459.33107356423	1442.7224198929	1655.53760843943	1631.39528006708	1752.43805770616
ENSG00000183114__ENSMUSG00000078235	114.944161433855	109.97802053282	3.26107211117419	10.3514928938266	4.80558882369149
ENSG00000158825__ENSMUSG00000028755	533.340909053088	573.541289875458	0	2.07029857876533	0
ENSG00000158828__ENSMUSG00000028756	672.193456065186	578.27152731773	1022.88961887164	989.602720649827	1094.87332033104
ENSG00000244038__ENSMUSG00000028757	9485.19220152174	8585.38095772335	11831.16961934	12401.0884868043	12367.1828377701
ENSG00000117245__ENSMUSG00000028758	369.660423171279	525.056356092172	17.392384592929	11.3866421832093	25.629807059688
ENSG00000189410__ENSMUSG00000045349	908.518651973192	778.124059253714	107.615379668748	95.2337346232051	92.9080505913688
ENSG00000127483__ENSMUSG00000028759	7168.83746030668	7686.6358436917	4029.59810537424	3792.78699629808	3942.18469836825
ENSG00000075151__ENSMUSG00000028760	8687.93949781652	9786.86126806039	5336.20099791804	5443.85011286343	5387.86600282878
ENSG00000117298__ENSMUSG00000057530	4841.44807959398	5167.78440568196	2908.87632316738	3116.8345103312	2929.00638803996
ENSG00000162551__ENSMUSG00000028766	11851.2028204762	10686.7889414526	14037.8284145678	13700.2008449796	14005.8886266489
ENSG00000076864__ENSMUSG00000041351	559.088401214272	671.693716802598	932.666623795819	988.567571360445	1001.96526973968
ENSG00000090686__ENSMUSG00000043411	4632.7094824301	4797.64332582419	26950.5869507806	27153.0010097967	26720.6757226659
ENSG00000142798__ENSMUSG00000028763	7735.28228785272	8808.88467687069	32918.3489142294	33281.084802942	34080.4350061494
ENSG00000070831__ENSMUSG00000006699	12505.005210712	12570.6060028374	23498.1986090842	22719.4566033707	22204.2231598665
