orth_id	hESC_rep1	hESC_rep1.UT	hESC_rep2	hESC_rep2.UT	hESC_rep3	hESC_rep3.UT	mESC_rep1	mESC_rep1.UT	mESC_rep2	mESC_rep2.UT	mESC_rep3	mESC_rep3.UT
ENSG00000166411__ENSMUSG00000032279	1054	430	763	438	1461	494	2546	2342	2594	2918	3012	3271
ENSG00000103740__ENSMUSG00000032281	324	114	258	131	243	118	3	0	2	0	2	1
ENSG00000140403__ENSMUSG00000032285	729	254	603	237	706	238	12	9	16	12	35	21
ENSG00000140395__ENSMUSG00000061559	3443	1151	3647	1236	3475	1311	1714	1477	1680	1606	1811	1690
ENSG00000166426__ENSMUSG00000032291	7025	1769	8150	1785	6293	2149	97	87	139	200	172	280
ENSG00000136381__ENSMUSG00000032293	3952	3689	2253	3637	10002	4144	2853	4109	4048	5255	4582	5480
ENSG00000188266__ENSMUSG00000035878	63	24	78	29	65	24	189	210	224	196	300	249
ENSG00000041357__ENSMUSG00000032301	13252	4589	9275	5314	14572	5581	2880	2545	3124	3414	3336	3442
ENSG00000169684__ENSMUSG00000035594	499	201	487	254	579	252	3	2	3	2	8	3
ENSG00000080644__ENSMUSG00000032303	196	76	216	71	218	84	0	0	0	0	0	0
ENSG00000117971__ENSMUSG00000035200	137	59	172	49	142	62	10	13	19	7	13	9
ENSG00000136378__ENSMUSG00000032363	2328	920	2485	826	1900	969	94	96	127	100	101	95
ENSG00000103811__ENSMUSG00000032359	953	241	1023	251	725	264	5	2	1	1	9	3
ENSG00000058335__ENSMUSG00000032356	15	6	25	9	23	6	0	0	0	0	0	0
ENSG00000235711__ENSMUSG00000047606	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000166557__ENSMUSG00000032353	4125	934	4207	1042	3456	1161	179	118	137	117	211	153
ENSG00000169330__ENSMUSG00000039313	54	52	41	32	83	49	5	4	3	1	10	3
ENSG00000252995__ENSMUSG00000064394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140379__ENSMUSG00000053820	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000140379__ENSMUSG00000089929	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000086666__ENSMUSG00000030629	4832	2124	3139	2537	6476	2687	1506	1813	1765	2042	2163	2366
ENSG00000103876__ENSMUSG00000030630	1423	406	1631	392	1139	432	415	373	384	326	459	464
ENSG00000172379__ENSMUSG00000015709	1150	396	1361	454	1065	459	18	12	23	18	24	23
ENSG00000136379__ENSMUSG00000038459	1478	595	1693	668	1917	719	1039	990	1069	1132	1006	1058
ENSG00000103888__ENSMUSG00000052353	223	91	167	54	184	84	116	94	118	86	71	43
ENSG00000117899__ENSMUSG00000038503	4711	1870	5012	2308	6536	2574	3426	2730	3556	3636	3693	3574
ENSG00000140406__ENSMUSG00000070462	1350	334	1361	306	1415	514	1050	821	1294	1140	1408	1126
ENSG00000156206__ENSMUSG00000011154	6	5	4	2	10	3	0	1	0	0	0	4
ENSG00000172349__ENSMUSG00000001741	6	4	6	1	9	5	2	1	1	3	4	4
ENSG00000172345__ENSMUSG00000046027	232	66	242	65	207	88	256	327	294	373	395	505
ENSG00000188869__ENSMUSG00000038540	34	18	29	11	39	10	28	26	34	36	49	47
ENSG00000183496__ENSMUSG00000057706	731	177	823	208	979	276	239	253	371	429	278	275
ENSG00000140598__ENSMUSG00000038563	2295	1370	1403	1368	3307	1436	730	603	699	830	793	765
ENSG00000188659__ENSMUSG00000038570	27	22	38	27	65	38	10	11	10	14	22	20
ENSG00000182774__ENSMUSG00000061787	27	6	53	6	11	3	16184	12709	16218	16324	18005	16529
ENSG00000260836__ENSMUSG00000025586	0	0	0	0	0	0	123	104	159	118	195	140
ENSG00000214575__ENSMUSG00000025586	99	20	110	26	93	36	123	104	159	118	195	140
ENSG00000103723__ENSMUSG00000062444	707	266	763	237	750	255	533	549	526	539	546	519
ENSG00000186628__ENSMUSG00000038663	5	0	2	3	6	1	17	17	12	29	18	13
ENSG00000156232__ENSMUSG00000045795	348	89	344	78	376	106	991	818	846	927	1010	954
ENSG00000103942__ENSMUSG00000025813	1344	433	1508	580	1512	578	146	88	146	120	193	167
ENSG00000169609__ENSMUSG00000025102	439	163	407	208	524	206	282	234	275	262	296	305
ENSG00000064726__ENSMUSG00000025103	2715	1428	2048	1652	4262	1710	712	674	707	772	859	1056
ENSG00000136404__ENSMUSG00000038623	166	150	96	126	307	101	76	5	21	10	24	23
ENSG00000166503__ENSMUSG00000025104	4353	2363	3464	2640	7178	2801	112	66	141	95	191	139
ENSG00000169594__ENSMUSG00000025105	130	28	145	40	367	26	1	0	0	1	2	0
ENSG00000140600__ENSMUSG00000030638	578	198	461	255	779	235	60	54	39	46	69	78
ENSG00000156218__ENSMUSG00000070469	73	23	75	24	111	27	1	0	2	0	0	0
ENSG00000176371__ENSMUSG00000038797	2971	1104	2698	1071	2231	1083	83	71	83	87	104	71
ENSG00000177082__ENSMUSG00000025722	1834	799	2335	843	2095	804	997	946	1032	1074	1047	1054
ENSG00000197696__ENSMUSG00000025723	490	129	582	158	471	142	46	40	64	62	44	38
ENSG00000140612__ENSMUSG00000025724	12344	4055	10228	4706	13391	5320	1840	1593	1844	1822	2058	1919
ENSG00000166716__ENSMUSG00000005621	4959	1616	5138	2029	4843	2008	1055	798	1034	1032	1118	915
ENSG00000136383__ENSMUSG00000038763	5179	1668	5272	1591	4192	1698	641	604	621	556	1076	878
ENSG00000156222__ENSMUSG00000025726	3	2	5	1	3	0	653	586	676	709	605	602
ENSG00000212388__ENSMUSG00000064601	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073417__ENSMUSG00000025584	220	163	146	127	324	123	1583	1238	1501	1269	1880	1674
ENSG00000170776__ENSMUSG00000066406	3920	1790	2604	1698	4423	1788	569	542	630	664	755	686
ENSG00000202081__ENSMUSG00000088268	0	0	0	0	1	0	0	2	0	0	1	0
ENSG00000183655__ENSMUSG00000055652	1864	568	2115	503	1561	696	395	330	373	400	436	411
ENSG00000252931__ENSMUSG00000088650	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000140538__ENSMUSG00000059146	180	90	213	121	175	99	21	36	29	29	14	18
ENSG00000259494__ENSMUSG00000030612	838	297	876	297	846	311	544	468	564	567	557	549
ENSG00000173867__ENSMUSG00000030610	3	6	2	3	5	4	263	192	229	223	256	220
ENSG00000181991__ENSMUSG00000030611	2781	686	2863	774	2380	837	345	267	375	343	315	303
ENSG00000140543__ENSMUSG00000030610	553	174	538	180	474	230	263	192	229	223	256	220
ENSG00000181026__ENSMUSG00000030609	11819	2779	12884	2979	10650	3439	1992	1682	1820	1714	2345	2079
ENSG00000172183__ENSMUSG00000039236	138	40	146	35	142	35	21	11	20	12	23	18
ENSG00000157766__ENSMUSG00000030607	79	21	109	45	71	46	22	13	26	29	29	47
ENSG00000140511__ENSMUSG00000030606	2585	910	2842	1016	2153	1161	48	29	27	25	45	30
ENSG00000140545__ENSMUSG00000030605	29434	8986	32168	10906	25925	11341	4142	2807	5033	4348	5542	4254
ENSG00000140526__ENSMUSG00000039202	2358	1191	1681	931	2448	1098	2329	1978	2175	2334	2427	2245
ENSG00000140522__ENSMUSG00000039194	7	0	8	2	9	0	54	49	61	72	82	73
ENSG00000140525__ENSMUSG00000039187	4911	3988	2702	3796	9345	4292	1811	1744	2060	2346	2313	2500
ENSG00000140521__ENSMUSG00000039176	4595	1270	4266	1312	3576	1324	999	750	920	952	1123	1014
ENSG00000140519__ENSMUSG00000030549	12	2	16	7	15	2	25	7	35	23	18	10
ENSG00000140534__ENSMUSG00000046591	3928	1407	3700	1446	4053	1740	2150	1843	2658	2845	2386	2177
ENSG00000166813__ENSMUSG00000050382	1709	672	2136	676	1863	696	283	282	233	238	274	249
ENSG00000166819__ENSMUSG00000030546	5	3	7	1	4	1	0	0	0	0	1	0
ENSG00000166821__ENSMUSG00000030545	190	58	208	27	203	62	111	88	129	132	109	149
ENSG00000140527__ENSMUSG00000039099	2	0	4	1	5	4	49	27	49	53	72	50
ENSG00000166823__ENSMUSG00000030544	1	0	1	2	4	0	1	0	0	0	1	1
ENSG00000188095__ENSMUSG00000030543	30	7	24	4	9	3	18	7	6	6	7	6
ENSG00000166825__ENSMUSG00000039062	74	18	140	26	85	34	128	85	94	60	117	84
ENSG00000157823__ENSMUSG00000063801	1604	438	1518	429	1027	487	1337	1092	1269	1260	1424	1326
ENSG00000250021__ENSMUSG00000039043	2	0	1	1	0	0	237	100	166	112	202	144
ENSG00000242498__ENSMUSG00000039043	281	112	288	96	278	128	237	100	166	112	202	144
ENSG00000182054__ENSMUSG00000030541	4414	946	4512	1182	2780	1177	6082	5148	5462	5304	7469	6156
ENSG00000185033__ENSMUSG00000030539	4904	1490	5627	1673	4279	1861	2800	2018	2681	2326	2597	2077
ENSG00000185043__ENSMUSG00000030538	1599	328	1573	394	1208	477	1011	757	971	893	970	862
ENSG00000183208__ENSMUSG00000050973	69	21	111	31	92	47	334	243	332	297	307	252
ENSG00000213471__ENSMUSG00000045467	8	3	0	1	6	3	74	80	74	90	91	82
ENSG00000261147__ENSMUSG00000045467	3	2	3	2	3	2	74	80	74	90	91	82
ENSG00000182768__ENSMUSG00000047084	1980	602	2225	673	1963	903	948	861	942	891	1131	1038
ENSG00000140575__ENSMUSG00000030536	9139	5709	4322	5992	15135	6416	9308	7987	9656	9763	10136	9285
ENSG00000140577__ENSMUSG00000030527	263	101	232	79	217	84	94	86	87	71	120	75
ENSG00000197299__ENSMUSG00000030528	2230	1765	1257	1693	4595	1957	1732	2123	1959	2703	2416	3135
ENSG00000200677__ENSMUSG00000064514	2	3	1	3	3	2	14	15	23	27	23	18
ENSG00000140564__ENSMUSG00000030530	3760	850	4109	936	3477	1046	1025	729	1118	764	1203	756
ENSG00000182511__ENSMUSG00000053158	626	143	693	133	558	150	23	22	30	40	40	46
ENSG00000196547__ENSMUSG00000038886	702	355	772	236	727	258	433	406	356	463	541	516
ENSG00000140553__ENSMUSG00000030533	7100	1905	7248	2132	5449	2269	860	660	887	873	963	770
ENSG00000184508__ENSMUSG00000030532	541	146	583	147	486	161	57	63	69	66	86	54
ENSG00000166965__ENSMUSG00000038930	756	242	857	227	680	261	213	221	172	247	267	322
ENSG00000198901__ENSMUSG00000038943	3954	1334	3493	1355	4187	1632	3296	3275	3548	4222	4416	4586
ENSG00000184056__ENSMUSG00000030534	1485	433	1531	476	1118	511	375	322	363	392	404	381
ENSG00000185518__ENSMUSG00000053025	39	15	54	16	27	11	0	1	2	0	0	0
ENSG00000176463__ENSMUSG00000025790	1090	332	1122	363	1175	396	1	1	2	1	4	3
ENSG00000140557__ENSMUSG00000025789	234	61	240	90	253	83	1	2	2	4	0	0
ENSG00000185442__ENSMUSG00000078670	2050	481	2141	712	2031	649	31	21	25	23	31	40
ENSG00000173575__ENSMUSG00000078671	4564	2600	2301	2179	7302	2367	2664	2922	2686	3258	3911	3849
ENSG00000182175__ENSMUSG00000070509	1764	708	1829	1009	1769	945	306	334	371	517	376	337
ENSG00000140563__ENSMUSG00000032776	109	76	64	62	157	52	84	101	72	87	105	126
ENSG00000185551__ENSMUSG00000030551	1	0	1	2	1	2	8	6	7	2	3	6
ENSG00000222617__ENSMUSG00000089338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222617__ENSMUSG00000088350	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140450__ENSMUSG00000042659	338	196	260	188	783	172	707	548	604	664	960	987
ENSG00000140443__ENSMUSG00000005533	10865	3816	8391	3592	9680	3648	329	254	351	343	492	398
ENSG00000183571__ENSMUSG00000030553	2	0	3	0	6	0	56	46	91	96	123	138
ENSG00000182253__ENSMUSG00000030554	211	83	201	59	397	101	121	156	90	100	189	142
ENSG00000103852__ENSMUSG00000030555	959	343	831	281	941	346	451	398	425	463	477	447
ENSG00000168904__ENSMUSG00000030556	864	286	833	290	805	342	432	407	472	434	534	513
ENSG00000068305__ENSMUSG00000030557	960	577	724	551	1751	648	238	316	272	343	356	386
ENSG00000183060__ENSMUSG00000043831	1458	403	1335	427	1404	525	198	187	188	138	225	215
ENSG00000140470__ENSMUSG00000058145	181	70	223	63	213	81	18	13	19	11	19	10
ENSG00000154227__ENSMUSG00000030510	34	7	23	9	24	13	7	4	6	10	5	7
ENSG00000140471__ENSMUSG00000053091	425	217	308	241	738	285	223	179	217	248	243	240
ENSG00000183475__ENSMUSG00000030509	701	273	493	301	1086	439	580	543	581	563	614	496
ENSG00000184254__ENSMUSG00000015134	157	57	163	47	226	56	963	625	472	390	687	545
ENSG00000154237__ENSMUSG00000015133	190	81	243	73	127	71	30	25	25	19	46	59
ENSG00000131873__ENSMUSG00000032640	3949	1958	3468	1886	5780	2267	165	127	187	195	217	209
ENSG00000131871__ENSMUSG00000075701	2612	783	2833	830	2689	972	826	716	818	704	793	669
ENSG00000131876__ENSMUSG00000030512	3715	2168	3502	2055	5006	2465	1520	1489	1457	1844	1661	2076
ENSG00000140479__ENSMUSG00000030513	148	52	192	51	137	52	3574	2922	4543	4327	3914	3549
ENSG00000184277__ENSMUSG00000078681	996	439	956	479	1280	436	620	517	583	527	635	574
ENSG00000185418__ENSMUSG00000030515	725	441	516	490	1169	530	71	77	121	116	120	152
ENSG00000161980__ENSMUSG00000038628	2172	578	2352	703	1892	761	443	443	448	549	457	512
ENSG00000161981__ENSMUSG00000040767	4560	1202	4840	1500	3989	1587	393	303	370	448	350	364
ENSG00000007384__ENSMUSG00000020282	1575	449	1644	436	1403	424	236	134	191	161	253	182
ENSG00000103152__ENSMUSG00000020287	1028	235	1014	248	785	298	144	109	132	137	196	181
ENSG00000103148__ENSMUSG00000020289	1824	498	2205	636	1978	714	435	319	422	394	513	440
ENSG00000130656__ENSMUSG00000055609	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000086506__ENSMUSG00000020295	23	2	22	1	11	4	1	0	0	0	0	0
ENSG00000086506__ENSMUSG00000073063	23	2	22	1	11	4	0	0	0	0	2	0
ENSG00000007392__ENSMUSG00000024188	4971	1694	5604	1857	5784	1988	2351	2535	2476	3246	3036	3790
ENSG00000167930__ENSMUSG00000024187	2712	674	3062	964	2341	949	1274	960	1189	1025	1230	1093
ENSG00000269881__ENSMUSG00000024187	0	0	0	0	0	0	1274	960	1189	1025	1230	1093
ENSG00000076344__ENSMUSG00000024186	12	12	14	4	17	3	12	10	12	9	16	17
ENSG00000242173__ENSMUSG00000073433	40	8	52	10	27	7	14	13	15	12	21	23
ENSG00000185615__ENSMUSG00000024184	9	2	7	1	6	3	0	1	0	0	0	0
ENSG00000103126__ENSMUSG00000024182	5261	1399	5301	1304	4270	1601	1343	1049	1253	1465	1357	1344
ENSG00000086504__ENSMUSG00000024181	5202	1185	5133	1287	3710	1388	1399	997	1244	1278	1373	1274
ENSG00000129925__ENSMUSG00000024180	8897	2219	9055	2046	7298	2506	1225	857	918	910	1032	794
ENSG00000103202__ENSMUSG00000024177	11568	2671	11957	3135	9137	3301	778	584	669	623	758	702
ENSG00000242612__ENSMUSG00000036775	616	201	600	169	467	188	789	628	778	647	916	749
ENSG00000090565__ENSMUSG00000037098	2792	943	2681	944	2332	1111	918	761	878	852	1139	941
ENSG00000103326__ENSMUSG00000037326	3241	1215	3416	1207	2944	1566	418	353	415	384	408	356
ENSG00000161992__ENSMUSG00000025727	10	2	16	0	5	2	1	0	0	0	0	0
ENSG00000007541__ENSMUSG00000025728	1240	391	1247	418	1113	376	1067	870	1039	1028	1135	962
ENSG00000257108__ENSMUSG00000090113	30	5	37	9	31	13	1	1	0	1	1	0
ENSG00000197562__ENSMUSG00000025730	1688	442	1495	468	1307	529	749	609	666	616	726	669
ENSG00000127578__ENSMUSG00000071192	212	40	275	67	209	121	5	4	2	0	5	2
ENSG00000130731__ENSMUSG00000025731	2431	697	2574	623	1773	706	245	219	223	230	290	278
ENSG00000172366__ENSMUSG00000025732	1045	288	1100	222	773	351	85	84	101	91	118	107
ENSG00000161996__ENSMUSG00000073434	1368	698	1266	546	1169	477	599	538	528	468	671	591
ENSG00000140983__ENSMUSG00000025733	7759	2588	8278	2402	6352	2666	484	406	438	487	475	474
ENSG00000140983__ENSMUSG00000093593	7759	2588	8278	2402	6352	2666	0	0	0	1	0	0
ENSG00000103269__ENSMUSG00000025735	94	29	95	16	56	14	0	1	0	1	0	2
ENSG00000103266__ENSMUSG00000039615	1805	531	1880	564	1473	662	570	520	575	616	575	532
ENSG00000161999__ENSMUSG00000025736	1468	426	1528	464	1170	458	208	186	172	168	162	160
ENSG00000127580__ENSMUSG00000025737	747	201	759	228	630	297	573	415	561	574	589	527
ENSG00000127585__ENSMUSG00000025738	290	119	375	121	292	140	40	29	53	88	71	71
ENSG00000103260__ENSMUSG00000002274	286	67	306	45	166	56	24	19	26	33	33	45
ENSG00000103254__ENSMUSG00000057411	352	87	321	66	256	125	269	299	219	250	315	299
ENSG00000162004__ENSMUSG00000071202	134	63	142	22	99	29	3	4	1	5	3	1
ENSG00000103253__ENSMUSG00000061046	520	156	508	81	301	117	182	183	164	206	180	178
ENSG00000103245__ENSMUSG00000002280	1097	349	953	348	835	374	516	387	492	404	509	448
ENSG00000102854__ENSMUSG00000063011	1	1	3	2	1	2	107	88	67	58	120	80
ENSG00000162006__ENSMUSG00000041062	0	0	0	0	2	0	6	1	4	3	8	3
ENSG00000007376__ENSMUSG00000041199	2480	715	2718	805	2158	951	286	215	284	230	283	222
ENSG00000127586__ENSMUSG00000019214	2452	949	2754	763	1968	829	1453	1171	1503	1574	1520	1521
ENSG00000127588__ENSMUSG00000025739	4	0	4	3	5	1	8	14	10	6	18	9
ENSG00000103227__ENSMUSG00000002279	268	79	321	79	244	117	384	271	384	303	436	370
ENSG00000005513__ENSMUSG00000024176	493	113	440	58	382	98	2	2	4	5	7	1
ENSG00000162009__ENSMUSG00000050824	8	7	11	3	6	8	74	16	59	21	88	15
ENSG00000196557__ENSMUSG00000024112	2016	818	2000	543	1336	681	26	35	21	22	45	52
ENSG00000116176__ENSMUSG00000033200	38	11	35	6	33	3	1	0	2	1	3	1
ENSG00000103275__ENSMUSG00000015120	9385	2708	11215	3226	8467	3699	3844	3633	3716	4168	4578	4869
ENSG00000007516__ENSMUSG00000047507	200	55	271	67	149	68	7	1	4	6	18	5
ENSG00000007520__ENSMUSG00000015126	2516	634	2712	752	2050	831	538	448	555	526	589	549
ENSG00000090581__ENSMUSG00000035521	980	312	1080	361	865	325	618	420	578	434	655	505
ENSG00000059145__ENSMUSG00000015127	2309	719	2595	626	2355	772	229	160	245	212	252	181
ENSG00000174109__ENSMUSG00000067722	783	223	812	213	685	246	633	623	722	796	756	719
ENSG00000197599__ENSMUSG00000059562	8	4	14	4	13	1	1	6	5	3	7	1
ENSG00000103249__ENSMUSG00000036636	2186	781	2455	953	2166	934	1140	821	942	842	1265	1035
ENSG00000251692__ENSMUSG00000044172	1	1	3	1	2	1	0	0	0	0	0	0
ENSG00000100726__ENSMUSG00000024170	4349	1661	5316	1660	4274	1861	528	440	484	507	620	545
ENSG00000187535__ENSMUSG00000024169	1429	530	1391	452	987	488	898	716	850	828	1016	883
ENSG00000131634__ENSMUSG00000024168	21	7	21	3	18	4	16	10	12	12	16	18
ENSG00000007545__ENSMUSG00000038002	955	419	1030	365	1069	415	724	691	746	784	807	707
ENSG00000206053__ENSMUSG00000024165	22296	6711	22387	7627	20378	7977	6521	5662	7184	7349	7091	7189
ENSG00000138834__ENSMUSG00000024163	2334	1022	2559	841	2102	902	954	1189	725	916	1211	1314
ENSG00000103024__ENSMUSG00000073435	1555	404	1656	404	1349	580	0	0	0	0	0	0
ENSG00000074071__ENSMUSG00000038880	9495	2474	10153	2745	7536	3202	110	107	116	142	149	162
ENSG00000197774__ENSMUSG00000073436	466	323	579	235	537	221	45	44	43	29	40	36
ENSG00000162032__ENSMUSG00000024160	17	8	20	7	9	2	90	62	79	68	62	73
ENSG00000095906__ENSMUSG00000039183	4373	1018	4401	1188	3133	1335	1211	886	1222	1256	1159	1101
ENSG00000099769__ENSMUSG00000046070	1	1	1	1	4	0	570	365	455	248	594	299
ENSG00000063854__ENSMUSG00000024158	1076	224	967	233	740	244	674	607	633	680	700	662
ENSG00000180185__ENSMUSG00000045316	928	387	925	426	1113	476	200	180	193	198	257	247
ENSG00000162039__ENSMUSG00000024155	31	9	33	9	8	7	1	2	3	6	6	5
ENSG00000162040__ENSMUSG00000039628	0	0	2	0	0	1	3	4	7	8	4	9
ENSG00000198736__ENSMUSG00000075705	2297	590	2065	576	1544	665	529	378	483	473	528	463
ENSG00000140986__ENSMUSG00000002500	34	11	49	9	28	9	24	13	21	27	31	31
ENSG00000140990__ENSMUSG00000040048	3402	1034	5468	1559	4172	1778	1459	1152	1288	1348	1430	1341
ENSG00000140988__ENSMUSG00000044533	128233	29141	126432	33091	92878	35044	20622	16158	20605	21519	23993	23961
ENSG00000206811__ENSMUSG00000077463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207405__ENSMUSG00000077709	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179580__ENSMUSG00000008482	2	0	2	1	2	0	2	4	2	2	5	3
ENSG00000183751__ENSMUSG00000040688	5796	1611	6734	1789	4670	1896	1891	1423	2021	2236	1963	1908
ENSG00000196408__ENSMUSG00000019320	0	0	0	0	0	0	7	7	11	5	10	6
ENSG00000127554__ENSMUSG00000040888	1832	444	2044	504	1581	558	842	771	948	902	991	937
ENSG00000127561__ENSMUSG00000007021	651	202	602	185	502	165	65	52	48	60	78	71
ENSG00000167962__ENSMUSG00000041130	2655	1013	3010	965	2595	1180	1911	1707	1795	2207	2027	2187
ENSG00000183971__ENSMUSG00000071230	19	6	42	8	37	24	1	1	3	1	3	1
ENSG00000065054__ENSMUSG00000002504	568	139	692	149	425	159	131	123	108	155	114	116
ENSG00000065057__ENSMUSG00000041429	3393	840	3110	841	2322	968	398	320	288	340	442	387
ENSG00000103197__ENSMUSG00000002496	4173	1387	4638	1448	3839	1689	2153	1662	1853	1794	1907	1813
ENSG00000008710__ENSMUSG00000032855	2037	941	1946	693	1605	697	827	792	775	782	1046	871
ENSG00000221656__ENSMUSG00000080342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167964__ENSMUSG00000079657	82	30	82	28	38	23	29	33	38	48	37	55
ENSG00000206630__ENSMUSG00000064768	77	33	72	40	85	28	0	0	0	0	0	0
ENSG00000131653__ENSMUSG00000052752	12687	3381	12552	3854	9678	3957	2285	2106	2215	2653	2345	2559
ENSG00000167971__ENSMUSG00000033597	115	67	115	62	107	44	9	17	22	28	37	33
ENSG00000167965__ENSMUSG00000024142	4869	1167	5108	1366	3693	1432	448	360	425	478	488	492
ENSG00000182685__ENSMUSG00000045744	178	78	120	61	136	69	0	0	0	0	0	0
ENSG00000184207__ENSMUSG00000043445	3075	908	2810	859	2202	884	298	194	326	432	299	322
ENSG00000167967__ENSMUSG00000024137	1955	623	2269	655	1757	691	414	403	359	400	452	458
ENSG00000167968__ENSMUSG00000024136	10	1	2	4	5	1	13	9	12	13	11	9
ENSG00000167969__ENSMUSG00000024132	2593	687	2649	683	1965	730	711	481	679	714	826	732
ENSG00000205937__ENSMUSG00000034681	13106	4295	15987	5082	12903	5216	3789	3086	3495	3830	3641	3953
ENSG00000167972__ENSMUSG00000024130	681	244	784	206	581	274	447	312	437	387	491	399
ENSG00000162063__ENSMUSG00000072082	4694	1227	5533	1407	4197	1770	5040	3977	4668	4447	4699	4155
ENSG00000162062__ENSMUSG00000024118	2194	679	2284	700	1810	806	654	472	610	589	749	605
ENSG00000260272__ENSMUSG00000036473	1	1	0	0	0	0	821	885	1021	1035	1286	1182
ENSG00000185883__ENSMUSG00000024121	391	120	609	187	505	249	3614	2377	3500	2879	3715	2720
ENSG00000259784__ENSMUSG00000036820	0	0	0	0	0	0	1241	959	1201	1046	1655	1238
ENSG00000162066__ENSMUSG00000036820	636	176	617	158	480	190	1241	959	1201	1046	1655	1238
ENSG00000140992__ENSMUSG00000024122	1500	641	1534	670	1745	672	1598	1491	1637	1802	1871	1732
ENSG00000167977__ENSMUSG00000016946	3195	850	3534	1083	2957	1062	1858	1380	1817	1668	1948	1828
ENSG00000172382__ENSMUSG00000050762	36	21	52	17	35	34	8	9	7	5	13	8
ENSG00000167978__ENSMUSG00000039218	47997	22715	53384	22087	47049	22839	13921	14376	13788	15790	16075	17059
ENSG00000103363__ENSMUSG00000055839	8558	2139	9007	2398	6434	2463	3811	2881	3893	3863	3654	3426
ENSG00000103355__ENSMUSG00000049620	1	1	2	0	2	1	5	6	1	3	10	12
ENSG00000007038__ENSMUSG00000024116	27	10	26	4	13	2	0	0	0	0	0	0
ENSG00000162078__ENSMUSG00000024125	8	0	5	0	5	0	0	0	0	0	0	0
ENSG00000005001__ENSMUSG00000045027	36	18	43	5	26	6	1	0	0	0	1	0
ENSG00000162076__ENSMUSG00000023911	670	164	717	160	532	211	148	140	112	97	136	108
ENSG00000059122__ENSMUSG00000040097	1388	357	1494	283	1188	417	646	529	575	552	642	618
ENSG00000131650__ENSMUSG00000040680	300	116	363	98	290	116	99	104	91	71	102	91
ENSG00000127564__ENSMUSG00000023908	2656	845	3489	873	2724	1122	786	834	708	893	779	879
ENSG00000162073__ENSMUSG00000023909	1038	347	985	314	751	340	101	91	105	86	98	69
ENSG00000270168__ENSMUSG00000043747	50	10	18	14	19	11	31	33	26	24	27	26
ENSG00000213937__ENSMUSG00000066720	33	18	63	26	40	20	22	10	16	21	20	13
ENSG00000184697__ENSMUSG00000023906	39787	9817	46806	13895	40304	14663	397	408	302	351	458	397
ENSG00000006327__ENSMUSG00000023905	5093	816	4890	713	4610	756	146	104	155	160	148	137
ENSG00000103145__ENSMUSG00000023904	1774	486	2287	555	1666	671	530	464	533	484	499	499
ENSG00000131652__ENSMUSG00000041319	4195	962	3969	1174	3202	1258	768	584	808	847	894	842
ENSG00000162069__ENSMUSG00000043782	519	251	609	173	497	198	14	12	14	15	14	15
ENSG00000008516__ENSMUSG00000023903	1861	546	2251	487	1827	607	16	16	13	21	27	27
ENSG00000252561__ENSMUSG00000064943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130182__ENSMUSG00000023902	9022	3348	11839	3872	9775	5120	1578	1293	1913	1719	1708	1398
ENSG00000122386__ENSMUSG00000062012	1071	261	1178	355	1066	411	599	391	520	449	591	440
ENSG00000085644__ENSMUSG00000071256	620	189	806	254	684	257	196	173	241	191	211	151
ENSG00000168124__ENSMUSG00000051003	2	0	8	0	7	1	0	0	0	0	0	0
ENSG00000103313__ENSMUSG00000022534	2	0	3	1	0	2	0	0	0	0	0	0
ENSG00000006194__ENSMUSG00000022529	3148	1014	3107	1033	2864	1085	1068	973	1101	1195	1173	1223
ENSG00000168158__ENSMUSG00000059043	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000103343__ENSMUSG00000054939	748	198	769	174	705	263	75	86	66	111	98	102
ENSG00000167981__ENSMUSG00000039789	118	71	104	73	190	76	111	161	172	202	202	209
ENSG00000122390__ENSMUSG00000005982	113	39	100	45	113	46	441	331	426	383	371	381
ENSG00000215131__ENSMUSG00000005983	0	0	0	0	0	0	13	7	16	11	17	21
ENSG00000103351__ENSMUSG00000014232	473	244	303	260	858	288	222	205	234	228	228	254
ENSG00000103351__ENSMUSG00000093575	473	244	303	260	858	288	1	0	2	2	2	2
ENSG00000167984__ENSMUSG00000049871	14	10	13	8	20	9	8	17	15	14	22	10
ENSG00000188827__ENSMUSG00000039738	1487	476	1382	428	1212	549	999	920	956	1001	1068	999
ENSG00000213918__ENSMUSG00000005980	689	257	525	198	657	202	40	39	46	51	46	44
ENSG00000126602__ENSMUSG00000005981	14450	3928	14734	3738	10050	4134	4809	3682	4350	4372	4941	4869
