orth_id	hESC_rep1	hESC_rep1.UT	hESC_rep2	hESC_rep2.UT	hESC_rep3	hESC_rep3.UT	mESC_rep1	mESC_rep1.UT	mESC_rep2	mESC_rep2.UT	mESC_rep3	mESC_rep3.UT
ENSG00000172878__ENSMUSG00000041921	363	172	345	182	532	214	322	408	347	392	435	439
ENSG00000144355__ENSMUSG00000041911	2	0	4	0	1	4	6	0	2	1	3	2
ENSG00000115844__ENSMUSG00000023391	1	1	2	3	3	0	2	0	2	1	3	3
ENSG00000091409__ENSMUSG00000027111	7796	4703	4512	4762	13107	5370	5215	5027	5482	5741	6379	6134
ENSG00000152256__ENSMUSG00000006494	1789	1010	949	707	2017	881	630	526	463	386	496	446
ENSG00000091428__ENSMUSG00000049044	105	54	102	58	112	43	1	2	4	6	2	2
ENSG00000091436__ENSMUSG00000004085	944	559	607	475	1548	529	505	472	515	387	643	521
ENSG00000144354__ENSMUSG00000055612	5796	3089	5701	2992	5760	3015	3110	2578	2801	3064	3159	3401
ENSG00000172845__ENSMUSG00000027109	3085	2397	1760	2583	6976	2726	1478	2237	2122	2872	2446	2985
ENSG00000138430__ENSMUSG00000027108	8048	3573	6694	4126	11294	4477	1969	2123	1988	2560	2255	2695
ENSG00000217236__ENSMUSG00000068859	1	1	0	2	9	2	3	2	1	2	3	1
ENSG00000138433__ENSMUSG00000041777	635	396	547	507	1305	502	148	217	228	214	283	282
ENSG00000144306__ENSMUSG00000008226	337	169	209	141	488	161	500	624	516	623	660	836
ENSG00000163328__ENSMUSG00000041762	49	33	27	22	94	29	6	12	12	10	11	12
ENSG00000206965__ENSMUSG00000065347	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000206965__ENSMUSG00000065227	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000206965__ENSMUSG00000065828	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000206965__ENSMUSG00000065245	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000115935__ENSMUSG00000075284	238	128	254	93	317	132	91	37	80	56	92	82
ENSG00000138435__ENSMUSG00000027107	4	2	6	0	12	1	11	8	15	10	13	8
ENSG00000128656__ENSMUSG00000056486	1619	799	1236	894	2313	1000	296	252	408	517	405	496
ENSG00000115966__ENSMUSG00000027104	1120	895	567	723	2872	969	926	1110	1108	1400	1303	1487
ENSG00000154518__ENSMUSG00000018770	19991	5053	19890	5684	16011	6175	7274	4981	6158	5762	5895	5274
ENSG00000144320__ENSMUSG00000009207	303	285	201	248	735	288	441	625	650	817	708	889
ENSG00000174279__ENSMUSG00000001815	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000128714__ENSMUSG00000001819	0	0	0	1	1	0	9	9	14	20	15	18
ENSG00000170178__ENSMUSG00000001823	0	0	0	0	3	0	0	0	0	0	1	0
ENSG00000128713__ENSMUSG00000042499	0	0	1	0	0	0	3	0	1	3	8	7
ENSG00000128710__ENSMUSG00000050368	0	0	0	1	1	0	0	1	3	1	4	7
ENSG00000128709__ENSMUSG00000043342	0	0	0	0	1	0	23	6	25	14	37	27
ENSG00000175879__ENSMUSG00000027102	0	0	0	0	0	0	14	13	14	12	29	19
ENSG00000128652__ENSMUSG00000079277	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000207744__ENSMUSG00000065500	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128645__ENSMUSG00000042448	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000128654__ENSMUSG00000027099	2221	829	1887	979	3002	1151	590	513	636	653	676	786
ENSG00000252027__ENSMUSG00000088951	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000170144__ENSMUSG00000059005	25152	14931	17740	16840	42835	17914	1023	1585	1333	2015	1692	2259
ENSG00000116044__ENSMUSG00000015839	1485	625	1025	684	3589	818	3475	2999	3698	3311	4176	3383
ENSG00000018510__ENSMUSG00000042410	3748	2383	2168	2501	7102	2629	1812	2068	2074	2426	2569	2815
ENSG00000128655__ENSMUSG00000075270	7	8	5	4	6	4	1	7	4	5	2	1
ENSG00000155636__ENSMUSG00000042369	547	285	405	364	1041	414	747	650	835	919	913	865
ENSG00000079156__ENSMUSG00000042359	428	145	380	196	540	193	69	127	108	175	144	239
ENSG00000180228__ENSMUSG00000002731	2216	878	2240	1081	2667	1128	199	234	202	280	250	303
ENSG00000204311__ENSMUSG00000075267	29	26	35	27	52	25	1	0	1	0	0	0
ENSG00000079150__ENSMUSG00000002732	110	64	88	54	165	71	125	105	83	81	115	102
ENSG00000116095__ENSMUSG00000002733	568	290	428	287	949	314	751	666	728	824	690	705
ENSG00000155657__ENSMUSG00000051747	757	960	280	652	1638	659	280	463	329	548	425	515
ENSG00000163492__ENSMUSG00000044033	550	408	236	473	890	462	1047	1361	927	1153	948	1064
ENSG00000187231__ENSMUSG00000042272	1328	891	876	972	2897	1005	354	412	352	513	477	650
ENSG00000144331__ENSMUSG00000027016	67	30	55	39	61	33	36	30	32	23	58	37
ENSG00000163510__ENSMUSG00000079247	1816	1393	1109	1483	4215	1596	0	0	0	0	0	0
ENSG00000163510__ENSMUSG00000027014	1816	1393	1109	1483	4215	1596	755	1145	1011	1425	1067	1539
ENSG00000170035__ENSMUSG00000027011	5077	1526	5430	2089	5627	2191	821	629	827	852	841	794
ENSG00000115232__ENSMUSG00000027009	117	55	74	64	237	83	42	50	35	39	82	107
ENSG00000188452__ENSMUSG00000075256	17	10	19	13	51	18	62	70	49	41	83	76
ENSG00000162992__ENSMUSG00000034701	0	1	0	1	0	1	28	30	23	13	27	34
ENSG00000138434__ENSMUSG00000027007	440	247	291	242	965	253	588	594	618	706	829	879
ENSG00000150722__ENSMUSG00000034683	126	36	123	44	129	45	0	0	0	0	0	0
ENSG00000115252__ENSMUSG00000059173	10	1	6	5	10	5	0	1	1	0	2	2
ENSG00000077232__ENSMUSG00000027006	6393	5094	3816	5110	14781	5477	1697	1625	1835	1979	1894	2013
ENSG00000162998__ENSMUSG00000027004	42	25	62	56	63	52	0	0	1	1	0	0
ENSG00000207178__ENSMUSG00000065919	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000061676__ENSMUSG00000027002	8046	5923	4940	5855	15329	6383	3009	3360	3472	4199	4211	4307
ENSG00000162999__ENSMUSG00000027001	53	27	35	17	97	22	140	132	125	125	147	145
ENSG00000163002__ENSMUSG00000091900	1949	1000	1396	1069	3277	1307	21	21	39	28	21	18
ENSG00000163002__ENSMUSG00000026999	1949	1000	1396	1069	3277	1307	645	535	749	671	690	542
ENSG00000170396__ENSMUSG00000070866	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000188738__ENSMUSG00000075249	35	79	20	56	98	52	0	0	0	0	0	0
ENSG00000065548__ENSMUSG00000027091	4655	2953	3637	3461	9614	3571	1707	2116	1952	2641	2301	2804
ENSG00000138448__ENSMUSG00000027087	2612	1770	1392	1744	6910	1823	1478	1500	1659	1727	1995	1792
ENSG00000144369__ENSMUSG00000048388	551	431	345	451	1348	531	20	14	22	19	38	47
ENSG00000163012__ENSMUSG00000034552	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000064989__ENSMUSG00000059588	68	32	56	32	155	29	3	9	2	7	2	6
ENSG00000003436__ENSMUSG00000027082	82	59	33	29	149	34	795	945	822	889	1015	980
ENSG00000144366__ENSMUSG00000056870	4271	3706	2817	3734	9618	3877	67	116	74	85	64	89
ENSG00000168542__ENSMUSG00000026043	6	3	6	4	2	0	0	1	0	0	0	0
ENSG00000204262__ENSMUSG00000026042	1992	841	1486	688	2436	758	21	15	33	35	19	24
ENSG00000115368__ENSMUSG00000025995	5962	3126	3481	3250	9630	3720	2215	2084	2546	3011	2586	2942
ENSG00000138449__ENSMUSG00000025993	1	0	1	1	1	0	38	22	22	8	23	9
ENSG00000151687__ENSMUSG00000039342	30	31	32	17	88	18	0	2	1	1	1	1
ENSG00000128694__ENSMUSG00000026096	473	267	320	219	594	264	239	314	242	363	347	359
ENSG00000128699__ENSMUSG00000026097	2098	1080	1567	1226	3360	1246	427	372	432	455	502	513
ENSG00000064933__ENSMUSG00000026098	1723	1342	1137	1308	3613	1493	324	522	401	619	471	751
ENSG00000187699__ENSMUSG00000043629	35	31	30	22	54	24	977	977	1033	1109	1689	1639
ENSG00000138379__ENSMUSG00000026100	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198130__ENSMUSG00000041426	1187	839	885	842	2145	955	369	424	361	455	484	558
ENSG00000151689__ENSMUSG00000026102	258	39	333	42	331	63	42	37	26	33	58	38
ENSG00000151690__ENSMUSG00000041439	177	90	160	136	356	150	107	95	72	65	94	89
ENSG00000189362__ENSMUSG00000043015	282	119	262	155	389	136	369	373	327	389	497	586
ENSG00000251935__ENSMUSG00000088546	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251935__ENSMUSG00000088483	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251935__ENSMUSG00000089129	0	0	0	0	0	0	1	7	4	6	7	4
ENSG00000138386__ENSMUSG00000002881	1110	728	840	780	1942	883	93	109	118	157	139	137
ENSG00000115419__ENSMUSG00000026103	1593	1632	876	1326	3699	1461	1015	1584	1439	1900	1948	2303
ENSG00000115415__ENSMUSG00000026104	3719	2007	2916	2117	4874	2137	522	368	351	298	409	353
ENSG00000138378__ENSMUSG00000062939	15	12	10	10	28	10	83	106	150	150	189	213
ENSG00000128641__ENSMUSG00000018417	4410	3004	2687	2974	10382	3416	1544	1934	1801	2207	2052	2290
ENSG00000252130__ENSMUSG00000089306	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173559__ENSMUSG00000026107	177	53	147	55	343	68	233	266	431	473	468	486
ENSG00000168497__ENSMUSG00000045954	5	4	2	0	6	2	0	0	0	0	0	0
ENSG00000144339__ENSMUSG00000026109	143	16	58	22	96	33	1	0	0	0	0	0
ENSG00000202206__ENSMUSG00000065159	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000196950__ENSMUSG00000025986	6569	4603	2834	4470	11914	4962	1306	1677	1762	2437	1904	2428
ENSG00000201813__ENSMUSG00000087712	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000118997__ENSMUSG00000041144	7	8	8	5	29	10	13	16	15	7	9	9
ENSG00000081320__ENSMUSG00000026094	262	132	157	151	400	182	230	262	308	292	392	382
ENSG00000138411__ENSMUSG00000042807	315	149	210	143	395	168	33	15	40	38	42	20
ENSG00000144395__ENSMUSG00000025983	395	681	231	514	1390	550	5	4	5	4	13	6
ENSG00000252923__ENSMUSG00000088529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119041__ENSMUSG00000041303	2524	1431	1520	1395	3835	1596	1004	1146	1192	1291	1265	1387
ENSG00000197121__ENSMUSG00000073678	1218	1366	572	1224	2784	1278	334	641	391	579	539	693
ENSG00000065413__ENSMUSG00000052331	17	12	20	14	46	10	5	6	7	7	16	13
ENSG00000115524__ENSMUSG00000025982	14886	13229	7361	13288	33168	14086	6763	8112	8214	10810	9453	11122
ENSG00000115520__ENSMUSG00000025981	601	316	407	387	1369	441	286	321	344	411	400	449
ENSG00000115541__ENSMUSG00000073676	6600	2565	6634	2898	7693	3154	4919	3865	4705	4662	4570	4606
ENSG00000270757__ENSMUSG00000025979	3	2	2	1	8	0	407	638	626	761	678	725
ENSG00000115540__ENSMUSG00000025979	1753	1177	1092	1219	2910	1257	407	638	626	761	678	725
ENSG00000162944__ENSMUSG00000025978	31	41	27	32	70	29	25	26	24	30	20	29
ENSG00000247626__ENSMUSG00000046994	2357	844	2450	731	2425	917	259	246	278	373	276	263
ENSG00000152430__ENSMUSG00000025977	3	1	1	2	3	3	10	12	20	25	24	41
ENSG00000115896__ENSMUSG00000038349	2	3	0	2	2	0	0	0	0	0	0	1
ENSG00000119042__ENSMUSG00000038331	117	69	106	77	195	75	114	143	133	150	187	156
ENSG00000178074__ENSMUSG00000038323	673	702	488	668	1847	725	312	478	389	562	498	641
ENSG00000162971__ENSMUSG00000048495	708	499	476	510	1218	471	203	269	258	359	287	368
ENSG00000162972__ENSMUSG00000025971	1498	596	1948	719	2057	760	460	329	412	375	442	424
ENSG00000196141__ENSMUSG00000038305	8140	3032	7585	3484	12029	4226	356	393	460	486	420	402
ENSG00000155729__ENSMUSG00000054770	198	67	182	97	274	109	412	485	487	579	625	654
ENSG00000163535__ENSMUSG00000026039	1090	851	693	905	2195	1009	586	1165	1061	1510	1250	1686
ENSG00000138356__ENSMUSG00000063558	476	207	299	207	560	235	49	74	55	39	73	61
ENSG00000201737__ENSMUSG00000064403	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082153__ENSMUSG00000051223	11784	7355	7792	8457	23264	8835	6450	5841	8201	8227	6972	6288
ENSG00000013441__ENSMUSG00000026034	1050	637	717	689	2853	786	1220	2866	2131	2967	2919	3848
ENSG00000196290__ENSMUSG00000026036	3353	1204	3148	1203	3245	1371	912	748	936	1066	961	949
ENSG00000115942__ENSMUSG00000026037	3197	1622	1989	1575	4630	2016	1368	1570	1641	2081	1885	2333
ENSG00000155744__ENSMUSG00000038174	235	216	117	164	583	184	195	296	251	391	315	441
ENSG00000119013__ENSMUSG00000026032	1725	608	1726	647	1909	696	761	589	691	578	751	617
ENSG00000003402__ENSMUSG00000026031	346	173	306	159	474	193	125	166	119	135	191	207
ENSG00000064012__ENSMUSG00000026029	484	177	430	146	570	160	15	23	29	29	37	35
ENSG00000155749__ENSMUSG00000047528	6	3	3	5	13	5	0	1	1	0	0	1
ENSG00000115993__ENSMUSG00000026028	1308	709	845	705	2239	887	757	742	805	915	877	804
ENSG00000082146__ENSMUSG00000026027	1756	664	1844	786	1927	901	146	132	134	129	175	158
ENSG00000155754__ENSMUSG00000072295	0	1	1	1	0	1	1	0	1	1	2	1
ENSG00000155755__ENSMUSG00000038079	1677	873	1619	969	2502	1048	233	204	225	210	320	209
ENSG00000082126__ENSMUSG00000079550	2	2	1	1	5	0	2	5	2	8	4	2
ENSG00000003393__ENSMUSG00000026024	3576	1814	2176	1742	5126	1975	1117	1033	1178	1138	1323	1328
ENSG00000138395__ENSMUSG00000026023	3	4	2	1	2	2	0	0	0	0	0	0
ENSG00000155760__ENSMUSG00000041075	21016	7050	18630	7855	21793	9094	677	479	552	425	672	502
ENSG00000182329__ENSMUSG00000047361	1	2	2	1	2	0	6	8	5	11	9	17
ENSG00000116030__ENSMUSG00000026021	9378	4774	6783	5657	14176	5894	2178	2037	2360	2909	2459	2677
ENSG00000055044__ENSMUSG00000026020	5252	3715	3906	4576	10995	4489	3802	4586	4649	6572	5242	6665
ENSG00000212534__ENSMUSG00000077345	1	0	1	0	0	0	6	9	5	16	10	10
ENSG00000212534__ENSMUSG00000088925	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000212309__ENSMUSG00000077358	1	1	1	1	2	1	10	14	19	27	18	23
ENSG00000271852__ENSMUSG00000089512	0	2	1	0	2	1	1	3	3	6	5	5
ENSG00000238317__ENSMUSG00000089093	4	8	4	10	7	7	1	8	1	4	2	1
ENSG00000204217__ENSMUSG00000067336	1102	569	682	475	1897	576	221	194	233	262	284	283
ENSG00000138439__ENSMUSG00000041040	1368	878	747	929	2670	1151	796	770	999	1180	1025	986
ENSG00000163596__ENSMUSG00000026018	105	86	62	68	258	59	15	13	15	8	14	14
ENSG00000138442__ENSMUSG00000026019	5548	2478	4188	2247	6564	2667	1854	1459	2036	2152	2078	2063
ENSG00000138380__ENSMUSG00000026017	92	88	59	54	195	97	73	92	83	81	118	140
ENSG00000144426__ENSMUSG00000073664	192	157	77	101	478	160	491	1038	830	1340	1392	1719
ENSG00000202059__ENSMUSG00000064634	0	0	0	0	0	0	2	7	2	5	13	7
ENSG00000119004__ENSMUSG00000049439	536	201	478	304	797	298	595	485	641	676	665	629
ENSG00000138443__ENSMUSG00000026782	5356	3000	4378	2898	7591	3098	660	709	745	928	803	972
ENSG00000173166__ENSMUSG00000026014	294	124	207	113	461	124	467	461	601	605	619	598
ENSG00000178562__ENSMUSG00000026012	0	1	0	0	0	1	2	0	1	1	3	0
ENSG00000206970__ENSMUSG00000065733	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163599__ENSMUSG00000026011	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163600__ENSMUSG00000026009	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116117__ENSMUSG00000052062	360	177	236	250	659	235	5	6	5	13	10	12
ENSG00000118257__ENSMUSG00000025969	3023	951	3501	664	4975	837	196	203	134	202	108	125
ENSG00000114933__ENSMUSG00000040865	842	801	431	808	1904	745	701	699	891	1085	1023	960
ENSG00000023228__ENSMUSG00000025968	7555	3276	5456	3469	9083	3752	2290	2030	2198	2312	2558	2561
ENSG00000114942__ENSMUSG00000025967	36827	9702	35927	11264	30523	11598	19126	14911	19680	18849	20559	18422
ENSG00000207047__ENSMUSG00000064612	9	3	3	8	18	3	6	7	3	6	10	7
ENSG00000183671__ENSMUSG00000046856	30	14	24	44	35	37	4	2	2	2	6	1
ENSG00000222496__ENSMUSG00000087902	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204186__ENSMUSG00000027520	577	667	275	708	1936	853	554	813	711	1036	693	722
ENSG00000114948__ENSMUSG00000025964	1305	691	1345	719	1787	830	818	415	351	216	293	206
ENSG00000232125__ENSMUSG00000069085	0	0	1	0	0	1	0	1	0	0	0	0
ENSG00000138400__ENSMUSG00000025963	176	67	207	91	234	104	0	2	1	2	3	2
ENSG00000118246__ENSMUSG00000025962	3324	1858	2239	2052	5069	2159	842	801	885	909	956	1058
ENSG00000118263__ENSMUSG00000025959	2316	894	1650	992	3979	966	126	143	98	126	163	149
ENSG00000118260__ENSMUSG00000025958	2162	1761	1442	1711	4959	1941	642	925	863	1259	992	1100
ENSG00000144401__ENSMUSG00000025956	2079	833	1886	855	2434	1049	244	206	253	220	266	252
ENSG00000199251__ENSMUSG00000088873	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000163249__ENSMUSG00000070871	2180	1216	1848	1133	3234	1416	333	359	456	503	428	543
ENSG00000163251__ENSMUSG00000045005	4549	2025	3549	2404	5958	2379	2105	1734	2160	2310	2157	2184
ENSG00000178385__ENSMUSG00000051344	206	87	173	90	252	107	345	324	579	627	564	607
ENSG00000163254__ENSMUSG00000025952	2	1	4	0	1	0	0	0	0	1	0	0
ENSG00000182187__ENSMUSG00000073658	53	10	50	7	32	6	0	0	0	0	0	0
ENSG00000168582__ENSMUSG00000044429	0	0	1	0	0	0	5	0	1	2	1	2
ENSG00000188674__ENSMUSG00000044816	21	7	14	6	27	8	68	87	86	87	114	121
ENSG00000138413__ENSMUSG00000025950	32995	12461	20621	15078	37900	14474	2165	2377	2755	3659	2622	3429
ENSG00000115020__ENSMUSG00000025949	2631	2374	981	1527	5233	1883	830	1067	1065	1405	1458	1865
ENSG00000144407__ENSMUSG00000025946	34	9	35	16	34	15	0	1	0	1	1	1
ENSG00000078018__ENSMUSG00000015222	128	127	129	182	454	211	77	119	99	179	80	123
ENSG00000144406__ENSMUSG00000055567	52	32	58	31	99	28	28	36	29	44	50	34
ENSG00000197713__ENSMUSG00000026005	2853	1655	1910	1853	5261	1973	1459	1717	1641	1782	1901	1893
ENSG00000144445__ENSMUSG00000026004	437	371	256	336	938	413	103	123	125	175	169	207
ENSG00000115361__ENSMUSG00000026003	9	3	13	9	15	4	710	532	667	478	934	695
ENSG00000168530__ENSMUSG00000061816	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115365__ENSMUSG00000026000	2970	1924	1810	1774	4283	1790	995	766	827	761	1014	908
ENSG00000021826__ENSMUSG00000025991	1419	851	826	732	1822	864	6	12	10	12	9	9
ENSG00000178568__ENSMUSG00000062209	7	6	2	6	9	2	0	0	0	1	1	0
ENSG00000030419__ENSMUSG00000025997	69	60	35	78	188	85	34	35	46	46	45	50
ENSG00000144451__ENSMUSG00000053153	442	249	459	258	726	297	8	6	8	6	9	6
ENSG00000174453__ENSMUSG00000045648	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138376__ENSMUSG00000026196	1160	732	606	751	1891	761	1215	1082	1324	1624	1513	1840
ENSG00000144452__ENSMUSG00000050296	2	5	5	1	25	1	0	1	2	3	1	0
ENSG00000138363__ENSMUSG00000026192	19907	5350	22595	6867	18330	7596	3843	3088	3683	4336	3649	4074
ENSG00000115414__ENSMUSG00000026193	7609	3109	8363	4617	9344	4932	57833	54072	58663	58696	70065	63298
ENSG00000118242__ENSMUSG00000039395	1393	431	1394	470	1342	491	1529	1387	1990	1728	2733	2479
ENSG00000115425__ENSMUSG00000026189	757	255	871	327	785	320	344	319	413	469	503	523
ENSG00000163449__ENSMUSG00000026188	151	55	164	55	164	98	0	0	0	1	2	1
ENSG00000079246__ENSMUSG00000026187	51205	20269	34711	22790	56820	23939	3729	3291	4211	4284	5045	4864
ENSG00000144583__ENSMUSG00000039372	280	64	354	83	405	92	0	0	0	0	0	0
ENSG00000138375__ENSMUSG00000039354	2369	708	2331	670	2236	858	809	668	804	924	917	869
ENSG00000197756__ENSMUSG00000046330	60909	15208	66133	17635	48703	18100	5977	4396	5767	5337	5990	4945
ENSG00000115457__ENSMUSG00000039323	20889	4790	18958	3776	15354	4515	3664	2564	6842	6608	6897	6215
ENSG00000115461__ENSMUSG00000026185	1089	63	861	85	1399	51	11	10	24	35	23	25
ENSG00000118245__ENSMUSG00000026182	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000251982__ENSMUSG00000088463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079308__ENSMUSG00000055322	786	220	865	183	857	244	318	344	471	482	586	414
ENSG00000188282__ENSMUSG00000061815	9	9	10	2	8	3	0	1	0	8	2	2
ENSG00000180871__ENSMUSG00000026180	167	23	257	18	295	17	0	0	0	0	1	0
ENSG00000163464__ENSMUSG00000048480	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000163466__ENSMUSG00000006304	14799	4435	14878	5143	15078	5399	3127	2777	3333	3347	3368	3229
ENSG00000179921__ENSMUSG00000064272	9	5	14	2	11	3	1	0	1	0	0	0
ENSG00000127837__ENSMUSG00000006299	12134	3621	13182	4123	10327	4145	3203	2363	3195	3096	3084	2870
ENSG00000127838__ENSMUSG00000026179	1800	449	1753	526	1353	526	1794	1520	2025	1710	2004	1730
ENSG00000135926__ENSMUSG00000006301	2387	448	2505	479	2042	566	1258	981	964	900	1304	1038
ENSG00000158428__ENSMUSG00000073650	3	1	2	3	1	1	36	17	43	54	56	38
ENSG00000018280__ENSMUSG00000026177	4	3	7	0	4	1	120	54	141	133	225	165
ENSG00000144579__ENSMUSG00000026176	914	249	1112	277	863	325	853	517	854	737	839	565
ENSG00000199121__ENSMUSG00000065468	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000127831__ENSMUSG00000026175	1240	360	1079	322	1438	358	23	15	40	24	45	32
ENSG00000135913__ENSMUSG00000033364	704	718	380	721	1862	768	1648	1879	1914	2386	2241	2580
ENSG00000222714__ENSMUSG00000084729	0	0	0	0	0	0	0	5	1	1	0	1
ENSG00000144580__ENSMUSG00000026174	6612	2494	6495	2740	6435	2850	2717	2227	2640	2649	2799	2856
ENSG00000207393__ENSMUSG00000065159	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000115556__ENSMUSG00000026173	170	88	204	85	233	117	15	17	25	15	38	24
ENSG00000115568__ENSMUSG00000026135	2643	886	2823	920	2690	1096	710	603	737	824	677	646
ENSG00000074582__ENSMUSG00000026172	1648	458	1732	466	1394	512	298	260	286	322	317	282
ENSG00000163481__ENSMUSG00000026171	2040	537	2128	677	1868	687	454	369	420	468	484	446
ENSG00000163482__ENSMUSG00000033276	2654	1088	2744	968	2510	1051	188	139	188	159	220	210
ENSG00000135912__ENSMUSG00000033257	6632	2154	6711	2205	5971	2519	1412	1505	1684	2023	1695	2057
ENSG00000135929__ENSMUSG00000026170	259	57	252	38	173	55	16	33	16	18	78	52
ENSG00000115592__ENSMUSG00000006542	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000115596__ENSMUSG00000033227	0	0	0	0	0	0	20	14	8	7	12	17
ENSG00000135925__ENSMUSG00000026167	0	0	0	0	0	0	6	3	4	1	7	1
ENSG00000200029__ENSMUSG00000089541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171450__ENSMUSG00000090071	7	0	11	2	2	2	95	50	92	55	84	59
ENSG00000163497__ENSMUSG00000055197	0	0	1	1	1	1	0	0	0	0	2	0
ENSG00000163499__ENSMUSG00000006546	0	0	0	0	2	0	0	0	2	0	3	0
ENSG00000198973__ENSMUSG00000065616	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181378__ENSMUSG00000047021	24	10	36	8	38	15	0	1	1	0	1	2
ENSG00000163501__ENSMUSG00000006538	2	0	7	1	3	2	1	1	0	3	0	2
ENSG00000187736__ENSMUSG00000026162	50	8	50	17	31	20	49	41	70	62	59	55
ENSG00000213901__ENSMUSG00000026205	8	8	13	2	7	3	0	0	1	1	1	1
ENSG00000115649__ENSMUSG00000033159	3090	788	3456	949	3035	1038	275	157	228	112	280	189
ENSG00000144567__ENSMUSG00000049339	4144	975	3896	1120	3283	1234	393	239	309	261	442	294
ENSG00000158552__ENSMUSG00000026197	825	173	783	175	573	231	264	223	268	295	269	281
ENSG00000115657__ENSMUSG00000026198	238	104	242	90	238	69	855	616	687	569	754	549
ENSG00000198925__ENSMUSG00000033124	4163	1132	4384	1334	3515	1389	386	290	350	355	390	355
ENSG00000163516__ENSMUSG00000026199	2158	789	2178	672	1781	704	467	374	471	503	543	536
ENSG00000163521__ENSMUSG00000026200	222	69	210	67	184	60	191	185	173	181	215	172
ENSG00000115661__ENSMUSG00000026201	1632	404	1505	451	1162	451	539	482	491	582	501	507
ENSG00000127824__ENSMUSG00000026202	4694	1192	5249	1213	3973	1350	3260	2160	2662	2396	2157	1906
ENSG00000135924__ENSMUSG00000026203	2107	530	2440	538	2134	688	122	123	126	148	188	143
ENSG00000054356__ENSMUSG00000026204	535	146	536	191	506	158	40	6	40	20	61	32
ENSG00000182698__ENSMUSG00000033061	1	0	6	1	2	0	0	0	0	0	0	0
ENSG00000123992__ENSMUSG00000026209	4330	1119	4082	1085	2852	1079	2036	1547	2052	2217	2070	2121
ENSG00000175084__ENSMUSG00000026208	168	36	182	24	124	30	104	54	167	85	249	184
ENSG00000072195__ENSMUSG00000026207	1535	607	1835	517	1402	622	24	16	46	32	41	46
ENSG00000144591__ENSMUSG00000033021	2450	690	2450	726	1937	760	658	515	576	524	633	597
ENSG00000072182__ENSMUSG00000033007	5	3	11	4	10	5	1	0	0	0	0	0
ENSG00000123989__ENSMUSG00000032997	6285	1351	6310	1640	5420	1951	614	394	696	726	694	563
ENSG00000188760__ENSMUSG00000051703	973	195	1021	240	918	305	54	30	58	81	54	109
ENSG00000124006__ENSMUSG00000026211	7314	2018	7635	2086	5597	2258	149	94	210	213	245	219
ENSG00000123999__ENSMUSG00000032968	34	8	33	7	20	8	7	5	11	6	19	20
ENSG00000144589__ENSMUSG00000026213	2057	629	2270	707	1722	673	607	398	652	569	738	536
ENSG00000114923__ENSMUSG00000006576	670	198	786	195	623	232	36	29	35	78	68	67
ENSG00000116106__ENSMUSG00000026235	335	174	251	160	426	157	1426	1752	1398	1744	1430	1598
ENSG00000135903__ENSMUSG00000004872	13	7	10	4	7	3	1	4	1	3	3	1
ENSG00000163082__ENSMUSG00000032908	8	38	6	22	37	23	34	30	37	29	20	25
ENSG00000116120__ENSMUSG00000026245	6659	2496	4675	2909	7433	2969	3158	2690	2952	3502	3275	3949
ENSG00000124003__ENSMUSG00000012187	8	5	4	2	8	5	0	0	0	0	0	0
ENSG00000123983__ENSMUSG00000032883	5520	3771	2990	3918	11916	4378	1780	2096	2087	2840	2327	3210
