orth_id	hESC_rep1	hESC_rep2	hESC_rep3	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000103194__ENSMUSG00000031826	12425	12462	15032	4654	4475	4796
ENSG00000103196__ENSMUSG00000031825	767	510	541	51	70	74
ENSG00000153786__ENSMUSG00000031823	4170	4460	4199	277	228	292
ENSG00000135709__ENSMUSG00000031824	427	407	381	7	13	11
ENSG00000153789__ENSMUSG00000042269	3	10	7	1	0	1
ENSG00000131149__ENSMUSG00000031822	5431	6129	7091	743	916	1032
ENSG00000131153__ENSMUSG00000031821	4633	4814	4133	841	739	749
ENSG00000154102__ENSMUSG00000043687	286	338	235	44	47	62
ENSG00000131148__ENSMUSG00000031819	3542	3890	3112	1607	1896	1606
ENSG00000131143__ENSMUSG00000031818	15654	15745	12432	7052	6188	6516
ENSG00000140968__ENSMUSG00000041515	36	38	39	37	27	44
ENSG00000103241__ENSMUSG00000042812	1	3	0	2	1	2
ENSG00000103248__ENSMUSG00000031816	693	680	635	283	257	296
ENSG00000176692__ENSMUSG00000046714	5	3	4	5	7	8
ENSG00000260456__ENSMUSG00000031809	37	44	29	5	8	17
ENSG00000131152__ENSMUSG00000031809	0	0	0	5	8	17
ENSG00000103264__ENSMUSG00000052934	1646	1497	1094	27	24	24
ENSG00000140941__ENSMUSG00000031812	4121	4236	4832	3610	3134	3608
ENSG00000140948__ENSMUSG00000061410	2486	2063	3175	507	472	605
ENSG00000154118__ENSMUSG00000025318	2082	2162	1557	15	16	35
ENSG00000104731__ENSMUSG00000040263	2252	2418	1804	880	889	811
ENSG00000103257__ENSMUSG00000040010	67289	71372	61396	7414	5602	7513
ENSG00000174990__ENSMUSG00000025317	0	0	0	31	21	43
ENSG00000172530__ENSMUSG00000025316	1187	1172	1043	692	576	666
ENSG00000179588__ENSMUSG00000049577	82	115	82	186	246	304
ENSG00000158545__ENSMUSG00000017478	5945	7124	6066	1966	1845	2095
ENSG00000124391__ENSMUSG00000046108	39	42	37	2	3	1
ENSG00000051523__ENSMUSG00000006519	2824	3711	2438	3070	1909	3492
ENSG00000167508__ENSMUSG00000006517	19129	10111	12098	785	825	810
ENSG00000185669__ENSMUSG00000006587	403	457	314	105	64	73
ENSG00000158717__ENSMUSG00000014470	1312	1393	1099	379	299	361
ENSG00000174177__ENSMUSG00000049482	2162	2265	1533	608	522	565
ENSG00000103335__ENSMUSG00000014444	5696	4406	4401	1848	1697	1973
ENSG00000167513__ENSMUSG00000006585	5951	7405	5846	3123	2858	3106
ENSG00000198931__ENSMUSG00000006589	9804	10386	8318	2590	2495	2431
ENSG00000141012__ENSMUSG00000015027	1145	1065	960	205	227	295
ENSG00000167515__ENSMUSG00000015013	4602	4433	3576	312	302	326
ENSG00000205022__ENSMUSG00000069867	1	4	1	0	0	0
ENSG00000129993__ENSMUSG00000006362	62	64	53	5	2	3
ENSG00000176715__ENSMUSG00000015016	1531	1417	1272	234	249	273
ENSG00000129910__ENSMUSG00000031962	50	44	32	1	1	0
ENSG00000170100__ENSMUSG00000067430	889	764	1055	191	315	324
ENSG00000167522__ENSMUSG00000035569	12548	11215	13997	5425	5618	6814
ENSG00000197912__ENSMUSG00000000738	5837	5892	4442	1074	970	1102
ENSG00000167526__ENSMUSG00000000740	54263	56364	40413	12202	12637	14882
ENSG00000200084__ENSMUSG00000064450	0	0	0	0	0	0
ENSG00000178773__ENSMUSG00000034796	113	148	59	3	7	17
ENSG00000015413__ENSMUSG00000019278	438	379	250	4	2	6
ENSG00000131165__ENSMUSG00000000743	6010	6065	4634	1785	1757	1861
ENSG00000167523__ENSMUSG00000048478	726	982	812	6	5	5
ENSG00000185324__ENSMUSG00000033862	2480	2496	1815	434	375	423
ENSG00000158792__ENSMUSG00000033594	484	520	449	37	29	21
ENSG00000075399__ENSMUSG00000001062	277	309	265	169	150	187
ENSG00000158805__ENSMUSG00000001065	346	348	321	286	239	256
ENSG00000187741__ENSMUSG00000032815	3161	3110	2773	1231	1206	1366
ENSG00000204991__ENSMUSG00000010154	537	529	480	224	300	240
ENSG00000141002__ENSMUSG00000001472	4277	4046	3479	3249	3138	3272
ENSG00000258839__ENSMUSG00000074037	39	40	58	1	2	3
ENSG00000198211__ENSMUSG00000062380	0	0	0	509	831	439
ENSG00000258947__ENSMUSG00000062380	630	663	682	509	831	439
ENSG00000140995__ENSMUSG00000001482	4927	4483	3502	2320	2433	2444
ENSG00000003249__ENSMUSG00000031970	4052	5058	3714	53	40	67
ENSG00000141013__ENSMUSG00000040220	536	559	472	144	175	131
ENSG00000126856__ENSMUSG00000051977	6	6	5	16	29	49
ENSG00000272636__ENSMUSG00000020848	7	23	17	1	4	2
ENSG00000181031__ENSMUSG00000020847	209	228	233	47	36	51
ENSG00000187624__ENSMUSG00000053783	139	165	133	1	2	3
ENSG00000183688__ENSMUSG00000020846	3674	3910	3217	9	3	5
ENSG00000141252__ENSMUSG00000017288	2169	2146	1974	765	624	699
ENSG00000167695__ENSMUSG00000069808	2036	2097	1935	74	67	62
ENSG00000179409__ENSMUSG00000049396	6598	6929	5627	7	10	1
ENSG00000167699__ENSMUSG00000017286	5607	5957	5622	1702	1504	1808
ENSG00000171861__ENSMUSG00000038046	2268	2379	2071	247	198	182
ENSG00000167693__ENSMUSG00000020844	8341	8395	6449	1702	1622	1511
ENSG00000177370__ENSMUSG00000020843	3120	3618	3094	602	597	543
ENSG00000159842__ENSMUSG00000017631	3541	3593	2446	2123	1777	2212
ENSG00000205899__ENSMUSG00000044243	1	0	0	2	0	2
ENSG00000184811__ENSMUSG00000046275	1	1	5	5	0	2
ENSG00000108953__ENSMUSG00000020849	54610	56420	53096	18746	19070	21548
ENSG00000167193__ENSMUSG00000017776	2991	2172	6225	1929	2498	2713
ENSG00000197879__ENSMUSG00000017774	7390	8199	5882	3425	3308	3606
ENSG00000132376__ENSMUSG00000006127	1201	1281	1035	745	757	861
ENSG00000174238__ENSMUSG00000017781	6006	6342	5035	1059	1234	1080
ENSG00000167703__ENSMUSG00000038178	1595	1600	1608	926	979	1354
ENSG00000074660__ENSMUSG00000038188	243	317	204	128	110	166
ENSG00000167705__ENSMUSG00000038195	351	347	222	8	4	7
ENSG00000174231__ENSMUSG00000020850	37332	35159	31954	12127	12726	13446
ENSG00000185561__ENSMUSG00000038217	10	6	9	52	54	71
ENSG00000167716__ENSMUSG00000045374	1243	1412	1258	452	440	532
ENSG00000167711__ENSMUSG00000038224	183	153	122	0	0	2
ENSG00000132386__ENSMUSG00000000753	1972	1790	1380	35	23	51
ENSG00000186532__ENSMUSG00000018809	1711	1810	1669	324	321	418
ENSG00000132383__ENSMUSG00000000751	12154	10939	12289	5602	5101	5364
ENSG00000185924__ENSMUSG00000045287	4	4	5	55	59	52
ENSG00000108963__ENSMUSG00000078789	1011	1098	862	362	343	359
ENSG00000262664__ENSMUSG00000038268	0	0	0	154	163	165
ENSG00000267200__ENSMUSG00000065537	0	0	0	0	1	0
ENSG00000177374__ENSMUSG00000043099	1	7	9	6	4	8
ENSG00000070366__ENSMUSG00000038290	3831	4112	3624	1349	1206	1409
ENSG00000167720__ENSMUSG00000001323	132	127	141	92	82	117
ENSG00000167721__ENSMUSG00000038335	8538	8167	11868	1903	2118	2129
ENSG00000141258__ENSMUSG00000038351	2083	2010	1752	509	410	578
ENSG00000070444__ENSMUSG00000000282	882	1202	1072	1032	1154	1233
ENSG00000127804__ENSMUSG00000010554	6183	5520	5966	1050	1165	1312
ENSG00000007168__ENSMUSG00000020745	6182	5431	9481	3335	4008	4638
ENSG00000132361__ENSMUSG00000020741	11231	13558	10009	2762	2453	2563
ENSG00000132359__ENSMUSG00000038807	6404	5310	5102	387	363	494
ENSG00000184166__ENSMUSG00000058275	0	0	0	0	0	0
ENSG00000262085__ENSMUSG00000083188	1	0	2	0	0	0
ENSG00000262085__ENSMUSG00000083886	1	0	2	0	0	0
ENSG00000262085__ENSMUSG00000070374	1	0	2	0	0	0
ENSG00000262085__ENSMUSG00000070375	1	0	2	0	0	0
ENSG00000180090__ENSMUSG00000063116	0	1	0	0	0	0
ENSG00000180090__ENSMUSG00000070379	0	1	0	0	0	0
ENSG00000180090__ENSMUSG00000070380	0	1	0	0	0	0
ENSG00000180042__ENSMUSG00000049041	0	0	0	0	0	0
ENSG00000141255__ENSMUSG00000069825	2	0	2	11	17	15
ENSG00000108381__ENSMUSG00000020774	5	0	5	81	77	106
ENSG00000167723__ENSMUSG00000043029	62	47	49	25	41	27
ENSG00000262304__ENSMUSG00000005951	3	3	2	67	55	113
ENSG00000196689__ENSMUSG00000005952	5	3	3	4	4	6
ENSG00000197417__ENSMUSG00000005951	781	834	579	67	55	113
ENSG00000040531__ENSMUSG00000005949	1319	1456	1364	702	705	821
ENSG00000213977__ENSMUSG00000040158	634	834	743	149	146	128
ENSG00000257950__ENSMUSG00000005950	63	63	80	38	47	58
ENSG00000127774__ENSMUSG00000047260	154	177	139	763	821	877
ENSG00000083454__ENSMUSG00000005950	187	174	147	38	47	58
ENSG00000083457__ENSMUSG00000005947	1198	1087	994	48	51	47
ENSG00000177602__ENSMUSG00000050107	1319	1293	1198	653	751	692
ENSG00000074356__ENSMUSG00000020783	2146	1964	3984	1432	1574	1816
ENSG00000004660__ENSMUSG00000020785	728	646	543	181	149	251
ENSG00000108405__ENSMUSG00000020787	27	44	18	5	3	6
ENSG00000074370__ENSMUSG00000020788	2250	2231	1816	1372	897	1121
ENSG00000074755__ENSMUSG00000055670	2567	2032	2361	581	579	677
ENSG00000167740__ENSMUSG00000057778	426	514	416	74	69	104
ENSG00000185722__ENSMUSG00000020790	4656	4116	5138	1509	1555	1707
ENSG00000132388__ENSMUSG00000020794	6805	6172	8449	923	1324	1286
ENSG00000182557__ENSMUSG00000020798	6	8	7	14	25	31
ENSG00000183018__ENSMUSG00000040447	70	72	59	15	14	27
ENSG00000132382__ENSMUSG00000040463	14557	18533	14480	13728	13869	14760
ENSG00000167741__ENSMUSG00000040471	8	18	3	19	26	30
ENSG00000188176__ENSMUSG00000045667	129	141	114	1738	2090	2230
ENSG00000222429__ENSMUSG00000084558	0	0	0	0	0	0
ENSG00000222429__ENSMUSG00000064763	0	0	0	0	0	0
ENSG00000161905__ENSMUSG00000018924	76	101	91	1	2	0
ENSG00000141456__ENSMUSG00000018921	12430	16605	13200	3938	3882	4075
ENSG00000141480__ENSMUSG00000060216	3157	3552	2554	562	565	600
ENSG00000161920__ENSMUSG00000018923	724	800	632	237	318	277
ENSG00000161921__ENSMUSG00000018920	48	89	65	65	52	110
ENSG00000141497__ENSMUSG00000040829	4	8	9	23	24	47
ENSG00000142484__ENSMUSG00000018919	0	0	0	10	15	18
ENSG00000182853__ENSMUSG00000020830	7	5	3	0	1	2
ENSG00000182327__ENSMUSG00000046811	4	10	4	4	5	3
ENSG00000142507__ENSMUSG00000018286	11411	11687	9457	3356	3465	3404
ENSG00000129219__ENSMUSG00000020828	3043	3161	2332	112	94	98
ENSG00000141503__ENSMUSG00000020827	4541	5085	4471	861	824	938
ENSG00000108556__ENSMUSG00000014609	7	7	10	8	2	8
ENSG00000205710__ENSMUSG00000087279	71	64	51	0	2	0
ENSG00000185245__ENSMUSG00000050675	33	35	24	22	21	44
ENSG00000108528__ENSMUSG00000014606	4859	5076	3574	1207	1245	1308
ENSG00000108523__ENSMUSG00000040746	8552	9580	7663	1365	1322	1493
ENSG00000108518__ENSMUSG00000018293	62145	71652	57748	7133	7003	6406
ENSG00000108515__ENSMUSG00000060600	532	506	430	182	148	199
ENSG00000091640__ENSMUSG00000018287	5124	4804	3705	1152	1245	1374
ENSG00000108509__ENSMUSG00000040712	586	670	543	244	187	257
ENSG00000196388__ENSMUSG00000057054	101	87	85	39	21	53
ENSG00000129250__ENSMUSG00000020821	13886	13962	10995	1113	955	1130
ENSG00000132517__ENSMUSG00000022560	47	94	84	398	425	448
ENSG00000180787__ENSMUSG00000043602	51	21	80	96	80	131
ENSG00000129204__ENSMUSG00000000804	17	21	45	833	1033	1245
ENSG00000161929__ENSMUSG00000057135	6	3	6	0	0	0
ENSG00000029725__ENSMUSG00000020817	2697	1466	4648	709	872	1030
ENSG00000108559__ENSMUSG00000040667	5607	4128	6764	4034	4409	5252
ENSG00000129197__ENSMUSG00000018449	2377	2241	2875	464	437	581
ENSG00000108561__ENSMUSG00000018446	22022	23614	20459	5835	5642	6304
ENSG00000005100__ENSMUSG00000040620	7219	6308	9464	895	1035	944
ENSG00000072849__ENSMUSG00000018442	2344	2252	2710	692	708	769
ENSG00000167842__ENSMUSG00000040599	1537	1167	2696	805	805	874
ENSG00000091592__ENSMUSG00000069830	391	442	336	0	0	0
ENSG00000091592__ENSMUSG00000070390	391	442	336	0	0	0
ENSG00000179314__ENSMUSG00000020811	4823	4381	3772	85	97	124
ENSG00000129221__ENSMUSG00000040554	17	18	12	2	6	22
ENSG00000129195__ENSMUSG00000020808	7866	8715	6494	263	462	552
ENSG00000091622__ENSMUSG00000040543	298	268	194	4	7	7
ENSG00000198920__ENSMUSG00000020807	1773	1374	2766	299	306	356
ENSG00000129235__ENSMUSG00000020803	5780	5836	4947	1364	1402	1495
ENSG00000108590__ENSMUSG00000020801	468	409	488	276	265	261
ENSG00000141485__ENSMUSG00000020805	91	120	84	40	74	70
ENSG00000132530__ENSMUSG00000040483	5	1	4	537	410	443
ENSG00000177294__ENSMUSG00000070388	10	7	9	2	1	2
ENSG00000167858__ENSMUSG00000020799	1	1	2	17	29	46
ENSG00000108839__ENSMUSG00000000320	116	162	126	170	242	184
ENSG00000219200__ENSMUSG00000040904	76	117	83	1243	988	916
ENSG00000161939__ENSMUSG00000020831	2	3	4	25	24	21
ENSG00000258315__ENSMUSG00000020831	17	24	16	25	24	21
ENSG00000161940__ENSMUSG00000000317	317	237	179	26	20	19
ENSG00000174327__ENSMUSG00000044367	295	243	284	151	148	113
ENSG00000174326__ENSMUSG00000040938	1	11	3	4	9	10
ENSG00000132514__ENSMUSG00000000318	0	0	0	0	0	0
ENSG00000132514__ENSMUSG00000040950	0	0	0	0	1	2
ENSG00000161944__ENSMUSG00000040963	6	7	4	9	8	17
ENSG00000141505__ENSMUSG00000020884	464	396	315	0	0	0
ENSG00000132535__ENSMUSG00000020886	2055	2310	1876	18	11	20
ENSG00000072778__ENSMUSG00000018574	5511	5611	4280	280	231	287
ENSG00000004975__ENSMUSG00000020888	4038	3687	3191	2248	2252	2834
ENSG00000040633__ENSMUSG00000018572	4443	5076	4143	1342	1490	1305
ENSG00000170296__ENSMUSG00000018567	1027	989	818	1494	1544	1786
ENSG00000175826__ENSMUSG00000018559	3427	4006	3361	750	716	661
ENSG00000170291__ENSMUSG00000018565	3717	3869	2988	1118	1187	1166
ENSG00000181885__ENSMUSG00000018569	6785	6608	5270	973	554	730
ENSG00000202251__ENSMUSG00000088825	0	0	0	0	0	0
ENSG00000181856__ENSMUSG00000018566	312	316	195	127	83	167
ENSG00000006047__ENSMUSG00000018554	778	767	540	305	293	547
ENSG00000132507__ENSMUSG00000078812	46144	48763	40132	16743	17104	17035
ENSG00000132522__ENSMUSG00000023170	83	113	86	361	414	408
ENSG00000261915__ENSMUSG00000047284	1	0	0	1431	1403	1460
ENSG00000215041__ENSMUSG00000047284	2775	2677	2360	1431	1403	1460
ENSG00000072818__ENSMUSG00000001588	2470	2409	1930	175	171	190
ENSG00000213859__ENSMUSG00000046731	999	1002	930	70	64	99
ENSG00000174292__ENSMUSG00000001583	872	879	698	334	308	303
ENSG00000187838__ENSMUSG00000019461	18	29	20	275	238	219
ENSG00000262481__ENSMUSG00000070394	0	0	0	1296	1119	1346
ENSG00000205544__ENSMUSG00000070394	1749	1695	1174	1296	1119	1346
ENSG00000169992__ENSMUSG00000051790	3168	3572	2876	476	541	653
ENSG00000181323__ENSMUSG00000041165	0	1	1	1	1	2
ENSG00000184560__ENSMUSG00000044084	0	1	0	2	1	4
ENSG00000181284__ENSMUSG00000089876	402	324	266	355	379	369
ENSG00000161958__ENSMUSG00000042826	45	43	48	134	135	186
ENSG00000170175__ENSMUSG00000041189	1094	1051	1032	102	132	149
ENSG00000174282__ENSMUSG00000018750	1788	1919	1563	133	138	162
ENSG00000259224__ENSMUSG00000018776	3	2	1	9	5	11
ENSG00000181222__ENSMUSG00000005198	19184	24809	21795	10107	10080	11171
ENSG00000248871__ENSMUSG00000018752	0	0	0	66	55	103
ENSG00000161955__ENSMUSG00000089669	145	129	100	27	25	34
ENSG00000161956__ENSMUSG00000005204	2306	2364	1870	5930	5881	7477
ENSG00000161960__ENSMUSG00000059796	256	254	315	26053	29736	30317
ENSG00000238917__ENSMUSG00000089542	0	0	0	10	17	16
ENSG00000129255__ENSMUSG00000018761	5085	4770	3762	2523	2641	2920
ENSG00000129194__ENSMUSG00000041287	275	304	249	339	349	452
ENSG00000129245__ENSMUSG00000018765	2856	3083	2411	3746	3625	4569
ENSG00000129214__ENSMUSG00000005202	45	55	41	0	0	0
ENSG00000141504__ENSMUSG00000069835	1643	1805	1334	27	28	39
ENSG00000129244__ENSMUSG00000041329	583	761	581	522	383	682
ENSG00000141510__ENSMUSG00000059552	12441	14520	11309	6101	6018	5561
ENSG00000141499__ENSMUSG00000041346	2874	3242	2414	401	426	447
ENSG00000108947__ENSMUSG00000003934	948	962	733	55	56	83
ENSG00000183914__ENSMUSG00000005237	53	47	37	85	57	86
ENSG00000132510__ENSMUSG00000018476	219	225	229	1484	1633	1752
ENSG00000167874__ENSMUSG00000045377	30	49	31	100	92	94
ENSG00000183011__ENSMUSG00000059278	810	765	579	390	423	459
ENSG00000182224__ENSMUSG00000032889	1328	1253	1687	8	4	10
ENSG00000182224__ENSMUSG00000044795	1328	1253	1687	204	207	191
ENSG00000170004__ENSMUSG00000018474	1363	1194	1056	681	720	688
ENSG00000179859__ENSMUSG00000043419	37	65	42	43	61	72
ENSG00000170049__ENSMUSG00000018470	26	55	29	66	71	74
ENSG00000170043__ENSMUSG00000049299	2907	3688	2881	589	664	637
ENSG00000170037__ENSMUSG00000032782	2343	2282	1974	964	937	1015
ENSG00000132518__ENSMUSG00000020890	10	8	9	6	7	14
ENSG00000179593__ENSMUSG00000020891	8	8	5	3	0	3
ENSG00000179477__ENSMUSG00000032807	9	17	9	4	6	5
ENSG00000179148__ENSMUSG00000020892	5	4	4	29	51	81
ENSG00000179111__ENSMUSG00000023781	3	3	1	0	0	2
ENSG00000179094__ENSMUSG00000020893	2832	3557	3052	474	464	594
ENSG00000263620__ENSMUSG00000020894	0	0	0	608	545	751
ENSG00000220205__ENSMUSG00000020894	466	594	532	608	545	751
ENSG00000179029__ENSMUSG00000020895	207	212	183	449	448	439
ENSG00000196544__ENSMUSG00000045176	275	259	218	78	89	111
ENSG00000178999__ENSMUSG00000020897	6626	8284	6146	1702	1737	1837
ENSG00000178971__ENSMUSG00000020898	1468	1430	1346	3553	3206	4328
ENSG00000178921__ENSMUSG00000020899	16545	18339	14735	3834	4396	4280
ENSG00000125434__ENSMUSG00000018740	157	155	136	111	101	96
ENSG00000108961__ENSMUSG00000032892	232	248	215	1	0	3
ENSG00000198844__ENSMUSG00000052921	97	90	60	174	178	151
ENSG00000212206__ENSMUSG00000065642	1	3	1	20	31	40
ENSG00000263809__ENSMUSG00000060938	37	29	31	12634	13141	15170
ENSG00000189051__ENSMUSG00000046490	4	2	2	1	0	0
ENSG00000166579__ENSMUSG00000018736	1866	1721	2030	715	762	958
ENSG00000133026__ENSMUSG00000020900	30023	17258	41184	765	1155	1431
ENSG00000161973__ENSMUSG00000045915	2	2	4	0	0	0
ENSG00000185156__ENSMUSG00000048329	218	173	189	6	1	4
ENSG00000141506__ENSMUSG00000020901	524	394	312	3	6	1
ENSG00000065320__ENSMUSG00000020902	183	192	145	1751	887	1082
ENSG00000170310__ENSMUSG00000020903	1220	1087	828	484	383	436
ENSG00000166596__ENSMUSG00000020904	11	3	14	26	21	26
ENSG00000154914__ENSMUSG00000020905	545	554	545	237	199	226
ENSG00000184544__ENSMUSG00000033044	0	0	0	0	0	1
ENSG00000065325__ENSMUSG00000049928	0	0	1	0	0	0
ENSG00000109047__ENSMUSG00000020907	2	0	0	0	0	0
ENSG00000007237__ENSMUSG00000033066	743	656	565	28	47	55
ENSG00000006788__ENSMUSG00000060180	0	2	2	88	85	99
ENSG00000133020__ENSMUSG00000055775	0	1	6	0	0	1
ENSG00000109061__ENSMUSG00000056328	2	2	1	0	0	0
ENSG00000109063__ENSMUSG00000020908	59	37	119	9	12	15
ENSG00000133028__ENSMUSG00000069844	4551	4253	5046	587	567	596
ENSG00000170222__ENSMUSG00000020910	299	217	356	298	391	423
ENSG00000187824__ENSMUSG00000050270	104	107	129	22	20	29
ENSG00000263429__ENSMUSG00000085683	0	1	0	0	0	1
ENSG00000233670__ENSMUSG00000048070	0	1	0	112	103	74
ENSG00000207242__ENSMUSG00000089607	0	0	0	0	0	0
ENSG00000188803__ENSMUSG00000053930	483	500	390	0	2	1
ENSG00000007174__ENSMUSG00000056752	65	70	63	0	2	1
ENSG00000154957__ENSMUSG00000018347	754	739	731	147	171	146
ENSG00000065559__ENSMUSG00000033352	2030	1149	3536	1063	1147	1224
ENSG00000252707__ENSMUSG00000077230	0	0	1	0	0	0
ENSG00000266297__ENSMUSG00000076460	0	0	1	0	0	0
ENSG00000141052__ENSMUSG00000020542	222	172	656	1	0	0
ENSG00000006740__ENSMUSG00000033389	1346	1187	1085	148	142	216
ENSG00000006744__ENSMUSG00000020549	12957	13475	10901	964	996	1059
ENSG00000153976__ENSMUSG00000047759	194	182	199	2	1	1
ENSG00000006695__ENSMUSG00000042148	1766	1878	1697	508	442	533
ENSG00000125430__ENSMUSG00000070407	181	124	265	107	94	110
ENSG00000109099__ENSMUSG00000018217	132	135	94	2	2	7
ENSG00000125409__ENSMUSG00000042189	32	35	19	0	0	0
ENSG00000200437__ENSMUSG00000088622	0	0	0	0	0	0
ENSG00000239704__ENSMUSG00000042200	5	0	5	1	0	1
ENSG00000259024__ENSMUSG00000014177	6	2	3	652	695	944
ENSG00000221926__ENSMUSG00000047821	809	696	656	35	81	28
ENSG00000187607__ENSMUSG00000047342	1087	595	2159	61	53	82
ENSG00000255104__ENSMUSG00000047342	0	0	0	61	53	82
ENSG00000170425__ENSMUSG00000018500	244	216	232	2	3	7
ENSG00000214941__ENSMUSG00000014243	1428	1452	1475	307	226	333
ENSG00000011295__ENSMUSG00000042298	4137	3965	5084	407	415	541
ENSG00000141027__ENSMUSG00000018501	7091	4179	9878	4544	5317	5913
ENSG00000252383__ENSMUSG00000088106	0	0	0	0	0	0
ENSG00000108474__ENSMUSG00000014245	704	714	644	967	936	1185
ENSG00000166582__ENSMUSG00000018509	6956	7105	5248	875	945	1147
ENSG00000170315__ENSMUSG00000019505	17879	19127	15195	10820	10517	10473
ENSG00000187688__ENSMUSG00000018507	156	173	104	51	34	54
ENSG00000181350__ENSMUSG00000046417	615	625	397	39	43	73
ENSG00000141040__ENSMUSG00000005267	293	312	384	27	33	30
ENSG00000240505__ENSMUSG00000010142	1	4	2	78	60	91
ENSG00000133030__ENSMUSG00000005417	10793	9738	8947	2623	2589	2890
ENSG00000179598__ENSMUSG00000043648	44	60	49	153	130	218
ENSG00000154803__ENSMUSG00000032633	1217	1297	1233	1300	1224	1629
ENSG00000141030__ENSMUSG00000019373	6877	6422	8115	1497	1679	1778
ENSG00000205309__ENSMUSG00000032615	640	595	348	123	80	130
ENSG00000141026__ENSMUSG00000061650	1330	1524	1117	578	572	580
ENSG00000108551__ENSMUSG00000049892	112	172	107	36	36	86
ENSG00000133027__ENSMUSG00000000301	1413	1689	1270	59	61	54
ENSG00000108557__ENSMUSG00000062115	122	195	122	860	675	791
ENSG00000072310__ENSMUSG00000020538	5210	7318	5959	4150	3531	3219
ENSG00000175662__ENSMUSG00000000538	311	360	341	423	385	480
ENSG00000171962__ENSMUSG00000056598	55	64	73	113	111	171
ENSG00000171953__ENSMUSG00000042709	1047	1097	903	503	488	591
ENSG00000141034__ENSMUSG00000018415	863	849	993	1656	1887	2040
ENSG00000108591__ENSMUSG00000020537	3258	3451	2488	1865	1730	1866
ENSG00000091536__ENSMUSG00000042678	45	37	30	35	30	78
ENSG00000091542__ENSMUSG00000042650	5625	5530	4698	2816	2775	3067
ENSG00000131899__ENSMUSG00000020536	9322	8946	7235	2362	2333	2368
ENSG00000177731__ENSMUSG00000002812	19108	18331	15125	2473	2210	2546
ENSG00000177427__ENSMUSG00000018599	741	802	565	541	521	573
ENSG00000177302__ENSMUSG00000002814	3435	3489	3269	899	893	954
ENSG00000176994__ENSMUSG00000049323	1589	1444	1590	1590	1762	1963
ENSG00000176974__ENSMUSG00000020534	3599	3292	2847	2788	2916	3069
ENSG00000249459__ENSMUSG00000047342	316	217	557	61	53	82
ENSG00000108448__ENSMUSG00000047821	546	497	457	35	81	28
ENSG00000171931__ENSMUSG00000090173	0	0	5	7	13	13
ENSG00000171928__ENSMUSG00000014177	680	454	1383	652	695	944
ENSG00000141127__ENSMUSG00000020528	2601	2297	3261	1339	1573	1997
ENSG00000154025__ENSMUSG00000042371	1	3	2	5	10	15
ENSG00000188522__ENSMUSG00000042377	4547	4694	3701	177	164	193
ENSG00000154016__ENSMUSG00000004837	12	12	4	2	1	4
ENSG00000189152__ENSMUSG00000004837	1	1	1	2	1	4
ENSG00000072134__ENSMUSG00000001036	1978	2038	1957	2656	2599	2979
ENSG00000108641__ENSMUSG00000001039	1038	945	669	281	262	266
ENSG00000166484__ENSMUSG00000001034	1851	2396	2212	817	882	916
ENSG00000166482__ENSMUSG00000042436	437	504	467	2	5	10
ENSG00000128482__ENSMUSG00000010086	189	208	125	0	0	0
ENSG00000142494__ENSMUSG00000010122	31	41	32	5	3	6
ENSG00000072210__ENSMUSG00000010025	4560	4142	5046	1323	1182	1741
ENSG00000108602__ENSMUSG00000019102	27	40	43	38	34	49
ENSG00000083290__ENSMUSG00000004798	470	316	607	88	98	140
ENSG00000108599__ENSMUSG00000047804	949	680	1592	647	661	810
ENSG00000128487__ENSMUSG00000042331	4028	4051	4359	102	99	131
ENSG00000124422__ENSMUSG00000042506	25988	26527	23062	2314	2510	3037
ENSG00000109016__ENSMUSG00000042569	1098	1292	962	806	592	672
ENSG00000178307__ENSMUSG00000043284	2257	2321	1890	825	789	772
ENSG00000034152__ENSMUSG00000018932	2499	3016	2288	1231	1011	1048
ENSG00000184185__ENSMUSG00000042529	118	141	102	125	139	190
ENSG00000109046__ENSMUSG00000017677	3235	3201	6743	3601	4462	7648
ENSG00000141068__ENSMUSG00000018334	4304	4628	4197	205	266	298
ENSG00000007171__ENSMUSG00000020826	378	421	283	2	4	6
ENSG00000266202__ENSMUSG00000072640	0	0	0	226	165	264
ENSG00000232859__ENSMUSG00000072640	101	95	62	226	165	264
ENSG00000087095__ENSMUSG00000017376	2677	1932	4356	1131	1284	1539
ENSG00000109084__ENSMUSG00000037278	17392	11021	16727	1411	1336	1356
ENSG00000109083__ENSMUSG00000001105	721	761	909	433	462	404
ENSG00000109079__ENSMUSG00000017615	1652	1743	1671	997	867	955
ENSG00000004142__ENSMUSG00000001100	8413	8744	7166	2373	2222	2363
ENSG00000244045__ENSMUSG00000051232	672	754	796	783	861	993
ENSG00000109072__ENSMUSG00000017344	3	7	7	0	0	0
ENSG00000004139__ENSMUSG00000050132	163	207	163	87	139	206
ENSG00000076351__ENSMUSG00000020829	423	433	406	235	256	242
ENSG00000258472__ENSMUSG00000002055	179	147	174	1685	1690	2131
ENSG00000007216__ENSMUSG00000001095	0	0	0	14	22	29
ENSG00000109101__ENSMUSG00000002057	0	1	0	3	1	0
ENSG00000109103__ENSMUSG00000002058	2540	2857	2096	369	392	434
ENSG00000087111__ENSMUSG00000041958	3295	3187	2696	1582	1451	1615
