gene_name	cisbp_motif_id	var_explained	beta	padj	activ_or_repr
E2F1	M05625_1	0.000172962469247806	0.09132283702428101	0.19148191964821115	activating
E2F2	M09494_1	0.00010126280693623091	0.0859639628878004	0.35325886277764773	activating
E2F3	M05632_1	0.0002663051383726689	0.15803540984564268	0.09221065890685272	activating
E2F4	M05636_1	2.5192603370083333e-06	-0.016059149323514654	0.9889764720655904	repressing
E2F5	M06494_1	0.00014904874991861217	0.07219958519807884	0.23700976855787476	activating
E2F6	M03012_1	0.0015488482069115905	0.1085573881597679	3.5451068447552904e-06	activating
E2F7	M08594_1	0.00016374003941532767	0.09406764329873134	0.20776384086937785	activating
E2F7	M05637_1	0.00019138405734397956	0.09710924398387968	0.16514351709456634	activating
E2F8	M08596_1	0.0011368831955564929	0.1591714010573382	9.663144626300131e-05	activating
E2F8	M05638_1	0.00024083438250976918	0.083800526936312	0.11153736226924148	activating
E4F1	M03925_1	0.0	0.0	1.0	
EBF1	M05639_1	0.00019876541006214055	-0.07006207686322156	0.15559810637047475	repressing
EBF2	M03839_1	0.0	0.0	1.0	
EBF3	M03932_1	0.0	0.0	1.0	
EBF4	M03931_1	0.0	0.0	1.0	
EGR1	M05640_1	0.0008188932304022956	0.08812233287867755	0.0011705711958231147	activating
EGR2	M05643_1	0.002491274433196855	0.15238473357204735	1.6135228487842034e-09	activating
EGR3	M05644_1	0.0014224480247000404	0.11252909625694313	9.87619182030254e-06	activating
EGR4	M08604_1	0.0016388893687308004	0.11761866781077103	1.7410946472114197e-06	activating
EHF	M05647_1	0.029479394697666583	0.6840807476719654	4.793735669079241e-107	activating
EHF	M06390_1	0.02505296499364018	0.6363729502038475	7.184960042672643e-91	activating
ELF1	M09501_1	0.03701014126546731	0.7257887250810646	1.0547222277711142e-134	activating
ELF2	M09509_1	0.033597721487706456	0.7286093661188322	3.7852938708670623e-122	activating
ELF3	M05650_1	0.02465144549552456	0.6336764861654948	1.970260362155638e-89	activating
ELF4	M09516_1	0.03487333746646881	0.7133478197382488	7.418794270237197e-127	activating
ELF5	M05654_1	0.027229627307936655	0.6170257292561449	8.479003291990635e-99	activating
ELK1	M05658_1	0.04577525875834465	0.8740807816683074	3.6712457266845104e-167	activating
ELK3	M09521_1	0.047810584597995365	0.8790536437347323	1.040365021983009e-174	activating
ELK4	M05660_1	0.05101007817628889	0.9179925027471916	3.0645664879234505e-186	activating
EMX1	M05661_1	0.00019986290537532536	0.14869832633770202	0.15442430723102565	activating
EN1	M05665_1	0.00018438300881351566	0.1269094714943702	0.17376938172209339	activating
EN2	M05669_1	0.00032525225377266764	0.17892651793966396	0.05897184181092621	activating
EOMES	M05671_1	0.0018451051430030674	-0.3230776440272953	3.1551224717633113e-07	repressing
EPAS1	M04177_1	0.0	0.0	1.0	
ERF	M05673_1	0.040206972504184035	0.855285504799774	1.9548660443414746e-146	activating
ERG	M05674_1	0.041589120135744784	0.8377088155943011	1.4666214520914016e-151	activating
ESR1	M08629_1	0.00014539139645375343	-0.08496288378241858	0.24397869864400218	repressing
ESR2	M02002_1	0.0	0.0	1.0	
ESRRA	M08633_1	3.081391496739805e-06	-0.010710824726318475	0.9803598851207439	repressing
ESRRB	M05685_1	3.804448855737608e-05	-0.04261895815010571	0.6341893016062483	repressing
ESRRB	M08637_1	2.3866070518407945e-05	-0.030251144327321608	0.729398495102037	repressing
ESRRG	M08639_1	6.321919124863129e-07	0.00460040284151585	1.0	activating
ESX1	M05689_1	9.66339755581469e-05	0.09051995985715432	0.3680504201411723	activating
ETS1	M05692_1	0.0030481255221065373	0.31335255866595635	1.7245656363465418e-11	activating
ETS2	M08647_1	0.0033691959510429026	0.3682343541341497	1.2410200791524335e-12	activating
ETV1	M05695_1	0.04837667469317908	0.9272946166538774	1.3404320207371054e-176	activating
ETV2	M05696_1	0.030839174861107987	0.7798189009791615	4.908654753179121e-112	activating
ETV2	M08653_1	0.04746108050133868	0.8739055594401917	1.8852062737639716e-173	activating
ETV3	M09537_1	0.001445922173006542	0.31858491148350443	8.221454948573653e-06	activating
ETV3L	M00977_1	0.04912870966839933	0.8772624723161644	2.6079222372481472e-179	activating
ETV4	M08655_1	0.048186703048098356	0.8726454291022957	5.575659405554089e-176	activating
ETV5	M08656_1	0.03847548855123939	0.7594366261353466	4.781238635075707e-140	activating
ETV5	M05699_1	0.04802261640691552	0.9114864227229948	1.9292464363059243e-175	activating
ETV6	M05701_1	0.03491986875063735	0.6743537665451488	5.223610515972778e-127	activating
ETV6	M05700_1	0.016702197783105777	0.4556339715195099	1.5999440292273207e-60	activating
ETV7	M09550_1	0.003406620065477428	0.36022418622580443	9.159894400438141e-13	activating
ETV7	M09549_1	0.001965855800510674	0.27145050559623024	1.1753126806487594e-07	activating
EVX1	M05702_1	3.8838631724047445e-06	-0.02114615340040902	0.963347882712594	repressing
EVX1	M08657_1	1.744485798038653e-07	-0.00570933139739991	1.0	repressing
FEZF1	M10319_1	0.00026846745069863953	0.07276851315470388	0.09066696497750178	activating
FLI1	M05706_1	0.04388850785638776	0.8438596254076761	3.9809790498753824e-160	activating
FOS	M08663_1	0.011704819105253006	0.7047375330605339	1.520392409271692e-42	activating
FOSB	M08665_1	0.012297561959341508	0.7203244652231119	1.1371630722471263e-44	activating
FOSL1	M10098_1	1.4620215768257339e-05	0.03203330324906916	0.8135172113808948	activating
FOSL2	M10257_1	0.0	0.0	1.0	
FOSL2	M10258_1	0.012293939020770361	0.7165270642007256	1.1547905301419467e-44	activating
FOXA1	M09569_1	8.078083216789267e-07	0.00639239089045885	1.0	activating
FOXA2	M08669_1	0.00043401043770596726	-0.210788991662658	0.025162541430193485	repressing
FOXA3	M09573_1	1.2710629331835754e-05	0.026656059897345295	0.8341463428713249	activating
FOXA3	M09574_1	0.0002849474107796679	-0.1732000040124364	0.0796175042972356	repressing
FOXB1	M05711_1	0.000259963329420021	-0.16120306313154137	0.09633476174104479	repressing
FOXB2	M08671_1	0.0003868079155524562	-0.19681727876940663	0.035903300953814846	repressing
FOXB2	M01044_1	3.378263637499046e-05	0.043329518868565134	0.6606946240040348	activating
FOXC1	M05716_1	3.0440590433111758e-05	-0.04039837769435459	0.6817616255907452	repressing
FOXC2	M05719_1	1.4335175731128302e-05	-0.024814011949699503	0.8171146360305388	repressing
FOXD1	M09582_1	3.9484658698185626e-07	0.004513422742990922	1.0	activating
FOXD1	M09581_1	8.992551550690564e-05	-0.08743973674844918	0.38821207592013174	repressing
FOXD2	M05721_1	2.0831309254232266e-06	0.01127555119691779	0.9941862957751432	activating
FOXD3	M05723_1	2.0831309254232266e-06	0.01127555119691779	0.9941862957751432	activating
FOXD4	M04026_1	0.0	0.0	1.0	
FOXD4	M04027_1	0.0	0.0	1.0	
FOXE1	M08675_1	0.00010857728429647384	-0.06998724899409718	0.3355762373085644	repressing
FOXE3	M01048_1	0.0	0.0	1.0	
FOXE3	M08675_1	0.00010857728429647384	-0.06998724899409718	0.3355762373085644	repressing
FOXF1	M04169_1	9.246058447653915e-06	0.021328268908361852	0.8821807756562339	activating
FOXG1	M01022_1	2.796058232201748e-05	-0.04332372153274936	0.6982816717512238	repressing
FOXH1	M03020_1	0.00018845829395752745	0.10655118761736238	0.16826802147507822	activating
FOXI2	M08679_1	9.492819192069568e-05	0.07277269361379149	0.37267605284217664	activating
FOXI2	M08681_1	0.0001419776773352588	-0.10094826327415957	0.2509522471239891	repressing
FOXI3	M08681_1	0.0001419776773352588	-0.10094826327415957	0.2509522471239891	repressing
FOXI3	M08679_1	9.492819192069568e-05	0.07277269361379149	0.37267605284217664	activating
FOXJ1	M01034_1	5.0951118040099e-05	0.038321977092664536	0.5589232809626745	activating
FOXJ2	M05730_1	5.318322568559353e-06	-0.015183379952512278	0.9364034465843788	repressing
FOXJ3	M06395_1	2.4625399771882606e-05	-0.040780900032276475	0.722208213455006	repressing
FOXK1	M01020_1	7.699357437940257e-06	-0.019331127392602388	0.9044830629224405	repressing
FOXK2	M01043_1	3.523552041251321e-06	-0.01208556161522863	0.9708846747258315	repressing
FOXL1	M05736_1	1.1542434289468773e-06	0.007170866230608086	1.0	activating
FOXL1	M05735_1	2.0831309254232266e-06	0.01127555119691779	0.9941862957751432	activating
FOXL2	M08689_1	5.9975226191610886e-05	-0.06446416773933564	0.5113480245417321	repressing
FOXM1	M01025_1	0.00018428993759622703	-0.0950822378301266	0.17376938172209339	repressing
FOXN1	M04927_1	0.0	0.0	1.0	
FOXN2	M08691_1	3.153754724039004e-07	-0.003097632551885124	1.0	repressing
FOXN2	M01021_1	0.0005357932372856977	0.1392833505595316	0.011182058358126737	activating
FOXN2	M01021_1	0.0005357932372856977	0.1392833505595316	0.011182058358126737	activating
FOXN3	M01011_1	0.0	0.0	1.0	
FOXN4	M04047_1	0.0	0.0	1.0	
FOXN4	M04048_1	0.0	0.0	1.0	
FOXO1	M05738_1	0.0003360765798146037	-0.21322733494037	0.05436545406561188	repressing
FOXO3	M05741_1	1.1477478314425582e-05	0.02397103102395714	0.8493204008537815	activating
FOXO4	M05744_1	2.0831309254232266e-06	0.01127555119691779	0.9941862957751432	activating
FOXO6	M05746_1	0.0007140610579099427	-0.29219328696644253	0.002717526168972338	repressing
FOXP1	M08697_1	0.00040342716138330736	-0.1913382474454909	0.03154573609313873	repressing
FOXP1	M01019_1	6.114774155696612e-05	-0.07167980117469691	0.5071432668029211	repressing
FOXP2	M10259_1	4.103418121403912e-06	-0.015340422898433334	0.958605897316134	repressing
FOXP3	M05749_1	2.0831309254232266e-06	0.01127555119691779	0.9941862957751432	activating
FOXP3	M08699_1	0.0003211729332170954	-0.21822543899171315	0.06075031867991487	repressing
FOXP4	M01031_1	1.2974265783394223e-05	0.025529438783213145	0.832063897745753	activating
FOXQ1	M08701_1	0.0002996033178579438	-0.14997598284280028	0.0709648401344507	repressing
FOXR1	M01023_1	9.731823760494862e-05	-0.0609014528528769	0.3658280110899033	repressing
FOXR1	M01023_1	9.731823760494862e-05	-0.0609014528528769	0.3658280110899033	repressing
FOXR2	M08703_1	3.5272708725941904e-05	-0.05637911830296814	0.6515388815351659	repressing
FOXS1	M01039_1	8.971954001957272e-07	-0.0068590410462021495	1.0	repressing
GABPA	M10260_1	0.053727971940695674	0.8990310934700327	3.1095244449375975e-196	activating
GATA1	M06396_1	6.105481096463361e-05	-0.08880456277366572	0.5071432668029211	repressing
GATA2	M08709_1	0.00033602743594807194	-0.20153368237789948	0.05436545406561188	repressing
GATA3	M05752_1	0.00031073549143223467	-0.15947280486609053	0.06548127110055085	repressing
GATA4	M05753_1	0.00014685676550119098	-0.1055621276962472	0.2410055602050916	repressing
GATA4	M08711_1	0.0004763734325692326	-0.2112039106644038	0.01798179395990912	repressing
GATA5	M09589_1	0.00026957794472737273	-0.14523421231405353	0.0898807340256227	repressing
GATA6	M08713_1	0.0007335113073064781	-0.33109382829241396	0.0023136447806688994	repressing
GBX1	M05755_1	0.0002656463518532215	0.15831558459720751	0.09243894590567464	activating
GBX2	M05758_1	0.00022786833859256284	0.1307241559992342	0.12301475639939875	activating
GCM1	M05761_1	0.0006527949626216056	-0.15445370173284612	0.004333580437610338	repressing
GCM2	M08719_1	0.0008430933344677483	-0.18421261364529817	0.0009652273085331627	repressing
GCM2	M05762_1	0.0009556986120529132	-0.1932748339881296	0.00040777166094844547	repressing
GFI1	M08721_1	0.00029163747652682925	0.10228264099054579	0.07591477359663928	activating
GLI1	M04129_1	0.0	0.0	1.0	
GLI2	M05763_1	0.00011179850166276317	0.040392048807734934	0.32792077320159396	activating
GLI3	M08727_1	2.3384842612217405e-05	0.017845138539132797	0.7336754431006464	activating
GLI4	M10337_1	9.277987408051747e-05	-0.04702964566903586	0.37930703665143367	repressing
GLIS1	M08729_1	1.0678108619543991e-08	0.00030370284521574493	1.0	activating
GLIS1	M05765_1	5.954296393528846e-05	-0.03875616248513547	0.5134966646406232	repressing
GLIS2	M05766_1	0.000535751430720155	-0.08300551521347688	0.011182058358126737	repressing
GLIS2	M08731_1	0.0004926339545746616	-0.07212973032367691	0.015773703337534115	repressing
GLIS2	M08731_1	0.0004926339545746616	-0.07212973032367691	0.015773703337534115	repressing
GLIS3	M05767_1	3.376630435525385e-05	0.026883487908188376	0.6606946240040348	activating
GMEB1	M08733_1	0.0003915140653535376	0.25599481982929967	0.03470265047716651	activating
GMEB1	M02116_1	4.502735064115804e-05	-0.054063557650779824	0.5964821274203617	repressing
GMEB2	M05768_1	1.0271144201268179e-05	0.041902263707100415	0.8660098593309992	activating
GRHL1	M08737_1	2.753857303861018e-06	0.01793442373512394	0.9852860332336874	activating
GRHL2	M06916_1	8.699608190165797e-06	0.021598127304270902	0.889641806583575	activating
GSC	M08741_1	4.375780443810484e-05	0.052441462312804124	0.6046615254310108	activating
GSC2	M05776_1	1.521045496866158e-05	0.030442255978883496	0.8086001734537692	activating
GSC2	M08743_1	0.00021883956952450934	-0.13576876141018873	0.1317455070132067	repressing
GTF2B	M04888_1	0.0	0.0	1.0	
GTF2I	M04892_1	0.0	0.0	1.0	
GTF2I	M04891_1	0.0	0.0	1.0	
GTF2IRD1	M03749_1	0.0	0.0	1.0	
GTF3A	M10410_1	0.0003882020381691387	0.06309706504142189	0.03552749295838075	activating
GZF1	M04147_1	0.0	0.0	1.0	
HAND2	M08749_1	0.0028906414649053636	-0.25374808916033653	6.23146297337535e-11	repressing
HBP1	M02157_1	0.00012342964777656285	0.07454499438930699	0.295787901470412	activating
HDX	M01279_1	0.0	0.0	1.0	
HES1	M08751_1	1.423386912291491e-05	-0.016042560103126796	0.8178748562335825	repressing
HES2	M08753_1	5.98282354891122e-06	0.011385968292269281	0.9268761376581796	activating
HES3	M00238_1	0.00025730439692217555	-0.07067641128939042	0.09827533522150336	repressing
HES3	M08751_1	1.423386912291491e-05	-0.016042560103126796	0.8178748562335825	repressing
HES4	M00238_1	0.00025730439692217555	-0.07067641128939042	0.09827533522150336	repressing
HES4	M08751_1	1.423386912291491e-05	-0.016042560103126796	0.8178748562335825	repressing
HES5	M05779_1	0.0009231365573763028	-0.19589047642679364	0.0005255715185795602	repressing
HES6	M08756_1	5.604032600747821e-06	-0.015754191885806932	0.9309584906722342	repressing
HES7	M08757_1	0.0002500128757723097	-0.06796946453097738	0.1038781128785631	repressing
HES7	M05781_1	0.000510174812576536	-0.14330826261072357	0.013687074683942464	repressing
HESX1	M05782_1	0.00040415204668931004	0.20675502595763898	0.03148667063754534	activating
HEY1	M08763_1	0.00029585077821903116	-0.08193791807387606	0.07323517194013006	repressing
HEY2	M08767_1	4.158811912446936e-05	-0.031716565747329756	0.618479262563038	repressing
HEYL	M08767_1	4.158811912446936e-05	-0.031716565747329756	0.618479262563038	repressing
HHEX	M01568_1	0.00010853203488159213	0.08462586297539414	0.3355762373085644	activating
HIC1	M08769_1	0.0022480306983635456	-0.23825042614777903	1.1920396160536018e-08	repressing
HIC2	M05787_1	0.0020346272358560125	-0.22205561443455815	6.668019782903407e-08	repressing
HIF1A	M04175_1	0.0	0.0	1.0	
HIF3A	M04373_1	0.0	0.0	1.0	
HINFP	M05789_1	0.0006696490886483053	-0.09948298331404276	0.003816326395952735	repressing
HIVEP1	M06845_1	5.201210644356635e-05	-0.03118946340659015	0.5550515717953973	repressing
HIVEP2	M06846_1	0.00015318049894053054	0.050235885226233755	0.2284508478665083	activating
HIVEP2	M04366_1	0.0	0.0	1.0	
HIVEP3	M06846_1	0.00015318049894053054	0.050235885226233755	0.2284508478665083	activating
HIVEP3	M04366_1	0.0	0.0	1.0	
HKR1	HKR1	0.0003841508714581554	0.04811818051714956	0.03670876507927427	activating
HLF	M08771_1	0.0005052373716792902	0.238370267129565	0.014193176720297103	activating
HLF	M05791_1	0.0010455823093641348	0.36521781381350515	0.00020167543437554105	activating
HLX	M01414_1	1.2260367784344695e-06	-0.011564615446674014	1.0	repressing
HMBOX1	M08773_1	4.248243922644335e-05	-0.06152308530724219	0.6130904027160816	repressing
HMBOX1	M05792_1	4.319000785457661e-06	0.022574872848136623	0.9541441888562504	activating
HMG20B	M02159_1	4.7672074121596353e-07	-0.00719065671202769	1.0	repressing
