index	lr_test	pval	rsq	beta	padj	short_id	HGNC symbol	activ_or_repr	no_CAGE_enr	eRNA_enr	lncRNA_enr	mRNA_enr
M06673_1	619.4117061696015	1.003942908948298e-136	0.03705445758517434	0.7352485432741978	7.641777201053514e-135	M06673_1	NFYB	activating			2.0	3.0
M06674_1	424.5001066265904	2.558333192867121e-94	0.02557226980040106	0.5979623250007883	9.19578653213904e-93	M06674_1	NFYC	activating			2.0	
M08969_1	33.86000562352274	5.922372430272533e-09	0.002068585773371656	-0.16349529025814113	5.075198625677257e-08	M08969_1	NHLH1	repressing				
M08971_1	48.99373917339108	2.5678082792628744e-12	0.002991509819595617	-0.21169506809094035	2.7235605847263602e-11	M08971_1	NHLH2	repressing				
M01433_1	6.049489942488435	0.013910314574509227	0.00036994765475950597	0.15995619824770357	0.04128428224636454	M01433_1	NKX1-2	activating		1.0		
M01445_1	8.774390329192101	0.0030548924948630993	0.0005365322605470624	-0.1617370995409721	0.011166753921900707	M01445_1	NKX2-4	repressing				
M01425_1	6.931743351269688	0.008467910757621662	0.00042388709172747063	-0.16020921094814833	0.02712246663456047	M01425_1	NKX2-6	repressing				
M01232_1	69.78907883581269	6.599728136105106e-17	0.0042580640170652995	0.4824242843314052	8.455493275366344e-16	M01232_1	NOBOX	activating			2.0	
M08987_1	9.101939959706215	0.0025533853279454967	0.0005565545433040553	-0.1776702193041081	0.00946727969731081	M08987_1	NPAS2	repressing				
M08991_1	10.516385095987062	0.0011832071219050181	0.0006430105811114917	-0.18254438623567548	0.004667896389466748	M08991_1	NR1D2	repressing				
M07567_1	10.140329941314121	0.0014506019671682204	0.0006200255804169608	-0.13408728816002966	0.005619996842861309	M07567_1	NR1I2	repressing				
M08993_1	18.92767526589887	1.3576872991227098e-05	0.0011569573175949088	-0.19822952699040772	8.405968253898501e-05	M08993_1	NR1I2	repressing				
M09871_1	6.679580155083386	0.009752359237815917	0.00040847062300641834	0.13018611380999195	0.030408561093334445	M09871_1	NR2C1	activating				
M09872_1	5.6907483646209585	0.01705458007175051	0.00034801383885307846	-0.0911194572292365	0.0492603272608151	M09872_1	NR2C1	repressing				
M05958_1	5.872001900592295	0.015383548388076951	0.00035909593068728096	-0.1662273532843424	0.04503690410446058	M05958_1	NR3C1	repressing		1.0		
M09001_1	6.785975526305265	0.009187680629009454	0.00041497533721845947	-0.19346647449582643	0.028926663586224415	M09001_1	NR3C1	repressing		1.0		
M05959_1	12.042736855357361	0.000519945749798119	0.0007362968756092769	-0.22838943690644653	0.0022730060818877225	M05959_1	NR3C2	repressing		1.0		
M09009_1	15.30896495754132	9.128227785204489e-05	0.0009358850194395307	-0.19657483132692988	0.00048015962414856136	M09009_1	NR6A1	repressing	0.0			
M05963_1	128.199739801159	1.0149688502319294e-29	0.007805470245173751	0.3800974986725477	1.52717406069781e-28	M05963_1	NRF1	activating				3.0
M09011_1	14.131959540529351	0.00017042357028204514	0.0008639676155759446	0.18596882190938466	0.000825947939868788	M09011_1	NRL	activating		1.0		
M05965_1	7.3135769444998004	0.006843557043911155	0.00044723066957019775	-0.3148415983834466	0.022764942968691606	M05965_1	OLIG1	repressing				
M09035_1	19.870687464215735	8.286114677481871e-06	0.001214557843191466	-0.45006275299150267	5.179822411913788e-05	M09035_1	OVOL1	repressing				
M09039_1	15.165869433920307	9.846722065100728e-05	0.0009271419201259956	-0.3719186804191844	0.0005137765464613041	M09039_1	OVOL2	repressing				
M09037_1	13.445449972699862	0.00024560110848331426	0.000822017680776721	-0.33953363771067563	0.0011431936488395995	M09037_1	OVOL2	repressing				
M10432_1	311.72018966422183	9.215019166350442e-70	0.018854418013028118	0.33466319172176356	2.5370712343101007e-68	M10432_1	PATZ1	activating			2.0	3.0
M04345_1	53.26836314898537	2.9095486122926e-13	0.003252013652375485	0.14664831796709454	3.245651641643642e-12	M04345_1	PATZ1	activating			2.0	
M05982_1	6.987151712637569	0.008209689554600313	0.00042727454801738673	-0.13340322146276412	0.02655834570913201	M05982_1	PAX5	repressing				3.0
M09045_1	12.92498548218282	0.00032422516979958404	0.0007902127331860243	-0.14559622221018892	0.001467058626321859	M09045_1	PAX6	repressing				3.0
M09055_1	8.923016310436651	0.002815990479925329	0.0005456174504724354	0.1617463504171629	0.010322639323012396	M09055_1	PBX1	activating				
M09053_1	25.425038312620018	4.599100347571447e-07	0.0015537460872346864	0.2651584449261323	3.420250488366352e-06	M09053_1	PBX1	activating				
M06715_1	345.3342356388457	4.397391567496053e-77	0.02086238679826813	0.6003648327049664	1.3233080670557886e-75	M06715_1	PBX3	activating			2.0	
M07575_1	18.451615250283794	1.7427305788543742e-05	0.0011278774084960697	-0.26478385467542515	0.00010392135341186914	M07575_1	PGR	repressing				
M09076_1	12.098357142793247	0.0005046626853838305	0.0007396960362421323	-0.20733952739151817	0.0022212024315873356	M09076_1	PKNOX1	repressing		1.0		
M05997_1	22.760187238636718	1.8352865159405633e-06	0.0013910282304929744	-0.2523090833632564	1.2699790115652883e-05	M05997_1	PKNOX2	repressing	0.0	1.0		
M09078_1	17.596288278822612	2.7312090087735776e-05	0.0010756276441850066	-0.2634740823871419	0.00015919749807896439	M09078_1	PKNOX2	repressing		1.0		
M06723_1	7.080590438839863	0.00779233303913194	0.0004329870054102791	-0.0705695125996735	0.025334871740293294	M06723_1	PLAGL1	repressing				
M06004_1	8.511481905959954	0.003529125456463815	0.0005204609898928902	0.1645145204651669	0.012685245390733823	M06004_1	POU2F3	activating	0.0	1.0		
M06009_1	9.270535837305943	0.002328695658049707	0.000566860199858632	0.17969392501680279	0.008734296178308176	M06009_1	POU3F2	activating				
M10279_1	11.492573567287764	0.0006987481799573729	0.0007026736368642705	0.20809116517500886	0.002964525065130625	M10279_1	POU5F1	activating				
M10279_1	11.492573567287764	0.0006987481799573729	0.0007026736368642705	0.20809116517500886	0.002964525065130625	M10279_1	POU5F1	activating				
M06019_1	8.511481905959954	0.003529125456463815	0.0005204609898928902	0.1645145204651669	0.012685245390733823	M06019_1	POU5F1B	activating	0.0	1.0		
M06029_1	6.807780276089034	0.009076152073042815	0.0004163084122308369	0.20528612884348027	0.028645221420774154	M06029_1	PRRX1	activating				
M06743_1	30.716177307644102	2.9866462028405904e-08	0.0018767345182715278	0.10793014579108871	2.4460254344783063e-07	M06743_1	PURA	activating			2.0	
M10181_1	5.942490423825802	0.014780119972180672	0.00036340565738668396	-0.10516904435388245	0.04346698919091316	M10181_1	RARB	repressing		1.0		
M06047_1	6.807780276089034	0.009076152073042815	0.0004163084122308369	0.20528612884348027	0.028645221420774154	M06047_1	RAX2	activating				
RBAK	44.431327265745495	2.6343767386244998e-11	0.0027133791032171173	0.1299862089621624	2.6425453486667465e-10	RBAK	RBAK	activating			2.0	
M02696_1	36.6776246996742	1.393699626165397e-09	0.002240493275914135	-0.18671994515038998	1.2611519694112054e-08	M02696_1	REST	repressing				
M09096_1	12.643552871821157	0.0003768630779662947	0.00077301423420717	0.19641999376043234	0.0016700713112615935	M09096_1	RFX1	activating				
M06048_1	21.139913422266545	4.269424626458615e-06	0.0012920777905904846	0.24175522420721432	2.790219932645176e-05	M06048_1	RFX2	activating				
M06050_1	17.773486536163546	2.4882666084162354e-05	0.0010864525026070826	0.21264388199705697	0.00014635531778593676	M06050_1	RFX3	activating				
M06052_1	14.83914700771129	0.00011707983608389994	0.0009071789268937369	0.18342133552545495	0.0005964618420967186	M06052_1	RFX4	activating				
M06055_1	14.887100732790714	0.00011414081318376356	0.0009101089660540351	0.1841812536627967	0.0005837874002363243	M06055_1	RFX5	activating				
M02098_1	7.299394853318518	0.006897783849291871	0.00044636365218242435	0.10126604785856368	0.02286145282735051	M02098_1	RFX6	activating		1.0		
M06062_1	9.815772741065302	0.0017302156394632727	0.0006001877037863368	-0.19204695291303692	0.006584997169016103	M06062_1	RORA	repressing				
M00242_1	18.65053290486685	1.5700338318367857e-05	0.0011400283240896592	-0.32152428137929245	9.449412922775817e-05	M00242_1	SCX	repressing		1.0		
M00242_1	18.65053290486685	1.5700338318367857e-05	0.0011400283240896592	-0.32152428137929245	9.449412922775817e-05	M00242_1	TCF15	repressing		1.0		
M06082_1	6.807780276089034	0.009076152073042815	0.0004163084122308369	0.20528612884348027	0.028645221420774154	M06082_1	SHOX2	activating				
M09121_1	5.787882171622186	0.016137018105943424	0.000353952752131792	-0.22652376818864098	0.0469639091960829	M09121_1	SIX1	repressing				
M09119_1	6.122858646886016	0.013344483110544834	0.0003744334202901989	-0.2404858664502323	0.03978746807614059	M09119_1	SIX1	repressing				
M09123_1	6.447114359267289	0.011113269997102389	0.0003942581435699699	-0.2126059305431668	0.034077183356043816	M09123_1	SIX2	repressing				
M09141_1	19.13287899975694	1.2192628934291367e-05	0.0011694917865225918	-0.1516414872501542	7.585222038929341e-05	M09141_1	SNAI1	repressing		1.0		
M09139_1	22.974957778780663	1.6412548731822097e-06	0.0014041434424575394	-0.17082896662327024	1.141819250482677e-05	M09139_1	SNAI1	repressing		1.0		
M09145_1	25.64235621898115	4.10919953759901e-07	0.001567014308029746	-0.18430387338198012	3.109534620849777e-06	M09145_1	SNAI2	repressing		1.0		
M09147_1	35.47895814145886	2.5782072433505927e-09	0.002167364953488904	-0.215801407204968	2.3008277054452875e-08	M09147_1	SNAI3	repressing		1.0		
M06128_1	583.2575289690503	7.336776140706076e-129	0.034936788393939544	0.46526786232596	4.7468941630368305e-127	M06128_1	SP1	activating			2.0	3.0
M09177_1	639.5475755838197	4.191174149075903e-141	0.03823149220798916	0.514649981613017	3.6155862326028126e-139	M09177_1	SP1	activating			2.0	3.0
M10360_1	411.8467149763019	1.45260062543421e-91	0.024821273384091125	0.40225295606639344	4.946487392925969e-90	M10360_1	SP2	activating			2.0	3.0
M09179_1	286.21986509722046	3.313079432860123e-64	0.0173278831796857	0.3369173871622843	8.749234257389795e-63	M09179_1	SP2	activating			2.0	3.0
M06129_1	332.62139383580507	2.5813745136090186e-74	0.02010354419643967	0.3549454833392449	7.422885823577934e-73	M06129_1	SP3	activating			2.0	3.0
M09181_1	520.1064412196283	4.012215013088488e-115	0.031224562225362962	0.44883949627227293	1.9228911951616678e-113	M09181_1	SP3	activating			2.0	3.0
M06130_1	553.5647180362794	2.1111720186655493e-122	0.033193452251311095	0.47989080228064723	1.0927426368612883e-120	M06130_1	SP4	activating			2.0	3.0
M07528_1	94.66770150910452	2.251835486632809e-22	0.005770822190346636	0.24345066166294055	3.0998671486200583e-21	M07528_1	SP6	activating			2.0	3.0
M06131_1	250.85260916071275	1.6926393609511446e-56	0.0152060328300484	0.31818792127231404	3.98231878740142e-55	M06131_1	SP8	activating			2.0	3.0
M09183_1	526.6891601246971	1.483351975792068e-116	0.03161230488608924	0.4555744023319207	7.382528679518984e-115	M09183_1	SP8	activating			2.0	3.0
M09185_1	490.4961250822744	1.1113761211157437e-108	0.029478146371450742	0.4362937545499682	4.793735669079241e-107	M09185_1	SP9	activating			2.0	3.0
M06135_1	269.31635168853245	1.5992196178969989e-60	0.0163144353470146	0.6427314388991235	3.9795965106898394e-59	M06135_1	SPDEF	activating				3.0
M06138_1	68.19869726953766	1.4782337526273164e-16	0.004161267757096021	0.29158606255762154	1.857120850388104e-15	M06138_1	SPI1	activating		1.0		
M09193_1	140.888330125199	1.7020045314766227e-32	0.008574104036197627	0.39592709615867594	2.6534865828081323e-31	M09193_1	SPIB	activating				
M09193_1	140.888330125199	1.7020045314766227e-32	0.008574104036197627	0.39592709615867594	2.6534865828081323e-31	M09193_1	SPIB	activating				
M06140_1	43.06806634882378	5.2868161971415345e-11	0.002630255156311545	0.2417102969492034	5.222244396260416e-10	M06140_1	SPIC	activating				
M09970_1	65.4395775580706	5.992330957771984e-16	0.003993311634701513	0.44130382921519745	7.17970024014532e-15	M09970_1	SREBF1	activating				
M06141_1	84.50110886382754	3.839994076359801e-20	0.005152964625671053	0.504972164955987	5.175992015426649e-19	M06141_1	SREBF2	activating				
M06794_1	40.09765015044104	2.415794106225752e-10	0.0024491076829522562	0.22657471938374174	2.24894789457275e-09	M06794_1	STAT1	activating		1.0		
M05474_1	14.707648301598965	0.00012553610334007333	0.000899144121492168	0.13417257049668432	0.0006334957112076608	M05474_1	STAT2	activating				
M06795_1	14.59368448315945	0.00013336073997263372	0.0008921806674142552	0.12120170577138673	0.0006688713082348373	M06795_1	STAT2	activating		1.0		
M05480_1	26.677640979200078	2.4038716468387887e-07	0.0016302201761766444	0.17840372337081528	1.8626406652750852e-06	M05480_1	STAT3	activating	0.0	1.0		
M06797_1	8.639541161574016	0.0032894426586591056	0.0005282891337367035	0.1266961875400905	0.011923077872002473	M06797_1	STAT4	activating	0.0	1.0		
M06792_1	10.934600055647024	0.0009438485753777081	0.0006685717148048331	0.15274286294545053	0.0038406920016941957	M06792_1	STAT5A	activating	0.0			
M06793_1	12.047137117049715	0.0005187198313649342	0.0007365657923052993	0.1766286645193943	0.0022730060818877225	M06793_1	STAT5B	activating	0.0			
M04818_1	9.656421902305738	0.0018869078453441648	0.0005904475489305616	0.16898909976541457	0.007139353075658916	M04818_1	STAT5B	activating	0.0			
M09977_1	6.127401303783699	0.013310237303583055	0.00037471115773535235	-0.18424585531614224	0.03977701402040756	M09977_1	T	repressing				
M09978_1	6.372687439215952	0.011588995976029717	0.0003897077848299402	-0.2383934075962616	0.03511981450347179	M09978_1	T	repressing	0.0			
M06148_1	31.99192829355161	1.548145165849853e-08	0.0019545921094052954	-0.31294014023863204	1.27598716217179e-07	M06148_1	TBR1	repressing	0.0			
M06149_1	21.696334173997457	3.194010620791712e-06	0.0013260598174349436	-0.25477950008542294	2.0979947935555714e-05	M06149_1	TBR1	repressing	0.0			
M06152_1	20.914452248965972	4.802575238487304e-06	0.0012783079169228495	-0.23675403508710696	3.0765011676250354e-05	M06152_1	TBX1	repressing				
M09197_1	17.312931257969467	3.17022159479552e-05	0.0010583173693986536	-0.18935688862377772	0.00018313690819934836	M09197_1	TBX10	repressing	0.0			
M02208_1	10.454225528570532	0.0012236920786998513	0.000639211347073898	-0.1631953664391349	0.004812940880965373	M02208_1	TBX10	repressing				
M06156_1	7.58702546510176	0.005878987225003149	0.00046394767994339947	-0.1272990134554235	0.019914684474225328	M06156_1	TBX15	repressing				
M09201_1	8.299155756583787	0.00396635124714693	0.0005074815296165491	-0.10112377728045263	0.013946898135348173	M09201_1	TBX18	repressing				
M06165_1	25.243954555080563	5.051766645124606e-07	0.0015426899630407442	-0.2675325969834271	3.7141966129495688e-06	M06165_1	TBX21	repressing	0.0			
M06171_1	20.914452248965972	4.802575238487304e-06	0.0012783079169228495	-0.23675403508710696	3.0765011676250354e-05	M06171_1	TBX4	repressing				
M06173_1	8.315432088100351	0.00393096517255942	0.000508476505934774	-0.12438791737501659	0.013860133333220406	M06173_1	TBX5	repressing		1.0		
M06174_1	6.406404743916937	0.011370942638265822	0.00039176921713213186	-0.17078516468348537	0.03470265047716651	M06174_1	TBX5	repressing				
M09211_1	13.209119290411763	0.0002785902541851529	0.000807575950050432	-0.17742460946232452	0.0012738367099490737	M09211_1	TBX6	repressing				
M09213_1	46.54454865612206	8.955905535637008e-12	0.002842215265050574	-0.24015406167385528	9.271153410491429e-11	M09213_1	TCF12	repressing				
M09989_1	14.561731609348499	0.00013564145803538326	0.0008902282623257651	-0.12958419362680695	0.0006750771026837921	M09989_1	TCF21	repressing		1.0		
M09990_1	9.580989204689104	0.0019660245054667555	0.0005858367644738793	-0.22543229301508472	0.007417013731994116	M09990_1	TCF21	repressing				
M00261_1	22.412250607019814	2.1996648526589974e-06	0.0013697806460811757	-0.2459574322028609	1.4980875364951278e-05	M00261_1	TCF24	repressing		1.0		
M06175_1	35.26161294457415	2.8825809897735984e-09	0.002154104468040541	-0.1950060788197261	2.5374556467802967e-08	M06175_1	TCF3	repressing		1.0		
M06176_1	35.13438877990848	3.0771839578724482e-09	0.002146342276143187	-0.1954006311887787	2.6904567847884784e-08	M06176_1	TCF4	repressing		1.0		
M01857_1	5.786397937226866	0.016150648834819852	0.00035386200402609536	-0.13856030147847892	0.0469639091960829	M01857_1	TERF2	repressing				
M00880_1	11.810435963496275	0.0005889963899233506	0.000722099965209777	-0.1458141648076211	0.002549034543681658	M00880_1	TET1	repressing				3.0
M06186_1	13.499085644354636	0.00023867972658280743	0.0008252952231948552	-0.09127889994363862	0.0011149876036034396	M06186_1	TFAP2A	repressing				
M06195_1	14.502551160338044	0.00013996985772571705	0.0008866121685163764	-0.10847013486474183	0.0006918722142219861	M06195_1	TFAP2C	repressing				
M10001_1	29.887396837562846	4.578794828147304e-08	0.0018261511802186714	-0.1510799289468619	3.634945096700989e-07	M10001_1	TFAP2E	repressing				3.0
M10002_1	26.660170056500647	2.425706262383061e-07	0.0016291535862020812	-0.12836377724460785	1.868371371145048e-06	M10002_1	TFAP2E	repressing				
M06816_1	10.183108202290896	0.0014173306121808284	0.0006226402770952433	0.10666058081275594	0.005524174133018049	M06816_1	TFDP1	activating				3.0
M06816_1	10.183108202290896	0.0014173306121808284	0.0006226402770952433	0.10666058081275594	0.005524174133018049	M06816_1	TFDP2	activating				3.0
M06205_1	50.31494981246942	1.3094815693609493e-12	0.0030720355122416665	0.30441400943893965	1.4359908057229393e-11	M06205_1	TFE3	activating		1.0		
M09237_1	13.346878446289338	0.0002588531403296387	0.0008159941870723442	0.14322205391526008	0.0011938915583645827	M09237_1	TFE3	activating				3.0
M06206_1	54.66060074001871	1.4324953195980172e-13	0.0033368419774655322	0.3354095312910203	1.611868646573769e-12	M06206_1	TFEB	activating		1.0		
M06207_1	66.21217096428882	4.049046183598365e-16	0.004040345142820256	0.3868520282947121	4.89669697343578e-15	M06207_1	TFEC	activating		1.0		
M09241_1	32.88363970191858	9.784322374450916e-09	0.002009007964922982	0.23936404624165764	8.221372176973692e-08	M09241_1	TFEC	activating				
M06208_1	23.299218095104152	1.3865636166541508e-06	0.00142394438999216	-0.27544838472793504	9.804444371314049e-06	M06208_1	TGIF1	repressing	0.0	1.0		
M09243_1	10.659136207737902	0.001095285324552985	0.0006517355594478635	-0.19825911017982062	0.004360920646066347	M09243_1	TGIF1	repressing		1.0		
M09245_1	7.868470023604459	0.005030419790370267	0.00048115317639907396	-0.16198200748023778	0.017312136193455122	M09245_1	TGIF2	repressing		1.0		
M06826_1	5.898100614947907	0.015157221679758713	0.00036069163025376216	0.10826933609298414	0.04447493164083396	M06826_1	TLX1	activating				
M09255_1	6.975470043238602	0.00826345149375648	0.00042656037634447586	0.21144742774372738	0.026665601578356325	M09255_1	TLX2	activating				
M06704_1	22.61920207458752	1.975007915715727e-06	0.0013824186976985064	0.19066382296326234	1.352201186738704e-05	M06704_1	TP53	activating				
M06215_1	25.512721718965622	4.3947557301602263e-07	0.0015590995725880408	0.34353678112419533	3.287175673310597e-06	M06215_1	TP63	activating				
M06417_1	6.007720688758127	0.014243414478333636	0.00036739387031825554	0.08637273057742505	0.04217615179625566	M06417_1	TP73	activating				
M00224_1	8.999747447182017	0.0027001691813702713	0.0005503078234817549	-0.22871175287037254	0.009926190115605487	M00224_1	TWIST2	repressing	0.0			
M06218_1	83.28613397722802	7.099585442797699e-20	0.005079096290623419	0.44806894139612125	9.470993363897136e-19	M06218_1	USF1	activating		1.0		
M09265_1	12.111707442330953	0.0005010623356333768	0.0007405119201935317	0.15335483161382107	0.0022128828065173705	M09265_1	USF1	activating				
M09267_1	14.2321929755999	0.00016158246467539575	0.0008700923181126363	0.16653938351153	0.0007860440198870756	M09267_1	USF2	activating				
M06221_1	14.077428728887753	0.00017543648525094978	0.0008606355252189779	-0.20241832866871323	0.000843921233883751	M06221_1	VDR	repressing				
M06228_1	7.444573831380694	0.006362798345128998	0.00045523907843025846	0.15019846202354312	0.021441304840096154	M06228_1	XBP1	activating				
M09278_1	7.400430614805373	0.006520826571287898	0.00045254042024867047	0.06743445260298561	0.02185997301359207	M09278_1	XPA	activating			2.0	
M10305_1	260.9750359547688	1.0519209121139347e-58	0.015813877896610595	0.661970862758833	2.568274830708361e-57	M10305_1	YY1	activating				3.0
M06231_1	158.68419227157574	2.1935305179714994e-36	0.009650936632200735	0.4778303492306779	3.639010884942462e-35	M06231_1	YY2	activating				3.0
M00608_1	30.26667305765295	3.765404523559996e-08	0.0018493000943469173	-0.22251389211630349	3.064423555651972e-07	M00608_1	ZBTB1	repressing				3.0
M06244_1	8.228369706426747	0.004124055969427392	0.0005031543466496036	-0.11447131211317624	0.014423049795781205	M06244_1	ZBTB18	repressing		1.0		
M09292_1	27.852128765596717	1.309499123060881e-07	0.0017019189141098678	0.3258820283018482	1.0332267470980365e-06	M09292_1	ZBTB2	activating				
M06968_1	18.68055106674001	1.545508919493366e-05	0.001141861973011804	0.19565318328951564	9.345273559927176e-05	M06968_1	ZBTB33	activating			2.0	3.0
M10323_1	8.35443949924229	0.0038474613059747303	0.0005108610342295927	-0.08584804938362327	0.013640040903921373	M10323_1	ZBTB42	repressing				
M09305_1	5.9871554762576125	0.014410421972295119	0.00036613650436134737	-0.10491287967845894	0.04247627797756238	M09305_1	ZBTB43	repressing				
M09307_1	11.134371173167892	0.0008474265374556325	0.0006807813750309144	-0.2985101578701821	0.0035096865880457837	M09307_1	ZBTB45	repressing				
M09309_1	7.509985109769332	0.006135787889045226	0.00045923792578661526	-0.10960668964406928	0.020730312084659325	M09309_1	ZBTB7A	repressing			2.0	
M05322_1	18.905555623401597	1.3735208406640606e-05	0.001155606171409418	-0.1507686538443611	8.463504608663306e-05	M05322_1	ZEB1	repressing		1.0		
M05322_1	18.905555623401597	1.3735208406640606e-05	0.001155606171409418	-0.1507686538443611	8.463504608663306e-05	M05322_1	ZEB2	repressing		1.0		
M10416_1	153.53822122635756	2.9217749088670765e-35	0.009339694376284235	0.45114870388300765	4.7857933317392365e-34	M10416_1	ZFP42	activating				3.0
M09317_1	131.4270130077275	1.996827944167313e-30	0.008001034665580109	0.48356660221102205	3.076065904467266e-29	M09317_1	ZFP42	activating				3.0
M10434_1	49.6676471839819	1.8212453337504875e-12	0.0030325844016524384	-0.1597483230456292	1.9476788941100254e-11	M10434_1	ZFP64	repressing				3.0
M02702_1	6.087466377575765	0.0136144177663461	0.0003722695384846819	0.057692512834329135	0.04049898066586633	M02702_1	ZFY	activating			2.0	
M00636_1	7.296760658849962	0.006907904215992309	0.00044620261148964335	-0.06708967923502518	0.02286145282735051	M00636_1	ZIC2	repressing				3.0
M06240_1	15.123357509735797	0.00010070950178766108	0.0009245444352352639	-0.10166738237802828	0.0005212723812529337	M06240_1	ZIC4	repressing				
M09329_1	6.38748886014946	0.011492749913371554	0.0003906127251356306	-0.06279354343856705	0.034909902319020636	M09329_1	ZIC5	repressing				3.0
ZKSCAN5	57.324280735592765	3.695645388930087e-14	0.0034991149262514343	0.22084398448620274	4.308256876824804e-13	ZKSCAN5	ZKSCAN5	activating				
M10313_1	8.416908438113751	0.0037174737256286845	0.0005146797549130389	-0.1553599013875962	0.013288428179457232	M10313_1	ZKSCAN7	repressing		1.0		
M10313_1	8.416908438113751	0.0037174737256286845	0.0005146797549130389	-0.1553599013875962	0.013288428179457232	M10313_1	ZKSCAN7	repressing		1.0		
M10313_1	8.416908438113751	0.0037174737256286845	0.0005146797549130389	-0.1553599013875962	0.013288428179457232	M10313_1	ZNF852	repressing		1.0		
ZNF101	30.04225376937393	4.227338162653459e-08	0.001835602863738961	-0.14568769149479327	3.397624585387314e-07	ZNF101	ZNF101	repressing				
ZNF114	16.649121880043822	4.497112259519957e-05	0.0010177638839050651	0.16432841754837904	0.000250830313095639	ZNF114	ZNF114	activating				3.0
M10357_1	13.582226251361135	0.0002283372695315294	0.0008303757137523293	-0.08131378294769837	0.0010744306428138147	M10357_1	ZNF121	repressing				3.0
ZNF132	67.17081441046321	2.4897275962323917e-16	0.004098701261218141	0.15325440275369637	3.0682928662140142e-15	ZNF132	ZNF132	activating				
ZNF133	10.426548828771047	0.0012421664224739851	0.0006375197233282615	-0.18523966980631507	0.0048707980323676875	ZNF133	ZNF133	repressing	0.0	1.0		
M10354_1	102.73353040302027	3.834000240001264e-24	0.006260687501803308	0.24439939074916017	5.45186407754026e-23	M10354_1	ZNF140	activating				3.0
M09333_1	10.819183973893814	0.0010045375446646936	0.000661517606274864	0.16101776195305614	0.004062098696237855	M09333_1	ZNF140	activating				
M06241_1	107.68955388684844	3.143551103161389e-25	0.006561542546156374	0.4223194027918252	4.519727919434264e-24	M06241_1	ZNF143	activating				
ZNF180	37.224989442875085	1.052562955854987e-09	0.002273884837054263	0.12625604855390393	9.659691240257826e-09	ZNF180	ZNF180	activating			2.0	3.0
ZNF182	12.924845403184008	0.0003242494336383707	0.0007902041729697107	0.11564265965682996	0.001467058626321859	ZNF182	ZNF182	activating	0.0	1.0		
ZNF189	9.049285766493995	0.0026279746255414736	0.0005533359571541219	0.07357874907010685	0.009715997615573334	ZNF189	ZNF189	activating				
M10359_1	651.7742243363246	9.188680329342882e-144	0.0389453635178334	0.64917327798614	9.146271035515146e-142	M10359_1	ZNF200	activating				3.0
ZNF202	23.396492894018593	1.3181864320806937e-06	0.0014298843827776908	0.10307493028452305	9.372160676441855e-06	ZNF202	ZNF202	activating			2.0	3.0
ZNF211	9.19006415723561	0.002433323609610256	0.0005619412725627049	-0.32410784467800297	0.009074123201255538	ZNF211	ZNF211	repressing	0.0			
M10324_1	7.137654884973017	0.007548180611529992	0.00043647567079541094	0.06037645425904126	0.02466501442252477	M10324_1	ZNF213	activating			2.0	3.0
M10443_1	13.189869774090766	0.0002814664561370286	0.000806399636893329	-0.22013909396416564	0.0012824563177511092	M10443_1	ZNF214	repressing	0.0			
M06854_1	72.24678710944136	1.8989962113801504e-17	0.004407627042075091	0.17443869797536685	2.4573010975259146e-16	M06854_1	ZNF219	activating			2.0	3.0
M10344_1	13.337265493246377	0.0002601834771706432	0.0008154067579243529	0.12871709261320613	0.0011938915583645827	M10344_1	ZNF22	activating		1.0		
ZNF223	8.522703137154167	0.003507431314458868	0.0005211469362635945	0.07852742123196724	0.012677698661759147	ZNF223	ZNF223	activating				
M10440_1	11.45037567581312	0.000714795472586742	0.00070009465697074	-0.13752336773367385	0.003022697194533478	M10440_1	ZNF224	repressing	0.0			
ZNF225	8.19951707337168	0.0041901541296677424	0.0005013905659303486	0.09489399434686696	0.014614715481913903	ZNF225	ZNF225	activating	0.0	1.0		
M06242_1	12.794447721804318	0.00034764959897089047	0.0007822355434375927	-0.26628004164251884	0.0015620089620428203	M06242_1	ZNF232	repressing				
ZNF235	8.409270340598596	0.0037331246034782656	0.0005142128396125045	0.09646157804346878	0.013307612222867426	ZNF235	ZNF235	activating	0.0	1.0		
M09341_1	21.949195607790898	2.7996422024580824e-06	0.001341502256428262	0.1646221812916191	1.857813851272184e-05	M09341_1	ZNF250	activating		1.0		
ZNF26	7.35516197506513	0.006687048518458857	0.00044977295135961715	0.18697290496955352	0.022301651502282888	ZNF26	ZNF26	activating				
M10375_1	21.053873380726145	4.465492355264877e-06	0.001286822985364644	0.09612965745703883	2.8891735538563754e-05	M10375_1	ZNF260	activating				
ZNF263	12.886394850742363	0.0003309793745767509	0.0007878544594663861	0.07858104978002244	0.0014922902811927376	ZNF263	ZNF263	activating				
M10446_1	143.432087132569	4.728877758945742e-33	0.008728112072967642	0.22740012460185483	7.462399780580232e-32	M10446_1	ZNF281	activating			2.0	3.0
M09349_1	108.44833578771795	2.1436578317382134e-25	0.006607594863696109	0.19848182938560893	3.1167339710890427e-24	M09349_1	ZNF281	activating			2.0	
M09353_1	35.774520535029296	2.215261852237432e-09	0.0021853972286700607	-0.2919754207700882	1.9906589144411367e-08	M09353_1	ZNF296	repressing				
ZNF30	16.15650973324955	5.831779500956396e-05	0.0009876679369442698	0.08464107435184375	0.00031841023941930706	ZNF30	ZNF30	activating			2.0	3.0
