index	lr_test	pval	rsq	beta	padj	short_id	HGNC symbol	activ_or_repr	no_CAGE_enr	eRNA_enr	lncRNA_enr	mRNA_enr
M10066_1	194.83719271375594	2.796045195889824e-44	0.011834317648674597	0.745328985415874	5.243597802147003e-43	M10066_1	CREB1	activating				3.0
M10072_1	11.085581013299816	0.0008700155922259843	0.0006777994222759709	0.1549274331735055	0.003585350880065044	M10072_1	CREB3	activating				
M00402_1	27.3781522609861	1.6731084823228212e-07	0.0016729848886001264	0.24446823748769775	1.3121226521974126e-06	M00402_1	CREB3L2	activating				
M10091_1	16.788865261427418	4.1777726585319475e-05	0.0010263012567894858	0.15937159475445895	0.0002340276112614866	M10091_1	CREB3L4	activating				3.0
M08542_1	164.4702733800732	1.194066981095215e-37	0.010000756679410805	0.6776894989317663	2.0330561493910636e-36	M08542_1	CREB5	activating				
M08540_1	222.27358551879297	2.8871405856341727e-50	0.013487486600686438	0.7173977957878896	6.554315645281788e-49	M08540_1	CREB5	activating				
M07230_1	100.09594036207272	1.451908146266579e-23	0.0061005289834745735	0.6197473814475218	2.0201818723322076e-22	M07230_1	CREBL2	activating				
M00404_1	10.010440355777973	0.001556553003431713	0.0006120864082133082	-0.3338570486586273	0.005994582102501895	M00404_1	CREBZF	repressing				
M08544_1	209.37480107886222	1.880474440797422e-47	0.012710682505306492	0.7227337318196503	3.862434803796609e-46	M08544_1	CREM	activating				3.0
M10351_1	15.695315114171535	7.440824267774969e-05	0.000959490463381063	0.0833634763414517	0.0003962315474280169	M10351_1	CTCF	activating			2.0	3.0
M05451_1	16.886826225621917	3.967599556253227e-05	0.0010322859560958353	0.08921339320275665	0.00022517867656981033	M05451_1	CTCFL	activating			2.0	3.0
M05613_1	13.88507678797032	0.000194335406309964	0.0008488818078459248	0.37176769392867937	0.0009279336375095697	M05613_1	DBP	activating				
M08571_1	5.830769140775374	0.01574823673489004	0.0003565749154507136	-0.17641539934552475	0.04600049285541244	M08571_1	DMBX1	repressing				
M03012_1	25.34481763310032	4.794387154808159e-07	0.0015488482069115905	0.1085573881597679	3.5451068447552904e-06	M03012_1	E2F6	activating			2.0	3.0
M08596_1	18.59904502239806	1.6130133224735924e-05	0.0011368831955564929	0.1591714010573382	9.663144626300131e-05	M08596_1	E2F8	activating				3.0
M05640_1	13.394319784121762	0.0002523874525770085	0.0008188932304022956	0.08812233287867755	0.0011705711958231147	M05640_1	EGR1	activating				3.0
M05643_1	40.7890344274565	1.6958199956310022e-10	0.002491274433196855	0.15238473357204735	1.6135228487842034e-09	M05643_1	EGR2	activating				3.0
M05644_1	23.274713352489925	1.4043425772300366e-06	0.0014224480247000404	0.11252909625694313	9.87619182030254e-06	M05644_1	EGR3	activating				3.0
M08604_1	26.819644623232307	2.233552638617432e-07	0.0016388893687308004	0.11761866781077103	1.7410946472114197e-06	M08604_1	EGR4	activating			2.0	3.0
M05647_1	490.5172677900846	1.0996656481866758e-108	0.029479394697666583	0.6840807476719654	4.793735669079241e-107	M05647_1	EHF	activating				3.0
M06390_1	415.7492112044347	2.0544321605787313e-92	0.02505296499364018	0.6363729502038475	7.184960042672643e-91	M06390_1	EHF	activating				3.0
M09501_1	618.6541445223047	1.4671561128191695e-136	0.03701014126546731	0.7257887250810646	1.0547222277711142e-134	M09501_1	ELF1	activating				3.0
M09509_1	560.4446481558771	6.728111207878087e-124	0.033597721487706456	0.7286093661188322	3.7852938708670623e-122	M09509_1	ELF2	activating				3.0
M05650_1	408.9869167327124	6.090449342057613e-91	0.02465144549552456	0.6336764861654948	1.970260362155638e-89	M05650_1	ELF3	activating				3.0
M09516_1	582.1757068012157	1.2613096904576376e-128	0.03487333746646881	0.7133478197382488	7.418794270237197e-127	M09516_1	ELF4	activating				3.0
M05654_1	452.4654874836342	2.0968168882820735e-100	0.027229627307936655	0.6170257292561449	8.479003291990635e-99	M05654_1	ELF5	activating				3.0
M05658_1	769.2992426713099	2.5534166568903085e-169	0.04577525875834465	0.8740807816683074	3.6712457266845104e-167	M05658_1	ELK1	activating				3.0
M09521_1	804.5153347220403	5.627940613509322e-177	0.047810584597995365	0.8790536437347323	1.040365021983009e-174	M09521_1	ELK3	activating				3.0
M05660_1	860.0556364471631	4.7365788066823034e-189	0.05101007817628889	0.9179925027471916	3.0645664879234505e-186	M05660_1	ELK4	activating				3.0
M05671_1	30.197941406549944	3.9012333499391795e-08	0.0018451051430030674	-0.3230776440272953	3.1551224717633113e-07	M05671_1	EOMES	repressing	0.0			
M05673_1	673.4084836319089	1.8128587737324337e-148	0.040206972504184035	0.855285504799774	1.9548660443414746e-146	M05673_1	ERF	activating				3.0
M05674_1	697.1485318329869	1.2467415744208205e-153	0.041589120135744784	0.8377088155943011	1.4666214520914016e-151	M05674_1	ERG	activating				3.0
M05692_1	49.92263787480624	1.5992880708005026e-12	0.0030481255221065373	0.31335255866595635	1.7245656363465418e-11	M05692_1	ETS1	activating				3.0
M08647_1	55.191644342768996	1.0933252629318193e-13	0.0033691959510429026	0.3682343541341497	1.2410200791524335e-12	M08647_1	ETS2	activating				3.0
M05695_1	814.325975054664	4.14353020320589e-179	0.04837667469317908	0.9272946166538774	1.3404320207371054e-176	M05695_1	ETV1	activating				3.0
M05696_1	513.566800544002	1.062150951228867e-113	0.030839174861107987	0.7798189009791615	4.908654753179121e-112	M05696_1	ETV2	activating				3.0
M08653_1	798.4617048200453	1.1655061970720072e-175	0.04746108050133868	0.8739055594401917	1.8852062737639716e-173	M08653_1	ETV2	activating			2.0	3.0
M09537_1	23.65913514028216	1.1499871295918325e-06	0.001445922173006542	0.31858491148350443	8.221454948573653e-06	M09537_1	ETV3	activating				
M00977_1	827.369873426338	6.046187567035889e-182	0.04912870966839933	0.8772624723161644	2.6079222372481472e-179	M00977_1	ETV3L	activating			2.0	3.0
M08655_1	811.032892927673	2.1544279001368195e-178	0.048186703048098356	0.8726454291022957	5.575659405554089e-176	M08655_1	ETV4	activating				3.0
M05699_1	808.1891457140446	8.945501250259308e-178	0.04802261640691552	0.9114864227229948	1.9292464363059243e-175	M05699_1	ETV5	activating				3.0
M08656_1	643.7253492415111	5.1729011507774264e-142	0.03847548855123939	0.7594366261353466	4.781238635075707e-140	M08656_1	ETV5	activating				3.0
M05700_1	275.7814930641107	6.2360046018011145e-62	0.016702197783105777	0.4556339715195099	1.5999440292273207e-60	M05700_1	ETV6	activating				3.0
M05701_1	582.9690451111019	8.477265906910999e-129	0.03491986875063735	0.6743537665451488	5.223610515972778e-127	M05701_1	ETV6	activating				3.0
M09549_1	32.1765014459379	1.4078320363257936e-08	0.001965855800510674	0.27145050559623024	1.1753126806487594e-07	M09549_1	ETV7	activating				3.0
M09550_1	55.8059323080015	7.998980426966846e-14	0.003406620065477428	0.36022418622580443	9.159894400438141e-13	M09550_1	ETV7	activating				
M05706_1	736.7334765250198	3.0764907649732477e-162	0.04388850785638776	0.8438596254076761	3.9809790498753824e-160	M05706_1	FLI1	activating				3.0
M08663_1	192.6902924316746	8.224688458193078e-44	0.011704819105253006	0.7047375330605339	1.520392409271692e-42	M08663_1	FOS	activating				
M08665_1	202.51983954302705	5.8879386275546725e-46	0.012297561959341508	0.7203244652231119	1.1371630722471263e-44	M08665_1	FOSB	activating				
M10258_1	202.45973863808467	6.068451008473909e-46	0.012293939020770361	0.7165270642007256	1.1547905301419467e-44	M10258_1	FOSL2	activating				
M08669_1	7.097330798213079	0.007719883267223194	0.00043401043770596726	-0.210788991662658	0.025162541430193485	M08669_1	FOXA2	repressing	0.0			
M08671_1	6.32525658733357	0.011903026359495032	0.0003868079155524562	-0.19681727876940663	0.035903300953814846	M08671_1	FOXB2	repressing	0.0			
M01021_1	8.762300607093493	0.0030752088768287787	0.0005357932372856977	0.1392833505595316	0.011182058358126737	M01021_1	FOXN2	activating				3.0
M01021_1	8.762300607093493	0.0030752088768287787	0.0005357932372856977	0.1392833505595316	0.011182058358126737	M01021_1	FOXN2	activating				3.0
M05746_1	11.678898832855339	0.0006321293484240138	0.0007140610579099427	-0.29219328696644253	0.002717526168972338	M05746_1	FOXO6	repressing	0.0			
M08697_1	6.597086550806125	0.010214577606665477	0.00040342716138330736	-0.1913382474454909	0.03154573609313873	M08697_1	FOXP1	repressing				
M10260_1	907.4110275394632	2.403032801342811e-199	0.053727971940695674	0.8990310934700327	3.1095244449375975e-196	M10260_1	GABPA	activating				3.0
M08711_1	7.7902832217369	0.005252796071750887	0.0004763734325692326	-0.2112039106644038	0.01798179395990912	M08711_1	GATA4	repressing		1.0		
M08713_1	11.997156913268554	0.0005328177315605348	0.0007335113073064781	-0.33109382829241396	0.0023136447806688994	M08713_1	GATA6	repressing				
M05761_1	10.676469414444	0.0010850695995253089	0.0006527949626216056	-0.15445370173284612	0.004333580437610338	M05761_1	GCM1	repressing				
M05762_1	15.633253181622422	7.689048320820765e-05	0.0009556986120529132	-0.1932748339881296	0.00040777166094844547	M05762_1	GCM2	repressing				
M08719_1	13.790348240509047	0.00020438352591815038	0.0008430933344677483	-0.18421261364529817	0.0009652273085331627	M08719_1	GCM2	repressing				
M05766_1	8.76161669150315	0.0030763622685418225	0.000535751430720155	-0.08300551521347688	0.011182058358126737	M05766_1	GLIS2	repressing				
M08731_1	8.056273797665199	0.004534634962567768	0.0004926339545746616	-0.07212973032367691	0.015773703337534115	M08731_1	GLIS2	repressing			2.0	
M08731_1	8.056273797665199	0.004534634962567768	0.0004926339545746616	-0.07212973032367691	0.015773703337534115	M08731_1	GLIS2	repressing			2.0	
M08733_1	6.402231412874244	0.011397702050074007	0.0003915140653535376	0.25599481982929967	0.03470265047716651	M08733_1	GMEB1	activating				
M10410_1	6.3480591202605865	0.011750979123792086	0.0003882020381691387	0.06309706504142189	0.03552749295838075	M10410_1	GTF3A	activating		1.0		
M08749_1	47.33893743680528	5.971417377886734e-12	0.0028906414649053636	-0.25374808916033653	6.23146297337535e-11	M08749_1	HAND2	repressing		1.0		
M05779_1	15.100315429423063	0.00010194625283112025	0.0009231365573763028	-0.19589047642679364	0.0005255715185795602	M05779_1	HES5	repressing				
M05781_1	8.343213900865521	0.0038713055133871264	0.000510174812576536	-0.14330826261072357	0.013687074683942464	M05781_1	HES7	repressing				
M05782_1	6.608943139377516	0.010146786441929217	0.00040415204668931004	0.20675502595763898	0.03148667063754534	M05782_1	HESX1	activating				
M08769_1	36.801178560934204	1.308111479749702e-09	0.0022480306983635456	-0.23825042614777903	1.1920396160536018e-08	M08769_1	HIC1	repressing		1.0		
M05787_1	33.303481959148485	7.884134673757506e-09	0.0020346272358560125	-0.22205561443455815	6.668019782903407e-08	M05787_1	HIC2	repressing				
M05789_1	10.952227635811141	0.0009349114895803841	0.0006696490886483053	-0.09948298331404276	0.003816326395952735	M05789_1	HINFP	repressing				3.0
HKR1	6.2817975758589455	0.012198430435925764	0.0003841508714581554	0.04811818051714956	0.03670876507927427	HKR1	HKR1	activating				
M05791_1	17.104470977574238	3.5378920868043134e-05	0.0010455823093641348	0.36521781381350515	0.00020167543437554105	M05791_1	HLF	activating				
M08771_1	8.262444743319065	0.004047358740177458	0.0005052373716792902	0.238370267129565	0.014193176720297103	M08771_1	HLF	activating				
M05805_1	11.305883081404318	0.0007726189299391338	0.0006912637417529899	-0.4194194051856792	0.003246002906952075	M05805_1	HOMEZ	repressing				
M06606_1	10.782361949881306	0.0010247184052714418	0.000659267070870384	0.0885132621695358	0.0041179677528610115	M06606_1	IKZF1	activating		1.0		
M06920_1	23.751583412587934	1.0960516724957828e-06	0.0014515672931370016	0.16046563714241197	7.879393690053016e-06	M06920_1	IRF1	activating	0.0	1.0		
M08823_1	21.129976398813596	4.291620453786292e-06	0.0012914708989774093	0.19156933644172974	2.790631591557519e-05	M08823_1	IRF2	activating				
M08827_1	22.190038279492	2.469517938960502e-06	0.0013562104389298613	0.17081476724478778	1.6557286077797357e-05	M08827_1	IRF3	activating	0.0	1.0		
M08839_1	18.795932122171507	1.45477078213578e-05	0.0011489099475220366	0.2027644357483498	8.921674843998575e-05	M08839_1	IRF7	activating				
M08839_1	18.795932122171507	1.45477078213578e-05	0.0011489099475220366	0.2027644357483498	8.921674843998575e-05	M08839_1	IRF7	activating				
M05857_1	5.782204755327257	0.016189221828761223	0.00035360562713993016	-0.1907374184748378	0.046970522525598704	M05857_1	IRX5	repressing		1.0		
M09744_1	216.04369573970325	6.597651006440059e-49	0.013112393796405164	0.7043569786504615	1.471958690057489e-47	M09744_1	JDP2	activating				
M10271_1	215.46245320075104	8.834546281885882e-49	0.013077389421830121	0.6921228065321109	1.9376106591119206e-47	M10271_1	JUN	activating				
M10267_1	214.68800128302246	1.3035543810177982e-48	0.013030747052693692	0.8028943903991819	2.8113322817283846e-47	M10267_1	JUNB	activating				
M10269_1	213.2639056267726	2.665628360255056e-48	0.012944972255081844	0.6849778692352475	5.563424351887166e-47	M10269_1	JUND	activating				
M00554_1	252.9979304540102	5.766058714237244e-57	0.01533489498610685	0.3239136773284207	1.3817185141153691e-55	M00554_1	KLF1	activating			2.0	3.0
M08863_1	35.32630280424928	2.788407087105222e-09	0.0021580512939785024	0.11826332267656897	2.471369021037094e-08	M08863_1	KLF10	activating			2.0	
M08865_1	66.25585889523063	3.960288429594751e-16	0.004043004673970119	0.16022307993001375	4.834540781033592e-15	M08865_1	KLF11	activating			2.0	3.0
M08867_1	126.79650295980537	2.058332619261481e-29	0.00772042353117941	0.24373956402615676	3.0614740337061566e-28	M08867_1	KLF12	activating			2.0	3.0
M08868_1	447.4064708931546	2.6457138109141164e-99	0.02693005400542714	0.41642961580732535	1.0374405064614747e-97	M08868_1	KLF13	activating			2.0	3.0
M08868_1	447.4064708931546	2.6457138109141164e-99	0.02693005400542714	0.41642961580732535	1.0374405064614747e-97	M08868_1	KLF13	activating			2.0	3.0
M05867_1	469.72877307103045	3.67104507651676e-104	0.02825106348432327	0.4672377085033482	1.5323652674234474e-102	M05867_1	KLF14	activating			2.0	3.0
M08872_1	410.51517700350814	2.831299671141067e-91	0.024742204927799327	0.40032848015586	9.39410711399113e-90	M08872_1	KLF14	activating			2.0	3.0
M08876_1	355.89666279542143	2.2033723063226853e-79	0.021492340489505213	0.3663011661594856	6.788485153289417e-78	M08876_1	KLF15	activating			2.0	3.0
M08874_1	334.9442356250147	8.052858905483627e-75	0.02024224891545756	0.3597789193988453	2.368272596294503e-73	M08874_1	KLF15	activating			2.0	3.0
M05868_1	385.7024722736751	7.136206212225837e-86	0.02326740565461527	0.38130325170404744	2.2522563021024957e-84	M05868_1	KLF16	activating			2.0	3.0
M08878_1	320.13124550212524	1.3561669201294418e-71	0.019357317165328625	0.3549576966890141	3.8149565101032556e-70	M08878_1	KLF16	activating			2.0	3.0
M08881_1	214.30185316425195	1.5825867026781856e-48	0.013007489810045736	0.29568523898122523	3.3571593332222494e-47	M08881_1	KLF2	activating			2.0	3.0
M08883_1	109.283219040306	1.4067821630397761e-25	0.006658263048125779	0.238983545528431	2.068609226106216e-24	M08883_1	KLF3	activating			2.0	3.0
M08884_1	148.4095768286279	3.860116087616991e-34	0.009029385243335075	0.2506215197557431	6.243737771720482e-33	M08884_1	KLF4	activating			2.0	3.0
M08886_1	189.20410930657818	4.743060432194128e-43	0.01149449389034729	0.2755218149766022	8.524333610082224e-42	M08886_1	KLF5	activating			2.0	
M08888_1	147.28499192145682	6.798779677228791e-34	0.008961326793201052	0.2635026402663946	1.0861260373251921e-32	M08888_1	KLF6	activating			2.0	3.0
M00600_1	436.56649635359645	6.049444857272081e-97	0.026287789345797785	0.42164314685613	2.3023475427382567e-95	M00600_1	KLF7	activating			2.0	3.0
M00616_1	432.422883049192	4.825598246900437e-96	0.02604214916838299	0.4139773140934823	1.7840926089969043e-94	M00616_1	KLF8	activating			2.0	3.0
M00610_1	10.013454895954055	0.0015540073158465321	0.0006122706651943144	-0.26356531457081217	0.005994582102501895	M00610_1	KLF9	repressing				
M00878_1	92.69825787717855	6.090716743120806e-22	0.005651167909441646	0.2454423673407059	8.29619733220876e-21	M00878_1	KMT2A	activating				3.0
M05870_1	6.702059589435521	0.00963016075234612	0.0004098449566495299	0.18932677388430338	0.030100067665545602	M05870_1	LBX2	activating		1.0		
M09778_1	6.000170594976225	0.014304495201530671	0.0003669322545460929	-0.23681786517910136	0.04226031230771847	M09778_1	LHX8	repressing	0.0			
M08897_1	5.697528675809735	0.01698881739083936	0.0003484283990611292	-0.10271305317358925	0.049180155936792244	M08897_1	LIN28A	repressing				3.0
M08897_1	5.697528675809735	0.01698881739083936	0.0003484283990611292	-0.10271305317358925	0.049180155936792244	M08897_1	LIN28B	repressing				3.0
M10120_1	12.004430423308804	0.0005307422916021556	0.0007339558205302632	0.1830357647459765	0.0023123923411891897	M10120_1	MAFA	activating		1.0		
M00424_1	11.236511282979336	0.0008020377177064186	0.0006870239314505922	0.1438927829938795	0.003347860666813244	M00424_1	MAFB	activating				
M05885_1	6.955326862545917	0.00835700294990021	0.00042532889948376784	0.17109655991896627	0.026900402530275796	M05885_1	MAFK	activating		1.0		
M10356_1	275.7593103273539	6.305807224929934e-62	0.016700867628797078	0.31490195872894744	1.5999440292273207e-60	M10356_1	MAZ	activating			2.0	3.0
M01775_1	10.582518972674734	0.0011416200097387915	0.0006470527088887623	-0.16628867656409876	0.004517603341290507	M01775_1	MECP2	repressing				
M08912_1	8.466671667556511	0.0036171267566803534	0.0005177217644082299	-0.20269485406395216	0.012965545770483039	M08912_1	MEF2B	repressing	0.0			
M06401_1	15.723119977868919	7.332245652947017e-05	0.0009611892755784224	-0.18532768483554607	0.0003936898703283585	M06401_1	MEIS2	repressing		1.0		
M05897_1	9.839520188870665	0.001708020438590457	0.0006016392323449082	-0.15077818060714976	0.00651970043520959	M05897_1	MEIS3	repressing		1.0		
M05902_1	34.57117756655498	4.1094621955956874e-09	0.002111978817986415	-0.1974391431874582	3.5688886450341074e-08	M05902_1	MESP1	repressing		1.0		
M00255_1	45.9527043487833	1.2114258075041238e-11	0.0028061344407004363	0.2848264918938719	1.2441150753256637e-10	M00255_1	MITF	activating				
M05906_1	11.61471708182944	0.0006543199054246391	0.0007101385549468375	0.2720465230095202	0.0028036091311903415	M05906_1	MIXL1	activating				
M08929_1	7.804847089842951	0.005210627509864101	0.0004772637582587391	0.12625678635607243	0.017884753309719222	M08929_1	MLX	activating				
M05908_1	33.632071815060044	6.658575740718348e-09	0.0020546776367472708	0.32755542146193833	5.668550663479962e-08	M05908_1	MLXIPL	activating				
M09817_1	11.598478399282612	0.0006600580189988517	0.0007091461160696477	-0.1250460884380735	0.0028095890677122177	M09817_1	MSC	repressing		1.0		
M05548_1	40.38688066976465	2.083353588527047e-10	0.0024667477829223294	0.2851750490776237	1.953521408372463e-09	M05548_1	MXD1	activating				
M05548_1	40.38688066976465	2.083353588527047e-10	0.0024667477829223294	0.2851750490776237	1.953521408372463e-09	M05548_1	MXD3	activating				
M05548_1	40.38688066976465	2.083353588527047e-10	0.0024667477829223294	0.2851750490776237	1.953521408372463e-09	M05548_1	MXD4	activating				
M05518_1	13.513194533537899	0.0002368919334874885	0.0008261573801975342	-0.1644874525266261	0.0011106455142493121	M05518_1	MXI1	repressing				
M05920_1	11.607665816198278	0.0006568053313819195	0.0007097076118689483	-0.3189296148756517	0.0028049706231293857	M05920_1	MYBL1	repressing				
M05924_1	22.278218750136148	2.358669057670558e-06	0.0013615955273483804	-0.44181232780608437	1.5896446669925532e-05	M05924_1	MYBL2	repressing				
M09828_1	23.99168496515631	9.675264271438633e-07	0.001466228312061335	-0.21743742124147347	6.994297188403124e-06	M09828_1	MYF6	repressing		1.0		
M09843_1	25.522563475446077	4.372395452379082e-07	0.0015597004561107575	-0.23731357187308705	3.287175673310597e-06	M09843_1	MYOG	repressing		1.0		
M06657_1	8.004567853960907	0.004665949656558625	0.0004894730939241088	0.06730007697253046	0.01618696744125164	M06657_1	MZF1	activating				
M08951_1	17.446235456831346	2.955489937846329e-05	0.0010664609642861977	-0.4051124454309279	0.00017149793630372867	M08951_1	NEUROG2	repressing		1.0		
M08951_1	17.446235456831346	2.955489937846329e-05	0.0010664609642861977	-0.4051124454309279	0.00017149793630372867	M08951_1	NEUROG3	repressing		1.0		
M08953_1	17.68727306155779	2.603628104323886e-05	0.0010811858278003683	-0.41226428648106983	0.00015244772701335335	M08953_1	NEUROG3	repressing				
M05934_1	9.21246580886509	0.0024037271423059895	0.0005633106030662471	0.16002315166850312	0.008989661624693498	M05934_1	NFE2	activating		1.0		
M08957_1	25.83222949290939	3.72417639648153e-07	0.00157860674239374	0.27868079826647596	2.834755445321824e-06	M08957_1	NFE2	activating		1.0		
M05936_1	16.821840079246613	4.1058048553080134e-05	0.0010283157819930278	-0.21008639468898316	0.00023200486824316897	M05936_1	NFIA	repressing				
M08959_1	6.653268277768802	0.009897411359447796	0.000406861981027129	-0.08418913334894232	0.03078665937289771	M08959_1	NFIB	repressing				
M05938_1	67.58536820043082	2.017593106518996e-16	0.0041239354120365945	0.5474076401343329	2.5103514229188276e-15	M05938_1	NFIL3	activating				
M06672_1	632.5684338894062	1.3810592351880019e-139	0.0378237224745247	0.7539118103221056	1.1169316564582965e-137	M06672_1	NFYA	activating			2.0	3.0
M03040_1	587.1490990218081	1.0447741991195607e-129	0.03516499548745833	0.7668046033206917	7.11546217716164e-128	M03040_1	NFYB	activating			2.0	3.0
