index	gene_id	gene_name
M06464_1	ENSG00000164458	T
M06466_1	ENSG00000096401	CDC5L
M06467_1	ENSG00000113722	CDX1
M06468_1	ENSG00000113722	CDX1
M06469_1	ENSG00000245848	CEBPA
M06470_1	ENSG00000245848	CEBPA
M06471_1	ENSG00000245848	CEBPA
M06472_1	ENSG00000245848	CEBPA
M06473_1	ENSG00000153879	CEBPG
M06474_1	ENSG00000115816	CEBPZ
M06475_1	ENSG00000164330	EBF1
M06476_1	ENSG00000175745	NR2F1
M06477_1	ENSG00000175745	NR2F1
M06478_1	ENSG00000175745	NR2F1
M06479_1	ENSG00000175745	NR2F1
M06480_1	ENSG00000123268	ATF1
M06481_1	ENSG00000123268	ATF1
M06482_1	ENSG00000180318	ALX1
M06483_1	ENSG00000102974	CTCF
M06484_1	ENSG00000257923	CUX1
M06485_1	ENSG00000154832	CXXC1
M06486_1	ENSG00000105516	DBP
M06487_1	ENSG00000175197	DDIT3
M06488_1	ENSG00000144355	DLX1
M06489_1	ENSG00000144355	DLX1
M06490_1	ENSG00000101412	E2F1
M06491_1	ENSG00000101412	E2F1
M06492_1	ENSG00000101412	E2F1
M06493_1	ENSG00000205250	E2F4
M06494_1	ENSG00000205250	E2F4
M06495_1	ENSG00000169016	E2F6
M06496_1	ENSG00000165891	E2F7
M06497_1	ENSG00000167967	E4F1
M06498_1	ENSG00000120738	EGR1
M06499_1	ENSG00000120738	EGR1
M06500_1	ENSG00000120738	EGR1
M06501_1	ENSG00000120738	EGR1
M06502_1	ENSG00000135373	EHF
M06503_1	ENSG00000120690	ELF1
M06504_1	ENSG00000120690	ELF1
M06505_1	ENSG00000135373	EHF
M06506_1	ENSG00000135373	EHF
M06507_1	ENSG00000126767	ELK1
M06508_1	ENSG00000126767	ELK1
M06509_1	ENSG00000126767	ELK1
M06511_1	ENSG00000163508	EOMES
M06512_1	ENSG00000116016	EPAS1
M06513_1	ENSG00000126767	ELK1
M06514_1	ENSG00000173153	ESRRA
M06515_1	ENSG00000173153	ESRRA
M06516_1	ENSG00000173153	ESRRA
M06517_1	ENSG00000091831	ESR1
M06518_1	ENSG00000091831	ESR1
M06519_1	ENSG00000091831	ESR1
M06520_1	ENSG00000134954	ETS1
M06521_1	ENSG00000134954	ETS1
M06522_1	ENSG00000126767	ELK1
M06523_1	ENSG00000126767	ELK1
M06524_1	ENSG00000139083	ETV6
M06525_1	ENSG00000085276	MECOM
M06526_1	ENSG00000126767	ELK1
M06527_1	ENSG00000126767	ELK1
M06528_1	ENSG00000170345	FOS
M06529_1	ENSG00000170345	FOS
M06530_1	ENSG00000075426	FOSL2
M06531_1	ENSG00000170345	FOS
M06532_1	ENSG00000129514	FOXA1
M06533_1	ENSG00000129514	FOXA1
M06534_1	ENSG00000129514	FOXA1
M06535_1	ENSG00000054598	FOXC1
M06536_1	ENSG00000054598	FOXC1
M06537_1	ENSG00000251493	FOXD1
M06538_1	ENSG00000176692	FOXC2
M06539_1	ENSG00000103241	FOXF1
M06540_1	ENSG00000103241	FOXF1
M06541_1	ENSG00000168269	FOXI1
M06542_1	ENSG00000065970	FOXJ2
M06543_1	ENSG00000065970	FOXJ2
M06544_1	ENSG00000065970	FOXJ2
M06545_1	ENSG00000111206	FOXM1
M06546_1	ENSG00000150907	FOXO1
M06547_1	ENSG00000150907	FOXO1
M06548_1	ENSG00000150907	FOXO1
M06549_1	ENSG00000114861	FOXP1
M06550_1	ENSG00000049768	FOXP3
M06551_1	ENSG00000164379	FOXQ1
M06553_1	ENSG00000126767	ELK1
M06554_1	ENSG00000102145	GATA1
M06555_1	ENSG00000102145	GATA1
M06556_1	ENSG00000102145	GATA1
M06557_1	ENSG00000102145	GATA1
M06558_1	ENSG00000102145	GATA1
M06559_1	ENSG00000102145	GATA1
M06560_1	ENSG00000137270	GCM1
M06561_1	ENSG00000169083	AR
M06562_1	ENSG00000169083	AR
M06563_1	ENSG00000162676	GFI1
M06564_1	ENSG00000162676	GFI1
M06565_1	ENSG00000111087	GLI1
M06566_1	ENSG00000111087	GLI1
M06567_1	ENSG00000111087	GLI1
M06568_1	ENSG00000107249	GLIS3
M06569_1	ENSG00000180535	BHLHA15
M06570_1	ENSG00000105856	HBP1
M06571_1	ENSG00000113196	HAND1
M06572_1	ENSG00000114315	HES1
M06573_1	ENSG00000163666	HESX1
M06574_1	ENSG00000187821	HELT
M06575_1	ENSG00000177374	HIC1
M06576_1	ENSG00000116016	EPAS1
M06577_1	ENSG00000172273	HINFP
M06578_1	ENSG00000105516	DBP
M06580_1	ENSG00000137309	HMGA1
M06581_1	ENSG00000137309	HMGA1
M06582_1	ENSG00000135100	HNF1A
M06583_1	ENSG00000135100	HNF1A
M06584_1	ENSG00000101076	HNF4A
M06585_1	ENSG00000101076	HNF4A
M06586_1	ENSG00000169856	ONECUT1
M06587_1	ENSG00000185122	HSF1
M06588_1	ENSG00000025156	HSF2
M06589_1	ENSG00000140262	TCF12
M06590_1	ENSG00000253293	HOXA10
M06591_1	ENSG00000106031	HOXA13
M06592_1	ENSG00000105991	HOXA1
M06593_1	ENSG00000169840	GSX1
M06594_1	ENSG00000253293	HOXA10
M06595_1	ENSG00000253293	HOXA10
M06596_1	ENSG00000105991	HOXA1
M06597_1	ENSG00000253293	HOXA10
M06598_1	ENSG00000105996	HOXA2
M06599_1	ENSG00000253293	HOXA10
M06600_1	ENSG00000253293	HOXA10
M06601_1	ENSG00000253293	HOXA10
M06602_1	ENSG00000253293	HOXA10
M06603_1	ENSG00000106031	HOXA13
M06604_1	ENSG00000169840	GSX1
M06605_1	ENSG00000253293	HOXA10
M06606_1	ENSG00000185811	IKZF1
M06607_1	ENSG00000173404	INSM1
M06608_1	ENSG00000125347	IRF1
M06609_1	ENSG00000125347	IRF1
M06610_1	ENSG00000126456	IRF3
M06611_1	ENSG00000137265	IRF4
M06612_1	ENSG00000128604	IRF5
M06613_1	ENSG00000185507	IRF7
M06614_1	ENSG00000137265	IRF4
M06615_1	ENSG00000213928	IRF9
M06616_1	ENSG00000016082	ISL1
M06617_1	ENSG00000140262	TCF12
M06618_1	ENSG00000177606	JUN
M06619_1	ENSG00000177606	JUN
M06620_1	ENSG00000177606	JUN
M06621_1	ENSG00000177485	ZBTB33
M06622_1	ENSG00000163884	KLF15
M06623_1	ENSG00000105610	KLF1
M06624_1	ENSG00000105610	KLF1
M06625_1	ENSG00000105610	KLF1
M06626_1	ENSG00000105610	KLF1
M06627_1	ENSG00000105610	KLF1
M06628_1	ENSG00000138795	LEF1
M06629_1	ENSG00000106689	LHX2
M06630_1	ENSG00000273706	LHX1
M06631_1	ENSG00000178573	MAF
M06632_1	ENSG00000178573	MAF
M06633_1	ENSG00000178573	MAF
M06634_1	ENSG00000185022	MAFF
M06635_1	ENSG00000185022	MAFF
M06636_1	ENSG00000125952	MAX
M06637_1	ENSG00000103495	MAZ
M06638_1	ENSG00000134046	MBD2
M06639_1	ENSG00000169083	AR
M06640_1	ENSG00000169057	MECP2
M06641_1	ENSG00000064489	BORCS8-MEF2B
M06642_1	ENSG00000064489	BORCS8-MEF2B
M06643_1	ENSG00000064489	BORCS8-MEF2B
M06644_1	ENSG00000143995	MEIS1
M06645_1	ENSG00000143995	MEIS1
M06646_1	ENSG00000187098	MITF
M06647_1	ENSG00000175727	MLXIP
M06648_1	ENSG00000163132	MSX1
M06649_1	ENSG00000188786	MTF1
M06650_1	ENSG00000118513	MYB
M06651_1	ENSG00000118513	MYB
M06652_1	ENSG00000136997	MYC
M06653_1	ENSG00000116990	MYCL
M06654_1	ENSG00000111049	MYF5
M06655_1	ENSG00000111049	MYF5
M06656_1	ENSG00000111049	MYF5
M06657_1	ENSG00000099326	MZF1
M06658_1	ENSG00000111704	NANOG
M06659_1	ENSG00000172238	ATOH1
M06660_1	ENSG00000123405	NFE2
M06661_1	ENSG00000123405	NFE2
M06662_1	ENSG00000131196	NFATC1
M06663_1	ENSG00000131196	NFATC1
M06664_1	ENSG00000131196	NFATC1
M06665_1	ENSG00000131196	NFATC1
M06666_1	ENSG00000131196	NFATC1
M06667_1	ENSG00000102908	NFAT5
M06668_1	ENSG00000123405	NFE2
M06669_1	ENSG00000165030	NFIL3
M06670_1	ENSG00000109320	NFKB1
M06671_1	ENSG00000077150	NFKB2
M06672_1	ENSG00000001167	NFYA
M06673_1	ENSG00000120837	NFYB
M06674_1	ENSG00000066136	NFYC
M06675_1	ENSG00000136352	NKX2-1
M06676_1	ENSG00000136352	NKX2-1
M06677_1	ENSG00000136352	NKX2-1
M06678_1	ENSG00000136352	NKX2-1
M06679_1	ENSG00000136352	NKX2-1
M06680_1	ENSG00000215612	HMX1
M06681_1	ENSG00000106410	NOBOX
M06682_1	ENSG00000169297	NR0B1
M06683_1	ENSG00000126368	NR1D1
M06684_1	ENSG00000131408	NR1H2
M06685_1	ENSG00000012504	NR1H4
M06686_1	ENSG00000144852	NR1I2
M06687_1	ENSG00000144852	NR1I2
M06688_1	ENSG00000143257	NR1I3
M06689_1	ENSG00000143257	NR1I3
M06690_1	ENSG00000120798	NR2C1
M06691_1	ENSG00000120798	NR2C1
M06692_1	ENSG00000278570	NR2E3
M06693_1	ENSG00000175745	NR2F1
M06694_1	ENSG00000123358	NR4A1
M06695_1	ENSG00000123358	NR4A1
M06696_1	ENSG00000123358	NR4A1
M06697_1	ENSG00000136931	NR5A1
M06698_1	ENSG00000148200	NR6A1
M06699_1	ENSG00000106459	NRF1
M06700_1	ENSG00000169856	ONECUT1
M06701_1	ENSG00000105392	CRX
M06702_1	ENSG00000105392	CRX
M06703_1	ENSG00000172818	OVOL1
M06704_1	ENSG00000141510	TP53
M06705_1	ENSG00000073282	TP63
M06706_1	ENSG00000073282	TP63
M06707_1	ENSG00000075891	PAX2
M06708_1	ENSG00000075891	PAX2
M06709_1	ENSG00000075891	PAX2
M06710_1	ENSG00000075891	PAX2
M06711_1	ENSG00000007372	PAX6
M06712_1	ENSG00000075891	PAX2
M06713_1	ENSG00000185630	PBX1
M06714_1	ENSG00000185630	PBX1
M06715_1	ENSG00000167081	PBX3
M06716_1	ENSG00000105996	HOXA2
M06718_1	ENSG00000064835	POU1F1
M06719_1	ENSG00000004848	ARX
M06720_1	ENSG00000143995	MEIS1
M06721_1	ENSG00000181690	PLAG1
M06722_1	ENSG00000181690	PLAG1
M06723_1	ENSG00000118495	PLAGL1
M06724_1	ENSG00000143190	POU2F1
M06725_1	ENSG00000143190	POU2F1
M06726_1	ENSG00000143190	POU2F1
M06727_1	ENSG00000143190	POU2F1
M06728_1	ENSG00000152192	POU4F1
M06729_1	ENSG00000184486	POU3F2
M06730_1	ENSG00000184271	POU6F1
M06731_1	ENSG00000186951	PPARA
M06732_1	ENSG00000186951	PPARA
M06733_1	ENSG00000186951	PPARA
M06734_1	ENSG00000186951	PPARA
M06735_1	ENSG00000186951	PPARA
M06736_1	ENSG00000057657	PRDM1
M06737_1	ENSG00000169083	AR
M06738_1	ENSG00000169083	AR
M06739_1	ENSG00000156150	ALX3
M06740_1	ENSG00000180318	ALX1
M06741_1	ENSG00000180318	ALX1
M06742_1	ENSG00000172238	ATOH1
M06743_1	ENSG00000185129	PURA
M06744_1	ENSG00000131759	RARA
M06745_1	ENSG00000131759	RARA
M06746_1	ENSG00000131759	RARA
M06747_1	ENSG00000131759	RARA
M06748_1	ENSG00000131759	RARA
M06749_1	ENSG00000104856	RELB
M06750_1	ENSG00000162924	REL
M06751_1	ENSG00000084093	REST
M06752_1	ENSG00000132005	RFX1
M06753_1	ENSG00000132005	RFX1
M06754_1	ENSG00000132005	RFX1
M06755_1	ENSG00000069667	RORA
M06756_1	ENSG00000069667	RORA
M06757_1	ENSG00000124782	RREB1
M06758_1	ENSG00000159216	RUNX1
M06759_1	ENSG00000159216	RUNX1
M06760_1	ENSG00000159216	RUNX1
M06761_1	ENSG00000186350	RXRA
M06762_1	ENSG00000186350	RXRA
M06763_1	ENSG00000186350	RXRA
M06764_1	ENSG00000170365	SMAD1
M06765_1	ENSG00000166949	SMAD3
M06766_1	ENSG00000166949	SMAD3
M06767_1	ENSG00000141646	SMAD4
M06769_1	ENSG00000124216	SNAI1
M06770_1	ENSG00000019549	SNAI2
M06771_1	ENSG00000100146	SOX10
M06772_1	ENSG00000143842	SOX13
M06773_1	ENSG00000129194	SOX15
M06774_1	ENSG00000164736	SOX17
M06775_1	ENSG00000203883	SOX18
M06776_1	ENSG00000182968	SOX1
M06777_1	ENSG00000176887	SOX11
M06778_1	ENSG00000143842	SOX13
M06779_1	ENSG00000100146	SOX10
M06780_1	ENSG00000185591	SP1
M06781_1	ENSG00000185591	SP1
M06782_1	ENSG00000185591	SP1
M06783_1	ENSG00000185591	SP1
M06784_1	ENSG00000185591	SP1
M06785_1	ENSG00000066336	SPI1
M06786_1	ENSG00000066336	SPI1
M06787_1	ENSG00000164299	SPZ1
M06788_1	ENSG00000072310	SREBF1
M06789_1	ENSG00000072310	SREBF1
M06790_1	ENSG00000112658	SRF
M06791_1	ENSG00000184895	SRY
M06792_1	ENSG00000126561	STAT5A
M06793_1	ENSG00000126561	STAT5A
M06794_1	ENSG00000115415	STAT1
M06795_1	ENSG00000170581	STAT2
M06796_1	ENSG00000168610	STAT3
M06797_1	ENSG00000138378	STAT4
M06798_1	ENSG00000166888	STAT6
M06799_1	ENSG00000136931	NR5A1
M06800_1	ENSG00000168214	RBPJ
M06801_1	ENSG00000172238	ATOH1
M06802_1	ENSG00000172238	ATOH1
M06803_1	ENSG00000112592	TBP
M06804_1	ENSG00000121068	TBX2
M06805_1	ENSG00000121068	TBX2
M06806_1	ENSG00000121068	TBX2
M06807_1	ENSG00000138795	LEF1
M06808_1	ENSG00000187079	TEAD1
M06809_1	ENSG00000007866	TEAD3
M06810_1	ENSG00000007866	TEAD3
M06811_1	ENSG00000105516	DBP
M06812_1	ENSG00000173039	RELA
M06813_1	ENSG00000138795	LEF1
M06814_1	ENSG00000090447	TFAP4
M06815_1	ENSG00000135457	TFCP2
M06816_1	ENSG00000198176	TFDP1
M06817_1	ENSG00000140262	TCF12
M06818_1	ENSG00000187098	MITF
M06819_1	ENSG00000187098	MITF
M06820_1	ENSG00000177426	TGIF1
M06821_1	ENSG00000177426	TGIF1
M06822_1	ENSG00000126351	THRA
M06823_1	ENSG00000126351	THRA
M06824_1	ENSG00000126351	THRA
M06825_1	ENSG00000126351	THRA
M06826_1	ENSG00000107807	TLX1
M06827_1	ENSG00000107807	TLX1
M06828_1	ENSG00000180535	BHLHA15
M06829_1	ENSG00000100811	YY1
M06830_1	ENSG00000135457	TFCP2
M06831_1	ENSG00000158773	USF1
M06832_1	ENSG00000158773	USF1
M06833_1	ENSG00000111424	VDR
M06834_1	ENSG00000111424	VDR
M06835_1	ENSG00000180318	ALX1
M06836_1	ENSG00000184937	WT1
M06837_1	ENSG00000100219	XBP1
M06838_1	ENSG00000065978	YBX1
M06839_1	ENSG00000178951	ZBTB7A
M06840_1	ENSG00000160685	ZBTB7B
M06841_1	ENSG00000174282	ZBTB4
M06842_1	ENSG00000174282	ZBTB4
M06843_1	ENSG00000186130	ZBTB6
M06844_1	ENSG00000148516	ZEB1
M06845_1	ENSG00000095951	HIVEP1
M06846_1	ENSG00000095951	HIVEP1
M06847_1	ENSG00000140836	ZFHX3
M06848_1	ENSG00000005889	ZFX
M06849_1	ENSG00000152977	ZIC1
M06850_1	ENSG00000152977	ZIC1
M06851_1	ENSG00000152977	ZIC1
M06852_1	ENSG00000166478	ZNF143
M06853_1	ENSG00000163848	ZNF148
M06854_1	ENSG00000165804	ZNF219
M06855_1	ENSG00000179456	ZBTB18
M06856_1	ENSG00000160961	ZNF333
M06857_1	ENSG00000256683	ZNF350
M06858_1	ENSG00000126746	ZNF384
M06859_1	ENSG00000102935	ZNF423
M06860_1	ENSG00000164048	ZNF589
M06861_1	ENSG00000134954	ETS1
M06862_1	ENSG00000111087	GLI1
M06863_1	ENSG00000111087	GLI1
M06864_1	ENSG00000111087	GLI1
M06865_1	ENSG00000111087	GLI1
M06866_1	ENSG00000140262	TCF12
M06869_1	ENSG00000261678	SCRT1
M06871_1	ENSG00000205250	E2F4
M06874_1	ENSG00000111049	MYF5
M06876_1	ENSG00000169840	GSX1
M06877_1	ENSG00000129514	FOXA1
M06879_1	ENSG00000113722	CDX1
M06881_1	ENSG00000169083	AR
M06882_1	ENSG00000143437	ARNT
M06883_1	ENSG00000123268	ATF1
M06884_1	ENSG00000162772	ATF3
M06885_1	ENSG00000156273	BACH1
M06886_1	ENSG00000156273	BACH1
M06887_1	ENSG00000134107	BHLHE40
M06888_1	ENSG00000102974	CTCF
M06889_1	ENSG00000102974	CTCF
M06890_1	ENSG00000102974	CTCF
M06891_1	ENSG00000101412	E2F1
M06892_1	ENSG00000205250	E2F4
M06893_1	ENSG00000169016	E2F6
M06894_1	ENSG00000165891	E2F7
M06895_1	ENSG00000120738	EGR1
M06896_1	ENSG00000135373	EHF
M06897_1	ENSG00000120690	ELF1
M06898_1	ENSG00000135373	EHF
M06899_1	ENSG00000126767	ELK1
M06900_1	ENSG00000163508	EOMES
M06901_1	ENSG00000116016	EPAS1
M06902_1	ENSG00000126767	ELK1
M06903_1	ENSG00000091831	ESR1
M06904_1	ENSG00000134954	ETS1
M06905_1	ENSG00000126767	ELK1
M06906_1	ENSG00000170345	FOS
M06907_1	ENSG00000129514	FOXA1
M06908_1	ENSG00000129514	FOXA1
M06909_1	ENSG00000129514	FOXA1
M06910_1	ENSG00000129514	FOXA1
M06911_1	ENSG00000160973	FOXH1
M06912_1	ENSG00000114861	FOXP1
M06913_1	ENSG00000126767	ELK1
M06914_1	ENSG00000102145	GATA1
M06915_1	ENSG00000102145	GATA1
M06916_1	ENSG00000083307	GRHL2
M06917_1	ENSG00000116016	EPAS1
M06918_1	ENSG00000101076	HNF4A
M06919_1	ENSG00000185122	HSF1
M06920_1	ENSG00000125347	IRF1
M06921_1	ENSG00000125347	IRF1
M06922_1	ENSG00000137265	IRF4
M06923_1	ENSG00000177606	JUN
M06924_1	ENSG00000105610	KLF1
M06925_1	ENSG00000103495	MAZ
M06926_1	ENSG00000064489	BORCS8-MEF2B
M06927_1	ENSG00000118513	MYB
M06928_1	ENSG00000136997	MYC
M06929_1	ENSG00000131196	NFATC1
M06930_1	ENSG00000123405	NFE2
M06932_1	ENSG00000162599	NFIA
M06933_1	ENSG00000136352	NKX2-1
M06934_1	ENSG00000120798	NR2C1
M06935_1	ENSG00000169083	AR
M06936_1	ENSG00000123358	NR4A1
M06937_1	ENSG00000106459	NRF1
M06938_1	ENSG00000135903	PAX3
M06939_1	ENSG00000075891	PAX2
M06940_1	ENSG00000075891	PAX2
M06941_1	ENSG00000185630	PBX1
M06942_1	ENSG00000167081	PBX3
M06943_1	ENSG00000169083	AR
M06944_1	ENSG00000057657	PRDM1
M06945_1	ENSG00000147596	PRDM14
M06946_1	ENSG00000173039	RELA
M06947_1	ENSG00000084093	REST
M06948_1	ENSG00000132005	RFX1
M06949_1	ENSG00000132005	RFX1
M06950_1	ENSG00000143390	RFX5
M06951_1	ENSG00000159216	RUNX1
M06952_1	ENSG00000159216	RUNX1
M06953_1	ENSG00000159216	RUNX1
M06954_1	ENSG00000166949	SMAD3
M06955_1	ENSG00000141646	SMAD4
M06956_1	ENSG00000124664	SPDEF
M06957_1	ENSG00000066336	SPI1
M06958_1	ENSG00000072310	SREBF1
M06959_1	ENSG00000115415	STAT1
M06960_1	ENSG00000140262	TCF12
M06961_1	ENSG00000140262	TCF12
M06962_1	ENSG00000138795	LEF1
M06963_1	ENSG00000137203	TFAP2A
M06964_1	ENSG00000090447	TFAP4
M06965_1	ENSG00000141510	TP53
M06966_1	ENSG00000158773	USF1
M06967_1	ENSG00000111424	VDR
M06968_1	ENSG00000177485	ZBTB33
M06969_1	ENSG00000166478	ZNF143
M06970_1	ENSG00000147180	ZNF711
M06971_1	ENSG00000143437	ARNT
M06972_1	ENSG00000139352	ASCL1
M06973_1	ENSG00000115966	ATF2
M06974_1	ENSG00000128272	ATF4
M06975_1	ENSG00000267281	AC023509.3
M06976_1	ENSG00000172238	ATOH1
M06977_1	ENSG00000156127	BATF
M06978_1	ENSG00000113916	BCL6
M06979_1	ENSG00000113722	CDX1
M06980_1	ENSG00000245848	CEBPA
M06981_1	ENSG00000134852	CLOCK
M06982_1	ENSG00000180318	ALX1
M06983_1	ENSG00000175197	DDIT3
M06984_1	ENSG00000164330	EBF1
M06985_1	ENSG00000120738	EGR1
M06986_1	ENSG00000126767	ELK1
M06987_1	ENSG00000170345	FOS
M06988_1	ENSG00000150907	FOXO1
M06989_1	ENSG00000102145	GATA1
M06990_1	ENSG00000102145	GATA1
M06991_1	ENSG00000102145	GATA1
M06992_1	ENSG00000102145	GATA1
M06993_1	ENSG00000102145	GATA1
M06994_1	ENSG00000102145	GATA1
M06995_1	ENSG00000162676	GFI1
M06996_1	ENSG00000111087	GLI1
M06997_1	ENSG00000169840	GSX1
M06998_1	ENSG00000253293	HOXA10
M06999_1	ENSG00000169840	GSX1
M07000_1	ENSG00000253293	HOXA10
M07001_1	ENSG00000185122	HSF1
M07002_1	ENSG00000016082	ISL1
M07003_1	ENSG00000105610	KLF1
M07004_1	ENSG00000106689	LHX2
M07005_1	ENSG00000273706	LHX1
M07006_1	ENSG00000178573	MAF
M07007_1	ENSG00000185022	MAFF
M07008_1	ENSG00000064489	BORCS8-MEF2B
M07009_1	ENSG00000143995	MEIS1
M07010_1	ENSG00000187098	MITF
M07011_1	ENSG00000118513	MYB
M07012_1	ENSG00000136997	MYC
M07013_1	ENSG00000116990	MYCL
M07014_1	ENSG00000111049	MYF5
M07015_1	ENSG00000111049	MYF5
M07016_1	ENSG00000111704	NANOG
M07017_1	ENSG00000172238	ATOH1
M07018_1	ENSG00000136352	NKX2-1
M07019_1	ENSG00000136352	NKX2-1
M07020_1	ENSG00000163623	NKX6-1
M07021_1	ENSG00000134852	CLOCK
M07022_1	ENSG00000131408	NR1H2
M07023_1	ENSG00000012504	NR1H4
M07024_1	ENSG00000169083	AR
M07025_1	ENSG00000136931	NR5A1
M07026_1	ENSG00000136931	NR5A1
M07027_1	ENSG00000180535	BHLHA15
M07028_1	ENSG00000169856	ONECUT1
M07029_1	ENSG00000105392	CRX
M07030_1	ENSG00000135903	PAX3
M07031_1	ENSG00000135903	PAX3
M07032_1	ENSG00000135903	PAX3
M07033_1	ENSG00000105996	HOXA2
M07034_1	ENSG00000180318	ALX1
M07035_1	ENSG00000143190	POU2F1
M07036_1	ENSG00000186951	PPARA
M07037_1	ENSG00000172238	ATOH1
M07038_1	ENSG00000131759	RARA
M07039_1	ENSG00000124232	RBPJL
M07040_1	ENSG00000069667	RORA
M07041_1	ENSG00000159216	RUNX1
M07042_1	ENSG00000126778	SIX1
M07043_1	ENSG00000166949	SMAD3
M07044_1	ENSG00000134595	SOX3
M07045_1	ENSG00000176887	SOX11
M07046_1	ENSG00000143842	SOX13
M07047_1	ENSG00000066336	SPI1
M07048_1	ENSG00000112658	SRF
M07049_1	ENSG00000168610	STAT3
M07050_1	ENSG00000138378	STAT4
M07051_1	ENSG00000166888	STAT6
M07052_1	ENSG00000166888	STAT6
M07053_1	ENSG00000164458	T
M07054_1	ENSG00000172238	ATOH1
M07055_1	ENSG00000172238	ATOH1
M07056_1	ENSG00000184058	TBX1
M07057_1	ENSG00000163508	EOMES
M07058_1	ENSG00000121068	TBX2
M07059_1	ENSG00000140262	TCF12
M07060_1	ENSG00000140262	TCF12
M07061_1	ENSG00000074219	TEAD2
M07063_1	ENSG00000126351	THRA
M07064_1	ENSG00000158773	USF1
M07065_1	ENSG00000005889	ZFX
M07066_1	ENSG00000075891	PAX2
M07067_1	ENSG00000064835	POU1F1
M07068_1	ENSG00000064835	POU1F1
M07072_1	ENSG00000180318	ALX1
M07073_1	ENSG00000253293	HOXA10
M07074_1	ENSG00000253293	HOXA10
M07075_1	ENSG00000253293	HOXA10
M07079_1	ENSG00000113722	CDX1
M07081_1	ENSG00000165556	CDX2
M07083_1	ENSG00000120690	ELF1
M07084_1	ENSG00000135638	EMX1
M07085_1	ENSG00000163064	EN1
M07086_1	ENSG00000106038	EVX1
M07087_1	ENSG00000129514	FOXA1
M07088_1	ENSG00000105997	HOXA3
M07095_1	ENSG00000170365	SMAD1
M07096_1	ENSG00000141646	SMAD4
M07097_1	ENSG00000143190	POU2F1
M07098_1	ENSG00000105392	CRX
M07099_1	ENSG00000172818	OVOL1
M07100_1	ENSG00000135903	PAX3
M07102_1	ENSG00000176165	FOXG1
M07103_1	ENSG00000019549	SNAI2
M07104_1	ENSG00000102145	GATA1
M07105_1	ENSG00000112333	NR2E1
M07107_1	ENSG00000164107	HAND2
M07108_1	ENSG00000253293	HOXA10
M07109_1	ENSG00000186350	RXRA
M07110_1	ENSG00000136352	NKX2-1
M07114_1	ENSG00000213096	ZNF254
M07115_1	ENSG00000100811	YY1
M07116_1	ENSG00000180787	ZFP3
M07117_1	ENSG00000196150	ZNF250
M07118_1	ENSG00000182318	ZSCAN22
M07119_1	ENSG00000102974	CTCF
M07120_1	ENSG00000136870	ZNF189
M07121_1	ENSG00000161298	ZNF382
M07122_1	ENSG00000167555	ZNF528
M07123_1	ENSG00000204366	ZBTB12
M07124_1	ENSG00000169981	ZNF35
M07125_1	ENSG00000105610	KLF1
M07126_1	ENSG00000181444	ZNF467
M07128_1	ENSG00000198039	ZNF273
M07129_1	ENSG00000188295	ZNF669
M07130_1	ENSG00000155090	KLF10
M07131_1	ENSG00000010539	ZNF200
M07132_1	ENSG00000198939	ZFP2
M07133_1	ENSG00000175322	ZNF519
M07134_1	ENSG00000181315	ZNF322
M07135_1	ENSG00000179456	ZBTB18
M07136_1	ENSG00000235109	ZSCAN31
M07137_1	ENSG00000105732	ZNF574
M07138_1	ENSG00000170631	ZNF16
M07139_1	ENSG00000083844	ZNF264
M07140_1	ENSG00000196646	ZNF136
M07142_1	ENSG00000099326	MZF1
M07143_1	ENSG00000189180	ZNF33A
M07144_1	ENSG00000117010	ZNF684
M07145_1	ENSG00000083817	ZNF416
M07146_1	ENSG00000130803	ZNF317
M07147_1	ENSG00000171163	ZNF692
M07148_1	ENSG00000178187	ZNF454
M07149_1	ENSG00000152977	ZIC1
M07150_1	ENSG00000170954	ZNF415
M07151_1	ENSG00000172888	ZNF621
M07152_1	ENSG00000161914	ZNF653
M07153_1	ENSG00000253293	HOXA10
M07154_1	ENSG00000253293	HOXA10
M07155_1	ENSG00000253293	HOXA10
M07156_1	ENSG00000253293	HOXA10
M07157_1	ENSG00000253293	HOXA10
M07158_1	ENSG00000253293	HOXA10
M07159_1	ENSG00000139352	ASCL1
M07160_1	ENSG00000177426	TGIF1
M07161_1	ENSG00000177426	TGIF1
M07162_1	ENSG00000177426	TGIF1
M07165_1	ENSG00000180318	ALX1
M07166_1	ENSG00000172238	ATOH1
M07167_1	ENSG00000172238	ATOH1
M07177_1	ENSG00000106852	LHX6
M07178_1	ENSG00000125820	NKX2-2
M07181_1	ENSG00000125492	BARHL1
M07182_1	ENSG00000125492	BARHL1
M07183_1	ENSG00000125492	BARHL1
M07184_1	ENSG00000125492	BARHL1
M07185_1	ENSG00000108788	MLX
M07187_1	ENSG00000057657	PRDM1
M07188_1	ENSG00000164920	OSR2
M07189_1	ENSG00000164920	OSR2
M07193_1	ENSG00000112658	SRF
M07194_1	ENSG00000112658	SRF
M07195_1	ENSG00000188909	BSX
M07196_1	ENSG00000188909	BSX
M07197_1	ENSG00000188909	BSX
M07200_1	ENSG00000164651	SP8
M07202_1	ENSG00000105996	HOXA2
M07203_1	ENSG00000105996	HOXA2
M07204_1	ENSG00000164458	T
M07205_1	ENSG00000164458	T
M07206_1	ENSG00000164458	T
M07207_1	ENSG00000164458	T
