index	gene_id	gene_name
M08914_1	ENSG00000064489	BORCS8-MEF2B
M08915_1	ENSG00000064489	BORCS8-MEF2B
M08916_1	ENSG00000064489	BORCS8-MEF2B
M08917_1	ENSG00000064489	BORCS8-MEF2B
M08918_1	ENSG00000143995	MEIS1
M08919_1	ENSG00000143995	MEIS1
M08920_1	ENSG00000143995	MEIS1
M08921_1	ENSG00000143995	MEIS1
M08922_1	ENSG00000105419	MEIS3
M08923_1	ENSG00000105419	MEIS3
M08924_1	ENSG00000166823	MESP1
M08925_1	ENSG00000166823	MESP1
M08926_1	ENSG00000185155	MIXL1
M08927_1	ENSG00000108788	MLX
M08928_1	ENSG00000108788	MLX
M08929_1	ENSG00000108788	MLX
M08930_1	ENSG00000108788	MLX
M08931_1	ENSG00000164900	GBX1
M08932_1	ENSG00000166823	MESP1
M08933_1	ENSG00000166823	MESP1
M08934_1	ENSG00000163132	MSX1
M08935_1	ENSG00000163132	MSX1
M08936_1	ENSG00000163132	MSX1
M08937_1	ENSG00000188786	MTF1
M08938_1	ENSG00000188786	MTF1
M08939_1	ENSG00000118513	MYB
M08940_1	ENSG00000118513	MYB
M08941_1	ENSG00000116990	MYCL
M08942_1	ENSG00000111704	NANOG
M08943_1	ENSG00000172238	ATOH1
M08944_1	ENSG00000172238	ATOH1
M08945_1	ENSG00000172238	ATOH1
M08946_1	ENSG00000172238	ATOH1
M08947_1	ENSG00000172238	ATOH1
M08948_1	ENSG00000172238	ATOH1
M08949_1	ENSG00000172238	ATOH1
M08950_1	ENSG00000172238	ATOH1
M08951_1	ENSG00000172238	ATOH1
M08952_1	ENSG00000172238	ATOH1
M08953_1	ENSG00000172238	ATOH1
M08954_1	ENSG00000172238	ATOH1
M08955_1	ENSG00000102908	NFAT5
M08956_1	ENSG00000102908	NFAT5
M08957_1	ENSG00000123405	NFE2
M08958_1	ENSG00000123405	NFE2
M08959_1	ENSG00000162599	NFIA
M08960_1	ENSG00000162599	NFIA
M08961_1	ENSG00000162599	NFIA
M08962_1	ENSG00000162599	NFIA
M08963_1	ENSG00000162599	NFIA
M08964_1	ENSG00000162599	NFIA
M08965_1	ENSG00000077150	NFKB2
M08966_1	ENSG00000077150	NFKB2
M08967_1	ENSG00000113196	HAND1
M08968_1	ENSG00000113196	HAND1
M08969_1	ENSG00000113196	HAND1
M08970_1	ENSG00000113196	HAND1
M08971_1	ENSG00000113196	HAND1
M08972_1	ENSG00000113196	HAND1
M08973_1	ENSG00000136352	NKX2-1
M08974_1	ENSG00000136352	NKX2-1
M08975_1	ENSG00000136352	NKX2-1
M08976_1	ENSG00000136352	NKX2-1
M08977_1	ENSG00000136352	NKX2-1
M08978_1	ENSG00000215612	HMX1
M08979_1	ENSG00000163623	NKX6-1
M08980_1	ENSG00000163623	NKX6-1
M08981_1	ENSG00000163623	NKX6-1
M08982_1	ENSG00000163623	NKX6-1
M08983_1	ENSG00000163623	NKX6-1
M08984_1	ENSG00000163623	NKX6-1
M08985_1	ENSG00000214513	NOTO
M08986_1	ENSG00000214513	NOTO
M08987_1	ENSG00000134852	CLOCK
M08988_1	ENSG00000134852	CLOCK
M08989_1	ENSG00000126368	NR1D1
M08990_1	ENSG00000126368	NR1D1
M08991_1	ENSG00000126368	NR1D1
M08992_1	ENSG00000126368	NR1D1
M08993_1	ENSG00000144852	NR1I2
M08994_1	ENSG00000144852	NR1I2
M08995_1	ENSG00000143257	NR1I3
M08996_1	ENSG00000143257	NR1I3
M08997_1	ENSG00000120798	NR2C1
M08998_1	ENSG00000120798	NR2C1
M08999_1	ENSG00000112333	NR2E1
M09000_1	ENSG00000112333	NR2E1
M09001_1	ENSG00000169083	AR
M09002_1	ENSG00000169083	AR
M09003_1	ENSG00000169083	AR
M09004_1	ENSG00000169083	AR
M09005_1	ENSG00000123358	NR4A1
M09006_1	ENSG00000123358	NR4A1
M09007_1	ENSG00000136931	NR5A1
M09008_1	ENSG00000136931	NR5A1
M09009_1	ENSG00000148200	NR6A1
M09010_1	ENSG00000148200	NR6A1
M09011_1	ENSG00000182759	MAFA
M09012_1	ENSG00000182759	MAFA
M09013_1	ENSG00000182759	MAFA
M09014_1	ENSG00000182759	MAFA
M09015_1	ENSG00000180535	BHLHA15
M09016_1	ENSG00000180535	BHLHA15
M09017_1	ENSG00000169856	ONECUT1
M09018_1	ENSG00000169856	ONECUT1
M09019_1	ENSG00000169856	ONECUT1
M09020_1	ENSG00000169856	ONECUT1
M09021_1	ENSG00000169856	ONECUT1
M09022_1	ENSG00000169856	ONECUT1
M09023_1	ENSG00000169856	ONECUT1
M09024_1	ENSG00000169856	ONECUT1
M09025_1	ENSG00000143867	OSR1
M09026_1	ENSG00000143867	OSR1
M09027_1	ENSG00000164920	OSR2
M09028_1	ENSG00000164920	OSR2
M09029_1	ENSG00000105392	CRX
M09030_1	ENSG00000105392	CRX
M09031_1	ENSG00000105392	CRX
M09032_1	ENSG00000105392	CRX
M09033_1	ENSG00000105392	CRX
M09034_1	ENSG00000105392	CRX
M09035_1	ENSG00000172818	OVOL1
M09036_1	ENSG00000172818	OVOL1
M09037_1	ENSG00000125850	OVOL2
M09038_1	ENSG00000125850	OVOL2
M09039_1	ENSG00000125850	OVOL2
M09040_1	ENSG00000125850	OVOL2
M09041_1	ENSG00000125813	PAX1
M09042_1	ENSG00000125813	PAX1
M09043_1	ENSG00000075891	PAX2
M09044_1	ENSG00000075891	PAX2
M09045_1	ENSG00000007372	PAX6
M09046_1	ENSG00000007372	PAX6
M09047_1	ENSG00000007372	PAX6
M09048_1	ENSG00000007372	PAX6
M09049_1	ENSG00000075891	PAX2
M09050_1	ENSG00000075891	PAX2
M09051_1	ENSG00000125813	PAX1
M09052_1	ENSG00000125813	PAX1
M09053_1	ENSG00000185630	PBX1
M09054_1	ENSG00000185630	PBX1
M09055_1	ENSG00000185630	PBX1
M09056_1	ENSG00000185630	PBX1
M09057_1	ENSG00000105996	HOXA2
M09058_1	ENSG00000180318	ALX1
M09059_1	ENSG00000180318	ALX1
M09060_1	ENSG00000180318	ALX1
M09061_1	ENSG00000180318	ALX1
M09062_1	ENSG00000180318	ALX1
M09063_1	ENSG00000180318	ALX1
M09064_1	ENSG00000069011	PITX1
M09065_1	ENSG00000069011	PITX1
M09066_1	ENSG00000069011	PITX1
M09067_1	ENSG00000069011	PITX1
M09068_1	ENSG00000004848	ARX
M09069_1	ENSG00000004848	ARX
M09070_1	ENSG00000004848	ARX
M09071_1	ENSG00000004848	ARX
M09072_1	ENSG00000004848	ARX
M09073_1	ENSG00000004848	ARX
M09074_1	ENSG00000143995	MEIS1
M09075_1	ENSG00000143995	MEIS1
M09076_1	ENSG00000143995	MEIS1
M09077_1	ENSG00000143995	MEIS1
M09078_1	ENSG00000143995	MEIS1
M09079_1	ENSG00000143995	MEIS1
M09080_1	ENSG00000143190	POU2F1
M09081_1	ENSG00000152192	POU4F1
M09082_1	ENSG00000184486	POU3F2
M09083_1	ENSG00000057657	PRDM1
M09084_1	ENSG00000057657	PRDM1
M09085_1	ENSG00000110851	PRDM4
M09086_1	ENSG00000156150	ALX3
M09087_1	ENSG00000156150	ALX3
M09088_1	ENSG00000117707	PROX1
M09089_1	ENSG00000117707	PROX1
M09090_1	ENSG00000180318	ALX1
M09091_1	ENSG00000172238	ATOH1
M09092_1	ENSG00000172238	ATOH1
M09093_1	ENSG00000131759	RARA
M09094_1	ENSG00000131759	RARA
M09095_1	ENSG00000180318	ALX1
M09096_1	ENSG00000132005	RFX1
M09097_1	ENSG00000132005	RFX1
M09098_1	ENSG00000132005	RFX1
M09099_1	ENSG00000132005	RFX1
M09100_1	ENSG00000132005	RFX1
M09101_1	ENSG00000132005	RFX1
M09102_1	ENSG00000143390	RFX5
M09103_1	ENSG00000143390	RFX5
M09104_1	ENSG00000101883	RHOXF1
M09105_1	ENSG00000101883	RHOXF1
M09106_1	ENSG00000131721	RHOXF2
M09107_1	ENSG00000131721	RHOXF2
M09108_1	ENSG00000159216	RUNX1
M09109_1	ENSG00000159216	RUNX1
M09110_1	ENSG00000159216	RUNX1
M09111_1	ENSG00000159216	RUNX1
M09112_1	ENSG00000186350	RXRA
M09113_1	ENSG00000186350	RXRA
M09114_1	ENSG00000261678	SCRT1
M09115_1	ENSG00000261678	SCRT1
M09116_1	ENSG00000261678	SCRT1
M09117_1	ENSG00000261678	SCRT1
M09118_1	ENSG00000180318	ALX1
M09119_1	ENSG00000126778	SIX1
M09120_1	ENSG00000126778	SIX1
M09121_1	ENSG00000126778	SIX1
M09122_1	ENSG00000126778	SIX1
M09123_1	ENSG00000126778	SIX1
M09124_1	ENSG00000126778	SIX1
M09125_1	ENSG00000126778	SIX1
M09126_1	ENSG00000126778	SIX1
M09127_1	ENSG00000126778	SIX1
M09128_1	ENSG00000126778	SIX1
M09129_1	ENSG00000126778	SIX1
M09130_1	ENSG00000126778	SIX1
M09131_1	ENSG00000126778	SIX1
M09132_1	ENSG00000126778	SIX1
M09133_1	ENSG00000188779	SKOR1
M09134_1	ENSG00000188779	SKOR1
M09135_1	ENSG00000215474	SKOR2
M09136_1	ENSG00000215474	SKOR2
M09137_1	ENSG00000170365	SMAD1
M09138_1	ENSG00000170365	SMAD1
M09139_1	ENSG00000124216	SNAI1
M09140_1	ENSG00000124216	SNAI1
M09141_1	ENSG00000124216	SNAI1
M09142_1	ENSG00000124216	SNAI1
M09143_1	ENSG00000019549	SNAI2
M09144_1	ENSG00000019549	SNAI2
M09145_1	ENSG00000019549	SNAI2
M09146_1	ENSG00000019549	SNAI2
M09147_1	ENSG00000019549	SNAI2
M09148_1	ENSG00000019549	SNAI2
M09149_1	ENSG00000250709	CCDC169-SOHLH2
M09150_1	ENSG00000250709	CCDC169-SOHLH2
M09151_1	ENSG00000100146	SOX10
M09152_1	ENSG00000100146	SOX10
M09153_1	ENSG00000100146	SOX10
M09154_1	ENSG00000100146	SOX10
M09155_1	ENSG00000177732	SOX12
M09156_1	ENSG00000177732	SOX12
M09157_1	ENSG00000182968	SOX1
M09158_1	ENSG00000182968	SOX1
M09159_1	ENSG00000182968	SOX1
M09160_1	ENSG00000182968	SOX1
M09161_1	ENSG00000203883	SOX18
M09162_1	ENSG00000203883	SOX18
M09163_1	ENSG00000134595	SOX3
M09164_1	ENSG00000134595	SOX3
M09165_1	ENSG00000039600	SOX30
M09166_1	ENSG00000039600	SOX30
M09167_1	ENSG00000176887	SOX11
M09168_1	ENSG00000176887	SOX11
M09169_1	ENSG00000171056	SOX7
M09170_1	ENSG00000171056	SOX7
M09171_1	ENSG00000100146	SOX10
M09172_1	ENSG00000100146	SOX10
M09173_1	ENSG00000100146	SOX10
M09174_1	ENSG00000100146	SOX10
M09175_1	ENSG00000100146	SOX10
M09176_1	ENSG00000100146	SOX10
M09177_1	ENSG00000185591	SP1
M09178_1	ENSG00000185591	SP1
M09179_1	ENSG00000185591	SP1
M09180_1	ENSG00000185591	SP1
M09181_1	ENSG00000185591	SP1
M09182_1	ENSG00000185591	SP1
M09183_1	ENSG00000185591	SP1
M09184_1	ENSG00000185591	SP1
M09185_1	ENSG00000185591	SP1
M09186_1	ENSG00000185591	SP1
M09187_1	ENSG00000124664	SPDEF
M09188_1	ENSG00000124664	SPDEF
M09189_1	ENSG00000124664	SPDEF
M09190_1	ENSG00000124664	SPDEF
M09191_1	ENSG00000066336	SPI1
M09192_1	ENSG00000066336	SPI1
M09193_1	ENSG00000066336	SPI1
M09194_1	ENSG00000066336	SPI1
M09195_1	ENSG00000112658	SRF
M09196_1	ENSG00000112658	SRF
M09197_1	ENSG00000184058	TBX1
M09198_1	ENSG00000184058	TBX1
M09199_1	ENSG00000092607	TBX15
M09200_1	ENSG00000092607	TBX15
M09201_1	ENSG00000092607	TBX15
M09202_1	ENSG00000092607	TBX15
M09203_1	ENSG00000164458	T
M09204_1	ENSG00000164458	T
M09205_1	ENSG00000121068	TBX2
M09206_1	ENSG00000121068	TBX2
M09207_1	ENSG00000163508	EOMES
M09208_1	ENSG00000163508	EOMES
M09209_1	ENSG00000121068	TBX2
M09210_1	ENSG00000121068	TBX2
M09211_1	ENSG00000149922	TBX6
M09212_1	ENSG00000149922	TBX6
M09213_1	ENSG00000140262	TCF12
M09214_1	ENSG00000140262	TCF12
M09215_1	ENSG00000140262	TCF12
M09216_1	ENSG00000140262	TCF12
M09217_1	ENSG00000101190	TCFL5
M09218_1	ENSG00000101190	TCFL5
M09219_1	ENSG00000187079	TEAD1
M09220_1	ENSG00000187079	TEAD1
M09221_1	ENSG00000074219	TEAD2
M09222_1	ENSG00000074219	TEAD2
M09223_1	ENSG00000105516	DBP
M09224_1	ENSG00000105516	DBP
M09225_1	ENSG00000137203	TFAP2A
M09226_1	ENSG00000137203	TFAP2A
M09227_1	ENSG00000137203	TFAP2A
M09228_1	ENSG00000137203	TFAP2A
M09229_1	ENSG00000137203	TFAP2A
M09230_1	ENSG00000137203	TFAP2A
M09231_1	ENSG00000135457	TFCP2
M09232_1	ENSG00000135457	TFCP2
M09233_1	ENSG00000135457	TFCP2
M09234_1	ENSG00000135457	TFCP2
M09235_1	ENSG00000135457	TFCP2
M09236_1	ENSG00000135457	TFCP2
M09237_1	ENSG00000187098	MITF
M09238_1	ENSG00000187098	MITF
M09239_1	ENSG00000187098	MITF
M09240_1	ENSG00000187098	MITF
M09241_1	ENSG00000187098	MITF
M09242_1	ENSG00000187098	MITF
M09243_1	ENSG00000177426	TGIF1
M09244_1	ENSG00000177426	TGIF1
M09245_1	ENSG00000177426	TGIF1
M09246_1	ENSG00000177426	TGIF1
M09247_1	ENSG00000177426	TGIF1
M09248_1	ENSG00000177426	TGIF1
M09249_1	ENSG00000177426	TGIF1
M09250_1	ENSG00000177426	TGIF1
M09251_1	ENSG00000177426	TGIF1
M09252_1	ENSG00000177426	TGIF1
M09253_1	ENSG00000177426	TGIF1
M09254_1	ENSG00000177426	TGIF1
M09255_1	ENSG00000107807	TLX1
M09256_1	ENSG00000107807	TLX1
M09257_1	ENSG00000107807	TLX1
M09258_1	ENSG00000107807	TLX1
M09259_1	ENSG00000107807	TLX1
M09260_1	ENSG00000107807	TLX1
M09261_1	ENSG00000135457	TFCP2
M09262_1	ENSG00000135457	TFCP2
M09263_1	ENSG00000180318	ALX1
M09264_1	ENSG00000180318	ALX1
M09265_1	ENSG00000158773	USF1
M09266_1	ENSG00000158773	USF1
M09267_1	ENSG00000158773	USF1
M09268_1	ENSG00000158773	USF1
M09269_1	ENSG00000148704	VAX1
M09270_1	ENSG00000148704	VAX1
M09271_1	ENSG00000148704	VAX1
M09272_1	ENSG00000148704	VAX1
M09273_1	ENSG00000151650	VENTX
M09274_1	ENSG00000100987	VSX1
M09275_1	ENSG00000100987	VSX1
M09276_1	ENSG00000180318	ALX1
M09277_1	ENSG00000180318	ALX1
M09278_1	ENSG00000136936	XPA
M09279_1	ENSG00000136936	XPA
M09280_1	ENSG00000065978	YBX1
M09281_1	ENSG00000065978	YBX1
M09282_1	ENSG00000100811	YY1
M09283_1	ENSG00000100811	YY1
M09284_1	ENSG00000214717	ZBED1
M09285_1	ENSG00000214717	ZBED1
M09286_1	ENSG00000198081	ZBTB14
M09287_1	ENSG00000198081	ZBTB14
M09288_1	ENSG00000198081	ZBTB14
M09289_1	ENSG00000198081	ZBTB14
M09290_1	ENSG00000179456	ZBTB18
M09291_1	ENSG00000179456	ZBTB18
M09292_1	ENSG00000181472	ZBTB2
M09293_1	ENSG00000181472	ZBTB2
M09294_1	ENSG00000181722	ZBTB20
M09295_1	ENSG00000181722	ZBTB20
M09296_1	ENSG00000236104	ZBTB22
M09297_1	ENSG00000236104	ZBTB22
M09298_1	ENSG00000171448	ZBTB26
M09299_1	ENSG00000171448	ZBTB26
M09300_1	ENSG00000011590	ZBTB32
M09301_1	ENSG00000011590	ZBTB32
M09302_1	ENSG00000177485	ZBTB33
M09303_1	ENSG00000177125	ZBTB34
M09304_1	ENSG00000177125	ZBTB34
M09305_1	ENSG00000169155	ZBTB43
M09306_1	ENSG00000169155	ZBTB43
M09307_1	ENSG00000119574	ZBTB45
M09308_1	ENSG00000119574	ZBTB45
M09309_1	ENSG00000178951	ZBTB7A
M09310_1	ENSG00000178951	ZBTB7A
M09311_1	ENSG00000160685	ZBTB7B
M09312_1	ENSG00000160685	ZBTB7B
M09313_1	ENSG00000184517	ZFP1
M09314_1	ENSG00000184517	ZFP1
M09315_1	ENSG00000264668	AC138696.1
M09316_1	ENSG00000264668	AC138696.1
M09317_1	ENSG00000100811	YY1
M09318_1	ENSG00000100811	YY1
M09319_1	ENSG00000152977	ZIC1
M09320_1	ENSG00000152977	ZIC1
M09321_1	ENSG00000152977	ZIC1
M09322_1	ENSG00000152977	ZIC1
M09323_1	ENSG00000152977	ZIC1
M09324_1	ENSG00000152977	ZIC1
M09325_1	ENSG00000152977	ZIC1
M09326_1	ENSG00000152977	ZIC1
M09327_1	ENSG00000152977	ZIC1
M09328_1	ENSG00000152977	ZIC1
M09329_1	ENSG00000152977	ZIC1
M09330_1	ENSG00000152977	ZIC1
M09331_1	ENSG00000146587	RBAK
M09332_1	ENSG00000146587	RBAK
M09333_1	ENSG00000196387	ZNF140
M09334_1	ENSG00000196387	ZNF140
M09335_1	ENSG00000103343	ZNF174
M09336_1	ENSG00000103343	ZNF174
M09337_1	ENSG00000188629	ZNF177
M09338_1	ENSG00000188629	ZNF177
M09339_1	ENSG00000167377	ZNF23
M09340_1	ENSG00000167377	ZNF23
M09341_1	ENSG00000196150	ZNF250
M09342_1	ENSG00000196150	ZNF250
M09343_1	ENSG00000006194	ZNF263
M09344_1	ENSG00000006194	ZNF263
M09345_1	ENSG00000171606	ZNF274
M09346_1	ENSG00000171606	ZNF274
M09347_1	ENSG00000158805	ZNF276
M09348_1	ENSG00000158805	ZNF276
M09349_1	ENSG00000163848	ZNF148
M09350_1	ENSG00000163848	ZNF148
M09351_1	ENSG00000170265	ZNF282
M09352_1	ENSG00000170265	ZNF282
M09353_1	ENSG00000170684	ZNF296
M09354_1	ENSG00000170684	ZNF296
M09355_1	ENSG00000169740	ZNF32
M09356_1	ENSG00000169740	ZNF32
M09357_1	ENSG00000235109	ZSCAN31
M09358_1	ENSG00000235109	ZSCAN31
M09359_1	ENSG00000088876	ZNF343
M09360_1	ENSG00000088876	ZNF343
M09361_1	ENSG00000251247	ZNF345
M09362_1	ENSG00000251247	ZNF345
M09363_1	ENSG00000126746	ZNF384
M09364_1	ENSG00000126746	ZNF384
M09365_1	ENSG00000151789	ZNF385D
M09366_1	ENSG00000151789	ZNF385D
M09367_1	ENSG00000186496	ZNF396
M09368_1	ENSG00000186496	ZNF396
M09369_1	ENSG00000119725	ZNF410
M09370_1	ENSG00000119725	ZNF410
M09371_1	ENSG00000167685	ZNF444
M09372_1	ENSG00000167685	ZNF444
M09373_1	ENSG00000197714	ZNF460
M09374_1	ENSG00000197714	ZNF460
M09375_1	ENSG00000186446	ZNF501
M09376_1	ENSG00000186446	ZNF501
M09377_1	ENSG00000171443	ZNF524
M09378_1	ENSG00000171443	ZNF524
M09379_1	ENSG00000213015	ZNF580
M09380_1	ENSG00000213015	ZNF580
M09381_1	ENSG00000167981	ZNF597
M09382_1	ENSG00000167981	ZNF597
M09383_1	ENSG00000144792	ZNF660
M09384_1	ENSG00000144792	ZNF660
M09385_1	ENSG00000117010	ZNF684
M09386_1	ENSG00000117010	ZNF684
M09387_1	ENSG00000164684	ZNF704
M09388_1	ENSG00000164684	ZNF704
M09389_1	ENSG00000139651	ZNF740
M09390_1	ENSG00000139651	ZNF740
M09391_1	ENSG00000139651	ZNF740
M09392_1	ENSG00000139651	ZNF740
M09393_1	ENSG00000162086	ZNF75A
M09394_1	ENSG00000162086	ZNF75A
M09395_1	ENSG00000162086	ZNF75A
M09396_1	ENSG00000162086	ZNF75A
M09397_1	ENSG00000166478	ZNF143
M09398_1	ENSG00000166478	ZNF143
M09399_1	ENSG00000179965	ZNF771
M09400_1	ENSG00000179965	ZNF771
M09401_1	ENSG00000179965	ZNF771
M09402_1	ENSG00000179965	ZNF771
M09403_1	ENSG00000179922	ZNF784
M09404_1	ENSG00000179922	ZNF784
M09405_1	ENSG00000102984	ZNF821
M09406_1	ENSG00000102984	ZNF821
M09407_1	ENSG00000152467	ZSCAN1
M09408_1	ENSG00000152467	ZSCAN1
M09409_1	ENSG00000196812	ZSCAN16
M09410_1	ENSG00000196812	ZSCAN16
M09411_1	ENSG00000196812	ZSCAN16
M09412_1	ENSG00000196812	ZSCAN16
M09413_1	ENSG00000187987	ZSCAN23
M09414_1	ENSG00000187987	ZSCAN23
M09415_1	ENSG00000140265	ZSCAN29
M09416_1	ENSG00000140265	ZSCAN29
M09417_1	ENSG00000180532	ZSCAN4
M09418_1	ENSG00000180532	ZSCAN4
M09419_1	ENSG00000131848	ZSCAN5A
M09420_1	ENSG00000131848	ZSCAN5A
M09421_1	ENSG00000137185	ZSCAN9
M09422_1	ENSG00000137185	ZSCAN9
M09423_1	ENSG00000180318	ALX1
M09424_1	ENSG00000180318	ALX1
M09425_1	ENSG00000180318	ALX1
M09426_1	ENSG00000180318	ALX1
M09427_1	ENSG00000180318	ALX1
M09428_1	ENSG00000180318	ALX1
M09429_1	ENSG00000186103	ARGFX
M09430_1	ENSG00000186103	ARGFX
M09431_1	ENSG00000186103	ARGFX
M09432_1	ENSG00000186103	ARGFX
M09433_1	ENSG00000139352	ASCL1
M09434_1	ENSG00000139352	ASCL1
M09435_1	ENSG00000118217	ATF6
M09436_1	ENSG00000118217	ATF6
M09437_1	ENSG00000118217	ATF6
M09438_1	ENSG00000118217	ATF6
M09439_1	ENSG00000118217	ATF6
M09440_1	ENSG00000118217	ATF6
M09441_1	ENSG00000172238	ATOH1
M09442_1	ENSG00000172238	ATOH1
M09443_1	ENSG00000172238	ATOH1
M09444_1	ENSG00000172238	ATOH1
M09445_1	ENSG00000156273	BACH1
M09446_1	ENSG00000156273	BACH1
M09447_1	ENSG00000125492	BARHL1
M09448_1	ENSG00000125492	BARHL1
M09449_1	ENSG00000125492	BARHL1
M09450_1	ENSG00000125492	BARHL1
M09451_1	ENSG00000125492	BARHL1
M09452_1	ENSG00000125492	BARHL1
M09453_1	ENSG00000113916	BCL6
M09454_1	ENSG00000113916	BCL6
M09455_1	ENSG00000113916	BCL6
M09456_1	ENSG00000113916	BCL6
M09457_1	ENSG00000161940	BCL6B
M09458_1	ENSG00000161940	BCL6B
M09459_1	ENSG00000161940	BCL6B
M09460_1	ENSG00000161940	BCL6B
M09461_1	ENSG00000172238	ATOH1
M09462_1	ENSG00000172238	ATOH1
M09463_1	ENSG00000172238	ATOH1
M09464_1	ENSG00000172238	ATOH1
M09465_1	ENSG00000188909	BSX
M09466_1	ENSG00000188909	BSX
M09467_1	ENSG00000188909	BSX
M09468_1	ENSG00000188909	BSX
M09469_1	ENSG00000113722	CDX1
M09470_1	ENSG00000113722	CDX1
M09471_1	ENSG00000113722	CDX1
M09472_1	ENSG00000113722	CDX1
M09473_1	ENSG00000144355	DLX1
M09474_1	ENSG00000144355	DLX1
M09475_1	ENSG00000144355	DLX1
M09476_1	ENSG00000144355	DLX1
M09477_1	ENSG00000144355	DLX1
M09478_1	ENSG00000144355	DLX1
M09479_1	ENSG00000144355	DLX1
M09480_1	ENSG00000144355	DLX1
M09481_1	ENSG00000144355	DLX1
M09482_1	ENSG00000144355	DLX1
M09483_1	ENSG00000144355	DLX1
M09484_1	ENSG00000144355	DLX1
M09485_1	ENSG00000144355	DLX1
M09486_1	ENSG00000144355	DLX1
M09487_1	ENSG00000142025	DMRTC2
M09488_1	ENSG00000142025	DMRTC2
M09489_1	ENSG00000142025	DMRTC2
M09490_1	ENSG00000142025	DMRTC2
M09491_1	ENSG00000142025	DMRTC2
M09492_1	ENSG00000142025	DMRTC2
M09493_1	ENSG00000101412	E2F1
M09494_1	ENSG00000101412	E2F1
M09495_1	ENSG00000101412	E2F1
M09496_1	ENSG00000101412	E2F1
M09497_1	ENSG00000120690	ELF1
M09498_1	ENSG00000120690	ELF1
M09499_1	ENSG00000120690	ELF1
M09500_1	ENSG00000120690	ELF1
M09501_1	ENSG00000120690	ELF1
M09502_1	ENSG00000120690	ELF1
M09503_1	ENSG00000120690	ELF1
M09504_1	ENSG00000120690	ELF1
M09505_1	ENSG00000120690	ELF1
M09506_1	ENSG00000120690	ELF1
M09507_1	ENSG00000120690	ELF1
M09508_1	ENSG00000120690	ELF1
M09509_1	ENSG00000120690	ELF1
M09510_1	ENSG00000120690	ELF1
M09511_1	ENSG00000120690	ELF1
M09512_1	ENSG00000120690	ELF1
M09513_1	ENSG00000135373	EHF
M09514_1	ENSG00000135373	EHF
M09515_1	ENSG00000120690	ELF1
M09516_1	ENSG00000120690	ELF1
M09517_1	ENSG00000120690	ELF1
M09518_1	ENSG00000120690	ELF1
M09519_1	ENSG00000126767	ELK1
M09520_1	ENSG00000126767	ELK1
M09521_1	ENSG00000126767	ELK1
M09522_1	ENSG00000126767	ELK1
M09523_1	ENSG00000126767	ELK1
M09524_1	ENSG00000126767	ELK1
M09525_1	ENSG00000163064	EN1
M09526_1	ENSG00000163064	EN1
M09527_1	ENSG00000163064	EN1
M09528_1	ENSG00000163064	EN1
M09529_1	ENSG00000126767	ELK1
M09530_1	ENSG00000126767	ELK1
M09531_1	ENSG00000126767	ELK1
M09532_1	ENSG00000126767	ELK1
M09533_1	ENSG00000126767	ELK1
M09534_1	ENSG00000126767	ELK1
M09535_1	ENSG00000126767	ELK1
M09536_1	ENSG00000126767	ELK1
M09537_1	ENSG00000126767	ELK1
M09538_1	ENSG00000126767	ELK1
M09539_1	ENSG00000126767	ELK1
M09540_1	ENSG00000126767	ELK1
M09541_1	ENSG00000126767	ELK1
M09542_1	ENSG00000126767	ELK1
M09543_1	ENSG00000126767	ELK1
M09544_1	ENSG00000126767	ELK1
M09545_1	ENSG00000126767	ELK1
M09546_1	ENSG00000126767	ELK1
M09547_1	ENSG00000126767	ELK1
M09548_1	ENSG00000126767	ELK1
M09549_1	ENSG00000139083	ETV6
M09550_1	ENSG00000139083	ETV6
M09551_1	ENSG00000139083	ETV6
M09552_1	ENSG00000139083	ETV6
M09553_1	ENSG00000106038	EVX1
M09554_1	ENSG00000106038	EVX1
M09555_1	ENSG00000106038	EVX1
M09556_1	ENSG00000106038	EVX1
M09557_1	ENSG00000172238	ATOH1
M09558_1	ENSG00000172238	ATOH1
M09559_1	ENSG00000172238	ATOH1
M09560_1	ENSG00000172238	ATOH1
M09561_1	ENSG00000126767	ELK1
M09562_1	ENSG00000126767	ELK1
M09563_1	ENSG00000126767	ELK1
M09564_1	ENSG00000126767	ELK1
M09565_1	ENSG00000126767	ELK1
M09566_1	ENSG00000126767	ELK1
M09567_1	ENSG00000126767	ELK1
M09568_1	ENSG00000126767	ELK1
M09569_1	ENSG00000129514	FOXA1
M09570_1	ENSG00000129514	FOXA1
M09571_1	ENSG00000129514	FOXA1
M09572_1	ENSG00000129514	FOXA1
M09573_1	ENSG00000129514	FOXA1
M09574_1	ENSG00000129514	FOXA1
M09575_1	ENSG00000129514	FOXA1
M09576_1	ENSG00000129514	FOXA1
M09577_1	ENSG00000054598	FOXC1
M09578_1	ENSG00000054598	FOXC1
M09579_1	ENSG00000054598	FOXC1
M09580_1	ENSG00000054598	FOXC1
M09581_1	ENSG00000251493	FOXD1
M09582_1	ENSG00000251493	FOXD1
M09583_1	ENSG00000251493	FOXD1
M09584_1	ENSG00000251493	FOXD1
M09585_1	ENSG00000102145	GATA1
M09586_1	ENSG00000102145	GATA1
M09587_1	ENSG00000102145	GATA1
M09588_1	ENSG00000102145	GATA1
M09589_1	ENSG00000102145	GATA1
M09590_1	ENSG00000102145	GATA1
M09591_1	ENSG00000102145	GATA1
