index	gene_name	mean_tpm
ENSG00000151615	POU4F2	3.6225652918982774
ENSG00000151623	NR3C2	32.48827700157474
ENSG00000164107	HAND2	0.3357743322335233
ENSG00000168310	IRF2	629.127770512227
ENSG00000187821	HELT	0.9829185490916066
ENSG00000179059	ZFP42	7462.218353706207
ENSG00000063438	AHRR	52.65974660712493
ENSG00000113430	IRX4	52.92353468069228
ENSG00000170561	IRX2	733.0246724561897
ENSG00000170549	IRX1	11.15466131271041
ENSG00000164256	PRDM9	1.31869288132513
ENSG00000016082	ISL1	10.2926345115854
ENSG00000251493	FOXD1	0.31136988462456333
ENSG00000171540	OTP	1.03285793438773
ENSG00000164299	SPZ1	0.31136988462456333
ENSG00000081189	MEF2C	13.768773117829952
ENSG00000175745	NR2F1	0.3357743322335233
ENSG00000061455	PRDM6	5.838195910644558
ENSG00000125347	IRF1	394.8406099642627
ENSG00000081059	TCF7	694.6705624606747
ENSG00000069011	PITX1	0.3357743322335233
ENSG00000181965	NEUROG1	0.0
ENSG00000113658	SMAD5	2480.22565330548
ENSG00000120738	EGR1	635.8567474694986
ENSG00000171604	CXXC5	7065.055733665923
ENSG00000185129	PURA	114.88852958834491
ENSG00000113580	NR3C1	338.35125466844397
ENSG00000091010	POU4F3	1.31869288132513
ENSG00000164296	TIGD6	163.10428978486968
ENSG00000113722	CDX1	1.29428843371617
ENSG00000145908	ZNF300	1119.7143234773166
ENSG00000113196	HAND1	0.6843161333106268
ENSG00000039600	SOX30	32.184959437315996
ENSG00000164330	EBF1	6.496977106268017
ENSG00000168269	FOXI1	0.0
ENSG00000164438	TLX3	1.03285793438773
ENSG00000183072	NKX2-5	1.9669675882614202
ENSG00000120149	MSX2	21.8296180715909
ENSG00000213347	MXD3	243.1248092617533
ENSG00000175325	PROP1	0.0
ENSG00000169131	ZNF354A	689.978937319253
ENSG00000178338	ZNF354B	267.5218506793694
ENSG00000198939	ZFP2	27.982671931177066
ENSG00000178187	ZNF454	25.478848791254535
ENSG00000234284	ZNF879	182.722024791153
ENSG00000177932	ZNF354C	346.986459168302
ENSG00000137265	IRF4	124.07838769886776
ENSG00000164379	FOXQ1	10.617902355131788
ENSG00000137273	FOXF2	0.0
ENSG00000054598	FOXC1	6.634027793312804
ENSG00000124782	RREB1	2495.5497140991465
