motif_id	tf_name
M4376_1.02	Foxg1
M4427_1.02	Ctcf
M4428_1.02	Nr3c1
M4429_1.02	Usf1
M4430_1.02	Ctcf
M4431_1.02	Ctcf
M4432_1.02	Ctcf
M4433_1.02	Ctcf
M4434_1.02	Ctcf
M4435_1.02	Ctcf
M4436_1.02	Ctcf
M4437_1.02	Ctcf
M4438_1.02	Esrrb
M4439_1.02	Foxj2
M4440_1.02	Nr3c1
M4441_1.02	Ctcf
M4442_1.02	Ctcf
M4443_1.02	Ctcf
M4444_1.02	Nfkb1
M4445_1.02	Ctcf
M4446_1.02	Ctcf
M4447_1.02	Ctcf
M4448_1.02	Ctcf
M4449_1.02	Ctcf
M4450_1.02	Ctcf
M4452_1.02	Batf3
M4453_1.02	Bcl11a
M4455_1.02	Ctcf
M4456_1.02	Ctcf
M4457_1.02	Ctcf
M4458_1.02	Ctcf
M4459_1.02	Egr3
M4460_1.02	Elf4
M4461_1.02	Etv3
M4462_1.02	Etv3
M4464_1.02	Jun
M4466_1.02	Mef2d
M4467_1.02	Mef2d
M4468_1.02	Nfkb1
M4469_1.02	Rest
M4470_1.02	Pou2f2
M4471_1.02	Pax9
M4472_1.02	Pax9
M4473_1.02	Pbx4
M4474_1.02	Pou2f2
M4475_1.02	Sfpi1
M4476_1.02	Rfx5
M4477_1.02	Srf
M4478_1.02	Stat3
M4479_1.02	Tcf3
M4480_1.02	Usf1
M4481_1.02	Usf1
M4482_1.02	Yy1
M4483_1.02	Zeb1
M4484_1.02	Zfp523
M4485_1.02	Nfkb1
M4486_1.02	Pou2f2
M4487_1.02	Pax9
M4488_1.02	Pou2f2
M4489_1.02	Sfpi1
M4490_1.02	Yy1
M4491_1.02	Nfkb1
M4492_1.02	Pax9
M4493_1.02	Yy1
M4494_1.02	Nfkb1
M4495_1.02	Nfkb1
M4496_1.02	Nfkb1
M4497_1.02	Nfkb1
M4498_1.02	Nfkb1
M4499_1.02	Nfkb1
M4501_1.02	Jun
M4502_1.02	Ctcf
M4503_1.02	Ctcf
M4504_1.02	Egr3
M4505_1.02	Etv3
M4506_1.02	Jun
M4508_1.02	Rest
M4509_1.02	Pou5f1
M4510_1.02	Rfx5
M4511_1.02	Rxrg
M4512_1.02	Srf
M4513_1.02	Tcf3
M4514_1.02	Usf1
M4515_1.02	Usf1
M4516_1.02	Yy1
M4517_1.02	Ctcf
M4518_1.02	Ctcf
M4519_1.02	Ctcf
M4520_1.02	Ctcf
M4521_1.02	Ctcf
M4522_1.02	Etv3
M4523_1.02	Ctcf
M4524_1.02	Tcfap2a
M4525_1.02	Tcfap2a
M4526_1.02	Smarcc2
M4527_1.02	Smarcc2
M4529_1.02	Cebpd
M4530_1.02	Fosb
M4531_1.02	Jun
M4532_1.02	Myc
M4533_1.02	Ctcf
M4534_1.02	Ctcf
M4535_1.02	Ctcf
M4536_1.02	E2f1
M4537_1.02	E2f4
M4538_1.02	E2f6
M4539_1.02	Etv3
M4540_1.02	Etv3
M4541_1.02	Jun
M4544_1.02	Rest
M4546_1.02	Rfx5
M4547_1.02	Stat1
M4548_1.02	Stat3
M4549_1.02	Nr2c2
M4550_1.02	Usf1
M4551_1.02	Zfp369
M4553_1.02	Bhlhe40
M4554_1.02	Nr2c2
M4555_1.02	Zfp369
M4556_1.02	Cebpd
M4557_1.02	Jun
M4558_1.02	Myc
M4559_1.02	Ctcf
M4560_1.02	Ctcf
M4561_1.02	Ctcf
M4562_1.02	Ctcf
M4563_1.02	Elf4
M4564_1.02	Esr1
M4565_1.02	Fosb
M4566_1.02	Foxj2
M4567_1.02	Foxj2
M4568_1.02	Etv3
M4569_1.02	Hsf1
M4570_1.02	Jun
M4571_1.02	Jun
M4572_1.02	Mafk
M4573_1.02	Mafk
M4574_1.02	Rest
M4575_1.02	Rfx5
M4576_1.02	Rxrg
M4577_1.02	Srf
M4578_1.02	Usf1
M4579_1.02	Usf1
M4580_1.02	Ctcf
M4581_1.02	Ctcf
M4582_1.02	Ctcf
M4583_1.02	Ctcf
M4584_1.02	Ctcf
M4585_1.02	Ctcf
M4586_1.02	Ctcf
M4587_1.02	Ctcf
M4588_1.02	Ctcf
M4589_1.02	Rest
M4590_1.02	Fosb
M4591_1.02	Jun
M4592_1.02	Ctcf
M4593_1.02	Ctcf
M4594_1.02	Ctcf
M4595_1.02	Gata6
M4598_1.02	E2f4
M4599_1.02	E2f6
M4600_1.02	Gata6
M4601_1.02	Gata6
M4602_1.02	Nr2c2
M4603_1.02	Yy1
M4604_1.02	Zfp263
M4605_1.02	Zfp369
M4606_1.02	Cebpd
M4607_1.02	Fosb
M4608_1.02	Jun
M4609_1.02	Myc
M4610_1.02	Myc
M4611_1.02	Ctcf
M4612_1.02	Ctcfl
M4613_1.02	Ctcf
M4614_1.02	Ctcf
M4615_1.02	E2f6
M4616_1.02	Egr3
M4617_1.02	Elf4
M4618_1.02	Etv3
M4619_1.02	Fosb
M4620_1.02	Etv3
M4621_1.02	Gata6
M4622_1.02	Gata6
M4623_1.02	Jun
M4624_1.02	Jun
M4625_1.02	Jun
M4626_1.02	Mafk
M4629_1.02	Nfe2l2
M4630_1.02	Rest
M4631_1.02	Sfpi1
M4632_1.02	Sp1
M4633_1.02	Srf
M4634_1.02	Stat1
M4635_1.02	Stat2
M4637_1.02	Usf1
M4638_1.02	Usf1
M4639_1.02	Yy1
M4640_1.02	Zbtb7a
M4641_1.02	Stat3
M4642_1.02	Stat3
M4643_1.02	Myc
M4644_1.02	Ctcf
M4645_1.02	Myc
M4647_1.02	Ctcf
M4648_1.02	Ctcf
M4649_1.02	Ctcf
M4650_1.02	Ctcf
M4651_1.02	Ctcf
M4652_1.02	Yy1
M4653_1.02	Zfp369
M4654_1.02	Ctcf
M4655_1.02	Rest
M4656_1.02	Gata6
M4657_1.02	Rest
M4658_1.02	Ctcf
M4659_1.02	Ctcf
M4660_1.02	Gata6
M4661_1.02	Ctcf
M4662_1.02	Ctcf
M4663_1.02	Esrrb
M4664_1.02	Foxj2
M4665_1.02	Gata6
M4666_1.02	Zfp263
M4667_1.02	Rest
M4668_1.02	Ctcf
M4673_1.02	Foxg1
M4674_1.02	Gata6
M4675_1.02	Mef2d
M4680_1.02	Bach1
M4681_1.02	Bach1
M4682_1.02	Bach1
M4685_1.02	Zeb1
M4688_1.02	Elf4
M4689_1.02	Foxj2
M4690_1.02	Gata6
M4691_1.02	Gata6
M4692_1.02	Six4
M4693_1.02	Six4
M4694_1.02	Mef2d
M4695_1.02	Mef2d
M4696_1.02	Esr1
M4697_1.02	Esr1
M4698_1.02	Hnf4g
M4699_1.02	Hnf4g
M4702_1.02	Nr2f6
M4703_1.02	Nr2f6
M4704_1.02	Pax9
M4705_1.02	Pax9
M4708_1.02	Tbp
M4712_1.02	Foxj2
M4713_1.02	Gata6
M4714_1.02	Gata6
M4716_1.02	Hoxb6
M4717_1.02	Nkx2-5
M4719_1.02	Nr5a2
M4720_1.02	Hoxb6
M4721_1.02	Hoxa10
M4725_1.02	Tcf3
M4726_1.02	Tgif1
M4727_1.02	Tgif1
M4732_1.02	Phox2a
M4733_1.02	Phox2a
M4734_1.02	Tcf3
M4735_1.02	Atoh7
M4736_1.02	Hoxb6
M4737_1.02	Hoxb6
M4738_1.02	Hoxb6
M4740_1.02	Lhx2
M4741_1.02	Lhx2
M4742_1.02	Lhx2
M4743_1.02	Irx2
M4744_1.02	Irx2
M4746_1.02	Tcf3
M4749_1.02	Tcf3
M4750_1.02	Atoh7
M4751_1.02	Tcf3
M4752_1.02	Atoh7
M4753_1.02	Tcf3
M4754_1.02	Atoh7
M4759_1.02	Nkx2-5
M4760_1.02	Nkx2-5
M4765_1.02	Foxa2
M4766_1.02	Foxa2
M4767_1.02	Prdm1
M4768_1.02	Prdm1
M4780_1.02	Barx1
M4781_1.02	Barx1
M4785_1.02	Meox1
M4786_1.02	Meox1
M4787_1.02	Tbx19
M4788_1.02	Tlx1
M4789_1.02	Tlx1
M4790_1.02	Cdx1
M4791_1.02	Cdx1
M4792_1.02	Cdx1
M4793_1.02	Tcf3
M4794_1.02	Atoh7
M4795_1.02	Irx2
M4796_1.02	Irx2
M4804_1.02	Barhl1
M4805_1.02	Barhl1
M4806_1.02	Otx1
M4807_1.02	Otx1
M4811_1.02	Klf6
M4812_1.02	Klf6
M4817_1.02	Scrt1
M4818_1.02	Scrt1
M4830_1.02	Foxp4
M4831_1.02	Scrt1
M4832_1.02	Scrt1
M4835_1.02	Foxp4
M4836_1.02	Foxp4
M4840_1.02	Fezf2
M4841_1.02	Fezf2
M4843_1.02	Lmx1a
M4844_1.02	Lmx1a
M4845_1.02	Phox2a
M4846_1.02	Phox2a
M4849_1.02	Tcf3
M4850_1.02	Scx
M4851_1.02	Vsx2
M4852_1.02	Vsx2
M4853_1.02	Vsx2
M4854_1.02	Vsx2
M4861_1.02	Vsx2
M4862_1.02	Vsx2
M4863_1.02	Lmx1a
M4864_1.02	Lmx1a
M4870_1.02	Sp1
M4871_1.02	Sp1
M4887_1.02	Phox2a
M4888_1.02	Phox2a
M4889_1.02	Klf6
M4890_1.02	Klf6
M4892_1.02	Gli3
M4894_1.02	Arnt
M4897_1.02	Creb3l2
M4899_1.02	Tcfap4
M4903_1.02	Tcf3
M4905_1.02	Tcf3
M4907_1.02	Hoxb6
M4908_1.02	Hoxb6
M4909_1.02	Hoxb6
M4910_1.02	Tcf3
M4911_1.02	Bhlha15
M4916_1.02	Dlx3
M4917_1.02	Dlx3
M4922_1.02	Hes1
M4923_1.02	Msx2
M4925_1.02	Msx2
M4926_1.02	Nr2e1
M4929_1.02	Arnt
M4930_1.02	Npas4
M4931_1.02	Emx1
M4932_1.02	Emx1
M4933_1.02	Nr1h3
M4935_1.02	Elf4
M4936_1.02	Elf4
M4937_1.02	Nr1d1
M4940_1.02	Emx1
M4941_1.02	Emx1
M4942_1.02	Emx1
M4943_1.02	En2
M4944_1.02	En2
M4945_1.02	En2
M4946_1.02	En2
M4947_1.02	Esrrb
M4948_1.02	Snai2
M4950_1.02	Etv3
M4951_1.02	Etv3
M4952_1.02	Etv1
M4953_1.02	Etv3
M4954_1.02	Spdef
M4955_1.02	Evx2
M4956_1.02	Evx2
M4957_1.02	Evx2
M4958_1.02	Pbx4
M4959_1.02	Pbx4
M4960_1.02	Pbx4
M4961_1.02	Pbx4
M4962_1.02	Mnx1
M4963_1.02	Mnx1
M4964_1.02	Foxj2
M4965_1.02	Tcf3
M4966_1.02	Ptf1a
M4967_1.02	Ptf1a
M4968_1.02	Tcf3
M4969_1.02	Ptf1a
M4970_1.02	Tcf3
M4971_1.02	Ptf1a
M4972_1.02	Foxg1
M4973_1.02	Foxo4
M4977_1.02	Hoxb6
M4978_1.02	Nr5a2
M4979_1.02	Nr5a2
M4980_1.02	Hoxb6
M4981_1.02	Hoxb6
M4989_1.02	Alx3
M4990_1.02	Alx3
M4993_1.02	Hlx
M4994_1.02	Hlx
M4995_1.02	Tcf3
M4996_1.02	Hand1
M4999_1.02	Phox2a
M5000_1.02	Phox2a
M5006_1.02	Hey2
M5007_1.02	Nkx6-1
M5008_1.02	Nkx6-1
M5010_1.02	Tcf3
M5011_1.02	Nhlh2
M5012_1.02	Tcf3
M5013_1.02	Nhlh2
M5014_1.02	Tcf3
M5015_1.02	Nhlh2
M5016_1.02	Nhlh2
M5017_1.02	Tcf3
M5018_1.02	Msc
M5027_1.02	Hmx3
M5028_1.02	Hmx3
M5029_1.02	Hes1
M5030_1.02	Hnf4g
M5031_1.02	Hnf4g
M5032_1.02	Rorc
M5033_1.02	Rorc
M5035_1.02	Nr2e3
M5036_1.02	Nr2c2
M5038_1.02	Hes1
M5040_1.02	Meis1
M5041_1.02	Meis1
M5042_1.02	Meis1
M5043_1.02	Hoxa4
M5044_1.02	En2
M5045_1.02	En2
M5046_1.02	En2
M5050_1.02	Jun
M5063_1.02	Tcf3
M5067_1.02	Hoxa4
M5068_1.02	Hoxa4
M5071_1.02	Lbx1
M5072_1.02	Lbx1
M5073_1.02	Lbx1
M5074_1.02	Lbx1
M5075_1.02	Lhx1
M5076_1.02	Lhx1
M5077_1.02	Lhx1
M5078_1.02	Lhx1
M5079_1.02	Glis3
M5080_1.02	Glis3
M5097_1.02	Klf6
M5098_1.02	Klf6
M5099_1.02	Smad5
M5102_1.02	Smad4
M5108_1.02	Mlx
M5109_1.02	Irx2
M5110_1.02	Irx2
M5111_1.02	Tcfe3
M5112_1.02	Tcf3
M5113_1.02	Myf5
M5114_1.02	Myf5
M5115_1.02	Tcf3
M5116_1.02	Atoh8
M5119_1.02	Otx1
M5120_1.02	Otx1
M5125_1.02	Uncx
M5126_1.02	Uncx
M5127_1.02	Tcf3
M5128_1.02	Bhlhe22
M5129_1.02	Tcf3
M5130_1.02	Bhlhe22
M5131_1.02	Tcf3
M5132_1.02	Bhlhe22
M5133_1.02	Zic1
M5134_1.02	Zic1
M5135_1.02	Six6
M5136_1.02	Six6
M5137_1.02	Phox2a
M5138_1.02	Phox2a
M5139_1.02	Ovol1
M5140_1.02	Ovol1
M5141_1.02	Ovol1
M5144_1.02	Tcf7l2
M5145_1.02	Hoxb6
M5146_1.02	Hoxb6
M5149_1.02	Phox2a
M5150_1.02	Phox2a
M5151_1.02	Yy1
M5152_1.02	Yy1
M5153_1.02	Yy1
M5154_1.02	Yy1
M5155_1.02	Yy1
M5156_1.02	Gata6
M5157_1.02	Etv3
M5158_1.02	Pax9
M5159_1.02	Pax5
M5160_1.02	Phox2a
M5161_1.02	Phox2a
M5162_1.02	Pitx1
M5163_1.02	Pitx1
M5164_1.02	Vsx2
M5165_1.02	Vsx2
M5166_1.02	Arid3b
M5174_1.02	Phox2a
M5175_1.02	Phox2a
M5176_1.02	Tcf3
M5178_1.02	Tcf3
M5180_1.02	Hoxb6
M5181_1.02	Hoxb6
M5182_1.02	Scrt1
M5183_1.02	Scrt1
M5184_1.02	Scrt1
M5186_1.02	Gfi1b
M5191_1.02	Six4
M5192_1.02	Six4
M5193_1.02	Six4
M5196_1.02	Nkx1-1
M5197_1.02	Nkx1-1
M5198_1.02	Foxj2
M5199_1.02	Foxj2
M5205_1.02	Six2
M5206_1.02	Six2
M5209_1.02	Sp1
M5210_1.02	Sp1
M5213_1.02	Gata6
M5214_1.02	Gata6
M5215_1.02	Egr3
M5216_1.02	Egr3
M5217_1.02	Ahr
M5218_1.02	Arnt
M5221_1.02	Nr2f6
M5222_1.02	Pax9
M5226_1.02	Tcf3
M5227_1.02	Neurog2
M5228_1.02	Tcf3
M5229_1.02	Neurog2
M5230_1.02	Arnt
M5231_1.02	Arnt
M5232_1.02	Arnt
M5234_1.02	Npas1
M5235_1.02	Arnt
M5236_1.02	Ahr
M5237_1.02	Arnt
M5238_1.02	Arnt
M5240_1.02	Arnt
M5241_1.02	Nkx2-6
M5242_1.02	Nkx2-6
M5243_1.02	Nkx2-6
M5245_1.02	Nr2e1
M5246_1.02	Nr2e1
M5252_1.02	Isl2
M5253_1.02	Isl2
M5254_1.02	Isl2
M5255_1.02	Tcf3
M5256_1.02	Twist2
M5257_1.02	Twist2
M5258_1.02	Hoxb6
M5259_1.02	Hoxb6
M5260_1.02	Hoxb6
M5261_1.02	Mnx1
M5262_1.02	Mnx1
M5264_1.02	Rxrg
M5267_1.02	Tgif1
M5268_1.02	Tgif1
M5269_1.02	Nkx2-1
M5270_1.02	Nkx2-1
M5271_1.02	Nkx2-1
M5273_1.02	Snai2
M5274_1.02	Snai2
M5276_1.02	Setbp1
M5277_1.02	Hoxa4
M5278_1.02	Hoxa4
M5279_1.02	Hoxa4
M5280_1.02	Hoxa4
M5281_1.02	Hoxa4
M5282_1.02	Hoxa4
M5284_1.02	Phox2a
M5285_1.02	Phox2a
M5286_1.02	Phox2a
M5287_1.02	Phox2a
M5288_1.02	Nr3c1
M5289_1.02	Nr3c1
M5290_1.02	Arnt
M5291_1.02	Phox2a
M5292_1.02	Atf5
M5294_1.02	Barhl1
M5295_1.02	Barhl1
M5296_1.02	Barhl1
M5297_1.02	Barhl1
M5298_1.02	Barhl1
M5299_1.02	Barhl1
M5300_1.02	Barx1
M5301_1.02	Barx1
M5302_1.02	Batf3
M5303_1.02	Bcl6b
M5304_1.02	Bhlha15
M5305_1.02	Bhlhe40
M5306_1.02	Bhlhe40
M5307_1.02	Bhlhe22
M5308_1.02	Bhlhe22
M5309_1.02	Bhlhe40
M5310_1.02	Bsx
M5311_1.02	Phox2a
M5312_1.02	Cdx1
M5313_1.02	Cdx1
M5314_1.02	Cebpd
M5315_1.02	Cebpd
M5316_1.02	Cebpd
M5317_1.02	Cebpd
M5318_1.02	Cebpg
M5319_1.02	Cebpg
M5320_1.02	Cenpb
M5321_1.02	Npas2
M5323_1.02	Creb3
M5324_1.02	Creb3
M5325_1.02	Creb3l2
M5326_1.02	Creb3l2
M5327_1.02	Creb3l2
M5328_1.02	Creb3l2
M5329_1.02	Creb3l2
M5330_1.02	Creb3l2
M5331_1.02	Ctcf
M5332_1.02	Cux2
M5333_1.02	Cux2
M5334_1.02	Cux2
M5335_1.02	Cux2
M5336_1.02	Cux2
M5337_1.02	Hlf
M5338_1.02	Hlf
M5339_1.02	Dlx3
M5340_1.02	Dlx3
M5341_1.02	Dlx3
M5342_1.02	Dlx3
M5343_1.02	Dlx3
M5344_1.02	Dlx3
M5345_1.02	Alx3
M5348_1.02	Otx1
M5350_1.02	E2f1
M5351_1.02	E2f1
M5352_1.02	E2f1
M5353_1.02	E2f1
M5354_1.02	E2f2
M5355_1.02	E2f2
M5356_1.02	E2f2
M5357_1.02	E2f3
M5358_1.02	E2f3
M5359_1.02	E2f3
M5360_1.02	E2f4
M5361_1.02	E2f4
M5362_1.02	E2f7
M5363_1.02	E2f8
M5364_1.02	Ebf1
M5365_1.02	Egr3
M5366_1.02	Egr3
M5367_1.02	Egr3
M5368_1.02	Egr3
M5369_1.02	Egr3
M5370_1.02	Egr3
M5371_1.02	Egr3
M5372_1.02	Elf3
M5373_1.02	Elf4
M5374_1.02	Elf4
M5375_1.02	Elf3
M5376_1.02	Elf3
M5377_1.02	Elf4
M5378_1.02	Elf3
M5379_1.02	Elf3
M5380_1.02	Etv3
M5381_1.02	Etv3
M5382_1.02	Etv3
M5383_1.02	Etv3
M5384_1.02	Etv3
M5385_1.02	Etv3
M5386_1.02	Emx1
M5387_1.02	Emx1
M5388_1.02	Emx1
M5389_1.02	Emx1
M5390_1.02	En2
M5391_1.02	En2
M5392_1.02	En2
M5393_1.02	En2
M5394_1.02	En2
M5395_1.02	En2
M5396_1.02	Tbx21
M5397_1.02	Tbx21
M5398_1.02	Etv3
M5399_1.02	Etv3
M5400_1.02	Etv3
M5401_1.02	Etv3
M5402_1.02	Etv3
M5403_1.02	Esr1
M5404_1.02	Esrrb
M5405_1.02	Esrrb
M5406_1.02	Esrrb
M5407_1.02	Esrrb
M5408_1.02	Esrrb
M5409_1.02	Esrrb
M5410_1.02	Esrrb
M5411_1.02	Esrrb
M5412_1.02	Esrrb
M5413_1.02	Esrrb
M5420_1.02	Etv1
M5421_1.02	Etv3
M5422_1.02	Etv3
M5423_1.02	Etv3
M5424_1.02	Etv1
M5425_1.02	Etv6
M5426_1.02	Etv6
M5427_1.02	Evx2
M5428_1.02	Evx2
M5429_1.02	Etv3
M5430_1.02	Figla
M5431_1.02	Etv3
M5432_1.02	Etv3
M5433_1.02	Etv3
M5434_1.02	Etv3
M5435_1.02	Foxg1
M5436_1.02	Foxg1
M5437_1.02	Foxg1
M5438_1.02	Foxg1
M5439_1.02	Foxj2
M5440_1.02	Foxj2
M5441_1.02	Foxj2
M5442_1.02	Foxj2
M5443_1.02	Foxj2
M5444_1.02	Foxj2
M5445_1.02	Foxj2
M5446_1.02	Foxj2
M5447_1.02	Foxj2
M5448_1.02	Foxj2
M5449_1.02	Foxj2
M5450_1.02	Foxj2
M5451_1.02	Foxj2
M5452_1.02	Foxj2
M5453_1.02	Foxj2
M5454_1.02	Foxj2
M5455_1.02	Foxj2
M5456_1.02	Foxj2
M5457_1.02	Foxj2
M5458_1.02	Foxj2
M5459_1.02	Foxj2
M5460_1.02	Foxj2
M5461_1.02	Foxj2
M5462_1.02	Foxo4
M5463_1.02	Foxo4
M5464_1.02	Foxo4
M5465_1.02	Foxo4
M5466_1.02	Foxo4
M5467_1.02	Foxo4
M5468_1.02	Foxo4
M5469_1.02	Foxo4
M5470_1.02	Foxo4
M5471_1.02	Foxo4
M5472_1.02	Foxo4
M5473_1.02	Foxo4
M5475_1.02	Etv3
M5476_1.02	Gata6
M5477_1.02	Gata6
M5478_1.02	Gata6
M5479_1.02	Gata6
M5480_1.02	Gbx2
M5481_1.02	Gbx2
M5482_1.02	Gbx2
M5483_1.02	Gbx2
M5484_1.02	Gcm2
M5485_1.02	Gcm2
M5486_1.02	Gcm2
M5487_1.02	Gcm2
M5488_1.02	Gli3
M5489_1.02	Gli3
M5490_1.02	Glis1
M5491_1.02	Glis2
M5492_1.02	Glis3
M5493_1.02	Gmeb2
M5494_1.02	Gmeb2
M5495_1.02	Gmeb2
M5496_1.02	Gmeb2
M5497_1.02	Grhl1
M5498_1.02	Grhl1
M5499_1.02	Grhl1
M5500_1.02	Gsc
M5501_1.02	Gsc
M5502_1.02	Hoxa4
M5503_1.02	Hoxa4
M5504_1.02	Hes5
M5505_1.02	Hes5
M5506_1.02	Hes7
M5509_1.02	Hey2
M5510_1.02	Hey2
M5511_1.02	Hey2
M5512_1.02	Hic2
M5516_1.02	Hlf
M5517_1.02	Hmbox1
M5518_1.02	Hmx3
M5519_1.02	Hmx3
M5520_1.02	Hmx3
M5521_1.02	Hnf1b
M5522_1.02	Hnf1b
M5523_1.02	Hnf1b
M5524_1.02	Hnf4g
M5525_1.02	Hnf4g
M5526_1.02	Hnf4g
M5527_1.02	Hnf4g
M5528_1.02	Hnf4g
M5529_1.02	Hnf4g
M5530_1.02	Homez
M5531_1.02	Hoxa10
M5532_1.02	Hoxa10
M5533_1.02	Hoxa2
M5534_1.02	Hoxc13
M5535_1.02	Hoxc13
M5536_1.02	Hoxc13
M5537_1.02	Hoxc13
M5538_1.02	Hoxa4
M5539_1.02	Hoxc13
M5540_1.02	Hoxc13
M5541_1.02	Hoxa2
M5542_1.02	Hoxa4
M5543_1.02	Hoxb6
M5544_1.02	Hoxa10
M5545_1.02	Hoxa10
M5546_1.02	Hoxa10
M5547_1.02	Hoxa10
M5548_1.02	Hoxa10
M5549_1.02	Hoxa10
M5550_1.02	Hoxa10
M5551_1.02	Hoxd12
M5552_1.02	Hoxd12
M5553_1.02	Hoxc13
M5554_1.02	Hoxc13
M5555_1.02	Hoxa10
M5556_1.02	Hoxa10
M5557_1.02	Hoxd12
M5558_1.02	Hoxd12
M5559_1.02	Hoxd12
M5560_1.02	Hoxd12
M5561_1.02	Hoxc13
M5562_1.02	Hoxc13
M5563_1.02	Hoxb6
M5564_1.02	Hsf1
M5565_1.02	Hsf1
M5566_1.02	Hsf2
M5567_1.02	Hsf1
M5568_1.02	Hsfy2
M5569_1.02	Hsfy2
M5570_1.02	Hsfy2
M5571_1.02	Id3
M5581_1.02	Irx2
M5582_1.02	Irx2
M5583_1.02	Isl2
M5584_1.02	Alx3
M5585_1.02	Alx3
M5586_1.02	Alx3
M5587_1.02	Atf3
M5588_1.02	Atf3
M5589_1.02	Atf3
M5590_1.02	Atf3
M5591_1.02	Klf11
M5592_1.02	Klf11
M5593_1.02	Klf11
M5594_1.02	Lbx1
M5595_1.02	Lbx1
M5596_1.02	Tcf7
M5597_1.02	Lhx2
M5598_1.02	Lhx2
M5599_1.02	Lhx6
M5600_1.02	Lhx6
M5601_1.02	Lhx6
M5602_1.02	Lhx2
M5603_1.02	Lhx2
M5604_1.02	Lmx1a
M5605_1.02	Lmx1a
M5606_1.02	Lmx1a
M5607_1.02	Mafk
M5608_1.02	Mafk
M5609_1.02	Mafk
M5610_1.02	Mafk
M5611_1.02	Mafk
M5612_1.02	Mafk
M5615_1.02	Mef2d
M5616_1.02	Mef2d
M5617_1.02	Mef2d
M5618_1.02	Meis1
M5619_1.02	Meis1
M5620_1.02	Meis1
M5623_1.02	Meox1
M5624_1.02	Meox1
M5625_1.02	Meox1
M5626_1.02	Meox1
M5627_1.02	Mesp2
M5628_1.02	Mga
M5629_1.02	Mga
M5630_1.02	Mga
M5631_1.02	Mixl1
M5632_1.02	Mlx
M5633_1.02	Mlxipl
M5634_1.02	Mnt
M5635_1.02	Mnx1
M5636_1.02	Msc
M5637_1.02	Msx2
M5638_1.02	Msx2
M5639_1.02	Msx2
M5640_1.02	Msx2
M5641_1.02	Msx2
M5642_1.02	Mtf1
M5643_1.02	Myb
M5644_1.02	Myb
M5645_1.02	Myb
M5646_1.02	Myb
M5647_1.02	Mybl2
M5648_1.02	Mybl2
M5649_1.02	Mybl2
M5650_1.02	Mybl2
M5651_1.02	Myf5
M5652_1.02	Neurog2
M5653_1.02	Neurog2
M5654_1.02	Neurog2
M5655_1.02	Nfat5
M5656_1.02	Nfatc4
M5657_1.02	Nfatc4
M5658_1.02	Nfatc4
M5659_1.02	Nfe2l2
M5660_1.02	Nfix
M5661_1.02	Nfix
M5662_1.02	Nfix
M5663_1.02	Nfil3
M5664_1.02	Nfix
M5665_1.02	Nfix
M5666_1.02	Nfix
M5667_1.02	Nfix
M5669_1.02	Nfkb2
M5670_1.02	Tal1
M5671_1.02	Tal1
M5672_1.02	Noto
M5674_1.02	Nr2e1
M5675_1.02	Nr2e1
M5676_1.02	Nr2f6
M5677_1.02	Nr2f6
M5678_1.02	Nr2f6
M5679_1.02	Nr2f6
M5680_1.02	Nr2f6
M5681_1.02	Nr2f6
M5682_1.02	Nr2f6
M5683_1.02	Nr3c1
M5684_1.02	Nr3c1
M5685_1.02	Nr4a1
M5686_1.02	Nr4a1
M5687_1.02	Nr4a1
M5689_1.02	Nrl
M5690_1.02	Bhlhe22
M5691_1.02	Bhlhe22
M5692_1.02	Bhlhe22
M5693_1.02	Bhlhe22
M5694_1.02	Onecut1
M5695_1.02	Onecut1
M5696_1.02	Onecut1
M5697_1.02	Onecut1
M5698_1.02	Otx1
M5699_1.02	Otx1
M5700_1.02	Otx1
M5701_1.02	Otx1
M5702_1.02	Pax9
M5703_1.02	Pax2
M5704_1.02	Pax3
M5707_1.02	Pax9
M5708_1.02	Pax6
M5709_1.02	Pax3
M5710_1.02	Pax3
M5711_1.02	Pax9
M5712_1.02	Hoxa4
M5713_1.02	Hoxa4
M5714_1.02	Phox2a
M5715_1.02	Phox2a
M5716_1.02	Phox2a
M5717_1.02	Pitx1
M5718_1.02	Pitx1
M5719_1.02	Pitx1
M5720_1.02	Pitx1
M5721_1.02	Pknox1
M5722_1.02	Pknox1
M5723_1.02	Pou1f1
M5724_1.02	Pou1f1
M5725_1.02	Pou2f2
M5726_1.02	Pou2f2
M5729_1.02	Pou2f2
M5730_1.02	Pou2f2
M5731_1.02	Pou3f1
M5732_1.02	Pou3f1
M5733_1.02	Pou2f2
M5734_1.02	Pou2f2
M5735_1.02	Pou2f2
M5736_1.02	Pou2f2
M5737_1.02	Pou2f2
M5738_1.02	Pou2f2
M5739_1.02	Pou2f2
M5740_1.02	Pou4f2
M5741_1.02	Pou4f2
M5742_1.02	Pou4f2
M5743_1.02	Pou4f2
M5744_1.02	Pou5f1
M5745_1.02	Pou5f1
M5746_1.02	Pou6f2
M5747_1.02	Pou6f2
M5748_1.02	Pou6f2
M5750_1.02	Prdm4
M5751_1.02	Prop1
M5752_1.02	Prop1
M5754_1.02	Phox2a
M5755_1.02	Phox2a
M5756_1.02	Phox2a
M5757_1.02	Phox2a
M5758_1.02	Rarg
M5759_1.02	Rarg
M5760_1.02	Rarg
M5761_1.02	Rarg
M5762_1.02	Rarg
M5763_1.02	Rarg
