motif_id	tf_name
M2588_1.02	Nr2e1
M2590_1.02	Twist2
M2591_1.02	Hoxb6
M2595_1.02	Foxo4
M2768_1.02	Nkx3-1
M2917_1.02	Ahr
M2918_1.02	Ahr
M2919_1.02	Ahr
M2923_1.02	Phox2a
M2924_1.02	Mef2d
M2930_1.02	Runx1
M2931_1.02	Runx1
M2932_1.02	Runx1
M2933_1.02	Runx1
M2938_1.02	Tcfap2a
M2939_1.02	Tcfap2a
M2940_1.02	Tcfap2a
M2941_1.02	Tcfap2a
M2942_1.02	Klf6
M2943_1.02	Tcfap4
M2944_1.02	Tcfap4
M2945_1.02	Tcfap4
M2946_1.02	Tcfap4
M2947_1.02	Tcfap4
M2948_1.02	Nr3c1
M2949_1.02	Nr3c1
M2950_1.02	Nr3c1
M2951_1.02	Nr3c1
M2952_1.02	Zeb1
M2953_1.02	Zeb1
M2954_1.02	Zeb1
M2955_1.02	Zeb1
M2956_1.02	Arnt
M2957_1.02	Arnt
M2958_1.02	Arnt
M2959_1.02	Arnt
M2960_1.02	Nr2f6
M2961_1.02	Nr3c1
M2962_1.02	Nr3c1
M2963_1.02	Nr3c1
M2964_1.02	Phox2a
M2965_1.02	Atf1
M2966_1.02	Atf1
M2967_1.02	Atf1
M2968_1.02	Atf2
M2974_1.02	Atf5
M2975_1.02	Atf5
M2976_1.02	Atf5
M2977_1.02	Atf5
M2978_1.02	Atf6b
M2979_1.02	Bach1
M2980_1.02	Bach1
M2981_1.02	Batf3
M2982_1.02	Batf3
M2983_1.02	Batf3
M2984_1.02	Batf3
M2985_1.02	Batf3
M2986_1.02	Bcl11a
M2987_1.02	Bcl11a
M2989_1.02	Bcl6
M2990_1.02	Bcl6
M2991_1.02	Bcl6
M2992_1.02	Bcl6
M2995_1.02	Gtf2ird1
M2996_1.02	Gtf2ird1
M2999_1.02	Bhlhe40
M3002_1.02	Arnt
M3003_1.02	Bnc1
M3004_1.02	Tbx19
M3008_1.02	Pou2f2
M3009_1.02	Pou2f2
M3010_1.02	Pou4f2
M3011_1.02	Klf9
M3012_1.02	Klf6
M3013_1.02	Klf11
M3014_1.02	Klf11
M3015_1.02	Zfp148
M3016_1.02	Phox2a
M3018_1.02	Cdc5l
M3019_1.02	Cux2
M3020_1.02	Cux2
M3021_1.02	Cux2
M3022_1.02	Cux2
M3023_1.02	Cux2
M3024_1.02	Cux2
M3025_1.02	Cdx1
M3026_1.02	Cdx1
M3027_1.02	Cdx1
M3028_1.02	Cdx1
M3029_1.02	Cdx1
M3030_1.02	Cdx1
M3031_1.02	Cebpd
M3032_1.02	Cebpd
M3033_1.02	Cebpd
M3034_1.02	Cebpd
M3035_1.02	Cebpd
M3036_1.02	Cebpd
M3037_1.02	Cebpd
M3038_1.02	Cebpd
M3039_1.02	Cebpd
M3040_1.02	Cebpd
M3041_1.02	Cebpd
M3042_1.02	Cebpd
M3043_1.02	Cebpd
M3044_1.02	Cebpd
M3045_1.02	Cebpg
M3046_1.02	Cebpg
M3047_1.02	Cebpd
M3048_1.02	Etv3
M3053_1.02	Fosb
M3057_1.02	Ddit3
M3058_1.02	Mlxipl
M3059_1.02	Alx3
M3060_1.02	Zfp384
M3061_1.02	Jun
M3062_1.02	Zbtb7b
M3063_1.02	Npas2
M3064_1.02	Cux2
M3065_1.02	Nrl
M3066_1.02	Nrl
M3067_1.02	Nrl
M3068_1.02	Myb
M3069_1.02	Myb
M3070_1.02	Myc
M3071_1.02	Myc
M3072_1.02	Myc
M3074_1.02	Ebf1
M3075_1.02	Ebf2
M3077_1.02	Nr2f6
M3078_1.02	Nr2f6
M3082_1.02	Klf6
M3083_1.02	Atf1
M3084_1.02	Atf1
M3085_1.02	Atf1
M3086_1.02	Atf1
M3087_1.02	Atf2
M3088_1.02	Atf2
M3089_1.02	Atf1
M3090_1.02	Atf1
M3091_1.02	Rel
M3092_1.02	Rel
M3093_1.02	Atf1
M3094_1.02	Otx1
M3095_1.02	Ctcf
M3096_1.02	Ctcf
M3097_1.02	Ctcf
M3098_1.02	Ctcf
M3099_1.02	Ctcf
M3100_1.02	Ctcf
M3101_1.02	Ctcf
M3102_1.02	Ctcf
M3103_1.02	Ctcfl
M3104_1.02	Ctcf
M3105_1.02	Nfix
M3107_1.02	Hlf
M3108_1.02	Hlf
M3109_1.02	Hlf
M3110_1.02	Deaf1
M3111_1.02	Deaf1
M3112_1.02	Bhlhe40
M3113_1.02	Bhlhe40
M3114_1.02	Zeb1
M3115_1.02	Dlx3
M3116_1.02	Dlx3
M3117_1.02	Dmrt1
M3118_1.02	Dmrta1
M3119_1.02	Dmrt3
M3121_1.02	Dmrt3
M3122_1.02	Dmrtc2
M3123_1.02	Arid3b
M3124_1.02	Sall3
M3130_1.02	Tcf3
M3132_1.02	Tcf3
M3133_1.02	E2f1
M3134_1.02	E2f1
M3135_1.02	E2f1
M3136_1.02	E2f1
M3137_1.02	E2f1
M3138_1.02	E2f1
M3139_1.02	E2f1
M3140_1.02	E2f1
M3141_1.02	E2f1
M3142_1.02	E2f1
M3143_1.02	E2f1
M3144_1.02	E2f1
M3145_1.02	E2f3
M3146_1.02	E2f4
M3147_1.02	E2f4
M3148_1.02	E2f4
M3149_1.02	E2f4
M3150_1.02	E2f6
M3151_1.02	E2f6
M3154_1.02	Tcf3
M3155_1.02	Tcf3
M3156_1.02	Nfil3
M3157_1.02	E4f1
M3158_1.02	E4f1
M3159_1.02	Nr2f6
M3160_1.02	Ebf1
M3161_1.02	Ebf1
M3162_1.02	Ebf4
M3166_1.02	Rfx5
M3167_1.02	Egr3
M3168_1.02	Egr3
M3169_1.02	Egr3
M3170_1.02	Egr3
M3171_1.02	Egr3
M3172_1.02	Egr3
M3173_1.02	Egr3
M3174_1.02	Egr3
M3175_1.02	Egr3
M3176_1.02	Egr3
M3177_1.02	Egr3
M3178_1.02	Egr3
M3179_1.02	Egr3
M3180_1.02	Elf3
M3181_1.02	Klf6
M3182_1.02	Elf4
M3183_1.02	Elf4
M3184_1.02	Elf4
M3185_1.02	Elf3
M3186_1.02	Etv3
M3187_1.02	Etv3
M3188_1.02	Etv3
M3189_1.02	Etv3
M3190_1.02	Etv3
M3191_1.02	En2
M3200_1.02	Esr1
M3201_1.02	Esr1
M3202_1.02	Esr1
M3203_1.02	Esr1
M3204_1.02	Esr1
M3205_1.02	Etv3
M3206_1.02	Esr1
M3207_1.02	Esrrb
M3208_1.02	Esrrb
M3209_1.02	Esrrb
M3210_1.02	Esrrb
M3211_1.02	Esrrb
M3212_1.02	Esrrb
M3213_1.02	Esrrb
M3214_1.02	Elf3
M3215_1.02	Esr1
M3216_1.02	Esr1
M3217_1.02	Esrrb
M3218_1.02	Tead2
M3224_1.02	Etv3
M3225_1.02	Mecom
M3226_1.02	Mecom
M3227_1.02	Mecom
M3228_1.02	Mecom
M3229_1.02	Mecom
M3230_1.02	Mecom
M3231_1.02	Mecom
M3232_1.02	Evx2
M3233_1.02	Zfp467
M3235_1.02	Foxj2
M3236_1.02	Klf11
M3237_1.02	Etv3
M3238_1.02	Fosb
M3239_1.02	Fosb
M3240_1.02	Fosb
M3241_1.02	Fosb
M3242_1.02	Foxj2
M3243_1.02	Foxj2
M3244_1.02	Foxj2
M3245_1.02	Foxj2
M3246_1.02	Foxj2
M3247_1.02	Foxj2
M3248_1.02	Foxj2
M3249_1.02	Foxj2
M3250_1.02	Foxj2
M3251_1.02	Foxj2
M3252_1.02	Foxj2
M3253_1.02	Foxh1
M3254_1.02	Foxj2
M3255_1.02	Foxj2
M3256_1.02	Foxj2
M3257_1.02	Foxj2
M3258_1.02	Foxj2
M3259_1.02	Foxj2
M3260_1.02	Foxj2
M3261_1.02	Foxj2
M3262_1.02	Foxj2
M3263_1.02	Foxm1
M3264_1.02	Foxm1
M3265_1.02	Foxm1
M3266_1.02	Foxm1
M3267_1.02	Foxm1
M3268_1.02	Foxn1
M3269_1.02	Foxn1
M3270_1.02	Foxn1
M3271_1.02	Foxn1
M3272_1.02	Foxn1
M3273_1.02	Foxn1
M3274_1.02	Foxn1
M3275_1.02	Foxo4
M3276_1.02	Foxo4
M3277_1.02	Foxo4
M3278_1.02	Foxo4
M3279_1.02	Foxo4
M3280_1.02	Foxo4
M3281_1.02	Foxo4
M3282_1.02	Foxo4
M3283_1.02	Foxo4
M3284_1.02	Foxp4
M3287_1.02	Foxr2
M3288_1.02	Foxr2
M3289_1.02	Zfp263
M3290_1.02	Fosb
M3291_1.02	Fosb
M3292_1.02	Fosb
M3294_1.02	Foxj2
M3295_1.02	Foxj2
M3296_1.02	Foxj2
M3297_1.02	Foxj2
M3298_1.02	Foxj2
M3299_1.02	Nr1h3
M3300_1.02	Nr1h3
M3301_1.02	Nr1h3
M3302_1.02	Nr1h3
M3303_1.02	Nr1h3
M3304_1.02	Etv3
M3305_1.02	Etv3
M3306_1.02	Etv3
M3307_1.02	Etv3
M3309_1.02	Etv3
M3310_1.02	Etv3
M3311_1.02	Gata6
M3312_1.02	Gata6
M3313_1.02	Gata6
M3314_1.02	Gata6
M3315_1.02	Gata6
M3316_1.02	Gata6
M3317_1.02	Gata6
M3318_1.02	Gata6
M3326_1.02	Gata6
M3327_1.02	Gata6
M3328_1.02	Gata6
M3329_1.02	Gata6
M3330_1.02	Gata6
M3331_1.02	Gata6
M3332_1.02	Gata6
M3333_1.02	Gata6
M3334_1.02	Gata6
M3335_1.02	Gata6
M3336_1.02	Gcm2
M3337_1.02	Gcm2
M3338_1.02	Gcm2
M3339_1.02	Nr6a1
M3340_1.02	Nr6a1
M3341_1.02	Gfi1b
M3342_1.02	Gfi1b
M3343_1.02	Gfi1b
M3344_1.02	Gfi1b
M3345_1.02	Klf6
M3346_1.02	Klf6
M3347_1.02	Klf6
M3348_1.02	Gli3
M3349_1.02	Gli3
M3350_1.02	Gli3
M3351_1.02	Gli3
M3352_1.02	Gli3
M3353_1.02	Gli3
M3354_1.02	Gli3
M3355_1.02	Nr3c1
M3356_1.02	Nr3c1
M3357_1.02	Nr3c1
M3358_1.02	Nr3c1
M3359_1.02	Nr3c1
M3360_1.02	Gtf2ird1
M3364_1.02	Hbp1
M3373_1.02	Ikzf4
M3374_1.02	Ikzf4
M3375_1.02	Tal1
M3376_1.02	Tal1
M3377_1.02	Tal1
M3378_1.02	Hes1
M3379_1.02	Hes1
M3380_1.02	Hes1
M3381_1.02	Hes7
M3382_1.02	Foxg1
M3383_1.02	Foxj2
M3384_1.02	Foxj2
M3385_1.02	Foxj2
M3386_1.02	Hic2
M3387_1.02	Hic2
M3388_1.02	Npas1
M3389_1.02	Npas1
M3390_1.02	Npas1
M3391_1.02	Npas1
M3392_1.02	Npas1
M3393_1.02	Hlf
M3395_1.02	Mef2d
M3396_1.02	Hmga1
M3397_1.02	Hmga1
M3398_1.02	Hmga1
M3401_1.02	Hmx3
M3402_1.02	Hnf1b
M3403_1.02	Hnf1b
M3404_1.02	Hnf1b
M3405_1.02	Hnf1b
M3406_1.02	Hnf1b
M3407_1.02	Hnf1b
M3408_1.02	Foxj2
M3409_1.02	Foxj2
M3410_1.02	Foxj2
M3413_1.02	Foxj2
M3414_1.02	Hnf4g
M3415_1.02	Hnf4g
M3416_1.02	Hnf4g
M3417_1.02	Hnf4g
M3418_1.02	Hnf4g
M3419_1.02	Hnf4g
M3420_1.02	Hnf4g
M3421_1.02	Hnf4g
M3422_1.02	Hnf4g
M3423_1.02	Hnf4g
M3424_1.02	Hnf4g
M3425_1.02	Hnf4g
M3426_1.02	Hnf4g
M3427_1.02	Onecut1
M3428_1.02	Hoxb6
M3429_1.02	Hoxa10
M3430_1.02	Hoxa10
M3431_1.02	Hoxc13
M3432_1.02	Hoxc13
M3433_1.02	Hoxb6
M3434_1.02	Hoxb6
M3435_1.02	Hoxb6
M3436_1.02	Hoxa10
M3437_1.02	Hoxa10
M3438_1.02	Hoxa10
M3439_1.02	Hsf1
M3440_1.02	Hsf1
M3441_1.02	Hsf1
M3442_1.02	Hsf1
M3443_1.02	Hsf1
M3444_1.02	Hsf2
M3445_1.02	Hsf2
M3446_1.02	Hsf1
M3447_1.02	Xbp1
M3450_1.02	Ikzf4
M3451_1.02	Ikzf4
M3452_1.02	Ikzf4
M3453_1.02	Ikzf4
M3454_1.02	Ikzf4
M3455_1.02	Ikzf5
M3457_1.02	Hoxa4
M3458_1.02	Hoxa4
M3459_1.02	Hoxa4
M3460_1.02	Hoxa4
M3461_1.02	Hoxa4
M3462_1.02	Hoxa4
M3463_1.02	Hoxa4
M3464_1.02	Hoxa4
M3465_1.02	Hoxa4
M3466_1.02	Hoxa4
M3467_1.02	Irf1
M3468_1.02	Irf1
M3469_1.02	Irf1
M3470_1.02	Irf1
M3484_1.02	Isl2
M3485_1.02	Isl2
M3486_1.02	Isl2
M3487_1.02	Isl2
M3488_1.02	Isl2
M3489_1.02	Isl2
M3490_1.02	Atf3
M3491_1.02	Jun
M3492_1.02	Jun
M3493_1.02	Jun
M3494_1.02	Jun
M3495_1.02	Jun
M3496_1.02	Jun
M3499_1.02	Zfp354c
M3500_1.02	Klf15
M3501_1.02	Klf6
M3502_1.02	Tcfcp2
M3503_1.02	Tcfcp2
M3504_1.02	Tcfcp2
M3505_1.02	Tcf7
M3506_1.02	Tcf7
M3507_1.02	Tcf7
M3508_1.02	Tcf7
M3509_1.02	Hnf1b
M3510_1.02	Lhx2
M3511_1.02	Lhx1
M3512_1.02	Lhx1
M3513_1.02	Lhx1
M3514_1.02	Klf6
M3515_1.02	Nrl
M3518_1.02	Zbtb7a
M3519_1.02	Zbtb7a
M3520_1.02	Nr5a2
M3521_1.02	Nr5a2
M3523_1.02	Creb3
M3525_1.02	Ikzf4
M3526_1.02	Nrl
M3527_1.02	Nrl
M3528_1.02	Mafb
M3529_1.02	Mafb
M3530_1.02	Mafk
M3531_1.02	Maff
M3532_1.02	Mafk
M3533_1.02	Mafk
M3534_1.02	Mafk
M3535_1.02	Mafk
M3536_1.02	Nrl
M3537_1.02	Ascl2
M3538_1.02	Neurod1
M3544_1.02	Maz
M3545_1.02	Maz
M3546_1.02	Patz1
M3547_1.02	Mecp2
M3548_1.02	Mecp2
M3549_1.02	Mecp2
M3550_1.02	Mef2d
M3551_1.02	Mef2d
M3552_1.02	Mef2d
M3553_1.02	Mef2d
M3554_1.02	Mef2d
M3555_1.02	Mef2d
M3556_1.02	Mef2d
M3557_1.02	Mef2d
M3558_1.02	Mef2d
M3559_1.02	Mef2d
M3560_1.02	Mef2d
M3561_1.02	Mef2d
M3562_1.02	Meis1
M3563_1.02	Meox1
M3565_1.02	Hivep2
M3566_1.02	Tcfe3
M3567_1.02	Tcfe3
M3568_1.02	Mixl1
M3569_1.02	Mixl1
M3571_1.02	Mef2d
M3572_1.02	Hif3a
M3573_1.02	Ovol2
M3574_1.02	Arid5b
M3575_1.02	Myf5
M3576_1.02	Msx2
M3577_1.02	Msx2
M3578_1.02	Mterf
M3579_1.02	Mtf1
M3580_1.02	Mtf1
M3581_1.02	Mtf1
M3582_1.02	Mtf1
M3584_1.02	Myb
M3585_1.02	Myb
M3586_1.02	Myc
M3587_1.02	Myc
M3588_1.02	Myf5
M3589_1.02	Myf5
M3590_1.02	Myf5
M3591_1.02	Myf5
M3592_1.02	Myf5
M3593_1.02	Myf5
M3594_1.02	Mzf1
M3595_1.02	Mzf1
M3596_1.02	Mzf1
M3597_1.02	Nanog
M3598_1.02	Nanog
M3599_1.02	Nanog
M3600_1.02	Nanog
M3601_1.02	Nanog
M3602_1.02	Tlx1
M3603_1.02	Elf4
M3604_1.02	Etv3
M3605_1.02	Neurog2
M3606_1.02	Neurog2
M3607_1.02	Nfix
M3608_1.02	Nfix
M3609_1.02	Nfatc4
M3610_1.02	Nfatc4
M3611_1.02	Nfatc4
M3612_1.02	Nfatc4
M3613_1.02	Nfatc4
M3614_1.02	Nfatc4
M3615_1.02	Nfat5
M3616_1.02	Nfat5
M3617_1.02	Nfe2l2
M3618_1.02	Nfe2l2
M3619_1.02	Nfe2l2
M3620_1.02	Nfe2l2
M3623_1.02	Rel
M3626_1.02	Nfya
M3627_1.02	Nfya
M3628_1.02	Nfya
M3630_1.02	Egr3
M3631_1.02	Nkx2-1
M3632_1.02	Nkx2-1
M3633_1.02	Nkx2-1
M3634_1.02	Nkx2-1
M3635_1.02	Nkx2-1
M3636_1.02	Nkx2-1
M3637_1.02	Nkx2-5
M3638_1.02	Nkx3-1
M3639_1.02	Nkx3-1
M3640_1.02	Nkx6-1
M3641_1.02	Nkx6-1
M3642_1.02	Mycl1
M3643_1.02	Mycl1
M3644_1.02	Mycl1
M3645_1.02	Rarg
M3646_1.02	Rarg
M3650_1.02	Nr3c1
M3651_1.02	Nr3c1
M3652_1.02	Nr3c1
M3653_1.02	Nr3c1
M3654_1.02	Nr3c1
M3660_1.02	Nfe2l2
M3661_1.02	Nfe2l2
M3662_1.02	Nfe2l2
M3663_1.02	Nfe2l3
M3664_1.02	Nfe2l3
M3665_1.02	Rest
M3666_1.02	Rest
M3667_1.02	Rest
M3668_1.02	Zfp263
M3669_1.02	Zfp263
M3670_1.02	Nr4a1
M3671_1.02	Nr4a1
M3672_1.02	Nr4a1
M3673_1.02	Onecut1
M3675_1.02	Pou2f2
M3676_1.02	Pou2f2
M3677_1.02	Pou2f2
M3678_1.02	Pou2f2
M3679_1.02	Pou2f2
M3680_1.02	Pou2f2
M3681_1.02	Pou2f2
M3682_1.02	Pou2f2
M3683_1.02	Pou2f2
M3684_1.02	Pou2f2
M3686_1.02	Pou5f1
M3687_1.02	Pou5f1
M3688_1.02	Pou5f1
M3689_1.02	Nobox
M3690_1.02	Ebf1
M3691_1.02	Runx1
M3692_1.02	Otx1
M3693_1.02	Otx1
M3694_1.02	Otx1
M3698_1.02	Trp53
M3699_1.02	Trp53
M3700_1.02	Trp53
M3701_1.02	Trp53
M3702_1.02	Trp53
M3703_1.02	Trp53
M3704_1.02	Trp53
M3706_1.02	Trp63
M3709_1.02	Pax9
M3710_1.02	Pax2
M3711_1.02	Pax2
M3712_1.02	Pax2
M3713_1.02	Pax3
M3714_1.02	Pax3
M3720_1.02	Pax9
M3721_1.02	Pax9
M3722_1.02	Pax9
M3723_1.02	Pax9
M3724_1.02	Pax9
M3725_1.02	Pax9
M3726_1.02	Pax9
M3727_1.02	Pax6
M3728_1.02	Pax6
M3729_1.02	Pax9
M3730_1.02	Pax9
M3731_1.02	Pax9
M3732_1.02	Pbx4
M3733_1.02	Pbx4
M3734_1.02	Pbx4
M3735_1.02	Pbx4
M3736_1.02	Pbx4
M3741_1.02	Pbx4
M3742_1.02	Etv3
M3743_1.02	Etv3
M3745_1.02	E4f1
M3746_1.02	Pou1f1
M3747_1.02	Pou1f1
M3748_1.02	Pitx1
M3749_1.02	Pitx1
M3750_1.02	Pitx1
M3751_1.02	Pitx1
M3752_1.02	Pitx1
M3753_1.02	Pitx1
M3754_1.02	Pitx1
M3755_1.02	Plag1
M3756_1.02	Plag1
M3757_1.02	Plag1
M3758_1.02	Plagl2
M3759_1.02	Plagl2
M3762_1.02	Phox2a
M3763_1.02	Phox2a
M3764_1.02	Nr2e3
M3766_1.02	Pou1f1
M3767_1.02	Pou2f2
M3768_1.02	Pou2f2
M3769_1.02	Pou2f2
M3771_1.02	Pou3f1
M3772_1.02	Pou2f2
M3773_1.02	Pou2f2
M3774_1.02	Pou4f2
M3775_1.02	Pou4f2
M3776_1.02	Pou4f2
M3778_1.02	Pou5f1
M3779_1.02	Pou5f1
M3781_1.02	Pparg
M3782_1.02	Pparg
M3783_1.02	Pparg
M3784_1.02	Pparg
M3785_1.02	Pparg
M3786_1.02	Pparg
M3787_1.02	Nr3c1
M3788_1.02	Nr3c1
M3791_1.02	Prdm12
M3792_1.02	Prdm15
M3793_1.02	Prop1
M3794_1.02	Prop1
M3795_1.02	Nr3c1
M3796_1.02	Phox2a
M3797_1.02	Otx1
M3798_1.02	Phox2a
M3799_1.02	Sfpi1
M3800_1.02	Sfpi1
M3808_1.02	Rarg
M3809_1.02	Phox2a
M3810_1.02	Rbpj
M3811_1.02	Rbpj
M3812_1.02	Rel
M3813_1.02	Rel
M3814_1.02	Rel
M3815_1.02	Rel
M3816_1.02	Rel
M3817_1.02	Relb
M3818_1.02	Rest
M3819_1.02	Rest
M3820_1.02	Rest
M3821_1.02	Rest
M3822_1.02	Rest
M3823_1.02	Rest
M3824_1.02	Rest
M3825_1.02	Nr1d1
M3826_1.02	Yy1
M3827_1.02	Yy1
M3828_1.02	Yy1
M3829_1.02	Rfx5
M3830_1.02	Rfx5
M3831_1.02	Rfx5
M3832_1.02	Rfx5
M3833_1.02	Rfx5
M3834_1.02	Rfx5
M3837_1.02	Rorc
M3838_1.02	Rorc
M3839_1.02	Rorc
M3840_1.02	Rorc
M3841_1.02	Zfp238
M3843_1.02	Rreb1
M3844_1.02	Rreb1
M3845_1.02	Rreb1
M3846_1.02	Mef2d
M3847_1.02	Mef2d
M3849_1.02	Rxrg
M3850_1.02	Rxrg
M3851_1.02	Rxrg
M3852_1.02	Rxrg
M3853_1.02	Phox2a
M3854_1.02	Sall3
M3855_1.02	Sall3
M3856_1.02	Sall3
M3857_1.02	Sall2
M3858_1.02	Etv3
M3859_1.02	Etv3
M3860_1.02	Satb1
M3861_1.02	Satb1
M3862_1.02	Setdb1
M3863_1.02	Nr5a2
M3864_1.02	Nr5a2
M3865_1.02	Nr5a2
M3866_1.02	Nr5a2
M3867_1.02	Phox2a
M3874_1.02	Six4
M3875_1.02	Six4
M3876_1.02	Six4
M3877_1.02	Snai2
M3878_1.02	Smad5
M3879_1.02	Smad5
M3880_1.02	Smad2
M3881_1.02	Smad2
M3882_1.02	Smad2
M3883_1.02	Smad4
M3884_1.02	Smad4
M3885_1.02	Smad5
M3886_1.02	Smad5
M3887_1.02	Smad5
M3888_1.02	Smad5
M3889_1.02	Smad6
M3890_1.02	Smad6
M3891_1.02	Smad7
M3892_1.02	Smad7
M3893_1.02	Smad5
M3894_1.02	Smad5
M3895_1.02	Smad5
M3896_1.02	Smarcc2
M3902_1.02	Snai3
M3903_1.02	Sox9
M3904_1.02	Sox9
M3905_1.02	Sox15
M3906_1.02	Sox17
M3907_1.02	Sox17
M3908_1.02	Sox18
M3909_1.02	Sox14
M3910_1.02	Sox14
M3911_1.02	Sox11
M3912_1.02	Sox11
M3913_1.02	Sox5
M3914_1.02	Sox5
M3915_1.02	Sox5
M3916_1.02	Sox9
M3917_1.02	Sox9
M3918_1.02	Sox9
M3919_1.02	Sp1
M3920_1.02	Sp1
M3921_1.02	Sp1
M3922_1.02	Sp1
M3923_1.02	Sp1
M3924_1.02	Sp1
M3925_1.02	Sp1
M3926_1.02	Sp1
M3927_1.02	Sp1
M3928_1.02	Sp1
M3929_1.02	Sp1
M3930_1.02	Sp1
M3931_1.02	Sp1
M3932_1.02	Sp1
M3933_1.02	Sp1
M3934_1.02	Sp1
M3935_1.02	Sp1
M3936_1.02	Sfpi1
M3937_1.02	Sfpi1
M3938_1.02	Sfpi1
M3939_1.02	Sfpi1
M3940_1.02	Sfpi1
M3941_1.02	Sfpi1
M3943_1.02	Srebf1
M3944_1.02	Srebf1
M3945_1.02	Srebf1
M3946_1.02	Srebf1
M3947_1.02	Srebf1
M3948_1.02	Srebf1
M3949_1.02	Srebf1
M3950_1.02	Srebf1
M3951_1.02	Zfp187
M3952_1.02	Srf
M3953_1.02	Srf
M3954_1.02	Srf
M3955_1.02	Srf
M3956_1.02	Srf
M3957_1.02	Srf
M3958_1.02	Srf
M3959_1.02	Srf
M3960_1.02	Srf
M3964_1.02	Zfp523
M3965_1.02	Zfp523
M3974_1.02	Stat3
M3975_1.02	Stat3
M3976_1.02	Stat3
M3977_1.02	Stat3
M3978_1.02	Stat3
M3979_1.02	Stat3
M3980_1.02	Stat3
M3981_1.02	Stat3
M3982_1.02	Stat4
M3983_1.02	Stat4
M3984_1.02	Stat4
M3985_1.02	Stat5a
M3986_1.02	Stat5a
M3987_1.02	Stat5a
M3988_1.02	Stat5a
M3989_1.02	Stat5a
M3990_1.02	Stat5a
M3991_1.02	Stat6
M3992_1.02	Stat6
M3993_1.02	Stat6
M3994_1.02	Bhlhe40
M3996_1.02	Thrb
M3997_1.02	Thrb
M3998_1.02	Thrb
M4006_1.02	Tal2
M4007_1.02	Tal2
M4008_1.02	Tal2
M4009_1.02	Tal2
M4010_1.02	Tbp
M4011_1.02	Tbp
M4012_1.02	Atf1
M4013_1.02	Atf1
M4014_1.02	Tbp
M4015_1.02	Tbp
M4016_1.02	Tbp
M4017_1.02	Tbp
M4018_1.02	Tbp
M4019_1.02	Tbx21
M4020_1.02	Tbx1
M4021_1.02	Tbx15
M4022_1.02	Tbx15
M4023_1.02	Tbx15
M4024_1.02	Tbx22
M4025_1.02	Tbx2
M4026_1.02	Tbx2
M4027_1.02	Tbx2
M4028_1.02	Tbx2
M4029_1.02	Tbx2
M4030_1.02	Nfe2l3
M4037_1.02	Tcf7
M4038_1.02	Tcf7l2
M4039_1.02	Tcf7l2
M4040_1.02	Tcf7
M4041_1.02	Tcf7
M4042_1.02	Tcf7
M4043_1.02	Tcf7
M4044_1.02	Tcf7
M4045_1.02	Tcf7
M4046_1.02	Sohlh2
M4048_1.02	Hlf
M4051_1.02	Tead4
M4052_1.02	Tead3
M4053_1.02	Hlf
M4054_1.02	Etv6
M4057_1.02	Tcfe3
M4058_1.02	Tcfe3
M4060_1.02	Gtf3a
M4061_1.02	Gtf3a
M4062_1.02	Gtf2i
M4063_1.02	Gtf2i
M4064_1.02	Tgif1
M4067_1.02	Nkx2-1
M4072_1.02	Trerf1
M4075_1.02	Pou3f1
M4076_1.02	Nkx2-1
M4077_1.02	Nkx2-1
M4078_1.02	Nkx2-1
M4079_1.02	Twist2
M4080_1.02	Usf1
M4081_1.02	Usf1
M4086_1.02	Usf1
M4087_1.02	Vax1
M4088_1.02	Hlf
M4089_1.02	Vdr
M4090_1.02	Vdr
M4091_1.02	Vdr
M4092_1.02	Jun
M4093_1.02	Nrl
M4096_1.02	Foxn1
M4097_1.02	Wt1
M4098_1.02	Wt1
M4099_1.02	Wt1
M4100_1.02	Wt1
M4101_1.02	Xbp1
M4102_1.02	Xbp1
M4103_1.02	Foxj2
M4104_1.02	Foxg1
M4105_1.02	Foxj2
M4107_1.02	Ybx2
M4108_1.02	Ybx2
M4109_1.02	Yy1
M4110_1.02	Yy1
M4111_1.02	Yy1
M4112_1.02	Yy1
M4113_1.02	Yy1
M4114_1.02	Yy1
M4115_1.02	Yy1
M4116_1.02	Yy1
M4117_1.02	Yy1
M4118_1.02	Zfp217
M4119_1.02	ZBED6_MOUSE
M4120_1.02	Zfp148
M4127_1.02	Zbtb7a
M4128_1.02	Zbtb7a
M4129_1.02	Zbtb7a
M4130_1.02	Zeb1
M4131_1.02	Zfp628
M4132_1.02	Zfp161
M4133_1.02	Zfp161
M4134_1.02	Zfp1
M4135_1.02	Zfp1
M4136_1.02	Zfp182
M4137_1.02	Zfp182
M4138_1.02	Zfp182
M4139_1.02	Zscan10
M4140_1.02	Zfp148
M4141_1.02	Zfp664
M4142_1.02	Zfp697
M4143_1.02	Zfp697
M4144_1.02	Zfp697
M4146_1.02	Zfa
M4147_1.02	Zic1
M4148_1.02	Zic1
M4149_1.02	Zic1
M4150_1.02	Zic1
M4151_1.02	Zbtb6
M4152_1.02	Zfp523
M4153_1.02	Zfp523
M4154_1.02	Zfp219
M4157_1.02	Zfp263
M4159_1.02	Zfp316
M4160_1.02	Zfp316
M4165_1.02	Glis3
M4166_1.02	Zfp521
M4167_1.02	Zfp541
M4186_1.02	Zfp740
M4217_1.02	Foxj1
M4266_1.02	Tbp
M4312_1.02	Foxj3
M4343_1.02	Arid2
M4344_1.02	Arid2
M4366_1.02	Srf
