hESC_rep1	hESC_rep2	hESC_rep3	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000142657__ENSMUSG00000028961	21236.8580280898	23758.7370847996	15718.6790668228	15918.538181215	14939.7497590854	10621.6228756303
ENSG00000175279__ENSMUSG00000073705	117.350759298434	117.196151294619	128.546606696294	561.475395162846	611.588967291793	531.381359238714
ENSG00000241563__ENSMUSG00000028971	3.62940492675569	6.54727102204573	4.62767784106658	1.7768208707685	6.93018659820729	1.50107728598507
ENSG00000160049__ENSMUSG00000028974	5709.65885060782	6902.13311144061	4498.10286151672	891.964077125787	677.425739974763	688.994474267147
ENSG00000142655__ENSMUSG00000028975	981.754032687413	1140.53461204037	657.64443985824	831.552167519658	720.739406213558	713.011710842908
ENSG00000175262__ENSMUSG00000070577	3.62940492675569	3.27363551102287	3.08511856071105	1.7768208707685	0	0
ENSG00000120948__ENSMUSG00000041459	9709.26307989259	8027.60900013027	12452.5668838834	11926.0216845982	15003.8539851188	13436.1427868524
ENSG00000009724__ENSMUSG00000028979	19.3568262760303	15.0587233507052	25.1951349124736	110.162893987647	157.661745109216	186.133583462149
ENSG00000116649__ENSMUSG00000006442	5568.71695928547	8282.29784288785	5321.82951722657	4447.38263953356	4766.23583291706	3983.85911700437
ENSG00000171824__ENSMUSG00000017264	3521.12767977414	3466.12527907101	3332.44223199472	4362.09523773667	4128.65866588199	3814.23738368806
ENSG00000198793__ENSMUSG00000028991	7475.96924829559	6773.15187230631	5740.3772686297	3258.68947698943	3298.76882074667	3263.34201973154
ENSG00000171819__ENSMUSG00000028989	0.604900821125948	1.30945420440915	0.514186426785176	0	0	1.50107728598507
ENSG00000207451__ENSMUSG00000088044	0	0	0	0	0	0
ENSG00000120942__ENSMUSG00000047719	1623.55380390204	1848.94933662571	1182.11459517912	438.874755079819	478.182875276303	499.858736233028
ENSG00000204624__ENSMUSG00000041544	207.4809816462	237.011210998055	149.628250194486	1.7768208707685	6.93018659820729	15.0107728598507
ENSG00000116661__ENSMUSG00000041556	1354.372938501	1527.47832944327	916.794398957968	71.07283483074	91.8249724262466	118.58510559282
ENSG00000116663__ENSMUSG00000055401	44.7626607633201	45.1761700521155	39.0781684356734	1462.32357664248	1548.89670469933	1546.10960456462
ENSG00000116670__ENSMUSG00000029003	8427.4782399267	9142.60925518466	5212.82199474811	1062.53888071956	895.726617818292	885.635598731191
ENSG00000162490__ENSMUSG00000029005	1705.21541475405	1984.47784678206	1330.20028609325	26.6523130615275	17.3254664955182	33.0237002916715
ENSG00000177674__ENSMUSG00000029007	1830.42988472712	1809.66571049344	1084.93336051672	5820.86517263761	5090.22205638326	4663.84712755561
ENSG00000177000__ENSMUSG00000029009	1220.08495621104	961.794113138518	724.488675340313	1671.98843939316	1640.72167712558	1601.64946414607
ENSG00000011021__ENSMUSG00000029016	1952.01494977343	1517.6574229102	1467.48806204489	2247.67840152215	2332.00779029675	2704.94126934509
ENSG00000175206__ENSMUSG00000041616	5.44410739013353	3.92836261322744	8.22698282856281	0	3.46509329910365	1.50107728598507
ENSG00000120937__ENSMUSG00000029019	110.696850266048	86.4239774910037	115.177759599879	115.493356599952	110.882985571317	78.0560188712236
ENSG00000116685__ENSMUSG00000044496	2422.62778860942	2596.64768734334	1593.46373660726	3120.09744906949	2721.83078644591	2563.8400044625
ENSG00000083444__ENSMUSG00000019055	4052.83550154385	4459.34629311535	2644.97497938294	3317.32456572479	3002.50334367331	3330.89049760087
ENSG00000116688__ENSMUSG00000029020	6448.2427532026	7226.87775413408	4598.36921473983	1206.46137125181	1034.33034978244	1086.77995505319
ENSG00000116691__ENSMUSG00000029022	2163.12533634639	2077.44909529511	1254.10069492904	2077.10359792838	2040.93995317205	2083.49527294728
ENSG00000202461__ENSMUSG00000088825	4.23430574788163	2.61890840881829	2.57093213392588	0	0	0
ENSG00000120949__ENSMUSG00000028602	2219.98601353223	2741.34237693055	1798.62412089455	470.857530753652	492.043248472718	375.269321496267
ENSG00000028137__ENSMUSG00000028599	120.375263404064	125.707603623278	74.0428454570653	1106.95940248878	743.262512657732	1025.2357863278
ENSG00000048707__ENSMUSG00000020220	1892.12976848196	966.37720285395	1858.78393282841	2558.62205390664	2475.80916220955	2954.12009881862
ENSG00000162496__ENSMUSG00000066026	389.55612880511	391.526807118335	361.987244456764	186.566191430692	185.382491502045	222.15943832579
ENSG00000221340__ENSMUSG00000080566	1.2098016422519	0	0	0	0	0
ENSG00000204518__ENSMUSG00000070609	0.604900821125948	0.654727102204573	1.02837285357035	0	0	0
ENSG00000204518__ENSMUSG00000041735	0.604900821125948	0.654727102204573	1.02837285357035	0	0	0
ENSG00000204518__ENSMUSG00000028593	0.604900821125948	0.654727102204573	1.02837285357035	0	0	0
ENSG00000204518__ENSMUSG00000078504	0.604900821125948	0.654727102204573	1.02837285357035	0	0	0
ENSG00000204518__ENSMUSG00000078505	0.604900821125948	0.654727102204573	1.02837285357035	0	0	0
ENSG00000188984__ENSMUSG00000078507	42.3430574788163	42.5572616432973	44.7342191303103	0	0	0
ENSG00000157330__ENSMUSG00000028589	0	1.30945420440915	1.02837285357035	0	0	0
ENSG00000179172__ENSMUSG00000060373	0.604900821125948	1.96418130661372	1.54255928035553	19976.7970500502	19340.418248947	18479.7624677622
ENSG00000179412__ENSMUSG00000060373	0	0	0	19976.7970500502	19340.418248947	18479.7624677622
ENSG00000162494__ENSMUSG00000028584	4.23430574788163	9.16617943086402	6.68442354820729	3.553641741537	0	7.50538642992534
ENSG00000162493__ENSMUSG00000028583	4166.55685591553	4513.03391549612	3783.38372828532	822.668063165816	925.179910860673	1026.73686361379
ENSG00000116731__ENSMUSG00000057637	892.228711160773	752.936167535259	1058.19566632389	2446.68233904822	2307.75213720303	2257.62023812154
ENSG00000189337__ENSMUSG00000040606	508.116689745796	510.687139719567	432.430784926333	4706.79848666576	4305.37842413628	4937.04319360489
ENSG00000171729__ENSMUSG00000040616	387.741426341732	413.78752859329	277.14648403721	1082.08391029802	1039.52798973109	848.108666581564
ENSG00000142621__ENSMUSG00000051435	57.465578006965	56.3065307895933	48.3335241178065	12.4377460953795	15.5929198459664	16.5118501458358
ENSG00000142634__ENSMUSG00000040659	944.250181777604	1199.46005123878	689.523998318921	1330.83883220561	893.994071168741	1127.30904177479
ENSG00000162438__ENSMUSG00000062478	0	1.30945420440915	0	0	0	0
ENSG00000142615__ENSMUSG00000058579	1.81470246337784	1.30945420440915	0	1.7768208707685	10.3952798973109	7.50538642992534
ENSG00000215704__ENSMUSG00000058579	2.41960328450379	0.654727102204573	0.514186426785176	1.7768208707685	10.3952798973109	7.50538642992534
ENSG00000132906__ENSMUSG00000028914	935.781570281841	932.986120641517	578.459730133323	1295.30241479024	1476.12974541815	1307.43831609299
ENSG00000116138__ENSMUSG00000040697	829.319025763674	709.069451687553	892.627636899065	891.964077125787	848.947858280393	861.61836215543
ENSG00000251866__ENSMUSG00000089210	0	0.654727102204573	0.514186426785176	0	0	0
ENSG00000116771__ENSMUSG00000040706	459.119723234594	562.410580793728	338.334668824646	0	0	0
ENSG00000215695__ENSMUSG00000040715	0	0	0	0	0	0
ENSG00000215695__ENSMUSG00000078515	0	0	0	2087.76452315299	2075.59088616308	1925.88215791884
ENSG00000116786__ENSMUSG00000028917	3417.6896393616	3455.64964543574	2172.43765316737	1194.02362515643	847.215311630841	1035.7433273297
ENSG00000162461__ENSMUSG00000040740	10.8882147802671	13.0945420440915	10.2837285357035	17.768208707685	12.1278265468628	31.5226230056864
ENSG00000162460__ENSMUSG00000043085	27.8254377717936	23.5701756793646	22.1100163517626	300.282727159877	275.47491727874	331.7380802027
ENSG00000162458__ENSMUSG00000006219	3958.4709734482	4513.03391549612	3200.29632031093	5422.85729758546	5681.02046388043	5138.18754992689
ENSG00000233954__ENSMUSG00000063882	947.274685883234	927.093576721676	716.26169251175	4733.45079972728	4234.34401150466	3173.27738257244
ENSG00000065526__ENSMUSG00000040761	2762.5820500822	2293.50903902262	3362.26504474826	3802.39666344459	4210.08835841093	3773.70829696646
ENSG00000116809__ENSMUSG00000006215	833.553331511556	821.682513266739	562.519950902982	1298.85605653177	1174.66662839614	1190.35428778616
ENSG00000183888__ENSMUSG00000070637	1.2098016422519	0	0.514186426785176	106.60925224611	116.080625519972	64.546323297358
ENSG00000173641__ENSMUSG00000006221	3.62940492675569	5.23781681763658	2.0567457071407	5.3304626123055	13.8603731964146	4.50323185795521
ENSG00000185519__ENSMUSG00000006218	6.65390903238542	8.51145232865945	4.11349141428141	65.7423722184345	76.2320525802802	105.075410018955
ENSG00000142627__ENSMUSG00000006445	2924.69547014396	3605.58215184058	2723.13131625429	3912.55955743224	3248.52496790967	2545.82707703068
ENSG00000142632__ENSMUSG00000028919	2156.471427314	2384.51610622906	1289.06537195044	588.127708224373	727.669592811765	645.46323297358
ENSG00000132881__ENSMUSG00000073733	128.843874899827	115.886697090209	67.8726083356432	58.6350887353605	72.7669592811766	66.047400583343
ENSG00000037637__ENSMUSG00000028920	1084.58717227882	1238.08895026885	991.865617268604	3011.71137595261	2701.04022665129	2626.88525047387
ENSG00000055070__ENSMUSG00000040842	5068.46398021431	5111.4544869111	3265.08381008587	3164.5179708387	3215.60658156818	2617.87878675796
ENSG00000187144__ENSMUSG00000045004	1.81470246337784	7.2019981242503	2.0567457071407	56.858267864592	41.5811195892437	61.5441687253878
ENSG00000157191__ENSMUSG00000028923	1953.82965223681	1928.82604309467	1239.18928855227	1798.14272121772	1458.80427892263	1697.71841044911
ENSG00000058453__ENSMUSG00000040860	1942.33653663542	2001.50075143938	1686.01729342859	2436.02141382361	2817.12085217126	2431.74520329581
ENSG00000117122__ENSMUSG00000060572	3555.60702657832	4448.21593237787	2649.08847079723	19.5450295784535	17.3254664955182	25.5183138617462
ENSG00000159363__ENSMUSG00000036622	3288.84576446178	3923.1247964098	2462.43879787421	1824.79503427925	1420.68825263249	1498.0751314131
ENSG00000117118__ENSMUSG00000009863	3051.11974175928	3673.67377046986	2282.4735484994	5131.45867477943	4788.75893936124	4639.82989097985
ENSG00000117115__ENSMUSG00000028927	305.474914668604	412.478074388881	241.153434162247	1078.53026855648	1640.72167712558	1660.19147829949
ENSG00000142623__ENSMUSG00000025329	53.8361730802093	55.6518036873887	51.9328291053028	101.278789633804	83.1622391784875	91.5657144450892
ENSG00000142619__ENSMUSG00000025328	86.5008174210105	88.3881587976174	39.5923548624585	447.758859433662	452.194675533026	604.934146251983
ENSG00000159339__ENSMUSG00000025330	15.1225205281487	24.8796298837738	19.0248977910515	472.634351624421	472.985235327648	508.865199948938
ENSG00000179051__ENSMUSG00000040945	30242.6214530129	35664.9494383897	23889.1013884393	24841.7325942144	23794.7956849447	21780.6314196433
ENSG00000074964__ENSMUSG00000040964	1629.6028121133	1649.25757045332	955.358380966857	1311.29380262715	1037.79544308154	1155.8295102085
ENSG00000117154__ENSMUSG00000040972	647.243878604764	847.871597354922	397.980294331726	26.6523130615275	45.0462128883474	64.546323297358
ENSG00000179023__ENSMUSG00000078234	2845.45346257646	2914.19033191255	2364.22919035824	669.861468279724	781.378538947872	1098.78857334107
ENSG00000009709__ENSMUSG00000028736	5.44410739013353	5.23781681763658	4.62767784106658	7.107283483074	3.46509329910365	7.50538642992534
ENSG00000179002__ENSMUSG00000028738	0	0	0	0	0	1.50107728598507
ENSG00000159423__ENSMUSG00000028737	1397.92579762206	1395.87818190015	830.411079258059	3329.76231182017	2472.34406891045	2662.91110533751
ENSG00000127481__ENSMUSG00000066036	19217.0941863502	16294.1933925652	13435.1771454699	18873.391289303	20419.7948116178	20153.4636416355
ENSG00000127463__ENSMUSG00000078517	3647.55195138946	4391.25467448607	3319.5875713251	1940.2883908792	2047.87013977025	2005.43925407605
ENSG00000053372__ENSMUSG00000028741	4750.89104912319	5302.63480075484	3511.89329494275	2183.71285017449	2217.65971142633	1949.8993944946
ENSG00000211454__ENSMUSG00000028743	9.67841313801516	11.7850878396823	6.68442354820729	1114.06668597185	1065.51618947437	1017.73039989788
ENSG00000040487__ENSMUSG00000028744	699.265349221595	798.767064689579	542.46668025836	566.805857775151	426.206475789748	378.271476068237
ENSG00000077549__ENSMUSG00000028745	12952.7412827699	14358.1653513463	9111.8976690601	7851.771427926	7423.96239332956	6876.4350470976
ENSG00000173436__ENSMUSG00000050608	584.334193207665	613.479294765685	586.686712961886	2142.84597014681	1822.63907532852	1657.18932372752
ENSG00000158747__ENSMUSG00000041120	54.4410739013353	69.4010728336848	35.4788634481771	5.3304626123055	8.66273324775911	21.015082003791
ENSG00000158748__ENSMUSG00000028747	5.44410739013353	7.2019981242503	3.59930498749623	3.553641741537	5.19763994865547	4.50323185795521
ENSG00000162542__ENSMUSG00000041143	274.62497279118	287.425197867808	153.741741608768	756.925690947381	673.960646675659	734.026792846699
