orth_id	hESC_rep1	hESC_rep2	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000251935__ENSMUSG00000088483	0	0	0	0	0
ENSG00000251935__ENSMUSG00000089129	0	0	8	8	10
ENSG00000252130__ENSMUSG00000089306	0	2	0	0	0
ENSG00000202206__ENSMUSG00000065159	0	0	0	0	2
ENSG00000201813__ENSMUSG00000087712	0	0	0	0	0
ENSG00000252923__ENSMUSG00000088529	1	0	0	0	0
ENSG00000201737__ENSMUSG00000064403	0	0	0	0	0
ENSG00000212534__ENSMUSG00000077345	43	33	31	29	35
ENSG00000212534__ENSMUSG00000088925	43	33	0	0	0
ENSG00000212309__ENSMUSG00000077358	1	0	0	0	0
ENSG00000271852__ENSMUSG00000089512	13	17	16	16	13
ENSG00000238317__ENSMUSG00000089093	31	14	5	0	9
ENSG00000202059__ENSMUSG00000064634	0	0	0	0	0
ENSG00000206970__ENSMUSG00000065733	0	0	0	0	0
ENSG00000207047__ENSMUSG00000064612	41	15	3	14	19
ENSG00000222496__ENSMUSG00000087902	0	0	0	0	0
ENSG00000199251__ENSMUSG00000088873	0	0	0	1	0
ENSG00000251982__ENSMUSG00000088463	0	0	0	0	0
ENSG00000199121__ENSMUSG00000065468	1	4	0	0	0
ENSG00000222714__ENSMUSG00000084729	0	0	0	3	2
ENSG00000207393__ENSMUSG00000065159	0	0	0	0	2
ENSG00000200029__ENSMUSG00000089541	0	1	0	0	0
ENSG00000198973__ENSMUSG00000065616	0	0	0	0	0
ENSG00000243125__ENSMUSG00000098477	0	0	0	0	0
ENSG00000272237__ENSMUSG00000088966	0	0	0	0	0
ENSG00000253006__ENSMUSG00000089049	0	0	0	0	0
ENSG00000199791__ENSMUSG00000064394	0	0	0	0	0
ENSG00000201574__ENSMUSG00000064490	0	0	0	0	0
ENSG00000206885__ENSMUSG00000064837	233	102	0	0	0
ENSG00000207280__ENSMUSG00000064696	135	127	0	0	0
ENSG00000202400__ENSMUSG00000064823	25	50	2	3	8
ENSG00000252010__ENSMUSG00000087968	232	254	4	5	16
ENSG00000251791__ENSMUSG00000089281	192	211	5	1	11
ENSG00000200745__ENSMUSG00000065079	0	0	0	0	0
ENSG00000222449__ENSMUSG00000088845	0	0	0	0	0
ENSG00000212327__ENSMUSG00000084629	0	0	0	0	0
ENSG00000201182__ENSMUSG00000064526	0	0	0	0	0
ENSG00000264534__ENSMUSG00000093026	0	0	0	0	0
ENSG00000207496__ENSMUSG00000064563	0	0	0	0	0
ENSG00000206926__ENSMUSG00000088160	0	0	0	0	0
ENSG00000212442__ENSMUSG00000089613	0	0	0	0	0
ENSG00000199594__ENSMUSG00000077504	0	1	0	0	0
ENSG00000199075__ENSMUSG00000065513	1	2	0	0	0
ENSG00000206708__ENSMUSG00000088380	0	1	0	0	0
ENSG00000206760__ENSMUSG00000065041	0	0	0	0	0
ENSG00000206760__ENSMUSG00000065269	0	0	0	0	0
ENSG00000202363__ENSMUSG00000064925	0	0	13	14	18
ENSG00000265327__ENSMUSG00000098477	1	1	0	0	0
ENSG00000252410__ENSMUSG00000065658	0	0	1	1	1
ENSG00000244732__ENSMUSG00000092875	0	0	0	0	0
ENSG00000199032__ENSMUSG00000065579	1	1	0	0	0
ENSG00000207605__ENSMUSG00000092915	1	4	0	0	0
ENSG00000221015__ENSMUSG00000088602	0	0	0	2	0
ENSG00000199150__ENSMUSG00000065440	1	5	0	0	0
ENSG00000207926__ENSMUSG00000065407	6	11	0	0	0
ENSG00000252768__ENSMUSG00000065253	2	0	0	0	0
ENSG00000212493__ENSMUSG00000077797	25	17	59	64	78
ENSG00000238862__ENSMUSG00000087912	0	0	14	21	21
ENSG00000212452__ENSMUSG00000077212	61	35	119	121	162
ENSG00000212608__ENSMUSG00000088850	0	0	0	0	0
ENSG00000252449__ENSMUSG00000088327	0	0	0	0	0
ENSG00000212340__ENSMUSG00000070236	0	0	0	0	0
ENSG00000199469__ENSMUSG00000065803	0	0	0	0	0
ENSG00000252937__ENSMUSG00000096863	0	0	0	0	0
ENSG00000252937__ENSMUSG00000065935	0	0	0	0	0
ENSG00000201410__ENSMUSG00000064797	0	0	0	0	0
ENSG00000251773__ENSMUSG00000077253	0	0	0	0	0
ENSG00000200366__ENSMUSG00000064422	0	0	0	1	0
ENSG00000201642__ENSMUSG00000064577	0	0	0	0	0
ENSG00000201065__ENSMUSG00000087995	0	0	0	0	0
ENSG00000201922__ENSMUSG00000064833	0	0	0	0	0
ENSG00000202379__ENSMUSG00000088876	4	2	0	0	0
ENSG00000252889__ENSMUSG00000065384	0	0	0	0	0
ENSG00000221206__ENSMUSG00000080545	0	0	0	0	0
ENSG00000206889__ENSMUSG00000088264	0	0	0	0	0
ENSG00000206889__ENSMUSG00000098399	0	0	0	0	0
ENSG00000206889__ENSMUSG00000088658	0	0	0	0	0
ENSG00000206889__ENSMUSG00000088754	0	0	0	0	0
ENSG00000207088__ENSMUSG00000064563	430	399	0	0	0
ENSG00000201550__ENSMUSG00000065244	0	0	0	0	0
ENSG00000252641__ENSMUSG00000064685	0	2	0	0	0
ENSG00000253087__ENSMUSG00000089018	1	0	0	0	0
ENSG00000200389__ENSMUSG00000093147	2	0	1	1	0
ENSG00000251804__ENSMUSG00000077396	0	0	0	0	0
ENSG00000202125__ENSMUSG00000065045	0	0	0	0	0
ENSG00000199319__ENSMUSG00000089588	0	0	0	2	0
ENSG00000251854__ENSMUSG00000089451	0	0	0	0	0
ENSG00000252172__ENSMUSG00000098578	1	6	0	0	0
ENSG00000207323__ENSMUSG00000096561	0	0	0	0	0
ENSG00000222499__ENSMUSG00000088803	0	0	0	0	0
ENSG00000207779__ENSMUSG00000065580	1	0	0	0	0
ENSG00000198987__ENSMUSG00000065606	0	0	0	0	0
ENSG00000238741__ENSMUSG00000089417	2198	1438	2	4	5
ENSG00000251759__ENSMUSG00000084501	0	0	0	0	0
ENSG00000206777__ENSMUSG00000075864	0	0	0	0	0
ENSG00000199488__ENSMUSG00000088692	1	4	0	0	0
ENSG00000252082__ENSMUSG00000077207	0	0	0	0	0
ENSG00000200355__ENSMUSG00000087831	0	0	0	0	0
ENSG00000253020__ENSMUSG00000088920	0	0	0	0	0
ENSG00000199792__ENSMUSG00000064693	0	0	0	0	0
ENSG00000252028__ENSMUSG00000093571	0	0	0	0	0
ENSG00000199839__ENSMUSG00000094178	2	0	0	0	0
ENSG00000199839__ENSMUSG00000094537	2	0	0	0	0
ENSG00000199839__ENSMUSG00000096037	2	0	0	0	0
ENSG00000199839__ENSMUSG00000096785	2	0	0	0	0
ENSG00000199839__ENSMUSG00000093852	2	0	0	0	0
ENSG00000252257__ENSMUSG00000089298	0	0	2	2	2
ENSG00000252257__ENSMUSG00000088097	0	0	0	0	0
ENSG00000199363__ENSMUSG00000064724	0	0	0	0	1
ENSG00000221120__ENSMUSG00000080669	0	0	0	0	0
ENSG00000212158__ENSMUSG00000077239	29	24	2	2	2
ENSG00000238942__ENSMUSG00000088524	0	0	0	0	0
ENSG00000200418__ENSMUSG00000064880	0	0	0	0	0
ENSG00000221420__ENSMUSG00000088895	0	0	0	0	0
ENSG00000221420__ENSMUSG00000087935	0	0	0	0	0
ENSG00000200320__ENSMUSG00000064382	0	0	0	0	0
ENSG00000263776__ENSMUSG00000065208	0	0	136	141	175
ENSG00000207651__ENSMUSG00000065494	0	0	0	0	0
ENSG00000212489__ENSMUSG00000096882	0	1	0	0	0
ENSG00000222583__ENSMUSG00000084537	2	0	0	0	0
ENSG00000200184__ENSMUSG00000064551	0	0	0	0	0
ENSG00000244314__ENSMUSG00000098477	2	0	0	0	0
ENSG00000206600__ENSMUSG00000094510	12	2	0	0	0
ENSG00000206644__ENSMUSG00000065185	2	0	0	0	0
ENSG00000201441__ENSMUSG00000077207	0	0	0	0	0
ENSG00000272359__ENSMUSG00000084440	0	1	17	26	18
ENSG00000201622__ENSMUSG00000065333	0	0	0	0	0
ENSG00000212297__ENSMUSG00000094754	0	0	0	0	0
ENSG00000202392__ENSMUSG00000087860	29	33	0	0	0
ENSG00000200867__ENSMUSG00000084671	0	0	0	0	0
ENSG00000207732__ENSMUSG00000065603	2	2	0	1	0
ENSG00000239001__ENSMUSG00000088922	0	0	0	0	0
ENSG00000200338__ENSMUSG00000064707	0	0	0	0	0
ENSG00000200720__ENSMUSG00000088982	0	0	1	4	3
ENSG00000252913__ENSMUSG00000088981	0	0	0	0	0
ENSG00000202358__ENSMUSG00000064659	2	2	0	1	0
ENSG00000252890__ENSMUSG00000093117	0	0	0	4	0
ENSG00000210839__ENSMUSG00000080673	0	0	0	0	0
ENSG00000222644__ENSMUSG00000084610	0	0	0	0	0
ENSG00000207307__ENSMUSG00000065714	0	0	0	0	0
ENSG00000199530__ENSMUSG00000088825	2	2	0	0	0
ENSG00000252062__ENSMUSG00000065384	0	0	0	0	0
ENSG00000252322__ENSMUSG00000088421	0	0	0	0	0
ENSG00000212226__ENSMUSG00000088291	0	0	0	0	0
ENSG00000252087__ENSMUSG00000088794	0	0	0	0	0
ENSG00000252087__ENSMUSG00000088994	0	0	0	0	0
ENSG00000200622__ENSMUSG00000089153	0	0	0	0	0
ENSG00000201744__ENSMUSG00000089452	0	0	0	0	0
ENSG00000251906__ENSMUSG00000088542	0	0	1	0	0
ENSG00000206601__ENSMUSG00000089476	10	7	0	0	1
ENSG00000212160__ENSMUSG00000094301	0	0	0	0	0
ENSG00000199145__ENSMUSG00000065447	280	231	1	3	2
ENSG00000199102__ENSMUSG00000065482	334	231	2	0	1
ENSG00000206820__ENSMUSG00000089085	0	0	0	0	0
ENSG00000201752__ENSMUSG00000088236	0	0	0	0	0
ENSG00000201186__ENSMUSG00000084435	0	0	0	0	0
ENSG00000252183__ENSMUSG00000088057	0	0	0	0	0
ENSG00000201297__ENSMUSG00000088230	0	0	0	0	2
ENSG00000207322__ENSMUSG00000065017	5	3	0	0	0
ENSG00000252503__ENSMUSG00000077248	4	2	0	0	0
ENSG00000200520__ENSMUSG00000084696	4	0	0	0	0
ENSG00000252233__ENSMUSG00000088365	0	2	0	0	0
ENSG00000222594__ENSMUSG00000089485	0	0	0	0	0
ENSG00000207121__ENSMUSG00000095744	0	0	0	0	0
ENSG00000207121__ENSMUSG00000096198	0	0	0	0	0
ENSG00000201264__ENSMUSG00000064390	9	2	48	41	52
ENSG00000208797__ENSMUSG00000064984	0	0	26	28	48
ENSG00000252030__ENSMUSG00000087873	0	3	0	0	0
ENSG00000200350__ENSMUSG00000089051	2	8	0	0	0
ENSG00000222582__ENSMUSG00000084700	0	0	0	0	0
ENSG00000252350__ENSMUSG00000088073	0	0	0	0	0
ENSG00000200974__ENSMUSG00000084435	0	0	0	0	0
ENSG00000201516__ENSMUSG00000064596	0	0	0	0	0
ENSG00000222859__ENSMUSG00000089469	0	0	0	0	0
ENSG00000222859__ENSMUSG00000089480	0	0	0	0	0
ENSG00000253000__ENSMUSG00000088904	1	0	0	0	0
ENSG00000251742__ENSMUSG00000088629	0	0	0	0	0
ENSG00000252343__ENSMUSG00000084632	0	0	11	3	5
ENSG00000252343__ENSMUSG00000064550	0	0	0	0	0
ENSG00000251714__ENSMUSG00000088572	0	2	0	0	0
ENSG00000252157__ENSMUSG00000088643	0	0	0	0	0
ENSG00000251878__ENSMUSG00000065160	0	0	0	0	0
ENSG00000207231__ENSMUSG00000065721	5	2	0	0	0
ENSG00000212387__ENSMUSG00000089051	0	0	0	0	0
ENSG00000223007__ENSMUSG00000084597	0	0	0	0	2
ENSG00000200243__ENSMUSG00000065254	1	1	2	3	2
ENSG00000239112__ENSMUSG00000089317	0	15	0	3	4
ENSG00000201370__ENSMUSG00000070235	0	0	0	0	0
ENSG00000252083__ENSMUSG00000088398	0	0	0	0	0
ENSG00000223004__ENSMUSG00000084668	0	0	0	0	0
ENSG00000207261__ENSMUSG00000095635	0	0	0	0	0
ENSG00000207052__ENSMUSG00000064494	0	2	0	0	0
ENSG00000201223__ENSMUSG00000088077	0	0	0	0	0
ENSG00000212296__ENSMUSG00000077737	10	15	53	62	82
ENSG00000212561__ENSMUSG00000065237	0	0	0	0	0
ENSG00000206606__ENSMUSG00000089471	0	0	0	0	0
ENSG00000198983__ENSMUSG00000065575	0	0	0	0	0
ENSG00000253032__ENSMUSG00000087796	0	0	0	0	0
ENSG00000253032__ENSMUSG00000089624	0	0	0	1	0
ENSG00000202601__ENSMUSG00000076946	0	0	0	0	0
ENSG00000202017__ENSMUSG00000089450	0	0	0	0	0
ENSG00000251983__ENSMUSG00000088500	0	0	0	0	0
ENSG00000199279__ENSMUSG00000089078	0	2	0	0	0
ENSG00000201869__ENSMUSG00000088106	0	0	1	0	1
ENSG00000212249__ENSMUSG00000089473	0	0	1	0	0
ENSG00000220986__ENSMUSG00000080394	0	0	0	0	0
ENSG00000212260__ENSMUSG00000088016	0	0	0	0	2
ENSG00000212260__ENSMUSG00000088910	0	0	0	0	0
ENSG00000238961__ENSMUSG00000088108	166	131	3	2	5
ENSG00000238835__ENSMUSG00000088308	478	430	5	6	8
ENSG00000206744__ENSMUSG00000088454	0	0	0	0	0
ENSG00000206744__ENSMUSG00000065800	0	0	0	0	0
ENSG00000199643__ENSMUSG00000084703	1	0	0	0	0
ENSG00000206698__ENSMUSG00000065298	4	3	0	0	0
ENSG00000222610__ENSMUSG00000065815	0	2	0	0	0
ENSG00000222987__ENSMUSG00000084500	0	0	0	0	0
ENSG00000239708__ENSMUSG00000098477	0	0	0	0	0
ENSG00000251732__ENSMUSG00000088769	0	0	7	1	10
ENSG00000206593__ENSMUSG00000095729	0	0	0	0	0
ENSG00000202512__ENSMUSG00000087914	5	18	0	0	0
ENSG00000207177__ENSMUSG00000065716	0	0	0	0	0
ENSG00000253057__ENSMUSG00000088461	0	4	0	0	0
ENSG00000253057__ENSMUSG00000089285	0	4	0	0	0
ENSG00000253057__ENSMUSG00000089217	0	4	0	0	0
ENSG00000238363__ENSMUSG00000092764	115	41	0	0	0
ENSG00000238363__ENSMUSG00000064600	115	41	2	2	3
ENSG00000222706__ENSMUSG00000064397	0	0	0	0	0
ENSG00000212457__ENSMUSG00000095116	0	0	0	0	0
ENSG00000206786__ENSMUSG00000088615	4	0	3	1	2
ENSG00000222107__ENSMUSG00000087921	0	0	0	0	0
ENSG00000222107__ENSMUSG00000088976	0	0	0	0	0
ENSG00000253067__ENSMUSG00000093443	0	0	0	0	0
ENSG00000207222__ENSMUSG00000096208	1	0	0	0	0
ENSG00000201298__ENSMUSG00000065825	0	0	0	0	0
ENSG00000222266__ENSMUSG00000088071	4	0	0	1	0
ENSG00000216009__ENSMUSG00000077962	0	0	0	0	0
ENSG00000222924__ENSMUSG00000087766	0	0	0	0	0
ENSG00000222924__ENSMUSG00000089277	0	0	0	0	0
ENSG00000222937__ENSMUSG00000089239	37	14	16	4	12
ENSG00000206989__ENSMUSG00000065904	42	40	13	18	24
ENSG00000201532__ENSMUSG00000088249	30	47	46	41	52
ENSG00000252213__ENSMUSG00000088059	296	137	0	0	0
ENSG00000200959__ENSMUSG00000065649	1304	514	0	0	0
ENSG00000253015__ENSMUSG00000088112	11	9	0	0	0
ENSG00000253015__ENSMUSG00000089453	11	9	0	0	0
ENSG00000253015__ENSMUSG00000088470	11	9	0	0	0
ENSG00000200756__ENSMUSG00000088830	0	0	0	0	0
ENSG00000251842__ENSMUSG00000065090	0	0	1	0	0
ENSG00000199047__ENSMUSG00000105200	0	0	0	0	0
ENSG00000252068__ENSMUSG00000065309	0	0	0	0	0
ENSG00000201474__ENSMUSG00000089612	0	0	0	2	0
ENSG00000252794__ENSMUSG00000092920	0	0	0	0	0
ENSG00000253065__ENSMUSG00000087736	0	0	0	0	0
ENSG00000199035__ENSMUSG00000065553	12	8	0	0	0
ENSG00000207739__ENSMUSG00000065583	0	0	0	0	0
ENSG00000252464__ENSMUSG00000093734	3	0	17	26	33
ENSG00000198995__ENSMUSG00000065417	1	0	0	0	0
ENSG00000199892__ENSMUSG00000065804	0	0	0	0	0
ENSG00000206686__ENSMUSG00000088873	0	0	0	1	0
ENSG00000272296__ENSMUSG00000064725	0	0	0	0	0
ENSG00000202313__ENSMUSG00000092835	0	0	0	0	0
ENSG00000223321__ENSMUSG00000087860	0	0	0	0	0
ENSG00000202351__ENSMUSG00000088368	0	0	0	0	0
ENSG00000206881__ENSMUSG00000064574	0	2	0	0	0
ENSG00000222431__ENSMUSG00000089438	2	1	0	0	0
ENSG00000201683__ENSMUSG00000084524	0	0	0	0	0
ENSG00000222515__ENSMUSG00000084477	2	0	4	2	0
ENSG00000207394__ENSMUSG00000064909	0	0	0	0	0
ENSG00000207490__ENSMUSG00000088791	0	0	0	0	1
ENSG00000199289__ENSMUSG00000088018	0	0	0	0	0
ENSG00000251877__ENSMUSG00000089183	0	0	0	0	0
ENSG00000216101__ENSMUSG00000077931	0	2	0	2	1
ENSG00000201658__ENSMUSG00000089071	0	0	0	0	0
ENSG00000201785__ENSMUSG00000065273	93	83	8	6	5
ENSG00000265236__ENSMUSG00000075770	0	0	0	0	0
ENSG00000200816__ENSMUSG00000064853	182	131	1	3	4
ENSG00000200816__ENSMUSG00000064567	182	131	1	0	0
ENSG00000252743__ENSMUSG00000065029	22	17	0	0	0
ENSG00000201823__ENSMUSG00000092687	3	4	0	0	0
ENSG00000201754__ENSMUSG00000093009	0	0	0	0	0
ENSG00000251916__ENSMUSG00000064769	0	0	0	0	0
ENSG00000251916__ENSMUSG00000093074	0	0	0	0	0
ENSG00000265123__ENSMUSG00000098477	0	2	0	0	0
ENSG00000238554__ENSMUSG00000087754	71	61	0	0	0
ENSG00000200597__ENSMUSG00000089352	0	0	0	0	0
ENSG00000252990__ENSMUSG00000087999	0	0	0	0	0
ENSG00000206875__ENSMUSG00000095070	0	0	0	0	0
ENSG00000207076__ENSMUSG00000070236	0	0	0	0	0
ENSG00000252218__ENSMUSG00000093107	3	5	0	0	0
ENSG00000212468__ENSMUSG00000064854	0	0	0	0	0
ENSG00000199762__ENSMUSG00000088825	0	0	0	0	0
ENSG00000207604__ENSMUSG00000065559	0	0	0	0	0
ENSG00000199080__ENSMUSG00000065480	0	0	0	0	0
ENSG00000253010__ENSMUSG00000088864	0	0	0	0	0
ENSG00000199094__ENSMUSG00000065567	2	0	0	0	0
ENSG00000207827__ENSMUSG00000065405	0	0	0	0	0
ENSG00000200091__ENSMUSG00000087914	7	1	0	0	0
ENSG00000252156__ENSMUSG00000064916	0	0	7	10	17
ENSG00000272445__ENSMUSG00000087979	0	0	0	0	0
ENSG00000223044__ENSMUSG00000064394	3	0	0	0	0
ENSG00000222686__ENSMUSG00000084515	0	0	0	0	0
ENSG00000243124__ENSMUSG00000098477	0	0	0	0	0
ENSG00000252697__ENSMUSG00000088122	0	0	0	0	0
ENSG00000202283__ENSMUSG00000065004	0	0	0	0	0
ENSG00000252944__ENSMUSG00000088811	0	1	0	0	0
ENSG00000212147__ENSMUSG00000065747	2	0	0	0	0
ENSG00000252125__ENSMUSG00000077148	0	0	6	5	7
ENSG00000238420__ENSMUSG00000088018	0	0	0	0	0
ENSG00000206974__ENSMUSG00000064843	0	0	0	0	0
ENSG00000199360__ENSMUSG00000075908	0	0	1	0	1
ENSG00000207431__ENSMUSG00000094301	0	0	0	0	0
ENSG00000201386__ENSMUSG00000089257	0	0	0	0	0
ENSG00000251882__ENSMUSG00000089057	0	0	0	0	0
ENSG00000251814__ENSMUSG00000084645	0	0	0	0	0
ENSG00000222713__ENSMUSG00000084645	0	0	0	0	0
ENSG00000206598__ENSMUSG00000089541	0	0	0	0	0
ENSG00000201379__ENSMUSG00000075837	0	0	1	1	0
ENSG00000199932__ENSMUSG00000065215	4	1	0	0	0
ENSG00000222445__ENSMUSG00000084628	0	0	0	0	0
ENSG00000201613__ENSMUSG00000065011	0	0	0	0	0
ENSG00000206754__ENSMUSG00000077440	63	29	0	0	0
ENSG00000221500__ENSMUSG00000080486	184	146	0	0	0
ENSG00000200534__ENSMUSG00000070063	1093	730	0	0	0
ENSG00000252431__ENSMUSG00000088275	0	0	0	0	0
ENSG00000223039__ENSMUSG00000088439	1	0	0	0	1
ENSG00000223039__ENSMUSG00000088902	1	0	0	0	0
ENSG00000207422__ENSMUSG00000077668	0	0	0	0	0
ENSG00000200594__ENSMUSG00000084740	4	4	0	0	0
ENSG00000252658__ENSMUSG00000088221	0	0	0	0	0
ENSG00000223191__ENSMUSG00000089271	0	0	0	0	0
ENSG00000207392__ENSMUSG00000064637	251	185	6	2	5
ENSG00000206910__ENSMUSG00000077769	0	0	0	0	0
ENSG00000206910__ENSMUSG00000065105	0	0	0	0	0
ENSG00000201292__ENSMUSG00000094020	0	0	0	0	0
ENSG00000199023__ENSMUSG00000065593	3	2	0	0	1
ENSG00000201794__ENSMUSG00000084568	0	0	0	0	0
ENSG00000222164__ENSMUSG00000088123	0	0	0	0	0
ENSG00000222164__ENSMUSG00000089234	0	0	0	0	0
ENSG00000195024__ENSMUSG00000088603	0	0	0	0	0
ENSG00000195024__ENSMUSG00000065374	0	0	1	1	1
ENSG00000195024__ENSMUSG00000087760	0	0	0	0	0
ENSG00000195024__ENSMUSG00000065858	0	0	0	0	0
ENSG00000221740__ENSMUSG00000096832	20	30	0	0	0
ENSG00000221740__ENSMUSG00000095205	20	30	4	5	5
ENSG00000252821__ENSMUSG00000077367	0	0	0	0	0
ENSG00000202431__ENSMUSG00000089450	0	0	0	0	0
ENSG00000206947__ENSMUSG00000065202	0	0	0	0	0
ENSG00000206838__ENSMUSG00000064495	185	141	1	8	6
ENSG00000201772__ENSMUSG00000065686	55	32	2	0	1
ENSG00000199629__ENSMUSG00000065770	0	1	0	0	0
ENSG00000252857__ENSMUSG00000077367	0	0	0	0	0
ENSG00000206729__ENSMUSG00000088787	0	0	0	0	0
ENSG00000206603__ENSMUSG00000065304	35	17	19	27	17
ENSG00000207168__ENSMUSG00000093413	25	17	2	0	0
ENSG00000201165__ENSMUSG00000088787	0	0	0	0	0
ENSG00000207344__ENSMUSG00000065304	50	32	19	27	17
ENSG00000207062__ENSMUSG00000093413	0	0	2	0	0
ENSG00000206634__ENSMUSG00000065304	278	172	19	27	17
ENSG00000206785__ENSMUSG00000093413	10	4	2	0	0
ENSG00000201560__ENSMUSG00000088787	0	0	0	0	0
ENSG00000252126__ENSMUSG00000096676	0	0	0	0	0
ENSG00000252126__ENSMUSG00000064735	0	0	0	0	0
ENSG00000252126__ENSMUSG00000084454	0	0	0	0	0
ENSG00000206709__ENSMUSG00000065705	0	0	0	0	0
ENSG00000252713__ENSMUSG00000089293	0	0	0	0	0
ENSG00000252713__ENSMUSG00000088293	0	0	0	0	0
ENSG00000206818__ENSMUSG00000096564	0	0	0	0	0
ENSG00000207094__ENSMUSG00000084519	0	0	42	49	52
ENSG00000239075__ENSMUSG00000094681	0	0	0	0	1
ENSG00000206763__ENSMUSG00000094199	0	0	0	0	0
ENSG00000207656__ENSMUSG00000070107	0	0	0	0	0
ENSG00000207045__ENSMUSG00000088499	0	0	0	0	0
ENSG00000244318__ENSMUSG00000098477	0	0	0	0	0
ENSG00000222966__ENSMUSG00000089585	0	0	0	0	0
ENSG00000207547__ENSMUSG00000065394	64	45	0	0	0
ENSG00000207757__ENSMUSG00000065527	99	43	0	0	0
ENSG00000208036__ENSMUSG00000065514	97	51	2	2	3
ENSG00000222636__ENSMUSG00000084683	0	0	0	0	0
ENSG00000207454__ENSMUSG00000064616	0	0	0	0	0
ENSG00000238324__ENSMUSG00000088749	2	0	0	0	0
ENSG00000238832__ENSMUSG00000088735	5	2	0	0	0
ENSG00000202406__ENSMUSG00000065808	0	0	2	0	2
ENSG00000271739__ENSMUSG00000089342	1	0	0	0	0
ENSG00000207338__ENSMUSG00000088620	0	0	0	0	0
ENSG00000201104__ENSMUSG00000064653	0	2	1	0	0
ENSG00000207214__ENSMUSG00000075903	0	0	0	0	1
ENSG00000207692__ENSMUSG00000076067	0	0	0	0	0
ENSG00000207705__ENSMUSG00000065469	0	0	0	0	0
ENSG00000199846__ENSMUSG00000064859	9	0	0	0	0
ENSG00000199158__ENSMUSG00000065586	0	0	0	0	0
ENSG00000207691__ENSMUSG00000065619	0	0	0	0	0
ENSG00000199043__ENSMUSG00000065501	0	0	0	0	0
ENSG00000207597__ENSMUSG00000070075	0	0	0	0	0
ENSG00000222514__ENSMUSG00000084439	0	0	0	0	0
ENSG00000199283__ENSMUSG00000065795	0	0	0	0	0
ENSG00000199283__ENSMUSG00000065040	0	0	0	0	0
ENSG00000201354__ENSMUSG00000088825	0	0	0	0	0
ENSG00000223212__ENSMUSG00000093025	0	0	0	0	0
ENSG00000202354__ENSMUSG00000064945	15691	12675	0	0	0
ENSG00000202528__ENSMUSG00000064928	0	0	0	0	0
ENSG00000207415__ENSMUSG00000089397	0	0	0	0	0
ENSG00000207415__ENSMUSG00000064948	0	0	0	0	0
ENSG00000207600__ENSMUSG00000076049	0	0	0	0	0
ENSG00000206996__ENSMUSG00000094494	0	0	0	0	0
ENSG00000222267__ENSMUSG00000088216	1	4	0	0	0
ENSG00000201761__ENSMUSG00000088066	0	0	0	0	0
ENSG00000207027__ENSMUSG00000084519	1	0	42	49	52
ENSG00000207201__ENSMUSG00000094980	0	0	0	0	0
ENSG00000222862__ENSMUSG00000087924	0	0	0	0	0
ENSG00000207361__ENSMUSG00000064575	0	0	0	0	0
ENSG00000239175__ENSMUSG00000065667	0	0	0	1	0
ENSG00000252735__ENSMUSG00000064394	0	0	0	0	0
ENSG00000206867__ENSMUSG00000094214	0	0	0	0	0
ENSG00000206852__ENSMUSG00000088708	4	2	0	0	1
ENSG00000222630__ENSMUSG00000084536	0	0	0	0	0
ENSG00000252594__ENSMUSG00000065203	0	0	0	0	0
ENSG00000207369__ENSMUSG00000089102	0	0	0	1	0
ENSG00000222522__ENSMUSG00000087911	0	0	0	0	0
ENSG00000252710__ENSMUSG00000077582	0	0	0	0	0
ENSG00000199640__ENSMUSG00000087852	0	0	0	0	0
ENSG00000199212__ENSMUSG00000089337	0	0	0	1	3
ENSG00000199405__ENSMUSG00000064634	0	0	0	0	0
ENSG00000238650__ENSMUSG00000088351	0	0	0	0	0
ENSG00000221093__ENSMUSG00000077603	0	0	0	0	0
ENSG00000221093__ENSMUSG00000080536	0	0	0	0	0
ENSG00000221093__ENSMUSG00000084418	0	0	0	0	0
ENSG00000202265__ENSMUSG00000089551	0	0	0	0	0
ENSG00000252358__ENSMUSG00000088165	0	0	0	0	0
ENSG00000207816__ENSMUSG00000093073	14	14	0	0	0
ENSG00000201365__ENSMUSG00000089404	0	0	0	1	0
ENSG00000222889__ENSMUSG00000087845	0	0	0	0	0
ENSG00000222889__ENSMUSG00000087872	0	0	0	0	0
ENSG00000222889__ENSMUSG00000088295	0	0	0	0	0
ENSG00000222889__ENSMUSG00000088331	0	0	0	0	0
ENSG00000212473__ENSMUSG00000065937	2	0	0	0	0
ENSG00000222488__ENSMUSG00000088964	4	4	0	0	0
ENSG00000206649__ENSMUSG00000065202	0	0	0	0	0
ENSG00000200151__ENSMUSG00000089475	0	0	7	9	5
ENSG00000207067__ENSMUSG00000088979	0	0	0	0	0
ENSG00000207067__ENSMUSG00000088114	0	0	0	0	0
ENSG00000207067__ENSMUSG00000065899	0	0	0	0	0
ENSG00000252558__ENSMUSG00000064822	0	0	0	0	0
ENSG00000252558__ENSMUSG00000089292	0	0	0	1	0
ENSG00000223281__ENSMUSG00000084568	0	0	0	0	0
ENSG00000252764__ENSMUSG00000084476	0	0	1	1	0
ENSG00000242315__ENSMUSG00000098477	0	0	0	0	0
ENSG00000207399__ENSMUSG00000064777	2	1	0	0	0
ENSG00000252852__ENSMUSG00000087791	0	0	0	0	0
ENSG00000207334__ENSMUSG00000094717	0	0	0	0	0
