orth_id	hESC_rep1	hESC_rep2	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000145431__ENSMUSG00000028019	410	454	3250	3356	4370
ENSG00000109738__ENSMUSG00000028020	68	67	89	90	109
ENSG00000120251__ENSMUSG00000033981	4	9	0	4	4
ENSG00000164125__ENSMUSG00000027955	134	174	232	248	353
ENSG00000164124__ENSMUSG00000027956	246	200	605	756	938
ENSG00000171509__ENSMUSG00000034009	4	4	0	0	0
ENSG00000205208__ENSMUSG00000027811	3500	2778	1065	1171	1499
ENSG00000171503__ENSMUSG00000027809	656	390	1651	1699	2196
ENSG00000171497__ENSMUSG00000027804	2127	1626	10027	10304	13246
ENSG00000052795__ENSMUSG00000061175	1522	1105	5405	5825	7380
ENSG00000164123__ENSMUSG00000091685	0	2	2	2	4
ENSG00000109756__ENSMUSG00000062232	3979	3122	2681	2715	3541
ENSG00000168843__ENSMUSG00000034098	60	47	2	0	8
ENSG00000145414__ENSMUSG00000014907	1845	1270	2898	2842	3725
ENSG00000164128__ENSMUSG00000036437	326	252	40	15	29
ENSG00000164129__ENSMUSG00000044014	56	65	0	0	0
ENSG00000151005__ENSMUSG00000025519	0	0	29	14	22
ENSG00000198498__ENSMUSG00000025591	2661	2415	3187	3210	3935
ENSG00000145416__ENSMUSG00000036469	323	299	10	10	17
ENSG00000248771__ENSMUSG00000074300	4	7	0	2	3
ENSG00000183439__ENSMUSG00000109718	105	83	22	29	32
ENSG00000176979__ENSMUSG00000053490	0	0	0	12	12
ENSG00000170088__ENSMUSG00000025521	1238	1121	2231	2492	2982
ENSG00000109466__ENSMUSG00000031605	780	494	1733	1835	2427
ENSG00000229894__ENSMUSG00000025059	0	4	1117	1132	1515
ENSG00000052802__ENSMUSG00000031604	10510	9565	8496	8768	10575
ENSG00000109472__ENSMUSG00000037852	3173	2757	1214	1274	1547
ENSG00000038295__ENSMUSG00000053626	62	44	61	54	65
ENSG00000196104__ENSMUSG00000054162	74	61	10	2	10
ENSG00000109511__ENSMUSG00000031635	0	0	3	6	6
ENSG00000137628__ENSMUSG00000037921	262	302	14	14	17
ENSG00000129116__ENSMUSG00000058056	3534	3071	2512	2617	3288
ENSG00000145439__ENSMUSG00000031641	1670	1445	513	491	613
ENSG00000154447__ENSMUSG00000031642	1364	1015	935	920	1235
ENSG00000137601__ENSMUSG00000031644	1359	1153	2366	2380	2921
ENSG00000109572__ENSMUSG00000004319	3346	2861	7393	7786	9794
ENSG00000056050__ENSMUSG00000038005	1741	1507	2467	2665	3350
ENSG00000198948__ENSMUSG00000031647	700	581	30	27	45
ENSG00000109576__ENSMUSG00000057228	1440	985	2	2	4
ENSG00000174473__ENSMUSG00000096914	3	4	9	7	11
ENSG00000109586__ENSMUSG00000031608	5562	3666	692	691	860
ENSG00000164104__ENSMUSG00000054717	10097	10314	24520	25878	34787
ENSG00000164105__ENSMUSG00000031609	725	619	3137	3224	4144
ENSG00000164106__ENSMUSG00000031610	92	93	0	0	0
ENSG00000164107__ENSMUSG00000038193	35	32	1	2	5
ENSG00000164117__ENSMUSG00000038206	371	340	1208	1261	1573
ENSG00000164118__ENSMUSG00000038215	1022	931	1549	1529	1929
ENSG00000164120__ENSMUSG00000031613	108	80	45	73	51
ENSG00000145451__ENSMUSG00000038257	9	11	0	1	0
ENSG00000168594__ENSMUSG00000046258	1	7	0	0	0
ENSG00000150625__ENSMUSG00000031517	514	718	4	6	4
ENSG00000150627__ENSMUSG00000039375	471	412	10	13	20
ENSG00000150628__ENSMUSG00000031518	5	4	0	0	0
ENSG00000164122__ENSMUSG00000031519	35	33	1	0	2
ENSG00000129128__ENSMUSG00000054408	8029	6987	5831	5924	7577
ENSG00000129128__ENSMUSG00000048040	8029	6987	542	577	748
ENSG00000129128__ENSMUSG00000048355	8029	6987	246	265	371
ENSG00000150630__ENSMUSG00000031520	78	92	771	853	1251
ENSG00000109674__ENSMUSG00000039396	626	568	216	238	283
ENSG00000038002__ENSMUSG00000031521	435	315	329	332	434
ENSG00000218336__ENSMUSG00000031561	8904	6738	2733	2895	3628
ENSG00000129187__ENSMUSG00000031562	3180	2316	1416	1485	1904
ENSG00000151718__ENSMUSG00000031563	7611	5805	3702	3680	4948
ENSG00000168564__ENSMUSG00000038069	2001	1448	1264	1299	1636
ENSG00000168556__ENSMUSG00000063049	683	534	854	969	1122
ENSG00000182552__ENSMUSG00000031568	1719	1432	1890	2043	2603
ENSG00000168538__ENSMUSG00000038102	2441	2239	4367	4493	5856
ENSG00000173320__ENSMUSG00000038143	4535	3284	444	408	619
ENSG00000164303__ENSMUSG00000038173	4	4	0	0	0
ENSG00000168310__ENSMUSG00000031627	545	411	3	6	10
ENSG00000164305__ENSMUSG00000031628	6687	4277	5758	5693	7449
ENSG00000164306__ENSMUSG00000038225	642	545	707	808	1016
ENSG00000151725__ENSMUSG00000031629	8972	6805	1078	1139	1455
ENSG00000151726__ENSMUSG00000018796	531	513	1758	1974	2424
ENSG00000187821__ENSMUSG00000047171	0	0	0	0	0
ENSG00000151729__ENSMUSG00000031633	2525	1946	6940	7148	9079
ENSG00000164323__ENSMUSG00000031631	3392	2940	1129	1186	1543
ENSG00000109762__ENSMUSG00000038291	796	675	177	180	225
ENSG00000109771__ENSMUSG00000031637	97	71	2	0	2
ENSG00000186352__ENSMUSG00000050914	40	26	103	124	105
ENSG00000109775__ENSMUSG00000031634	1454	1155	288	322	351
ENSG00000205129__ENSMUSG00000071103	51	81	0	4	6
ENSG00000168491__ENSMUSG00000071104	60	60	0	0	0
ENSG00000154553__ENSMUSG00000031636	206	208	5	4	7
ENSG00000154556__ENSMUSG00000031626	1591	1457	4	8	7
ENSG00000164342__ENSMUSG00000031639	128	85	20	14	22
ENSG00000109794__ENSMUSG00000070044	405	286	2	6	8
ENSG00000145476__ENSMUSG00000031640	222	192	0	0	0
ENSG00000145476__ENSMUSG00000079057	222	192	4	2	1
ENSG00000164344__ENSMUSG00000109764	670	425	2	4	4
ENSG00000088926__ENSMUSG00000031645	25	17	2	0	3
ENSG00000168412__ENSMUSG00000054764	27	20	0	4	0
ENSG00000083857__ENSMUSG00000070047	17424	13293	28384	29297	39038
ENSG00000179059__ENSMUSG00000051176	5479	3007	7330	7863	10148
ENSG00000179046__ENSMUSG00000091490	1098	712	1913	2045	2732
ENSG00000184108__ENSMUSG00000031651	0	0	2037	2127	2688
ENSG00000109536__ENSMUSG00000031590	1446	1245	2994	3104	3895
ENSG00000205097__ENSMUSG00000087385	0	0	36	26	47
ENSG00000185028__ENSMUSG00000021579	0	2	0	0	0
ENSG00000164366__ENSMUSG00000021578	1368	1095	2497	2638	3357
ENSG00000073578__ENSMUSG00000021577	4069	3168	19379	20633	26830
ENSG00000249915__ENSMUSG00000021576	2907	1787	3436	3686	4670
ENSG00000063438__ENSMUSG00000021575	63	35	79	70	60
ENSG00000180104__ENSMUSG00000034152	3091	2149	2776	2926	3935
ENSG00000066230__ENSMUSG00000036123	26	36	0	0	0
ENSG00000112877__ENSMUSG00000021572	967	712	1029	1088	1331
ENSG00000171368__ENSMUSG00000021573	103	86	10	20	9
ENSG00000206077__ENSMUSG00000069189	27	21	0	0	0
ENSG00000188818__ENSMUSG00000069189	327	195	0	0	0
ENSG00000028310__ENSMUSG00000057649	3040	2171	2183	2447	3037
ENSG00000071539__ENSMUSG00000021569	3790	2470	4256	4382	5582
ENSG00000145506__ENSMUSG00000021567	528	661	44	45	33
ENSG00000113504__ENSMUSG00000017756	4296	3220	9236	9850	13136
ENSG00000174358__ENSMUSG00000021565	15	12	2	0	2
ENSG00000164363__ENSMUSG00000021612	0	2	14	18	14
ENSG00000164362__ENSMUSG00000021611	989	642	1034	974	1238
ENSG00000049656__ENSMUSG00000021610	6861	3977	2575	2667	3549
ENSG00000142319__ENSMUSG00000021609	30	17	4	4	0
ENSG00000153395__ENSMUSG00000021608	14288	9574	3839	3725	4803
ENSG00000171421__ENSMUSG00000021607	1720	1223	2201	2368	3090
ENSG00000145494__ENSMUSG00000021606	3969	2802	2840	2898	3826
ENSG00000113430__ENSMUSG00000021604	79	23	8	10	6
ENSG00000170561__ENSMUSG00000001504	5420	3854	405	417	564
ENSG00000170549__ENSMUSG00000060969	746	731	6	4	12
ENSG00000145536__ENSMUSG00000049538	1465	1188	2	0	0
ENSG00000164151__ENSMUSG00000034525	8968	6189	10298	10816	14474
ENSG00000133398__ENSMUSG00000021598	837	601	1	3	3
ENSG00000215218__ENSMUSG00000052981	70	103	49	39	36
ENSG00000037474__ENSMUSG00000021595	7771	4696	18067	18933	24172
ENSG00000145545__ENSMUSG00000021594	2231	1635	320	423	481
ENSG00000112941__ENSMUSG00000034575	2073	1836	2018	1935	2776
ENSG00000078295__ENSMUSG00000021536	5711	4749	41	29	46
ENSG00000215217__ENSMUSG00000021534	50	21	4	2	3
ENSG00000124275__ENSMUSG00000034617	2718	1713	3625	3800	4830
ENSG00000124279__ENSMUSG00000021532	938	642	2411	2592	3205
ENSG00000112902__ENSMUSG00000022231	1896	1901	1736	1525	2203
ENSG00000169777__ENSMUSG00000045267	0	0	0	0	0
ENSG00000150756__ENSMUSG00000039065	610	448	417	411	519
ENSG00000150753__ENSMUSG00000022234	23764	15521	39383	41277	54094
ENSG00000164237__ENSMUSG00000022235	1629	1505	5	4	3
ENSG00000145495__ENSMUSG00000039100	9267	7012	5479	5436	6812
ENSG00000145491__ENSMUSG00000022236	18	5	7	10	19
ENSG00000164236__ENSMUSG00000022237	1592	742	108	113	136
ENSG00000169862__ENSMUSG00000022240	1323	1367	898	938	1132
ENSG00000039139__ENSMUSG00000022262	68	68	19	11	27
ENSG00000038382__ENSMUSG00000022263	6236	4548	1179	1313	1744
ENSG00000145569__ENSMUSG00000056069	577	429	11	3	5
ENSG00000154124__ENSMUSG00000046034	2002	1431	804	917	1102
ENSG00000154122__ENSMUSG00000022265	543	390	1027	1088	1343
ENSG00000183580__ENSMUSG00000043556	1875	1588	14	26	18
ENSG00000183654__ENSMUSG00000022269	29	24	54	44	66
ENSG00000173545__ENSMUSG00000052253	1671	1111	3048	3301	4165
ENSG00000154153__ENSMUSG00000022270	160	90	991	1047	1305
ENSG00000145555__ENSMUSG00000022272	15002	10688	29944	31561	40470
ENSG00000176788__ENSMUSG00000045763	10349	8222	1017	1043	1336
ENSG00000145526__ENSMUSG00000040420	27	33	5	7	12
ENSG00000154162__ENSMUSG00000040452	27	6	0	6	0
ENSG00000040731__ENSMUSG00000022321	271	276	67	66	98
ENSG00000113100__ENSMUSG00000025370	156	46	14	13	10
ENSG00000113361__ENSMUSG00000039385	4310	4842	22	27	29
ENSG00000113360__ENSMUSG00000022191	7332	5711	16448	17389	22306
ENSG00000082213__ENSMUSG00000022195	2826	2137	5377	5595	7166
ENSG00000133401__ENSMUSG00000022197	744	644	92	120	153
ENSG00000113384__ENSMUSG00000022200	7598	5251	4746	4578	5918
ENSG00000150712__ENSMUSG00000039458	4738	3247	5609	5628	7209
ENSG00000056097__ENSMUSG00000022201	12030	8802	9748	9890	12979
ENSG00000113387__ENSMUSG00000022205	10217	7465	15096	15492	20358
ENSG00000113389__ENSMUSG00000022206	67	82	487	466	626
ENSG00000113407__ENSMUSG00000022241	18832	12113	19441	20070	25918
ENSG00000151388__ENSMUSG00000047497	1771	1717	2	1	6
ENSG00000164175__ENSMUSG00000022243	0	4	2	0	2
ENSG00000242110__ENSMUSG00000022244	140	112	844	873	1087
ENSG00000273294__ENSMUSG00000058914	0	0	4	2	3
ENSG00000082196__ENSMUSG00000058914	55	156	4	2	3
ENSG00000039560__ENSMUSG00000022246	10667	7156	7083	7363	9518
ENSG00000205838__ENSMUSG00000022249	39	64	2	0	0
ENSG00000113456__ENSMUSG00000022248	3027	2107	2082	2401	2788
ENSG00000113460__ENSMUSG00000022247	3533	2376	10312	10470	13570
ENSG00000168724__ENSMUSG00000044224	4412	3521	8206	8420	10695
ENSG00000113492__ENSMUSG00000089678	3	4	0	0	0
ENSG00000113494__ENSMUSG00000094814	434	443	0	0	0
ENSG00000113494__ENSMUSG00000005268	434	443	526	548	709
ENSG00000152582__ENSMUSG00000072663	72	115	84	86	129
ENSG00000168685__ENSMUSG00000003882	11	19	0	0	0
ENSG00000152611__ENSMUSG00000039676	0	0	820	805	1132
ENSG00000168671__ENSMUSG00000072664	1624	1108	10	10	11
ENSG00000168671__ENSMUSG00000049152	1624	1108	0	0	0
ENSG00000164187__ENSMUSG00000039704	911	889	1639	1706	2106
ENSG00000145604__ENSMUSG00000054115	8126	5280	4662	5010	6378
ENSG00000152620__ENSMUSG00000022253	1686	1769	5175	5187	6669
ENSG00000164188__ENSMUSG00000048424	16	5	0	0	0
ENSG00000079215__ENSMUSG00000005360	1538	1231	321	300	409
ENSG00000164190__ENSMUSG00000022141	9299	6927	9574	9720	12260
ENSG00000197603__ENSMUSG00000039801	1344	1189	3316	3387	4434
ENSG00000113569__ENSMUSG00000022142	9705	6951	14425	14553	19165
ENSG00000082068__ENSMUSG00000039828	1795	1485	2292	2300	3165
ENSG00000168621__ENSMUSG00000022144	59	53	0	0	0
ENSG00000164318__ENSMUSG00000042961	393	238	6	2	14
ENSG00000113594__ENSMUSG00000054263	2864	3191	5997	5975	8070
ENSG00000145623__ENSMUSG00000022146	299	491	6	16	17
ENSG00000164327__ENSMUSG00000050310	2751	1846	4573	4591	6091
ENSG00000082074__ENSMUSG00000022148	0	0	4	8	19
ENSG00000113600__ENSMUSG00000022149	8	0	0	0	0
ENSG00000153071__ENSMUSG00000022150	935	788	62	62	62
ENSG00000113638__ENSMUSG00000022151	521	578	1395	1393	1926
ENSG00000171522__ENSMUSG00000039942	49	29	148	122	160
ENSG00000132356__ENSMUSG00000050697	2216	1896	3544	3547	4643
ENSG00000145592__ENSMUSG00000041841	43153	32940	14378	15147	21233
ENSG00000132357__ENSMUSG00000041849	24	26	229	272	303
ENSG00000112936__ENSMUSG00000079105	39	14	10	13	25
ENSG00000171495__ENSMUSG00000022155	0	0	0	0	4
ENSG00000039537__ENSMUSG00000022181	4	4	7	6	6
ENSG00000182836__ENSMUSG00000049148	61	40	6	5	6
ENSG00000083720__ENSMUSG00000022186	2349	1516	5536	5690	7453
ENSG00000205765__ENSMUSG00000041935	4761	3477	7808	7471	9657
ENSG00000151876__ENSMUSG00000022184	57	53	104	110	138
ENSG00000112964__ENSMUSG00000055737	82	55	146	119	124
ENSG00000198865__ENSMUSG00000091119	301	265	1	10	9
ENSG00000250722__ENSMUSG00000064373	333	196	172	161	238
ENSG00000172262__ENSMUSG00000094870	2996	1998	3615	3813	4744
ENSG00000177453__ENSMUSG00000095930	4	4	90	58	74
ENSG00000112972__ENSMUSG00000093930	29844	27802	24923	25033	31258
ENSG00000151882__ENSMUSG00000074715	17	22	28	37	39
ENSG00000151881__ENSMUSG00000074634	411	360	56	50	82
ENSG00000172244__ENSMUSG00000062822	674	606	2351	2447	3268
ENSG00000172239__ENSMUSG00000025451	6888	5357	5089	5173	6358
ENSG00000112992__ENSMUSG00000025453	1840	1542	2155	2128	2940
ENSG00000070193__ENSMUSG00000021732	59	82	1207	1217	1528
ENSG00000112996__ENSMUSG00000021731	4290	2958	3040	2840	3798
ENSG00000164588__ENSMUSG00000021730	300	214	10	11	21
ENSG00000170571__ENSMUSG00000021728	3262	2795	3131	3198	4303
ENSG00000151883__ENSMUSG00000021725	2841	2259	30	12	16
ENSG00000016082__ENSMUSG00000042258	88	39	119	103	141
ENSG00000213949__ENSMUSG00000042284	549	423	143	167	215
ENSG00000152684__ENSMUSG00000042275	1939	1259	749	781	1120
ENSG00000164171__ENSMUSG00000015533	612	409	4	8	5
ENSG00000164172__ENSMUSG00000015536	1177	842	1119	1148	1415
ENSG00000134363__ENSMUSG00000021765	12987	8605	506	605	776
ENSG00000164258__ENSMUSG00000021764	2220	1880	3958	4297	5590
ENSG00000185305__ENSMUSG00000042348	1205	1066	3807	3797	4893
ENSG00000169271__ENSMUSG00000051456	0	0	0	0	0
ENSG00000178996__ENSMUSG00000042364	1826	1531	8890	9215	11492
ENSG00000164283__ENSMUSG00000042379	1	6	0	0	0
ENSG00000113088__ENSMUSG00000042385	0	0	0	0	0
ENSG00000145649__ENSMUSG00000023132	0	2	0	0	0
ENSG00000164287__ENSMUSG00000078926	12	9	17	7	12
ENSG00000164294__ENSMUSG00000021760	3955	3086	154	159	195
ENSG00000234602__ENSMUSG00000074651	6	6	3	3	6
ENSG00000152669__ENSMUSG00000042417	15	19	96	117	108
ENSG00000067248__ENSMUSG00000042426	4811	2948	4943	5339	6823
ENSG00000039123__ENSMUSG00000016018	8513	6169	12796	13048	16461
ENSG00000067113__ENSMUSG00000021759	844	656	3526	3563	4668
ENSG00000177058__ENSMUSG00000047789	2065	1246	380	377	514
ENSG00000152670__ENSMUSG00000021758	2	2	692	740	894
ENSG00000164509__ENSMUSG00000050377	5	0	4	1	3
ENSG00000134352__ENSMUSG00000021756	1641	1567	8399	8482	10996
ENSG00000164512__ENSMUSG00000049985	4	8	0	4	6
ENSG00000095015__ENSMUSG00000021754	2032	1658	4416	4321	5647
ENSG00000155545__ENSMUSG00000032727	2881	2015	3995	4127	5110
ENSG00000169067__ENSMUSG00000055194	0	0	0	0	0
ENSG00000145632__ENSMUSG00000021701	1102	738	3154	3168	4015
ENSG00000175857__ENSMUSG00000046006	0	0	0	0	0
ENSG00000152932__ENSMUSG00000021700	772	880	1	3	2
ENSG00000113448__ENSMUSG00000021699	490	560	1223	1316	1608
ENSG00000035499__ENSMUSG00000021697	4888	3405	1322	1453	1876
ENSG00000164181__ENSMUSG00000021696	282	217	2461	2451	3175
ENSG00000049167__ENSMUSG00000021694	994	868	1497	1537	1889
ENSG00000164182__ENSMUSG00000068184	1117	888	786	908	1176
ENSG00000188725__ENSMUSG00000071180	2497	1839	4143	3916	4978
ENSG00000068796__ENSMUSG00000021693	6718	4973	4675	4936	6176
ENSG00000086189__ENSMUSG00000021692	4048	2995	1687	1785	2323
ENSG00000086200__ENSMUSG00000042590	4401	3207	8373	8549	10811
ENSG00000178394__ENSMUSG00000021721	229	76	0	0	0
ENSG00000164197__ENSMUSG00000021720	124	145	16	15	27
ENSG00000186479__ENSMUSG00000021719	150	91	18	22	33
ENSG00000145642__ENSMUSG00000042655	560	330	0	0	0
ENSG00000153006__ENSMUSG00000021716	3332	2728	1377	1532	1756
ENSG00000153015__ENSMUSG00000021715	2821	2341	1969	1892	2637
ENSG00000049192__ENSMUSG00000046169	251	265	11	7	8
ENSG00000123219__ENSMUSG00000021714	2462	1927	666	690	858
ENSG00000113593__ENSMUSG00000021713	2446	1727	2349	2515	3202
ENSG00000113595__ENSMUSG00000021712	1105	763	3477	3506	4756
ENSG00000113597__ENSMUSG00000021711	1250	868	5299	5440	7012
ENSG00000197860__ENSMUSG00000042743	1112	842	402	459	565
ENSG00000123213__ENSMUSG00000021710	12488	8700	3190	3361	4150
ENSG00000112851__ENSMUSG00000021709	3768	3208	3430	3565	4710
ENSG00000069020__ENSMUSG00000034751	506	470	1136	1119	1457
ENSG00000134061__ENSMUSG00000021624	17	10	43	66	58
ENSG00000145675__ENSMUSG00000041417	3304	3338	1408	1581	1946
ENSG00000145740__ENSMUSG00000021629	2101	1571	3081	3210	4017
ENSG00000134057__ENSMUSG00000041431	12947	10385	14911	15267	19839
ENSG00000153044__ENSMUSG00000045273	4002	3878	2899	3132	3719
ENSG00000134056__ENSMUSG00000061474	1342	1040	681	694	984
ENSG00000134058__ENSMUSG00000069089	1862	1370	6049	6397	7866
ENSG00000183323__ENSMUSG00000048924	473	446	140	130	176
ENSG00000273841__ENSMUSG00000052293	3766	2894	29	29	46
ENSG00000273841__ENSMUSG00000078941	3766	2894	1445	1458	1974
ENSG00000152942__ENSMUSG00000021635	2425	2030	2558	2537	3247
ENSG00000152939__ENSMUSG00000021636	1195	836	122	138	167
ENSG00000197822__ENSMUSG00000021638	2392	1679	207	232	296
ENSG00000183474__ENSMUSG00000021639	1014	700	2360	2409	2881
ENSG00000205572__ENSMUSG00000021643	120	91	24	26	36
ENSG00000205571__ENSMUSG00000021645	551	404	3710	3848	5054
ENSG00000172058__ENSMUSG00000021643	60	55	24	26	36
ENSG00000172062__ENSMUSG00000021645	541	398	3710	3848	5054
ENSG00000145736__ENSMUSG00000021639	758	627	2360	2409	2881
ENSG00000145734__ENSMUSG00000049658	4285	3068	6174	6508	8323
ENSG00000131844__ENSMUSG00000021646	6140	3996	990	1142	1421
ENSG00000164326__ENSMUSG00000021647	4	9	4	2	0
ENSG00000131711__ENSMUSG00000052727	34615	26563	4856	5064	6684
ENSG00000113048__ENSMUSG00000041632	7130	5554	3054	3369	4267
ENSG00000049883__ENSMUSG00000021650	1166	817	2519	2447	3320
ENSG00000178175__ENSMUSG00000050919	3	4	0	0	0
ENSG00000083312__ENSMUSG00000009470	28765	18962	36484	35832	46802
ENSG00000157107__ENSMUSG00000041685	1169	988	3231	3251	3957
ENSG00000157111__ENSMUSG00000052485	27	29	0	0	0
ENSG00000164325__ENSMUSG00000046082	0	0	0	0	0
ENSG00000251493__ENSMUSG00000078302	2	2	50	46	70
ENSG00000164331__ENSMUSG00000021661	570	582	748	774	1028
ENSG00000164338__ENSMUSG00000041747	2236	1372	5712	6181	7871
ENSG00000214944__ENSMUSG00000021662	42	81	52	44	48
ENSG00000171617__ENSMUSG00000041773	5197	4365	9379	9970	13055
ENSG00000049860__ENSMUSG00000021665	2594	1971	7022	7174	9458
ENSG00000164347__ENSMUSG00000021666	1859	1441	3857	4128	5048
ENSG00000198780__ENSMUSG00000041817	2617	1904	8307	8176	10632
ENSG00000176928__ENSMUSG00000091387	659	520	542	554	726
ENSG00000145700__ENSMUSG00000109561	30	22	29	22	36
ENSG00000113161__ENSMUSG00000021670	27228	20976	19051	19469	23910
ENSG00000113163__ENSMUSG00000021669	4706	3108	3049	3073	3898
ENSG00000122008__ENSMUSG00000021668	566	573	1506	1624	2012
ENSG00000189045__ENSMUSG00000047117	16	8	110	93	117
ENSG00000152359__ENSMUSG00000021671	674	520	1539	1610	2079
ENSG00000122012__ENSMUSG00000051111	38	16	47	50	68
ENSG00000145703__ENSMUSG00000021676	6061	4954	2296	2631	3233
ENSG00000164220__ENSMUSG00000021675	75	47	8	13	7
ENSG00000181104__ENSMUSG00000048376	3665	3123	2729	2890	3526
ENSG00000164251__ENSMUSG00000021678	3223	2152	4684	4856	6290
ENSG00000171643__ENSMUSG00000021679	17	6	4	4	3
ENSG00000145708__ENSMUSG00000021680	163	125	4	2	6
ENSG00000164252__ENSMUSG00000021681	2471	2167	4550	4817	6031
ENSG00000132846__ENSMUSG00000041995	1010	786	1022	1093	1487
ENSG00000113231__ENSMUSG00000021684	284	310	82	75	101
ENSG00000164253__ENSMUSG00000042015	2747	2462	1289	1352	1840
ENSG00000171540__ENSMUSG00000021685	0	2	2	3	6
ENSG00000171530__ENSMUSG00000042043	5477	4537	3372	3394	4592
ENSG00000132842__ENSMUSG00000021686	6752	5399	12685	13336	16635
ENSG00000085365__ENSMUSG00000021687	3751	3359	1281	1355	1609
ENSG00000145685__ENSMUSG00000045312	4312	3059	406	417	533
ENSG00000113273__ENSMUSG00000042082	1915	1436	12	16	26
ENSG00000132837__ENSMUSG00000042102	11	3	51	63	70
ENSG00000132840__ENSMUSG00000042118	1	4	29	38	52
ENSG00000145692__ENSMUSG00000074768	29	30	11	19	23
ENSG00000145692__ENSMUSG00000069324	29	30	0	4	0
ENSG00000152409__ENSMUSG00000021690	1650	1090	1833	1909	2461
ENSG00000152413__ENSMUSG00000007617	5702	3749	1571	1474	1818
ENSG00000164329__ENSMUSG00000042167	2132	1740	1803	1812	2403
ENSG00000164309__ENSMUSG00000047419	81	54	2	4	4
ENSG00000177034__ENSMUSG00000021704	2929	2143	941	1163	1346
ENSG00000113296__ENSMUSG00000021702	526	589	4	0	0
ENSG00000164300__ENSMUSG00000021703	8429	6589	584	595	829
ENSG00000164299__ENSMUSG00000046957	0	0	0	0	0
ENSG00000152380__ENSMUSG00000034334	33	28	24	35	28
ENSG00000189127__ENSMUSG00000045034	91	63	20	26	28
ENSG00000228716__ENSMUSG00000021707	9876	7400	4164	4181	5421
ENSG00000113318__ENSMUSG00000014850	2207	1516	2923	2944	3996
ENSG00000113319__ENSMUSG00000021708	740	417	0	5	5
ENSG00000131730__ENSMUSG00000021622	86	49	2	0	1
ENSG00000131732__ENSMUSG00000021621	1356	1141	1067	1203	1627
ENSG00000172497__ENSMUSG00000021620	8	14	4	0	0
ENSG00000145687__ENSMUSG00000003992	2071	2244	123	174	210
ENSG00000152348__ENSMUSG00000021619	885	769	101	113	149
ENSG00000186468__ENSMUSG00000049517	20074	14077	24055	25541	38254
ENSG00000205464__ENSMUSG00000078958	157	146	0	0	2
ENSG00000174695__ENSMUSG00000012422	14722	9960	4405	4515	6114
ENSG00000152422__ENSMUSG00000021615	638	640	719	700	852
ENSG00000038427__ENSMUSG00000021614	51063	31780	3683	3411	4701
ENSG00000145681__ENSMUSG00000021613	1602	1424	6	10	6
ENSG00000164176__ENSMUSG00000034488	3847	2722	52	52	90
ENSG00000127184__ENSMUSG00000017778	13284	10649	6054	6258	8761
ENSG00000145715__ENSMUSG00000021549	4055	2917	3635	3653	4709
ENSG00000134480__ENSMUSG00000021548	1469	1166	2448	2493	3192
ENSG00000164180__ENSMUSG00000035762	829	744	1565	1496	1942
ENSG00000081189__ENSMUSG00000005583	185	300	8	0	4
ENSG00000153140__ENSMUSG00000021537	916	953	3968	4098	5053
ENSG00000176055__ENSMUSG00000051098	499	401	222	192	268
ENSG00000176018__ENSMUSG00000035840	1315	990	1301	1284	1597
ENSG00000164199__ENSMUSG00000069170	3935	2853	671	631	875
ENSG00000113369__ENSMUSG00000074794	1108	1069	9490	9880	12073
ENSG00000175745__ENSMUSG00000069171	2786	3877	9	13	11
ENSG00000113391__ENSMUSG00000064138	1312	1218	862	892	1277
ENSG00000248483__ENSMUSG00000093668	15	9	5	0	0
ENSG00000133302__ENSMUSG00000021597	2164	1594	1477	1563	1948
ENSG00000175471__ENSMUSG00000021596	268	168	0	4	2
ENSG00000153347__ENSMUSG00000109228	0	6	6	2	5
ENSG00000198677__ENSMUSG00000033991	7365	5352	3951	4186	5364
ENSG00000164291__ENSMUSG00000021592	1344	958	309	302	387
ENSG00000175449__ENSMUSG00000043190	67	91	310	346	444
ENSG00000145757__ENSMUSG00000021590	8	10	10	12	13
ENSG00000164292__ENSMUSG00000021589	2599	2507	789	787	1009
ENSG00000173221__ENSMUSG00000021591	746	758	857	804	1005
ENSG00000118985__ENSMUSG00000001542	1832	1383	4008	4021	5362
ENSG00000175426__ENSMUSG00000021587	217	156	239	361	339
ENSG00000153113__ENSMUSG00000021585	2536	2352	3622	3794	4861
ENSG00000164307__ENSMUSG00000021583	999	828	146	186	254
ENSG00000113441__ENSMUSG00000023845	717	675	4427	4332	5538
ENSG00000145721__ENSMUSG00000047786	1166	784	49	27	48
ENSG00000174136__ENSMUSG00000048027	4602	3991	336	403	503
ENSG00000153922__ENSMUSG00000023852	9164	6078	17386	18162	23289
ENSG00000174132__ENSMUSG00000051185	137	110	271	289	387
ENSG00000113532__ENSMUSG00000040710	305	358	38	38	43
ENSG00000173930__ENSMUSG00000040693	584	425	1829	1634	2136
ENSG00000205359__ENSMUSG00000026331	14	17	1	2	5
ENSG00000205359__ENSMUSG00000026336	14	17	0	0	0
ENSG00000145730__ENSMUSG00000026335	5024	4437	651	768	1009
ENSG00000145723__ENSMUSG00000026333	450	356	568	519	779
ENSG00000145725__ENSMUSG00000040648	6047	4234	7268	7364	9296
ENSG00000181751__ENSMUSG00000044768	1247	1083	402	414	549
ENSG00000112874__ENSMUSG00000024228	764	687	458	439	582
ENSG00000184349__ENSMUSG00000048915	1629	1360	147	151	229
